season,season_type,player_id,player_name,player_display_name,games,position,position_group,headshot_url,team,def_tackles,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_fumble_recovery_own,def_fumble_recovery_yards_own,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_safety,def_penalty,def_penalty_yards
2023,REG,00-0026166,D.Brown,Duane Brown,1,T,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo4wdp0wxeyowhqtbor9",DAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,REG,00-0026190,C.Campbell,Calais Campbell,16,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmgqjt7qihxkze7iuajf",ATL,32,25,7,24,10,5,1,6.5,29,17,0,0,1,0,0,0,0,1,0,1,1,5
2023,REG,00-0026293,M.Slater,Matt Slater,1,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cs1ojdzhxjuanbw6vflv",NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2023,REG,00-0027723,A.Woods,Al Woods,4,NT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/prcuuwfcof1uok4lxb11",NYJ,4,3,1,2,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2023,REG,00-0027857,T.Williams,Trent Williams,1,T,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pngn7zttto574ellwslr",BAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,REG,00-0027862,T.Alualu,Tyson Alualu,2,NT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz7lyukjawvr7xfdszmb",DET,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,REG,00-0027865,B.Graham,Brandon Graham,10,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",PHI,11,9,2,5,4,1,0,3,19,6,0,0,1,0,0,0,0,0,0,0,0,0
2023,REG,00-0027867,J.Pierre-Paul,Jason Pierre-Paul,1,DE,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwl0fkpfwut1rizcarub",NO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,REG,00-0027872,K.Jackson,Kareem Jackson,8,SS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzmcqsvgotnfsmmzgtwa",DEN,36,33,3,15,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,4,41
2023,REG,00-0027872,K.Jackson,Kareem Jackson,2,SS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzmcqsvgotnfsmmzgtwa",HOU,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
