capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff_display,book,market_type,selection,line,american_price,quote_status,model_version
interim-il-20260924T001606Z,1eb90a43-e52f-46d5-8e8e-83f83371d419,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,spread,Atlanta Falcons,5.5,-115,open,v3-forward-measurement
interim-il-20260924T001606Z,6360735e-ab7d-4b39-80d5-02be988caa22,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,spread,Green Bay Packers,-5.5,-105,open,v3-forward-measurement
interim-il-20260924T001606Z,e8ff4de2-6142-4c08-8aa2-021cdcfea001,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,moneyline,Atlanta Falcons,,205,open,v3-forward-measurement
interim-il-20260924T001606Z,ed5d7b63-a86f-495b-ba55-4e36dcaaef6b,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,moneyline,Green Bay Packers,,-250,open,v3-forward-measurement
interim-il-20260924T001606Z,1d0b3e1b-020d-40e9-90c0-7b10b9df5749,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,total,Over,43.5,-108,open,v3-forward-measurement
interim-il-20260924T001606Z,9b7dfe57-8c38-4d7c-a1e9-48f9fa1685cb,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Atlanta Falcons @ Green Bay Packers,THU 7:16PM CT,FanDuel,total,Under,43.5,-112,open,v3-forward-measurement
interim-il-20260924T001606Z,e7abbddf-ff7c-4c57-ba94-2b6748ed4a76,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,spread,Carolina Panthers,-2.5,-118,open,v3-forward-measurement
interim-il-20260924T001606Z,c7505b76-7fb4-44aa-9ab0-6e354fd76db5,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,spread,Cleveland Browns,2.5,-104,open,v3-forward-measurement
interim-il-20260924T001606Z,194dab7c-47d9-483e-86b8-613a0ab8eb08,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,moneyline,Carolina Panthers,,-146,open,v3-forward-measurement
interim-il-20260924T001606Z,d5c866c5-d665-4542-9c48-b5a648f1b598,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,moneyline,Cleveland Browns,,124,open,v3-forward-measurement
interim-il-20260924T001606Z,a1faf9e9-e63e-414c-b6c8-eb2af1f41523,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,total,Over,41.5,-115,open,v3-forward-measurement
interim-il-20260924T001606Z,5a68b6eb-6ab9-4942-9fe0-26ddeea61c66,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,Carolina Panthers @ Cleveland Browns,SUN 12:01PM CT,FanDuel,total,Under,41.5,-105,open,v3-forward-measurement
interim-il-20260924T001606Z,de19d665-828d-478e-a5de-066f77a24fd3,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,spread,New York Jets,6.5,-102,open,v3-forward-measurement
interim-il-20260924T001606Z,d2d187a7-62cb-465b-8abe-48dd8459007d,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,spread,Detroit Lions,-6.5,-120,open,v3-forward-measurement
interim-il-20260924T001606Z,d8c63042-d1bb-4dab-83f0-9fb3a9d25de3,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,moneyline,New York Jets,,265,open,v3-forward-measurement
interim-il-20260924T001606Z,0f9c4b65-51b1-4a1d-bd6a-d9dc672324a5,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,moneyline,Detroit Lions,,-330,open,v3-forward-measurement
interim-il-20260924T001606Z,c220c3b8-cda9-4500-bbef-f51f52e919dd,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,total,Over,47.5,-115,open,v3-forward-measurement
interim-il-20260924T001606Z,c858283b-ac73-4c6d-91a6-b3e495cc02f2,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New York Jets @ Detroit Lions,SUN 12:01PM CT,FanDuel,total,Under,47.5,-105,open,v3-forward-measurement
interim-il-20260924T001606Z,923fd95b-cfe9-4d43-af81-25726109409f,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,spread,New England Patriots,2.5,100,open,v3-forward-measurement
interim-il-20260924T001606Z,2a4912cc-965f-44e2-a6be-e5dfe9958ba2,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,spread,Jacksonville Jaguars,-2.5,-122,open,v3-forward-measurement
interim-il-20260924T001606Z,68784ac9-5496-4e2c-b11d-2ebcc27c60da,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,moneyline,New England Patriots,,132,open,v3-forward-measurement
interim-il-20260924T001606Z,f08e991b-93c0-47ec-8cd0-19db69201038,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,moneyline,Jacksonville Jaguars,,-154,open,v3-forward-measurement
interim-il-20260924T001606Z,4206fac7-93e9-4e2e-8fab-d365c71ab720,2026-09-24T00:16:06Z,FanDuel rendered sportsbook page,,IL,NFL,,New England Patriots @ Jacksonville Jaguars,SUN 12:01PM CT,FanDuel,total,Over,45.5,-105,open,v3-forward-measurement
