capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff,book,market_id,market_type,market_name,player_id,player_name,selection_id,selection,line,american_price,decimal_price,implied_probability,quote_status,opening_line,opening_price,first_observed,closing_line,closing_price,result,net_units,model_version
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,ee34015c-5a30-46dc-8597-295314daa1ee,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496118,passing_yards,Josh Allen - Passing Yds,,Josh Allen,16503660,over,248.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,4d0bebfa-5ff8-42ba-a200-b8731f88fba8,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496118,passing_yards,Josh Allen - Passing Yds,,Josh Allen,16503661,under,248.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,1d81ba4d-8f08-425d-bb13-b48a856fe761,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496115,passing_touchdowns,Josh Allen - Passing TDs,,Josh Allen,16503660,over,1.5,-166,1.602409638554217,0.6240601503759399,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,e35cc092-fd52-48eb-b42a-e9410ec1fd68,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496115,passing_touchdowns,Josh Allen - Passing TDs,,Josh Allen,16503661,under,1.5,124,2.24,0.44642857142857145,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,ae8f1db7-f343-4ece-9120-60a45f2805a7,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496110,passing_yards,Jared Goff - Passing Yds,,Jared Goff,12135315,over,270.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,4fd45bb7-f249-4faf-87a4-e720572924f4,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496110,passing_yards,Jared Goff - Passing Yds,,Jared Goff,12135314,under,270.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,831a407a-7f82-400a-b0fb-e8182106e729,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496112,passing_touchdowns,Jared Goff - Passing TDs,,Jared Goff,12135315,over,1.5,-130,1.769230769230769,0.5652173913043478,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
d4cd0029-32a7-49e8-9c92-f50fad2e6e2b,4265251d-f1f9-406e-a9ee-a464d5f76951,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496112,passing_touchdowns,Jared Goff - Passing TDs,,Jared Goff,12135314,under,1.5,-102,1.980392156862745,0.504950495049505,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
33785c46-3ba8-43db-aa0c-d12518dde9cd,2c75d541-859f-4583-a387-b8d877ca44e6,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496327,rushing_yards,Jahmyr Gibbs - Rushing Yds,,Jahmyr Gibbs,41179952,over,90.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
33785c46-3ba8-43db-aa0c-d12518dde9cd,c92a2fd3-bf41-4418-a9fe-cc837acd854b,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.186496327,rushing_yards,Jahmyr Gibbs - Rushing Yds,,Jahmyr Gibbs,41179953,under,90.5,-114,1.87719298245614,0.5327102803738317,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
