capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff,book,market_id,market_type,market_name,player_id,player_name,selection_id,selection,line,american_price,decimal_price,implied_probability,quote_status,opening_line,opening_price,first_observed,closing_line,closing_price,result,net_units,model_version
70429290-ed01-4e90-83bb-1b5bc954bfc3,7052e862-dd5a-4177-96f4-d2131d2323dc,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723407,spread,Spread,,,50193,Detroit Lions,4.5,-108,1.925925925925926,0.5192307692307693,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,65cc48ed-adbf-42c9-a082-ea804d730879,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723407,spread,Spread,,,50203,Buffalo Bills,-4.5,-112,1.892857142857143,0.5283018867924528,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,748f6ee8-ce2b-431d-a63e-1826238ed7c9,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723404,moneyline,Moneyline,,,50193,Detroit Lions,,188,2.88,0.3472222222222222,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,e8a73c9d-8dcb-482f-b38e-85bf4efa8103,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723404,moneyline,Moneyline,,,50203,Buffalo Bills,,-225,1.444444444444444,0.6923076923076923,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,2ef22281-5194-430a-82dc-0117e8ee969d,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723405,total,Total Points,,,7017916,Over,53.5,-115,1.869565217391304,0.5348837209302325,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,d16924a5-d754-4718-8408-358cc51f2ac3,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,35599552,Detroit Lions @ Buffalo Bills,2026-09-18T00:15:00.000Z,FanDuel,751.168723405,total,Total Points,,,7017917,Under,53.5,-105,1.952380952380952,0.5121951219512195,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,d91d1e43-c3b3-4a4d-b955-bc9df0171ac1,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432815,moneyline,Moneyline,,,50198,Carolina Panthers,,-142,1.704225352112676,0.5867768595041323,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,bda9aabf-c6d5-43bf-ab2f-cfcad10c004a,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432815,moneyline,Moneyline,,,50199,Atlanta Falcons,,120,2.2,0.45454545454545453,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,5bbe263f-8731-41a3-8fd4-069b8143f2dc,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432814,total,Total Points,,,7017916,Over,43.5,-105,1.952380952380952,0.5121951219512195,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,bebe8bd7-b227-4cdb-84c2-2e7f07547082,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432814,total,Total Points,,,7017917,Under,43.5,-115,1.869565217391304,0.5348837209302325,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,c10fd6b2-8fa7-4efb-88a3-eecdf50bef8d,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432813,spread,Spread,,,50198,Carolina Panthers,-2.5,-110,1.909090909090909,0.5238095238095238,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,398dd9cc-5958-4bf9-abb3-57bf18578db5,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048239,Carolina Panthers @ Atlanta Falcons,2026-09-20T17:01:00.000Z,FanDuel,751.185432813,spread,Spread,,,50199,Atlanta Falcons,2.5,-110,1.909090909090909,0.5238095238095238,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,f4ecaee3-e680-4b67-9a76-aba12cc374ab,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432848,moneyline,Moneyline,,,50196,New Orleans Saints,,350,4.5,0.2222222222222222,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,c5300d9f-a548-4658-98c0-f2dd150efaa3,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432848,moneyline,Moneyline,,,50205,Baltimore Ravens,,-450,1.222222222222222,0.8181818181818182,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,4d1a72c6-d54a-4321-b594-639abad90b2b,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432846,spread,Spread,,,50196,New Orleans Saints,8.5,-115,1.869565217391304,0.5348837209302325,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,415ac4b9-0acf-4f10-8479-f51bc80477d0,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432846,spread,Spread,,,50205,Baltimore Ravens,-8.5,-105,1.952380952380952,0.5121951219512195,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,d9e8ffee-e56f-4e99-9e1e-a6a4059b7c74,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432843,total,Total Points,,,7017916,Over,47.5,-105,1.952380952380952,0.5121951219512195,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,b0d31e73-a580-4c3c-b133-bfc4b1df7b13,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048240,New Orleans Saints @ Baltimore Ravens,2026-09-20T17:01:00.000Z,FanDuel,751.185432843,total,Total Points,,,7017917,Under,47.5,-115,1.869565217391304,0.5348837209302325,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,191359fb-c97f-44c0-b457-d6b48e13beab,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048241,Green Bay Packers @ New York Jets,2026-09-20T17:01:00.000Z,FanDuel,751.185432900,total,Total Points,,,7017916,Over,44.5,-115,1.869565217391304,0.5348837209302325,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
70429290-ed01-4e90-83bb-1b5bc954bfc3,dc5e575e-37e6-4948-8018-c8b412beab9a,2026-09-15T18:16:32Z,FanDuel Sportsbook structured market feed,,VA,NFL,36048241,Green Bay Packers @ New York Jets,2026-09-20T17:01:00.000Z,FanDuel,751.185432900,total,Total Points,,,7017917,Under,44.5,-105,1.952380952380952,0.5121951219512195,open,,,2026-09-15T18:16:32Z,,,,,v3-forward-measurement
