captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-09T00:15:30Z,TN,35993112,Florida A&M @ Miami Florida,2026-09-11T00:00:00.000Z,Florida A&M,Miami Florida,55.5,-112,-55.5,-108,61.5,-118,-104,,
2026-09-09T00:15:30Z,TN,35993113,Richmond @ NC State,2026-09-11T23:00:00.000Z,Richmond,NC State,29.5,-110,-29.5,-110,48.5,-114,-106,2800,-10000
2026-09-09T00:15:30Z,TN,35993115,Norfolk State @ Virginia,2026-09-11T23:00:00.000Z,Norfolk State,Virginia,44.5,-106,-44.5,-114,54.5,-114,-106,,
2026-09-09T00:15:30Z,TN,36029909,Villanova @ Louisville,2026-09-11T23:00:00.000Z,Villanova,Louisville,37.5,-114,-37.5,-106,56.5,-110,-110,2400,-10000
2026-09-09T00:15:30Z,TN,35993114,Rutgers @ Boston College,2026-09-11T23:30:00.000Z,Rutgers,Boston College,3.5,-122,-3.5,100,54.5,-106,-114,125,-150
2026-09-09T00:15:30Z,TN,35632817,Missouri @ Kansas,2026-09-12T00:00:00.000Z,Missouri,Kansas,-5.5,-110,5.5,-110,50.5,-112,-108,-225,184
2026-09-09T00:15:30Z,TN,35170578,Oklahoma @ Michigan,2026-09-12T16:00:00.000Z,Oklahoma,Michigan,-5.5,-112,5.5,-108,43.5,-110,-110,-215,176
2026-09-09T00:15:30Z,TN,35632815,Oregon @ Oklahoma State,2026-09-12T16:00:00.000Z,Oregon,Oklahoma State,-22.5,-110,22.5,-110,57.5,-110,-110,-2500,1100
2026-09-09T00:15:30Z,TN,35993160,Penn State @ Temple,2026-09-12T16:00:00.000Z,Penn State,Temple,-23.5,-122,23.5,100,49.5,-106,-114,-4000,1400
2026-09-09T00:15:30Z,TN,35993161,Washington State @ Kansas State,2026-09-12T16:00:00.000Z,Washington State,Kansas State,19.5,-110,-19.5,-110,48.5,-106,-114,800,-1400
2026-09-09T00:15:30Z,TN,35993162,South Florida @ Army,2026-09-12T16:00:00.000Z,South Florida,Army,3.5,-118,-3.5,-104,46.5,-114,-106,138,-166
