captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-06T00:15:37Z,TN,35828878,The Citadel @ Charlotte,2026-09-05T20:45:00.000Z,The Citadel,Charlotte,,,,,,,,200,-265
2026-09-06T00:15:37Z,TN,35660053,Wyoming @ Colorado State,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,1.5,-132,-1.5,100,46.5,-108,-122,104,-132
2026-09-06T00:15:37Z,TN,35832508,Norfolk State @ Old Dominion,2026-09-05T22:00:00.000Z,Norfolk State,Old Dominion,23.5,-125,-23.5,-106,47.5,-136,102,,
2026-09-06T00:15:37Z,TN,35660054,Sam Houston State @ Troy,2026-09-05T23:00:00.000Z,Sam Houston State,Troy,6.5,104,-6.5,-138,60.5,100,-132,265,-370
2026-09-06T00:15:37Z,TN,35660061,FIU @ South Florida,2026-09-05T23:00:00.000Z,FIU,South Florida,9.5,100,-9.5,-132,32.5,-104,-128,480,-770
2026-09-06T00:15:37Z,TN,35660084,Arkansas State @ Memphis,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,5.5,-125,-5.5,-106,60.5,-114,-114,210,-280
2026-09-06T00:15:37Z,TN,35832510,Abilene Christian @ Texas Tech,2026-09-05T23:00:00.000Z,Abilene Christian,Texas Tech,41.5,-130,-41.5,-102,45.5,-125,-106,,
2026-09-06T00:15:37Z,TN,35832518,Austin Peay @ Vanderbilt,2026-09-05T23:00:00.000Z,Austin Peay,Vanderbilt,19.5,-108,-19.5,-122,52.5,-108,-122,1700,-10000
2026-09-06T00:15:37Z,TN,35832519,Charleston Southern @ Georgia Southern,2026-09-05T23:00:00.000Z,Charleston Southern,Georgia Southern,32.5,-112,-32.5,-118,47.5,100,-132,,
2026-09-06T00:15:37Z,TN,35832524,Eastern Kentucky @ Jacksonville State,2026-09-05T23:03:00.000Z,Eastern Kentucky,Jacksonville State,41.5,-102,-41.5,-130,61.5,-114,-114,2500,-20000
2026-09-06T00:15:37Z,TN,35832534,Idaho State @ Utah State,2026-09-05T23:03:00.000Z,Idaho State,Utah State,2.5,-125,-2.5,-106,60.5,-104,-128,102,-130
2026-09-06T00:15:37Z,TN,35832546,Nicholls State @ Kansas State,2026-09-05T23:03:00.000Z,Nicholls State,Kansas State,49.5,-125,-49.5,-106,60.5,-112,-118,,
2026-09-06T00:15:37Z,TN,35832548,Southeast Louisiana @ South Alabama,2026-09-05T23:03:00.000Z,Southeast Louisiana,South Alabama,16.5,-125,-16.5,-106,54.5,-104,-128,1000,-3000
2026-09-06T00:15:37Z,TN,35660085,Missouri State @ Texas A&M,2026-09-05T23:06:00.000Z,Missouri State,Texas A&M,32.5,-118,-32.5,-112,40.5,-112,-118,,
2026-09-06T00:15:37Z,TN,35660107,UL Monroe @ Mississippi State,2026-09-05T23:30:00.000Z,UL Monroe,Mississippi State,,,,,,,,,
2026-09-06T00:15:37Z,TN,35832554,Northwestern State @ Louisiana Tech,2026-09-05T23:30:00.000Z,Northwestern State,Louisiana Tech,,,,,68.5,-122,-108,,
2026-09-06T00:15:37Z,TN,35832555,VMI @ Virginia Tech,2026-09-05T23:30:00.000Z,VMI,Virginia Tech,,,,,,,,,
2026-09-06T00:15:37Z,TN,35660140,Western Michigan @ Michigan,2026-09-05T23:40:00.000Z,Western Michigan,Michigan,22.5,100,-22.5,-132,48.5,-114,-114,2000,-20000
2026-09-06T00:15:37Z,TN,35832541,Murray State @ Middle Tennessee,2026-09-05T23:45:00.000Z,Murray State,Middle Tennessee,25.5,-108,-25.5,-122,51.5,-112,-118,2000,-20000
2026-09-06T00:15:37Z,TN,35660112,Florida Atlantic @ Florida,2026-09-05T23:49:00.000Z,Florida Atlantic,Florida,32.5,-118,-32.5,-112,59.5,-114,-114,4000,-100000
2026-09-06T00:15:37Z,TN,35832560,Hampton @ Maryland,2026-09-06T00:00:00.000Z,Hampton,Maryland,,,,,,,,,
2026-09-06T00:15:37Z,TN,35832566,Lamar @ Louisiana,2026-09-06T00:00:00.000Z,Lamar,Louisiana,20.5,-102,-20.5,-130,48.5,-104,-128,1060,-3500
2026-09-06T00:15:37Z,TN,35832572,South Dakota State @ Northwestern,2026-09-06T00:00:00.000Z,South Dakota State,Northwestern,21.5,-112,-21.5,-118,51.5,-114,-114,1100,-4000
2026-09-06T00:15:37Z,TN,35832573,Utah Tech @ BYU,2026-09-06T00:00:00.000Z,Utah Tech,BYU,56.5,-128,-56.5,-104,65.5,-118,-112,,
2026-09-06T00:15:37Z,TN,35920093,Butler @ Montana State,2026-09-06T00:31:00.000Z,Butler,Montana State,46.5,-106,-46.5,-114,58.5,-112,-108,,
2026-09-06T00:15:37Z,TN,35832536,Mercyhurst @ New Mexico State,2026-09-06T01:00:00.000Z,Mercyhurst,New Mexico State,29.5,-112,-29.5,-108,52.5,-110,-110,2500,-10000
2026-09-06T00:15:37Z,TN,35832579,Northern Arizona @ Arizona,2026-09-06T01:30:00.000Z,Northern Arizona,Arizona,32.5,-110,-32.5,-110,59.5,-105,-115,,
2026-09-06T00:15:37Z,TN,35832585,Portland State @ San Diego State,2026-09-06T01:30:00.000Z,Portland State,San Diego State,38.5,-104,-38.5,-118,61.5,-110,-110,,
2026-09-06T00:15:37Z,TN,35170559,Clemson @ LSU,2026-09-06T01:40:00.000Z,Clemson,LSU,10.5,-118,-10.5,-104,48.5,-115,-105,320,-405
2026-09-06T00:15:37Z,TN,35660101,UNLV @ Hawaii,2026-09-06T02:00:00.000Z,UNLV,Hawaii,-2.5,-118,2.5,-104,55.5,-106,-114,-142,118
2026-09-06T00:15:37Z,TN,35660105,Central Michigan @ New Mexico,2026-09-06T02:00:00.000Z,Central Michigan,New Mexico,10.5,-110,-10.5,-110,47.5,-108,-112,330,-430
2026-09-06T00:15:37Z,TN,35832595,Morgan State @ Arizona State,2026-09-06T02:00:00.000Z,Morgan State,Arizona State,43.5,-105,-43.5,-115,53.5,-106,-114,,
2026-09-06T00:15:37Z,TN,35870808,Mississippi Valley State @ Sacramento State,2026-09-06T02:00:00.000Z,Mississippi Valley State,Sacramento State,38.5,-110,-38.5,-110,55.5,-110,-110,,
2026-09-06T00:15:37Z,TN,35920096,UC Davis @ San Diego,2026-09-06T02:01:00.000Z,UC Davis,San Diego,-14.5,-114,14.5,-106,54.5,-106,-114,-750,490
2026-09-06T00:15:37Z,TN,35170545,UCLA @ California,2026-09-06T02:30:00.000Z,UCLA,California,-2.5,-115,2.5,-105,53.5,-110,-110,-138,118
2026-09-06T00:15:37Z,TN,35660100,Western Kentucky @ Nevada,2026-09-06T02:30:00.000Z,Western Kentucky,Nevada,-1.5,-105,1.5,-115,51.5,-118,-104,-111,-110
2026-09-06T00:15:37Z,TN,35920101,Texas Southern @ Prairie View,2026-09-06T16:01:00.000Z,Texas Southern,Prairie View,10.5,-108,-10.5,-118,54.5,-120,-106,330,-480
2026-09-06T00:15:37Z,TN,35920097,South Carolina State @ Florida A&M,2026-09-06T19:01:00.000Z,South Carolina State,Florida A&M,,,,,56.5,-113,-113,-1400,680
2026-09-06T00:15:37Z,TN,35660089,Washington State @ Washington,2026-09-06T20:00:00.000Z,Washington State,Washington,23.5,-110,-23.5,-110,50.5,-118,-104,1160,-2800
2026-09-06T00:15:37Z,TN,35170577,Wisconsin @ Notre Dame,2026-09-06T23:30:00.000Z,Wisconsin,Notre Dame,20.5,-110,-20.5,-110,46.5,-110,-110,980,-1800
2026-09-06T00:15:37Z,TN,35233844,Louisville @ Ole Miss,2026-09-06T23:30:00.000Z,Louisville,Ole Miss,6.5,-104,-6.5,-118,54.5,-115,-105,205,-250
2026-09-06T00:15:37Z,TN,35660086,SMU @ Florida State,2026-09-07T23:30:00.000Z,SMU,Florida State,-2.5,-122,2.5,100,53.5,-105,-115,-150,125
