captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-21T12:22:56Z,TN,36073770,Liberty @ Coastal Carolina,2026-09-24T23:30:00.000Z,Liberty,Coastal Carolina,-2.5,-110,2.5,-110,52.5,-110,-110,-132,110
2026-09-21T12:22:56Z,TN,36073771,Army @ Temple,2026-09-25T20:00:00.000Z,Army,Temple,-3.5,-102,3.5,-120,49.5,-110,-110,-160,132
2026-09-21T12:22:56Z,TN,36073778,Navy @ UAB,2026-09-25T23:00:00.000Z,Navy,UAB,-6.5,-120,6.5,-102,52.5,-105,-115,-260,210
2026-09-21T12:22:56Z,TN,36073779,Northwestern @ Indiana,2026-09-26T00:00:00.000Z,Northwestern,Indiana,21.5,-118,-21.5,-104,49.5,-110,-110,1100,-2500
2026-09-21T12:22:56Z,TN,36094630,Clemson @ California,2026-09-26T02:30:00.000Z,Clemson,California,1.5,-115,-1.5,-105,49.5,-115,-105,-105,-113
2026-09-21T12:22:56Z,TN,36073791,Illinois @ Ohio State,2026-09-26T16:00:00.000Z,Illinois,Ohio State,27.5,-115,-27.5,-105,52.5,-115,-105,1600,-4500
2026-09-21T12:22:56Z,TN,36073803,Sam Houston State @ Texas Tech,2026-09-26T16:00:00.000Z,Sam Houston State,Texas Tech,35.5,-110,-35.5,-110,54.5,-115,-105,,
2026-09-21T12:22:56Z,TN,36073814,Colorado @ Baylor,2026-09-26T16:00:00.000Z,Colorado,Baylor,10.5,-115,-10.5,-105,54.5,-110,-110,310,-400
2026-09-21T12:22:56Z,TN,36073883,San Diego State @ Toledo,2026-09-26T16:00:00.000Z,San Diego State,Toledo,2.5,-110,-2.5,-110,48.5,-110,-110,112,-134
2026-09-21T12:22:56Z,TN,36073885,Colorado State @ UTSA,2026-09-26T16:00:00.000Z,Colorado State,UTSA,13.5,-115,-13.5,-105,57.5,-115,-105,390,-530
2026-09-21T12:22:56Z,TN,36073903,UNLV @ Akron,2026-09-26T16:00:00.000Z,UNLV,Akron,-12.5,-110,12.5,-110,49.5,-110,-110,-580,420
2026-09-21T12:22:56Z,TN,36073909,Ball State @ Kent State,2026-09-26T16:00:00.000Z,Ball State,Kent State,3.5,-122,-3.5,100,49.5,-110,-110,134,-162
2026-09-21T12:22:56Z,TN,36073928,Texas @ Tennessee,2026-09-26T16:00:00.000Z,Texas,Tennessee,-3.5,-115,3.5,-105,55.5,-115,-105,-178,150
2026-09-21T12:22:56Z,TN,36073932,Wake Forest @ Louisville,2026-09-26T16:00:00.000Z,Wake Forest,Louisville,12.5,-110,-12.5,-110,58.5,-105,-115,390,-530
2026-09-21T12:22:56Z,TN,36073934,Virginia Tech @ Boston College,2026-09-26T16:00:00.000Z,Virginia Tech,Boston College,-14.5,-104,14.5,-118,52.5,-110,-110,-650,460
2026-09-21T12:22:56Z,TN,36073935,South Alabama @ Kentucky,2026-09-26T16:45:00.000Z,South Alabama,Kentucky,20.5,-105,-20.5,-115,54.5,-115,-105,920,-1800
2026-09-21T12:22:56Z,TN,36073875,UCLA @ Maryland,2026-09-26T17:30:00.000Z,UCLA,Maryland,-1.5,-115,1.5,-105,57.5,-115,-105,-126,105
2026-09-21T12:22:56Z,TN,36073789,Notre Dame @ Purdue,2026-09-26T18:00:00.000Z,Notre Dame,Purdue,-26.5,-110,26.5,-110,57.5,-110,-110,-4500,1600
2026-09-21T12:22:56Z,TN,36073901,Northern Illinois @ Georgia State,2026-09-26T18:00:00.000Z,Northern Illinois,Georgia State,9.5,-110,-9.5,-110,55.5,-110,-110,310,-400
2026-09-21T12:22:56Z,TN,36073947,Hawaii @ Wyoming,2026-09-26T19:00:00.000Z,Hawaii,Wyoming,-3.5,-105,3.5,-115,45.5,-105,-115,-162,134
2026-09-21T12:22:56Z,TN,36073786,Oklahoma @ Georgia,2026-09-26T19:30:00.000Z,Oklahoma,Georgia,13.5,-102,-13.5,-120,43.5,-110,-110,490,-710
2026-09-21T12:22:56Z,TN,36073793,Ole Miss @ Florida,2026-09-26T19:30:00.000Z,Ole Miss,Florida,3.5,-122,-3.5,100,60.5,-110,-110,128,-154
2026-09-21T12:22:56Z,TN,36073804,Utah @ Iowa State,2026-09-26T19:30:00.000Z,Utah,Iowa State,-9.5,-105,9.5,-115,49.5,-105,-115,-350,275
2026-09-21T12:22:56Z,TN,36073807,Iowa @ Michigan,2026-09-26T19:30:00.000Z,Iowa,Michigan,4.5,-110,-4.5,-110,37.5,-115,-105,158,-192
2026-09-21T12:22:56Z,TN,36073817,TCU @ UCF,2026-09-26T19:30:00.000Z,TCU,UCF,-3.5,-105,3.5,-115,49.5,-115,-105,-162,134
2026-09-21T12:22:56Z,TN,36073886,Boise State @ Western Michigan,2026-09-26T19:30:00.000Z,Boise State,Western Michigan,-7.5,-110,7.5,-110,48.5,-110,-110,-300,240
2026-09-21T12:22:56Z,TN,36073887,Connecticut @ Miami Ohio,2026-09-26T19:30:00.000Z,Connecticut,Miami Ohio,4.5,-110,-4.5,-110,50.5,-115,-105,155,-188
2026-09-21T12:22:56Z,TN,36073950,New Mexico @ New Mexico State,2026-09-26T19:30:00.000Z,New Mexico,New Mexico State,-12.5,-110,12.5,-110,48.5,-115,-105,-530,390
2026-09-21T12:22:56Z,TN,36073811,Houston @ Georgia Southern,2026-09-26T20:00:00.000Z,Houston,Georgia Southern,-17.5,-110,17.5,-110,54.5,-110,-110,-1050,660
2026-09-21T12:22:56Z,TN,36073812,Vanderbilt @ Auburn,2026-09-26T20:15:00.000Z,Vanderbilt,Auburn,9.5,-110,-9.5,-110,54.5,-110,-110,260,-330
2026-09-21T12:22:56Z,TN,36073785,Wisconsin @ Penn State,2026-09-26T21:00:00.000Z,Wisconsin,Penn State,9.5,100,-9.5,-122,45.5,-110,-110,320,-420
2026-09-21T12:22:56Z,TN,36073881,Nebraska @ Michigan State,2026-09-26T21:00:00.000Z,Nebraska,Michigan State,-5.5,-110,5.5,-110,48.5,-110,-110,-205,168
2026-09-21T12:22:56Z,TN,36073896,South Florida @ Bowling Green,2026-09-26T21:00:00.000Z,South Florida,Bowling Green,-17.5,-110,17.5,-110,50.5,-110,-110,-1250,760
2026-09-21T12:22:56Z,TN,36073919,James Madison @ Old Dominion,2026-09-26T22:00:00.000Z,James Madison,Old Dominion,-5.5,-115,5.5,-105,47.5,-110,-110,-230,188
2026-09-21T12:22:56Z,TN,36094730,Delaware @ Virginia,2026-09-26T22:00:00.000Z,Delaware,Virginia,20.5,-110,-20.5,-110,52.5,-110,-110,860,-1600
2026-09-21T12:22:56Z,TN,36073889,Louisiana @ Charlotte,2026-09-26T22:30:00.000Z,Louisiana,Charlotte,-10.5,-110,10.5,-110,50.5,-105,-115,-465,350
2026-09-21T12:22:56Z,TN,36094759,Central Michigan @ Miami Florida,2026-09-26T22:30:00.000Z,Central Michigan,Miami Florida,40.5,-105,-40.5,-115,53.5,-110,-110,,
2026-09-21T12:22:56Z,TN,36073816,Kansas State @ Cincinnati,2026-09-26T23:00:00.000Z,Kansas State,Cincinnati,-6.5,-110,6.5,-110,53.5,-110,-110,-235,190
2026-09-21T12:22:56Z,TN,36073895,Southern Miss @ Tulane,2026-09-26T23:00:00.000Z,Southern Miss,Tulane,18.5,-105,-18.5,-115,52.5,-105,-115,890,-1700
2026-09-21T12:22:56Z,TN,36073964,South Carolina @ Alabama,2026-09-26T23:00:00.000Z,South Carolina,Alabama,12.5,-110,-12.5,-110,54.5,-114,-106,385,-520
2026-09-21T12:22:56Z,TN,36073965,Kennesaw State @ Arkansas State,2026-09-26T23:00:00.000Z,Kennesaw State,Arkansas State,4.5,-110,-4.5,-110,53.5,-115,-105,160,-194
2026-09-21T12:22:56Z,TN,36073967,Middle Tennessee @ Jacksonville State,2026-09-26T23:00:00.000Z,Middle Tennessee,Jacksonville State,8.5,-110,-8.5,-110,52.5,-110,-110,265,-335
2026-09-21T12:22:56Z,TN,36094770,Oklahoma State @ West Virginia,2026-09-26T23:00:00.000Z,Oklahoma State,West Virginia,1.5,-105,-1.5,-115,59.5,-115,-105,104,-125
2026-09-21T12:22:56Z,TN,36073794,Oregon @ USC,2026-09-26T23:30:00.000Z,Oregon,USC,-2.5,-118,2.5,-104,62.5,-110,-110,-140,116
2026-09-21T12:22:56Z,TN,36073968,Texas A&M @ LSU,2026-09-26T23:30:00.000Z,Texas A&M,LSU,9.5,-110,-9.5,-110,52.5,-110,-110,280,-360
2026-09-21T12:22:56Z,TN,36073969,Arizona @ Washington State,2026-09-26T23:30:00.000Z,Arizona,Washington State,-9.5,-115,9.5,-105,47.5,-115,-105,-385,300
2026-09-21T12:22:56Z,TN,36073971,Troy @ Utah State,2026-09-26T23:30:00.000Z,Troy,Utah State,2.5,-110,-2.5,-110,48.5,-115,-105,108,-130
2026-09-21T12:22:56Z,TN,36073979,Appalachian State @ NC State,2026-09-26T23:30:00.000Z,Appalachian State,NC State,14.5,-115,-14.5,-105,54.5,-115,-105,460,-650
