captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-16T01:10:35Z,TN,36056700,Syracuse @ Pittsburgh,2026-09-17T23:30:00.000Z,Syracuse,Pittsburgh,9.5,-102,-9.5,-120,51.5,-110,-110,310,-400
2026-09-16T01:10:35Z,TN,36056682,Miami Florida @ Wake Forest,2026-09-18T23:30:00.000Z,Miami Florida,Wake Forest,-20.5,-122,20.5,100,56.5,-110,-110,-2100,1000
2026-09-16T01:10:35Z,TN,35555121,Houston @ Texas Tech,2026-09-19T00:00:00.000Z,Houston,Texas Tech,7.5,-110,-7.5,-110,52.5,-114,-106,245,-310
2026-09-16T01:10:35Z,TN,36058885,Portland State @ Oregon,2026-09-19T02:30:00.000Z,Portland State,Oregon,56.5,-102,-56.5,-120,68.5,-110,-110,,
2026-09-16T01:10:35Z,TN,36057365,Coastal Carolina @ Delaware,2026-09-19T15:30:00.000Z,Coastal Carolina,Delaware,4.5,-110,-4.5,-110,57.5,-108,-112,162,-196
2026-09-16T01:10:35Z,TN,35360157,Georgia @ Arkansas,2026-09-19T16:00:00.000Z,Georgia,Arkansas,-25.5,-110,25.5,-110,54.5,-110,-110,-4000,1400
2026-09-16T01:10:35Z,TN,36056718,Buffalo @ Penn State,2026-09-19T16:00:00.000Z,Buffalo,Penn State,40.5,-102,-40.5,-120,49.5,-115,-105,,
2026-09-16T01:10:35Z,TN,36056719,Akron @ Minnesota,2026-09-19T16:00:00.000Z,Akron,Minnesota,23.5,-104,-23.5,-118,49.5,-105,-115,1400,-4000
2026-09-16T01:10:35Z,TN,36056779,Tulane @ Kansas State,2026-09-19T16:00:00.000Z,Tulane,Kansas State,20.5,-110,-20.5,-110,49.5,-110,-110,980,-2000
2026-09-16T01:10:35Z,TN,36056785,Arizona State @ Kansas,2026-09-19T16:00:00.000Z,Arizona State,Kansas,-5.5,-106,5.5,-114,50.5,-110,-110,-205,168
2026-09-16T01:10:35Z,TN,36056792,North Carolina @ Clemson,2026-09-19T16:00:00.000Z,North Carolina,Clemson,3.5,-110,-3.5,-110,43.5,-112,-108,146,-178
2026-09-16T01:10:35Z,TN,36056794,Bowling Green @ Iowa State,2026-09-19T16:00:00.000Z,Bowling Green,Iowa State,23.5,-104,-23.5,-118,44.5,-108,-112,1400,-4000
2026-09-16T01:10:35Z,TN,36056801,North Texas @ Texas State,2026-09-19T16:00:00.000Z,North Texas,Texas State,2.5,100,-2.5,-122,63.5,-110,-110,122,-146
2026-09-16T01:10:35Z,TN,36058915,Mercer @ Georgia Tech,2026-09-19T16:00:00.000Z,Mercer,Georgia Tech,39.5,-110,-39.5,-110,60.5,-110,-110,,
2026-09-16T01:10:35Z,TN,36059102,Kent State @ Ohio State,2026-09-19T16:00:00.000Z,Kent State,Ohio State,52.5,-106,-52.5,-114,59.5,-118,-104,,
2026-09-16T01:10:35Z,TN,36067449,Lafayette @ Columbia,2026-09-19T16:01:00.000Z,Lafayette,Columbia,2.5,-108,-2.5,-118,46.5,-113,-113,112,-142
