captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-15T18:16:19Z,TN,36056700,Syracuse @ Pittsburgh,2026-09-17T23:30:00.000Z,Syracuse,Pittsburgh,10.5,-122,-10.5,100,51.5,-110,-110,290,-375
2026-09-15T18:16:19Z,TN,36056682,Miami Florida @ Wake Forest,2026-09-18T23:30:00.000Z,Miami Florida,Wake Forest,-20.5,-122,20.5,100,56.5,-115,-105,-2000,980
2026-09-15T18:16:19Z,TN,35555121,Houston @ Texas Tech,2026-09-19T00:00:00.000Z,Houston,Texas Tech,7.5,-110,-7.5,-110,52.5,-114,-106,240,-300
2026-09-15T18:16:19Z,TN,36058885,Portland State @ Oregon,2026-09-19T02:30:00.000Z,Portland State,Oregon,56.5,-102,-56.5,-120,67.5,-110,-110,,
2026-09-15T18:16:19Z,TN,36057365,Coastal Carolina @ Delaware,2026-09-19T15:30:00.000Z,Coastal Carolina,Delaware,4.5,-110,-4.5,-110,57.5,-108,-112,160,-194
2026-09-15T18:16:19Z,TN,35360157,Georgia @ Arkansas,2026-09-19T16:00:00.000Z,Georgia,Arkansas,-25.5,-110,25.5,-110,54.5,-110,-110,-4500,1600
2026-09-15T18:16:19Z,TN,36056718,Buffalo @ Penn State,2026-09-19T16:00:00.000Z,Buffalo,Penn State,40.5,-110,-40.5,-110,49.5,-110,-110,,
2026-09-15T18:16:19Z,TN,36056719,Akron @ Minnesota,2026-09-19T16:00:00.000Z,Akron,Minnesota,23.5,102,-23.5,-124,49.5,-105,-115,1600,-4500
2026-09-15T18:16:19Z,TN,36056779,Tulane @ Kansas State,2026-09-19T16:00:00.000Z,Tulane,Kansas State,20.5,-110,-20.5,-110,49.5,-110,-110,980,-2000
2026-09-15T18:16:19Z,TN,36056785,Arizona State @ Kansas,2026-09-19T16:00:00.000Z,Arizona State,Kansas,-5.5,-106,5.5,-114,50.5,-110,-110,-205,168
2026-09-15T18:16:19Z,TN,36056792,North Carolina @ Clemson,2026-09-19T16:00:00.000Z,North Carolina,Clemson,3.5,-110,-3.5,-110,43.5,-105,-115,140,-170
2026-09-15T18:16:19Z,TN,36056794,Bowling Green @ Iowa State,2026-09-19T16:00:00.000Z,Bowling Green,Iowa State,23.5,-104,-23.5,-118,44.5,-108,-112,1400,-4000
2026-09-15T18:16:19Z,TN,36056801,North Texas @ Texas State,2026-09-19T16:00:00.000Z,North Texas,Texas State,2.5,100,-2.5,-122,63.5,-110,-110,122,-146
2026-09-15T18:16:19Z,TN,36058915,Mercer @ Georgia Tech,2026-09-19T16:00:00.000Z,Mercer,Georgia Tech,39.5,-110,-39.5,-110,60.5,-110,-110,,
2026-09-15T18:16:19Z,TN,36059102,Kent State @ Ohio State,2026-09-19T16:00:00.000Z,Kent State,Ohio State,52.5,-106,-52.5,-114,59.5,-118,-104,,
2026-09-15T18:16:19Z,TN,36056706,Eastern Michigan @ Wisconsin,2026-09-19T16:30:00.000Z,Eastern Michigan,Wisconsin,24.5,-115,-24.5,-105,45.5,-106,-114,1400,-4000
2026-09-15T18:16:19Z,TN,36056809,NC State @ Vanderbilt,2026-09-19T16:45:00.000Z,NC State,Vanderbilt,3.5,-112,-3.5,-108,50.5,-110,-110,140,-170
2026-09-15T18:16:19Z,TN,36056811,Wyoming @ Central Michigan,2026-09-19T17:00:00.000Z,Wyoming,Central Michigan,1.5,-110,-1.5,-110,39.5,-105,-115,-102,-118
2026-09-15T18:16:19Z,TN,36057374,Maine @ Boston College,2026-09-19T18:00:00.000Z,Maine,Boston College,37.5,-110,-37.5,-110,52.5,-110,-110,,
2026-09-15T18:16:19Z,TN,36058919,Southern Illinois @ Illinois,2026-09-19T18:00:00.000Z,Southern Illinois,Illinois,39.5,-110,-39.5,-110,54.5,-106,-114,,
2026-09-15T18:16:19Z,TN,36056831,Temple @ Toledo,2026-09-19T19:00:00.000Z,Temple,Toledo,5.5,-110,-5.5,-110,50.5,-115,-105,172,-210
2026-09-15T18:16:19Z,TN,36056732,UTEP @ Michigan,2026-09-19T19:30:00.000Z,UTEP,Michigan,34.5,-104,-34.5,-118,49.5,-105,-115,,
2026-09-15T18:16:19Z,TN,36056838,Florida State @ Alabama,2026-09-19T19:30:00.000Z,Florida State,Alabama,19.5,-108,-19.5,-112,48.5,-110,-110,810,-1450
2026-09-15T18:16:19Z,TN,36056840,USC @ Rutgers,2026-09-19T19:30:00.000Z,USC,Rutgers,-23.5,-120,23.5,-102,59.5,-110,-110,-3500,1280
2026-09-15T18:16:19Z,TN,36056841,Utah State @ Utah,2026-09-19T19:30:00.000Z,Utah State,Utah,27.5,-102,-27.5,-120,56.5,-112,-108,2000,-7000
2026-09-15T18:16:19Z,TN,36056852,Kentucky @ Texas A&M,2026-09-19T19:30:00.000Z,Kentucky,Texas A&M,16.5,-110,-16.5,-110,50.5,-108,-112,580,-880
2026-09-15T18:16:19Z,TN,36056859,SMU @ Louisville,2026-09-19T19:30:00.000Z,SMU,Louisville,2.5,-115,-2.5,-105,58.5,-114,-106,105,-126
2026-09-15T18:16:19Z,TN,36056863,Miami Ohio @ Cincinnati,2026-09-19T19:30:00.000Z,Miami Ohio,Cincinnati,14.5,-110,-14.5,-110,49.5,-105,-115,530,-780
