captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-12T18:24:40Z,TN,35170578,Oklahoma @ Michigan,2026-09-12T15:55:00.000Z,Oklahoma,Michigan,1.5,-114,-1.5,-114,33.5,-114,-114,-106,-120
2026-09-12T18:24:40Z,TN,35993160,Penn State @ Temple,2026-09-12T16:00:00.000Z,Penn State,Temple,-23.5,-106,23.5,-125,33.5,100,-132,,
2026-09-12T18:24:40Z,TN,35993163,Appalachian State @ East Carolina,2026-09-12T16:00:00.000Z,Appalachian State,East Carolina,-5.5,-102,5.5,-130,65.5,102,-136,-230,176
2026-09-12T18:24:40Z,TN,35993164,Wake Forest @ Purdue,2026-09-12T16:00:00.000Z,Wake Forest,Purdue,-6.5,-132,6.5,100,46.5,-136,102,-440,310
2026-09-12T18:24:40Z,TN,35993165,Arizona State @ Texas A&M,2026-09-12T16:00:00.000Z,Arizona State,Texas A&M,12.5,-106,-12.5,-125,53.5,-122,-108,1060,-3500
2026-09-12T18:24:40Z,TN,35993166,East Tennessee State @ North Carolina,2026-09-12T16:00:00.000Z,East Tennessee State,North Carolina,42.5,-158,-42.5,118,45.5,-114,-114,,
2026-09-12T18:24:40Z,TN,35993666,Wagner @ James Madison,2026-09-12T16:00:00.000Z,Wagner,James Madison,70.5,-114,-70.5,-114,80.5,102,-136,,
2026-09-12T18:24:40Z,TN,35993689,Gardner Webb @ Liberty,2026-09-12T16:00:00.000Z,Gardner Webb,Liberty,4.5,-148,-4.5,112,58.5,100,-132,210,-280
2026-09-12T18:24:40Z,TN,36042424,Howard @ Indiana,2026-09-12T16:00:00.000Z,Howard,Indiana,68.5,-114,-68.5,-114,69.5,136,-182,,
2026-09-12T18:24:40Z,TN,35993161,Washington State @ Kansas State,2026-09-12T16:05:00.000Z,Washington State,Kansas State,19.5,-112,-19.5,-118,45.5,-106,-125,2000,-20000
2026-09-12T18:24:40Z,TN,35993169,Old Dominion @ Virginia Tech,2026-09-12T16:05:00.000Z,Old Dominion,Virginia Tech,35.5,-112,-35.5,-118,59.5,-102,-130,,
2026-09-12T18:24:40Z,TN,35993263,Wofford @ Kent State,2026-09-12T16:05:00.000Z,Wofford,Kent State,2.5,-125,-2.5,-106,42.5,-102,-130,126,-162
2026-09-12T18:24:40Z,TN,36042436,Western Kentucky @ Georgia,2026-09-12T16:45:00.000Z,Western Kentucky,Georgia,67.5,-132,-67.5,100,82.5,-146,110,,
2026-09-12T18:24:40Z,TN,35993266,Colgate @ Central Michigan,2026-09-12T17:05:00.000Z,Colgate,Central Michigan,1.5,-138,-1.5,104,33.5,-130,-102,-111,-115
