capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff_display,book,market_type,selection,line,american_price,quote_status,model_version
interim-il-20260926T1815Z,073a2a19-2d28-4d63-9c1c-ada8ff70cc69,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,spread,Baltimore Ravens,-3.5,-104,open,v3-forward-measurement
interim-il-20260926T1815Z,a6983d93-9363-4241-97e7-3ac94d8e1130,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,spread,Dallas Cowboys,3.5,-118,open,v3-forward-measurement
interim-il-20260926T1815Z,46c5d525-c13d-4c45-b0f2-1f62a6237921,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,total,Over,52.5,-114,open,v3-forward-measurement
interim-il-20260926T1815Z,1fcd509f-cbc0-44ba-bb4a-bb2483a3ce01,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,total,Under,52.5,-106,open,v3-forward-measurement
interim-il-20260926T1815Z,04b53437-d0ab-40a0-9df6-a7af7c51645b,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,moneyline,Baltimore Ravens,,-178,open,v3-forward-measurement
interim-il-20260926T1815Z,9b901b79-dc31-4511-a683-36b8151f88c9,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,moneyline,Dallas Cowboys,,150,open,v3-forward-measurement
interim-il-20260926T1815Z,634d6a46-8ecb-47e6-b9e9-9976ebb32363,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,total,Over,43.5,-112,open,v3-forward-measurement
interim-il-20260926T1815Z,4424576c-b2e7-462b-8cef-c4e02a0632af,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,total,Under,43.5,-108,open,v3-forward-measurement
interim-il-20260926T1815Z,b5fff268-8378-42b0-93fa-a330f0467ed1,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,spread,Las Vegas Raiders,3,-102,open,v3-forward-measurement
interim-il-20260926T1815Z,9f1ed7e1-fdcb-49e7-8d6c-cf7fbef6eb7e,2026-09-26T18:15:26Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,spread,New Orleans Saints,-3,-120,open,v3-forward-measurement
