captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-11T18:15:55Z,TN,35993113,Richmond @ NC State,2026-09-11T23:00:00.000Z,Richmond,NC State,33.5,-110,-33.5,-110,50.5,-115,-105,,
2026-09-11T18:15:55Z,TN,35993115,Norfolk State @ Virginia,2026-09-11T23:00:00.000Z,Norfolk State,Virginia,46.5,-110,-46.5,-110,55.5,-115,-105,,
2026-09-11T18:15:55Z,TN,36029909,Villanova @ Louisville,2026-09-11T23:00:00.000Z,Villanova,Louisville,37.5,-102,-37.5,-120,57.5,-106,-114,,
2026-09-11T18:15:55Z,TN,35993114,Rutgers @ Boston College,2026-09-11T23:30:00.000Z,Rutgers,Boston College,3.5,-122,-3.5,100,53.5,-110,-110,130,-156
2026-09-11T18:15:55Z,TN,35632817,Missouri @ Kansas,2026-09-12T00:00:00.000Z,Missouri,Kansas,-4.5,-110,4.5,-110,51.5,-110,-110,-205,168
2026-09-11T18:15:55Z,TN,35170578,Oklahoma @ Michigan,2026-09-12T16:00:00.000Z,Oklahoma,Michigan,-4.5,-110,4.5,-110,43.5,-105,-115,-200,168
2026-09-11T18:15:55Z,TN,35632815,Oregon @ Oklahoma State,2026-09-12T16:00:00.000Z,Oregon,Oklahoma State,-23.5,-105,23.5,-115,54.5,-118,-104,-2300,1060
2026-09-11T18:15:55Z,TN,35993160,Penn State @ Temple,2026-09-12T16:00:00.000Z,Penn State,Temple,-23.5,-120,23.5,-102,50.5,-115,-105,-4000,1400
2026-09-11T18:15:55Z,TN,35993161,Washington State @ Kansas State,2026-09-12T16:00:00.000Z,Washington State,Kansas State,16.5,102,-16.5,-124,48.5,-114,-106,680,-1100
2026-09-11T18:15:55Z,TN,35993162,South Florida @ Army,2026-09-12T16:00:00.000Z,South Florida,Army,3.5,-120,-3.5,-102,46.5,-114,-106,138,-166
2026-09-11T18:15:55Z,TN,35993163,Appalachian State @ East Carolina,2026-09-12T16:00:00.000Z,Appalachian State,East Carolina,6.5,-110,-6.5,-110,56.5,-106,-114,195,-240
