capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff_display,book,market_type,selection,line,american_price,quote_status,model_version
interim-il-20260926T1605Z,abdad346-3abe-4c03-a50c-feb1b87ac0d4,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,spread,Baltimore Ravens,-3.5,-104,open,v3-forward-measurement
interim-il-20260926T1605Z,72073b86-4199-4bf2-9543-88692f6b0ae8,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,spread,Dallas Cowboys,3.5,-118,open,v3-forward-measurement
interim-il-20260926T1605Z,6a068439-9fbc-4230-a22b-e688dc762168,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,total,Over,52.5,-114,open,v3-forward-measurement
interim-il-20260926T1605Z,d0b330bd-6639-4e2b-9c59-5067e4af3516,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,total,Under,52.5,-106,open,v3-forward-measurement
interim-il-20260926T1605Z,e38b9179-5059-4437-8ec1-e3efac9a55aa,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,moneyline,Baltimore Ravens,,-178,open,v3-forward-measurement
interim-il-20260926T1605Z,77b424d8-3ba5-4d8c-8315-7e1bf9ac015b,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,2026-09-27T20:25:00.000Z,FanDuel,moneyline,Dallas Cowboys,,150,open,v3-forward-measurement
interim-il-20260926T1605Z,aeff5624-1208-4c2f-8f15-4b17ee39c9ed,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,total,Over,43.5,-112,open,v3-forward-measurement
interim-il-20260926T1605Z,06d16530-71f4-49d6-b5b9-eb89a9c8f674,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,total,Under,43.5,-108,open,v3-forward-measurement
interim-il-20260926T1605Z,aa3619bc-deb5-4b96-b675-244e88cba7e5,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,spread,Las Vegas Raiders,3,-102,open,v3-forward-measurement
interim-il-20260926T1605Z,0ab64479-6cc6-45b3-b57d-0aff46185f8a,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,spread,New Orleans Saints,-3,-120,open,v3-forward-measurement
interim-il-20260926T1605Z,69d0fdd6-9cad-42fc-97f3-87f2341cb823,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,moneyline,Las Vegas Raiders,,152,open,v3-forward-measurement
interim-il-20260926T1605Z,f2ea9d0a-2f5c-412b-9347-ddfb84dd0d9b,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,2026-09-27T20:25:00.000Z,FanDuel,moneyline,New Orleans Saints,,-180,open,v3-forward-measurement
interim-il-20260926T1605Z,208d5222-ff75-4f97-ba6a-90cfb84c0be5,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Carolina Panthers,,-132,open,v3-forward-measurement
interim-il-20260926T1605Z,772467dd-1bbb-41ff-91ca-54d41d57ef01,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Cleveland Browns,,112,open,v3-forward-measurement
interim-il-20260926T1605Z,857fe4b5-1f1d-45ae-ba07-ab382aa87c43,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,total,Over,41.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,38167704-f2a5-4d6f-88f5-deb340ab9754,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,total,Under,41.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,268a189b-9cf2-4081-998d-50672697b5da,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,spread,Carolina Panthers,-2.5,-108,open,v3-forward-measurement
interim-il-20260926T1605Z,72594319-dbe2-4677-b341-337be79c4fd1,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076206,Carolina Panthers @ Cleveland Browns,2026-09-27T17:01:00.000Z,FanDuel,spread,Cleveland Browns,2.5,-112,open,v3-forward-measurement
interim-il-20260926T1605Z,184effc4-c0f3-4bad-8405-0d9780a3655a,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,total,Over,48.5,-106,open,v3-forward-measurement
interim-il-20260926T1605Z,4db3fd56-6007-41dd-ad3a-84b7582e00cd,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,total,Under,48.5,-114,open,v3-forward-measurement
interim-il-20260926T1605Z,513fd74a-d916-4414-a32b-5abb0a5b1a3a,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,spread,New York Jets,6.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,ae2159eb-f7ba-4cb4-83f8-9564c493f8ab,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,spread,Detroit Lions,-6.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,555c6f6e-dcc8-49a5-af75-b0dcdbfd25c1,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,moneyline,New York Jets,,250,open,v3-forward-measurement
interim-il-20260926T1605Z,61c09987-907a-4e1e-949b-dc1051c052e2,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076207,New York Jets @ Detroit Lions,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Detroit Lions,,-310,open,v3-forward-measurement
interim-il-20260926T1605Z,a8db82c4-b107-4695-a124-c3ec734ba669,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,total,Over,45.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,6bb14893-a6dc-4887-97fa-aa5ba2e441b9,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,total,Under,45.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,82b8035e-2f7d-400d-a5db-dda768fd1b76,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,moneyline,New England Patriots,,130,open,v3-forward-measurement
interim-il-20260926T1605Z,2d571be1-e5d6-4213-bb0d-94069b1d0070,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Jacksonville Jaguars,,-154,open,v3-forward-measurement
interim-il-20260926T1605Z,07eb6bae-67e0-4915-96db-73ca5969ca20,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,spread,New England Patriots,2.5,-104,open,v3-forward-measurement
interim-il-20260926T1605Z,1e5d3714-ed33-457d-ad6d-667e59be4bf6,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076209,New England Patriots @ Jacksonville Jaguars,2026-09-27T17:01:00.000Z,FanDuel,spread,Jacksonville Jaguars,-2.5,-118,open,v3-forward-measurement
interim-il-20260926T1605Z,ffaf9c1d-5662-4840-8f30-3750bb05f926,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,total,Over,42.5,-114,open,v3-forward-measurement
interim-il-20260926T1605Z,40492a58-5f95-482e-84a2-e6437fd12a99,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,total,Under,42.5,-106,open,v3-forward-measurement
interim-il-20260926T1605Z,12bafe4a-08ff-4ef3-8a47-b54874a7f722,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Houston Texans,,-126,open,v3-forward-measurement
interim-il-20260926T1605Z,1fd3878e-49ad-4cf0-8807-1a69865cbdde,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Indianapolis Colts,,108,open,v3-forward-measurement
interim-il-20260926T1605Z,7e6732e1-3a36-41d6-bb43-08a7cd923b91,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,spread,Houston Texans,-1.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,1fddb0ea-d4a3-4304-92e5-1a7dadcb20d4,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076210,Houston Texans @ Indianapolis Colts,2026-09-27T17:01:00.000Z,FanDuel,spread,Indianapolis Colts,1.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,50011e8b-70fe-486c-ab0f-8a00dbcaefb8,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,spread,Los Angeles Chargers,7.5,-120,open,v3-forward-measurement
interim-il-20260926T1605Z,67b78d94-7ae0-417a-8dfd-46b8481171f7,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,spread,Buffalo Bills,-7.5,-102,open,v3-forward-measurement
interim-il-20260926T1605Z,94ae038c-b011-4522-ad08-5c5255b2cca7,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Los Angeles Chargers,,295,open,v3-forward-measurement
interim-il-20260926T1605Z,44217e71-28ba-4cc8-a80a-c3d32ae723e8,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Buffalo Bills,,-370,open,v3-forward-measurement
interim-il-20260926T1605Z,c50f9635-e002-4a34-a230-41b8e67bcaa0,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,total,Over,50.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,d863a86d-b4db-4bed-956f-0a3aa9e28543,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076211,Los Angeles Chargers @ Buffalo Bills,2026-09-27T17:01:00.000Z,FanDuel,total,Under,50.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,5596f7f6-042a-43f3-b407-795e1c5166b0,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,spread,Kansas City Chiefs,-10.5,-112,open,v3-forward-measurement
interim-il-20260926T1605Z,bf25ace1-6439-4d88-80b5-43020c6249f5,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,spread,Miami Dolphins,10.5,-108,open,v3-forward-measurement
interim-il-20260926T1605Z,b0728c4f-0f8d-4f71-bcee-5972f8d5df38,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,total,Over,45.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,7ce23ce9-e2b2-48a6-b54b-75b18eea8770,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,total,Under,45.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,22340582-2e4f-489d-b4d5-d8dd658dab1b,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Kansas City Chiefs,,-700,open,v3-forward-measurement
interim-il-20260926T1605Z,bd1090a2-827c-4841-9b0b-1dbd154a09d5,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Miami Dolphins,,500,open,v3-forward-measurement
interim-il-20260926T1605Z,09feaf57-7258-4e5e-a4c2-f5faae610708,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Cincinnati Bengals,,-176,open,v3-forward-measurement
interim-il-20260926T1605Z,328cd50d-903f-42eb-b1a9-c5d4ab5bcd99,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Pittsburgh Steelers,,148,open,v3-forward-measurement
interim-il-20260926T1605Z,8b6e780d-1454-4ef5-ac2c-aac548a274d2,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,total,Over,42.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,731828c0-cea9-412e-9321-d0c5c959fbb9,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,total,Under,42.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,e85aa484-1d87-408b-b0c2-e646e4c49cdc,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,spread,Cincinnati Bengals,-3.5,-104,open,v3-forward-measurement
interim-il-20260926T1605Z,40833100-e468-449d-96b6-6baa7d5d0a4e,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,2026-09-27T17:01:00.000Z,FanDuel,spread,Pittsburgh Steelers,3.5,-118,open,v3-forward-measurement
interim-il-20260926T1605Z,398fca15-67ae-44f2-a91d-5d31944f11f6,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,spread,Seattle Seahawks,-7.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,ea4946d3-4ec8-4d35-b416-d8213fda160d,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,spread,Washington Commanders,7.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,30f58e84-e8c2-4cac-bbf2-4e2530efb379,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Seattle Seahawks,,-375,open,v3-forward-measurement
interim-il-20260926T1605Z,b8bfc49a-958d-4f05-8daa-faf5345b2bfe,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Washington Commanders,,300,open,v3-forward-measurement
interim-il-20260926T1605Z,115aff48-57f4-4137-ab21-1e050358b2d0,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,total,Over,40.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,596e4db3-0a85-4a21-9852-b3a7e7f236f5,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,2026-09-27T17:01:00.000Z,FanDuel,total,Under,40.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,d4c1466a-ad67-4a8a-9bd0-b57d9807f125,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,total,Over,38.5,-106,open,v3-forward-measurement
interim-il-20260926T1605Z,e23c5994-95f6-4169-a091-691659614830,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,total,Under,38.5,-114,open,v3-forward-measurement
interim-il-20260926T1605Z,f62362b9-055c-4d5e-9507-e745993e1f3b,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,moneyline,Tennessee Titans,,118,open,v3-forward-measurement
interim-il-20260926T1605Z,7019f1e2-4a22-4663-8f0a-5beabcd0c1d3,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,moneyline,New York Giants,,-138,open,v3-forward-measurement
interim-il-20260926T1605Z,ac1d488d-0ffb-420b-ab2a-a57904947103,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,spread,Tennessee Titans,2.5,-106,open,v3-forward-measurement
interim-il-20260926T1605Z,842c758b-a0f3-4306-a025-25c50733989c,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076215,Tennessee Titans @ New York Giants,2026-09-27T17:01:00.000Z,FanDuel,spread,New York Giants,-2.5,-114,open,v3-forward-measurement
interim-il-20260926T1605Z,5c3f975d-ec0e-47ed-a206-4934dcf8f9f7,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,spread,Los Angeles Rams,-2.5,-104,open,v3-forward-measurement
interim-il-20260926T1605Z,4c3473be-eb61-4fc5-9649-542f5b1bbf83,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,spread,Denver Broncos,2.5,-118,open,v3-forward-measurement
interim-il-20260926T1605Z,57220eb1-8174-484a-b49b-60dfe925fa3c,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,moneyline,Los Angeles Rams,,-126,open,v3-forward-measurement
interim-il-20260926T1605Z,e0e4f626-fa3d-4b7b-861a-6f453f8fdf02,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,moneyline,Denver Broncos,,108,open,v3-forward-measurement
interim-il-20260926T1605Z,044171a5-598d-45a1-9fbc-85e89e04e12b,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,total,Over,44.5,-105,open,v3-forward-measurement
interim-il-20260926T1605Z,4759525f-068b-4e4a-bfa5-b7b2f553f4c2,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,2026-09-28T00:21:00.000Z,FanDuel,total,Under,44.5,-115,open,v3-forward-measurement
interim-il-20260926T1605Z,4e4f18ed-94ab-45fb-a495-2c5603689f5a,2026-09-26T16:05:11Z,FanDuel Illinois sportsbook view; structured market feed cross-checked against rendered game prices,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,2026-09-27T20:06:00.000Z,FanDuel,spread,Arizona Cardinals,8.5,-110,open,v3-forward-measurement
