captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-13T00:17:34Z,TN,35993682,Campbell @ Florida,2026-09-12T21:31:00.000Z,Campbell,Florida,56.5,-245,-56.5,178,62.5,100,-132,,
2026-09-13T00:17:34Z,TN,35993685,Buffalo @ FIU,2026-09-12T22:05:00.000Z,Buffalo,FIU,19.5,-106,-19.5,-125,58.5,-112,-118,3500,-50000
2026-09-13T00:17:34Z,TN,35993695,Jacksonville State @ Ohio,2026-09-12T22:05:00.000Z,Jacksonville State,Ohio,-6.5,-108,6.5,-122,55.5,-118,-112,-440,310
2026-09-13T00:17:34Z,TN,35993684,Memphis @ Boise State,2026-09-12T22:10:00.000Z,Memphis,Boise State,4.5,-132,-4.5,100,64.5,-106,-125,200,-265
2026-09-13T00:17:34Z,TN,35993697,Monmouth @ Western Michigan,2026-09-12T22:35:00.000Z,Monmouth,Western Michigan,34.5,-108,-34.5,-122,44.5,-118,-112,,
2026-09-13T00:17:34Z,TN,35993699,Southern @ Houston,2026-09-12T23:00:00.000Z,Southern,Houston,69.5,102,-69.5,-136,75.5,-110,-120,,
2026-09-13T00:17:34Z,TN,35993700,Towson @ South Carolina,2026-09-12T23:00:00.000Z,Towson,South Carolina,37.5,-102,-37.5,-130,45.5,102,-136,,
2026-09-13T00:17:34Z,TN,35993701,Western Carolina @ Cincinnati,2026-09-12T23:00:00.000Z,Western Carolina,Cincinnati,29.5,-114,-29.5,-114,61.5,-136,102,,
2026-09-13T00:17:34Z,TN,35993709,Tulsa @ Sam Houston State,2026-09-12T23:00:00.000Z,Tulsa,Sam Houston State,-3.5,-106,3.5,-125,51.5,-132,100,-210,162
2026-09-13T00:17:34Z,TN,36045339,Middle Tennessee @ Marshall,2026-09-12T23:00:00.000Z,Middle Tennessee,Marshall,7.5,-114,-7.5,-114,58.5,102,-136,310,-440
2026-09-13T00:17:34Z,TN,36052792,West Georgia @ Arkansas State,2026-09-12T23:00:00.000Z,West Georgia,Arkansas State,34.5,-102,-34.5,-130,47.5,-128,-104,,
2026-09-13T00:17:34Z,TN,35993707,South Alabama @ Tulane,2026-09-12T23:05:00.000Z,South Alabama,Tulane,6.5,-120,-6.5,-110,48.5,-106,-125,265,-370
2026-09-13T00:17:34Z,TN,35993708,Southern Utah @ Colorado State,2026-09-12T23:05:00.000Z,Southern Utah,Colorado State,23.5,-136,-23.5,102,75.5,-112,-118,1500,-7000
2026-09-13T00:17:34Z,TN,35993710,Bowling Green @ Nebraska,2026-09-12T23:05:00.000Z,Bowling Green,Nebraska,42.5,-112,-42.5,-118,54.5,-118,-112,,
2026-09-13T00:17:34Z,TN,36042873,Lindenwood @ Missouri State,2026-09-12T23:05:00.000Z,Lindenwood,Missouri State,34.5,-120,-34.5,-110,57.5,-136,102,4000,-100000
2026-09-13T00:17:34Z,TN,36042896,Illinois State @ Northern Illinois,2026-09-12T23:05:00.000Z,Illinois State,Northern Illinois,-11.5,-104,11.5,-128,57.5,-102,-130,-850,500
2026-09-13T00:17:34Z,TN,36045338,Georgia State @ Kennesaw State,2026-09-12T23:05:00.000Z,Georgia State,Kennesaw State,-7.5,102,7.5,-136,50.5,-132,100,-350,255
2026-09-13T00:17:34Z,TN,35993696,Tennessee @ Georgia Tech,2026-09-12T23:14:00.000Z,Tennessee,Georgia Tech,-16.5,-108,16.5,-122,66.5,-102,-130,-1600,750
2026-09-13T00:17:34Z,TN,36042879,Western Illinois @ Wisconsin,2026-09-12T23:15:00.000Z,Western Illinois,Wisconsin,35.5,-118,-35.5,-112,54.5,-106,-125,,
