captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-26T12:17:06Z,IL,36073883,San Diego State @ Toledo,2026-09-26T16:00:00.000Z,San Diego State,Toledo,2.5,100,-2.5,-122,51.5,-105,-115,122,-146
2026-09-26T12:17:06Z,IL,36073903,UNLV @ Akron,2026-09-26T16:00:00.000Z,UNLV,Akron,-13.5,-110,13.5,-110,52.5,-110,-110,-550,400
2026-09-26T12:17:06Z,IL,36073909,Ball State @ Kent State,2026-09-26T16:00:00.000Z,Ball State,Kent State,2.5,100,-2.5,-122,51.5,-102,-120,126,-152
2026-09-26T12:17:06Z,IL,36073803,Sam Houston State @ Texas Tech,2026-09-26T16:00:00.000Z,Sam Houston State,Texas Tech,34.5,-110,-34.5,-110,56.5,-106,-114,4000,-30000
2026-09-26T12:17:06Z,IL,36073934,Virginia Tech @ Boston College,2026-09-26T16:00:00.000Z,Virginia Tech,Boston College,-13.5,-122,13.5,100,47.5,-102,-120,-720,500
2026-09-26T12:17:06Z,IL,36073932,Wake Forest @ Louisville,2026-09-26T16:00:00.000Z,Wake Forest,Louisville,12.5,-110,-12.5,-110,57.5,-110,-110,385,-520
2026-09-26T12:17:06Z,IL,36073933,Bucknell @ Pittsburgh,2026-09-26T16:00:00.000Z,Bucknell,Pittsburgh,54.5,-110,-54.5,-110,63.5,-110,-110,,
2026-09-26T12:17:06Z,IL,36073928,Texas @ Tennessee,2026-09-26T16:00:00.000Z,Texas,Tennessee,-5.5,-105,5.5,-115,54.5,-115,-105,-196,162
2026-09-26T12:17:06Z,IL,36073814,Colorado @ Baylor,2026-09-26T16:00:00.000Z,Colorado,Baylor,9.5,-108,-9.5,-112,55.5,-108,-112,280,-360
2026-09-26T12:17:06Z,IL,36073885,Colorado State @ UTSA,2026-09-26T16:00:00.000Z,Colorado State,UTSA,13.5,102,-13.5,-124,57.5,-105,-115,470,-670
2026-09-26T12:17:06Z,IL,36094857,New Hampshire @ Sacred Heart,2026-09-26T16:01:00.000Z,New Hampshire,Sacred Heart,4.5,-122,-4.5,100,42.5,-110,-110,138,-170
2026-09-26T12:17:06Z,IL,36094878,Presbyterian @ Marist,2026-09-26T16:01:00.000Z,Presbyterian,Marist,7.5,-106,-7.5,-114,46.5,-105,-115,240,-310
2026-09-26T12:17:06Z,IL,36094894,Columbia @ Georgetown,2026-09-26T16:31:00.000Z,Columbia,Georgetown,-6.5,-106,6.5,-114,52.5,100,-122,-240,190
2026-09-26T12:17:06Z,IL,36094902,Holy Cross @ Lafayette,2026-09-26T16:31:00.000Z,Holy Cross,Lafayette,5.5,-112,-5.5,-108,48.5,-110,-110,176,-220
2026-09-26T12:17:06Z,IL,36073935,South Alabama @ Kentucky,2026-09-26T16:45:00.000Z,South Alabama,Kentucky,20.5,-110,-20.5,-110,54.5,-110,-110,920,-1800
2026-09-26T12:17:06Z,IL,36073938,Lindenwood @ Eastern Michigan,2026-09-26T17:00:00.000Z,Lindenwood,Eastern Michigan,26.5,-110,-26.5,-110,50.5,-110,-110,1600,-4500
2026-09-26T12:17:06Z,IL,36094888,North Dakota @ Indiana State,2026-09-26T17:01:00.000Z,North Dakota,Indiana State,-17.5,-110,17.5,-110,57.5,-105,-115,-1200,650
2026-09-26T12:17:06Z,IL,36094882,Drake @ Davidson,2026-09-26T17:01:00.000Z,Drake,Davidson,-11.5,-108,11.5,-112,57.5,-110,-110,-420,310
2026-09-26T12:17:06Z,IL,36094862,Stony Brook @ Fordham,2026-09-26T17:01:00.000Z,Stony Brook,Fordham,-10.5,-104,10.5,-118,53.5,-110,-110,-355,270
2026-09-26T12:17:06Z,IL,36094887,Yale @ Cornell,2026-09-26T17:01:00.000Z,Yale,Cornell,-14.5,-104,14.5,-118,49.5,-114,-106,-600,420
2026-09-26T12:17:06Z,IL,36094869,Lehigh @ Pennsylvania,2026-09-26T17:01:00.000Z,Lehigh,Pennsylvania,-12.5,-106,12.5,-114,45.5,-102,-120,-470,340
2026-09-26T12:17:06Z,IL,36094865,Monmouth @ Dartmouth,2026-09-26T17:01:00.000Z,Monmouth,Dartmouth,2.5,-105,-2.5,-115,52.5,-110,-110,116,-142
2026-09-26T12:17:06Z,IL,36073875,UCLA @ Maryland,2026-09-26T17:30:00.000Z,UCLA,Maryland,-1.5,-114,1.5,-106,56.5,-110,-110,-125,104
2026-09-26T12:17:06Z,IL,36094864,Tennessee Tech @ Wofford,2026-09-26T17:31:00.000Z,Tennessee Tech,Wofford,-14.5,-110,14.5,-110,46.5,-110,-110,-750,490
2026-09-26T12:17:06Z,IL,36073789,Notre Dame @ Purdue,2026-09-26T18:00:00.000Z,Notre Dame,Purdue,-27.5,-118,27.5,-104,57.5,-110,-110,-4500,2000
2026-09-26T12:17:06Z,IL,36094871,Chattanooga @ The Citadel,2026-09-26T18:01:00.000Z,Chattanooga,The Citadel,-9.5,-108,9.5,-112,46.5,-114,-106,-375,285
2026-09-26T12:17:06Z,IL,36094892,San Diego @ St. Thomas,2026-09-26T18:01:00.000Z,San Diego,St. Thomas,4.5,-122,-4.5,100,57.5,-110,-110,138,-170
2026-09-26T12:17:06Z,IL,36094875,South Dakota @ Youngstown State,2026-09-26T18:01:00.000Z,South Dakota,Youngstown State,1.5,-115,-1.5,-105,64.5,-110,-110,-110,-110
2026-09-26T12:17:06Z,IL,36094895,Butler @ Valparaiso,2026-09-26T18:01:00.000Z,Butler,Valparaiso,-8.5,-105,8.5,-115,51.5,-104,-118,-355,270
2026-09-26T12:17:06Z,IL,36094881,Furman @ Richmond,2026-09-26T18:01:00.000Z,Furman,Richmond,3.5,-134,-3.5,110,44.5,-104,-118,114,-140
2026-09-26T12:17:06Z,IL,36094860,Maine @ Elon,2026-09-26T18:01:00.000Z,Maine,Elon,5.5,100,-5.5,-122,44.5,-110,-110,184,-230
2026-09-26T12:17:06Z,IL,36094879,UT Martin @ Austin Peay,2026-09-26T18:01:00.000Z,UT Martin,Austin Peay,15.5,-106,-15.5,-114,52.5,-105,-115,520,-800
2026-09-26T12:17:06Z,IL,36094876,Colgate @ Villanova,2026-09-26T18:31:00.000Z,Colgate,Villanova,2.5,100,-2.5,-122,45.5,-115,-105,124,-152
2026-09-26T12:17:06Z,IL,36073941,Central Arkansas @ Florida State,2026-09-26T19:00:00.000Z,Central Arkansas,Florida State,46.5,-105,-46.5,-115,63.5,-110,-110,,
2026-09-26T12:17:06Z,IL,36073947,Hawaii @ Wyoming,2026-09-26T19:00:00.000Z,Hawaii,Wyoming,-2.5,-120,2.5,-102,43.5,-114,-106,-142,118
2026-09-26T12:17:06Z,IL,36094861,Albany @ Princeton,2026-09-26T19:01:00.000Z,Albany,Princeton,-1.5,-104,1.5,-118,44.5,-118,-104,-118,-104
2026-09-26T12:17:06Z,IL,36073807,Iowa @ Michigan,2026-09-26T19:30:00.000Z,Iowa,Michigan,5.5,-112,-5.5,-108,38.5,-110,-110,180,-220
2026-09-26T12:17:06Z,IL,36102692,William & Mary @ Duke,2026-09-26T19:30:00.000Z,William & Mary,Duke,43.5,-110,-43.5,-110,62.5,-110,-110,,
2026-09-26T12:17:06Z,IL,36073817,TCU @ UCF,2026-09-26T19:30:00.000Z,TCU,UCF,-3.5,-102,3.5,-120,48.5,-110,-110,-154,128
2026-09-26T12:17:06Z,IL,36073953,Gardner Webb @ Marshall,2026-09-26T19:30:00.000Z,Gardner Webb,Marshall,23.5,-110,-23.5,-110,53.5,-108,-112,1280,-3500
2026-09-26T12:17:06Z,IL,36073804,Utah @ Iowa State,2026-09-26T19:30:00.000Z,Utah,Iowa State,-8.5,-105,8.5,-115,47.5,-114,-106,-330,260
2026-09-26T12:17:06Z,IL,36073951,Robert Morris @ Buffalo,2026-09-26T19:30:00.000Z,Robert Morris,Buffalo,28.5,-106,-28.5,-114,46.5,-108,-112,2000,-7000
2026-09-26T12:17:06Z,IL,36073887,Connecticut @ Miami Ohio,2026-09-26T19:30:00.000Z,Connecticut,Miami Ohio,3.5,-115,-3.5,-105,51.5,-114,-106,140,-170
2026-09-26T12:17:06Z,IL,36073886,Boise State @ Western Michigan,2026-09-26T19:30:00.000Z,Boise State,Western Michigan,-7.5,-102,7.5,-120,49.5,-115,-105,-295,235
2026-09-26T12:17:06Z,IL,36073793,Ole Miss @ Florida,2026-09-26T19:30:00.000Z,Ole Miss,Florida,3.5,-118,-3.5,-104,58.5,-114,-106,138,-166
2026-09-26T12:17:06Z,IL,36073786,Oklahoma @ Georgia,2026-09-26T19:30:00.000Z,Oklahoma,Georgia,13.5,-110,-13.5,-110,44.5,-102,-120,440,-610
2026-09-26T12:17:06Z,IL,36073950,New Mexico @ New Mexico State,2026-09-26T19:30:00.000Z,New Mexico,New Mexico State,-11.5,-110,11.5,-110,48.5,-110,-112,-520,385
2026-09-26T12:17:06Z,IL,36094855,VMI @ Samford,2026-09-26T19:31:00.000Z,VMI,Samford,16.5,-105,-16.5,-115,46.5,-110,-110,540,-850
2026-09-26T12:17:06Z,IL,36094886,Western Carolina @ East Tennessee State,2026-09-26T19:31:00.000Z,Western Carolina,East Tennessee State,1.5,-106,-1.5,-114,65.5,-104,-118,106,-128
2026-09-26T12:17:06Z,IL,36073956,North Carolina Central @ East Carolina,2026-09-26T20:00:00.000Z,North Carolina Central,East Carolina,35.5,-115,-35.5,-105,56.5,-110,-110,2400,-10000
2026-09-26T12:17:06Z,IL,36073811,Houston @ Georgia Southern,2026-09-26T20:00:00.000Z,Houston,Georgia Southern,-17.5,-110,17.5,-110,56.5,-110,-110,-1050,640
2026-09-26T12:17:06Z,IL,36094899,Lamar @ Nicholls,2026-09-26T20:01:00.000Z,Lamar,Nicholls,-7.5,-110,7.5,-110,45.5,-108,-112,-320,245
2026-09-26T12:17:06Z,IL,36094874,Texas Southern @ Alcorn State,2026-09-26T20:01:00.000Z,Texas Southern,Alcorn State,2.5,-102,-2.5,-120,58.5,-102,-120,128,-158
2026-09-26T12:17:06Z,IL,36094901,Rhode Island @ North Carolina A&T,2026-09-26T20:01:00.000Z,Rhode Island,North Carolina A&T,-24.5,-110,24.5,-110,52.5,-114,-106,-4500,1400
2026-09-26T12:17:06Z,IL,36073812,Vanderbilt @ Auburn,2026-09-26T20:15:00.000Z,Vanderbilt,Auburn,9.5,-110,-9.5,-110,55.5,-105,-115,275,-350
2026-09-26T12:17:06Z,IL,36073896,South Florida @ Bowling Green,2026-09-26T21:00:00.000Z,South Florida,Bowling Green,-17.5,-110,17.5,-110,48.5,-110,-110,-1000,640
