captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-23T15:23:20Z,IL,36073770,Liberty @ Coastal Carolina,2026-09-24T23:30:00.000Z,Liberty,Coastal Carolina,-2.5,-110,2.5,-110,50.5,-115,-105,-134,112
2026-09-23T15:23:20Z,IL,36073771,Army @ Temple,2026-09-25T20:00:00.000Z,Army,Temple,-3.5,-102,3.5,-120,48.5,-105,-115,-160,132
2026-09-23T15:23:20Z,IL,36073774,Howard @ Rutgers,2026-09-25T23:00:00.000Z,Howard,Rutgers,41.5,-102,-41.5,-120,54.5,-106,-114,3000,-10000
2026-09-23T15:23:20Z,IL,36073778,Navy @ UAB,2026-09-25T23:00:00.000Z,Navy,UAB,-6.5,-122,6.5,100,51.5,-105,-115,-265,215
2026-09-23T15:23:20Z,IL,36094630,Clemson @ California,2026-09-26T02:30:00.000Z,Clemson,California,-1.5,-102,1.5,-120,50.5,-110,-110,-110,-110
2026-09-23T15:23:20Z,IL,36073932,Wake Forest @ Louisville,2026-09-26T16:00:00.000Z,Wake Forest,Louisville,12.5,-114,-12.5,-106,57.5,-115,-105,350,-465
2026-09-23T15:23:20Z,IL,36073883,San Diego State @ Toledo,2026-09-26T16:00:00.000Z,San Diego State,Toledo,2.5,100,-2.5,-122,52.5,-106,-114,122,-146
2026-09-23T15:23:20Z,IL,36073934,Virginia Tech @ Boston College,2026-09-26T16:00:00.000Z,Virginia Tech,Boston College,-14.5,100,14.5,-122,48.5,-106,-114,-650,460
2026-09-23T15:23:20Z,IL,36073903,UNLV @ Akron,2026-09-26T16:00:00.000Z,UNLV,Akron,-13.5,-115,13.5,-105,52.5,-110,-110,-610,440
2026-09-23T15:23:20Z,IL,36073885,Colorado State @ UTSA,2026-09-26T16:00:00.000Z,Colorado State,UTSA,13.5,-110,-13.5,-110,57.5,-118,-104,420,-580
2026-09-23T15:23:20Z,IL,36073909,Ball State @ Kent State,2026-09-26T16:00:00.000Z,Ball State,Kent State,3.5,-118,-3.5,-104,51.5,-102,-120,134,-162
2026-09-23T15:23:20Z,IL,36073814,Colorado @ Baylor,2026-09-26T16:00:00.000Z,Colorado,Baylor,9.5,-104,-9.5,-118,55.5,-108,-112,290,-375
2026-09-23T15:23:20Z,IL,36073933,Bucknell @ Pittsburgh,2026-09-26T16:00:00.000Z,Bucknell,Pittsburgh,51.5,-110,-51.5,-110,61.5,-120,-102,8000,
