captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-05T18:15:42Z,TN,35660021,Coastal Carolina @ WV Mountaineers,2026-09-05T16:00:00.000Z,Coastal Carolina,WV Mountaineers,23.5,102,-23.5,-136,45.5,108,-144,,
2026-09-05T18:15:42Z,TN,35660032,North Texas @ Indiana,2026-09-05T16:00:00.000Z,North Texas,Indiana,27.5,-118,-27.5,-112,61.5,-104,-128,,
2026-09-05T18:15:42Z,TN,35828766,Lafayette @ Connecticut,2026-09-05T16:00:00.000Z,Lafayette,Connecticut,49.5,-128,-49.5,-104,62.5,-104,-128,,
2026-09-05T18:15:42Z,TN,35828784,Tarleton State @ Bowling Green,2026-09-05T16:00:00.000Z,Tarleton State,Bowling Green,-3.5,-136,3.5,102,41.5,108,-144,-280,210
2026-09-05T18:15:42Z,TN,35920095,Stonehill @ New Haven,2026-09-05T16:01:00.000Z,Stonehill,New Haven,-14.5,-125,14.5,-105,37.5,100,-130,-3500,1000
2026-09-05T18:15:42Z,TN,35660013,Oregon State @ Houston,2026-09-05T16:05:00.000Z,Oregon State,Houston,21.5,-120,-21.5,-110,49.5,-136,102,2000,-20000
2026-09-05T18:15:42Z,TN,35660033,Ohio @ Nebraska,2026-09-05T16:05:00.000Z,Ohio,Nebraska,8.5,-120,-8.5,-110,46.5,-120,-110,470,-770
2026-09-05T18:15:42Z,TN,35828779,New Hampshire @ Syracuse,2026-09-05T16:05:00.000Z,New Hampshire,Syracuse,58.5,-114,-58.5,-114,64.5,102,-136,,
2026-09-05T18:15:42Z,TN,35828761,Bryant @ Army,2026-09-05T16:07:00.000Z,Bryant,Army,53.5,-120,-53.5,-110,65.5,-106,-125,,
2026-09-05T18:15:42Z,TN,35660026,East Carolina @ Alabama,2026-09-05T16:10:00.000Z,East Carolina,Alabama,38.5,-132,-38.5,100,68.5,-114,-114,,
2026-09-05T18:15:42Z,TN,35660029,Liberty @ James Madison,2026-09-05T16:15:00.000Z,Liberty,James Madison,17.5,-118,-17.5,-112,46.5,-118,-112,1500,-7000
2026-09-05T18:15:42Z,TN,35660037,Ball State @ Ohio State,2026-09-05T16:30:00.000Z,Ball State,Ohio State,45.5,-108,-45.5,-122,54.5,100,-132,,
