captured_at,state,event_id,event_name,kickoff,away,home,away_spread,away_spread_odds,home_spread,home_spread_odds,total,over_odds,under_odds,away_ml,home_ml
2026-09-26T16:05:11Z,IL,36073932,Wake Forest @ Louisville,2026-09-26T16:10:00.000Z,Wake Forest,Louisville,11.5,-118,-11.5,-104,57.5,-110,-110,340,-450
2026-09-26T16:05:11Z,IL,36094894,Columbia @ Georgetown,2026-09-26T16:31:00.000Z,Columbia,Georgetown,-6.5,-110,6.5,-110,46.5,-110,-110,-235,186
2026-09-26T16:05:11Z,IL,36094902,Holy Cross @ Lafayette,2026-09-26T16:31:00.000Z,Holy Cross,Lafayette,4.5,-110,-4.5,-110,45.5,-110,-110,158,-196
2026-09-26T16:05:11Z,IL,36073935,South Alabama @ Kentucky,2026-09-26T16:45:00.000Z,South Alabama,Kentucky,20.5,-110,-20.5,-110,55.5,-104,-118,890,-1700
2026-09-26T16:05:11Z,IL,36073938,Lindenwood @ Eastern Michigan,2026-09-26T17:00:00.000Z,Lindenwood,Eastern Michigan,24.5,-114,-24.5,-106,52.5,-110,-110,1280,-3500
2026-09-26T16:05:11Z,IL,36094888,North Dakota @ Indiana State,2026-09-26T17:01:00.000Z,North Dakota,Indiana State,-17.5,-110,17.5,-110,54.5,-115,-105,-1250,710
2026-09-26T16:05:11Z,IL,36094882,Drake @ Davidson,2026-09-26T17:01:00.000Z,Drake,Davidson,-11.5,-108,11.5,-112,58.5,-110,-110,-430,320
2026-09-26T16:05:11Z,IL,36094862,Stony Brook @ Fordham,2026-09-26T17:01:00.000Z,Stony Brook,Fordham,-8.5,-110,8.5,-110,50.5,-110,-110,-325,250
2026-09-26T16:05:11Z,IL,36094887,Yale @ Cornell,2026-09-26T17:01:00.000Z,Yale,Cornell,-13.5,-110,13.5,-110,49.5,-110,-110,-500,360
2026-09-26T16:05:11Z,IL,36094869,Lehigh @ Pennsylvania,2026-09-26T17:01:00.000Z,Lehigh,Pennsylvania,-12.5,-106,12.5,-114,44.5,-110,-110,-480,350
2026-09-26T16:05:11Z,IL,36094865,Monmouth @ Dartmouth,2026-09-26T17:01:00.000Z,Monmouth,Dartmouth,2.5,114,-2.5,-140,52.5,-114,-106,138,-170
2026-09-26T16:05:11Z,IL,36073875,UCLA @ Maryland,2026-09-26T17:30:00.000Z,UCLA,Maryland,-2.5,-114,2.5,-106,55.5,-120,-102,-138,115
