player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Joe Burrow,28022,QB,CIN,3,109,66.1,72,40,7,2,89.3,10,4,721,6.6
Patrick Mahomes,11765,QB,KC,3,100,72.0,72,44,16,0,114.8,3,7,704,7.0
Jalen Hurts,40291,QB,PHI,3,87,66.7,58,26,24,0,96.9,4,3,579,6.7
Trevor Lawrence,77632,QB,JAX,2,86,60.5,52,30,15,5,72.1,4,5,505,5.9
Josh Allen,46601,QB,BUF,2,81,59.3,48,31,4,3,80.1,8,3,616,7.6
Dak Prescott,10769,QB,DAL,2,70,68.6,48,27,9,2,101.5,2,5,511,7.3
Tom Brady,698,QB,TB,1,66,53.0,35,20,30,1,72.2,2,2,351,5.3
Brock Purdy,77672,QB,SF,3,63,65.1,41,28,28,0,109.8,4,3,569,9.0
Daniel Jones,39395,QB,NYG,2,62,62.9,39,28,21,1,87.8,8,2,436,7.0
Skylar Thompson,60417,QB,MIA,1,45,40.0,18,12,17,2,44.7,4,1,220,4.9
Justin Herbert,28237,QB,LAC,1,44,59.1,26,14,27,0,85.1,3,1,277,6.3
Kirk Cousins,7102,QB,MIN,1,39,79.5,31,16,18,0,112.9,0,2,273,7.0
Geno Smith,7820,QB,SEA,1,35,71.4,25,16,29,1,98.9,3,2,253,7.2
Tyler Huntley,46448,QB,BLT,1,29,58.6,17,11,3,1,92.0,2,2,226,7.8
Josh Johnson,4474,QB,SF,1,13,53.8,7,3,28,0,70.7,2,0,74,5.7
Chad Henne,4371,QB,KC,1,7,71.4,5,3,16,0,114.9,0,1,23,3.3
Justin Jefferson,61398,WR,MIN,1,1,100.0,1,0,18,0,79.2,0,0,-2,-2.0
Christian McCaffrey,11763,HB,SF,1,1,0.0,0,0,28,0,39.6,0,0,0,0.0
