player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Terry McLaurin,48229,WR,WAS,17,67.0,56,32,0,52,77,115,5,1191,15.5
Chris Olave,84355,WR,NO,15,63.2,48,20,2,53,72,114,4,1044,14.5
Drake London,86519,WR,ATL,17,63.2,47,2,3,40,72,114,4,866,12.0
Jaylen Waddle,84088,WR,MIA,17,65.8,60,17,1,84,75,114,8,1356,18.1
Brandon Aiyuk,84109,WR,SF,17,69.6,47,28,1,54,78,112,8,1015,13.0
Mark Andrews,47436,TE,BLT,15,66.4,48,3,1,36,73,110,5,847,11.6
Tyler Lockett,9502,WR,SEA,16,77.1,50,29,1,40,84,109,9,1033,12.3
DJ Moore,48267,WR,CAR,17,57.8,44,5,0,62,63,109,7,888,14.1
Courtland Sutton,48164,WR,DEN,15,60.4,38,10,0,51,64,106,2,829,13.0
Tyler Higbee,10744,TE,LA,17,69.2,31,26,0,26,72,104,3,620,8.6
Tee Higgins,61211,WR,CIN,16,71.2,46,7,0,59,74,104,7,1029,13.9
Marquise Brown,61568,WR,ARZ,12,65.0,32,1,1,47,67,103,3,709,10.6
Adam Thielen,8288,WR,MIN,17,68.0,45,18,0,36,70,103,6,716,10.2
Christian McCaffrey,11763,HB,SF,17,83.3,36,28,0,49,85,102,5,741,8.7
Jerry Jeudy,61103,WR,DEN,15,68.0,42,10,0,67,68,100,6,986,14.5
Allen Lazard,48135,WR,GB,15,61.2,45,12,0,47,60,98,6,788,13.1
Joshua Palmer,62979,WR,LAC,16,73.5,39,27,1,50,72,98,3,769,10.7
Evan Engram,11778,TE,JAX,17,75.3,33,15,0,36,73,97,4,766,10.5
JuJu Smith-Schuster,11817,WR,KC,16,80.4,47,16,3,53,78,97,3,933,12.0
Pat Freiermuth,84085,TE,PIT,16,65.6,37,25,0,57,63,96,2,732,11.6
Donovan Peoples-Jones,61439,WR,CLV,17,64.2,33,8,1,42,61,95,3,839,13.8
Cooper Kupp,11824,WR,LA,9,78.9,42,26,2,75,75,95,6,812,10.8
Gabe Davis,55410,WR,BUF,15,51.6,35,4,1,98,48,93,7,836,17.4
Jakobi Meyers,47468,WR,NE,14,72.0,38,19,1,48,67,93,6,804,12.0
DeAndre Hopkins,7808,WR,ARZ,9,68.8,35,1,2,33,64,93,3,717,11.2
Mike Williams,11762,WR,LAC,13,70.0,39,27,0,55,63,90,4,895,14.2
Mack Hollins,11873,WR,LV,17,64.0,34,23,0,60,57,89,4,690,12.1
Brandin Cooks,8655,WR,HST,13,63.6,29,13,0,44,56,88,3,699,12.5
Deebo Samuel,48274,WR,SF,13,64.4,25,28,0,57,56,87,2,632,11.3
Rhamondre Stevenson,98689,HB,NE,17,79.3,13,19,2,40,69,87,1,421,6.1
Curtis Samuel,11795,WR,WAS,17,73.6,36,32,0,49,64,87,4,655,10.2
Dalton Schultz,47304,TE,DAL,15,66.3,27,9,1,30,57,86,5,577,10.1
K.J. Osborn,23503,WR,MIN,17,70.6,32,18,1,66,60,85,5,650,10.8
Keenan Allen,7857,WR,LAC,10,77.6,39,27,1,46,66,85,4,752,11.4
Parris Campbell,47940,WR,IND,17,74.1,32,14,1,49,63,85,3,623,9.9
George Pickens,99229,WR,PIT,17,61.9,38,25,0,42,52,84,4,801,15.4
Tyler Conklin,47124,TE,NYJ,17,69.9,25,22,2,30,58,83,3,552,9.5
Robert Woods,7822,WR,TEN,17,64.6,31,31,0,41,53,82,2,527,9.9
Gerald Everett,11799,TE,LAC,16,70.7,29,27,0,26,58,82,4,555,9.6
George Kittle,11901,TE,SF,15,75.0,36,28,1,54,60,80,11,765,12.8
Tyler Boyd,10689,WR,CIN,16,72.5,41,7,0,60,58,80,5,762,13.1
Marvin Jones Jr.,7158,WR,JAX,16,57.5,29,15,0,37,46,80,3,529,11.5
Leonard Fournette,11759,HB,TB,16,92.4,26,30,0,44,73,79,3,523,7.2
David Njoku,11784,TE,CLV,14,73.4,36,8,1,38,58,79,4,628,10.8
Chase Claypool,42312,WR,CHI,15,60.5,24,6,1,31,46,76,1,451,9.8
Alec Pierce,78038,WR,IND,16,53.9,28,14,1,47,41,76,2,593,14.5
Marquez Valdes-Scantling,47809,WR,KC,17,55.3,32,16,0,57,42,76,2,687,16.4
Demarcus Robinson,10760,WR,BLT,17,64.9,23,3,2,31,48,74,2,458,9.5
Saquon Barkley,45791,HB,NYG,16,78.1,10,21,0,41,57,73,0,338,5.9
Aaron Jones,11937,HB,GB,17,81.9,19,12,2,30,59,72,5,395,6.7
Michael Gallup,26075,WR,DAL,14,54.2,25,9,0,27,39,72,4,424,10.9
Chris Moore,10741,WR,HST,16,66.7,24,13,0,52,48,72,2,548,11.4
Alvin Kamara,11822,HB,NO,15,80.3,17,20,2,54,57,71,2,490,8.6
Darius Slayton,25578,WR,NYG,16,65.7,30,21,2,55,46,70,2,724,15.7
Joe Mixon,11803,HB,CIN,14,85.7,17,7,0,35,60,70,2,441,7.4
Russell Gage,44771,WR,TB,13,72.9,31,30,1,23,51,70,5,426,8.4
Noah Brown,11993,WR,DAL,16,61.4,25,9,1,51,43,70,3,555,12.9
Cole Kmet,60995,TE,CHI,17,72.5,27,6,1,50,50,69,7,544,10.9
Jerick McKinnon,8731,HB,KC,17,80.9,28,16,1,56,55,68,9,513,9.3
Richie James,28991,WR,NYG,15,85.1,29,21,0,33,57,67,4,569,10.0
Dallas Goedert,47272,TE,PHI,12,82.1,40,24,1,31,55,67,3,702,12.8
Zach Ertz,7816,TE,ARZ,10,71.2,24,1,0,32,47,66,4,406,8.6
Christian Watson,66581,WR,GB,14,63.1,28,12,0,63,41,65,7,611,14.9
Dawson Knox,35883,TE,BUF,15,73.8,25,4,0,45,48,65,6,517,10.8
Hayden Hurst,47294,TE,CIN,13,80.0,25,7,0,29,52,65,2,414,8.0
Greg Dortch,42237,WR,ARZ,16,81.3,19,1,0,47,52,64,2,462,8.9
DeAndre Carter,9859,WR,LAC,17,71.9,29,27,1,35,46,64,3,538,11.7
Nico Collins,61441,WR,HST,10,57.8,21,13,0,58,37,64,2,481,13.0
Romeo Doubs,84329,WR,GB,13,65.6,20,12,2,26,42,64,3,425,10.1
Cade Otton,61071,TE,TB,16,66.7,19,30,0,35,42,63,2,391,9.3
Noah Fant,42388,TE,SEA,17,79.4,24,29,0,51,50,63,4,486,9.7
Robert Tonyan,12193,TE,GB,17,84.1,20,12,0,24,53,63,2,470,8.9
D'Andre Swift,57212,HB,DET,14,76.2,17,11,1,25,48,63,3,389,8.1
Kalif Raymond,11028,WR,DET,17,75.8,24,11,1,56,47,62,0,616,13.1
Isaiah McKenzie,11927,WR,BUF,15,67.7,27,4,0,30,42,62,4,423,10.1
Juwan Johnson,28305,TE,NO,16,68.9,24,20,0,41,42,61,7,508,12.1
Josh Jacobs,45953,HB,LV,17,86.9,16,23,1,43,53,61,0,400,7.5
Olamide Zaccheaus,44920,WR,ATL,17,65.6,25,2,1,45,40,61,3,533,13.3
Elijah Moore,84302,WR,NYJ,16,62.7,22,22,1,42,37,59,1,446,12.1
Darnell Mooney,48236,WR,CHI,12,69.0,20,6,0,56,40,58,2,493,12.3
Ben Skowronek,27948,WR,LA,14,67.2,16,26,0,32,39,58,0,376,9.6
Corey Davis,11760,WR,NYJ,13,55.2,28,22,0,66,32,58,2,536,16.8
Antonio Gibson,78050,HB,WAS,15,80.7,18,32,0,26,46,57,2,353,7.7
Hunter Henry,10669,TE,NE,17,71.9,23,19,0,39,41,57,2,509,12.4
Logan Thomas,8755,TE,WAS,14,68.4,15,32,0,27,39,57,1,323,8.3
Rachaad White,131633,HB,TB,17,89.3,13,30,1,20,50,56,2,290,5.8
James Conner,11860,HB,ARZ,13,82.1,13,1,0,22,46,56,1,300,6.5
Kyle Pitts,83964,TE,ATL,10,50.0,20,2,0,33,28,56,2,356,12.7
Isaiah Likely,83955,TE,BLT,16,64.3,18,3,0,34,36,56,3,373,10.4
Austin Hooper,10715,TE,TEN,17,73.2,28,31,0,24,41,56,2,444,10.8
Josh Reynolds,11872,WR,DET,14,67.9,25,11,0,31,38,56,3,479,12.6
Jahan Dotson,84375,WR,WAS,12,62.5,26,32,0,61,35,56,7,523,14.9
Rondale Moore,62890,WR,ARZ,8,74.5,16,1,0,38,41,55,1,414,10.1
Jauan Jennings,48027,WR,SF,16,66.0,23,28,1,44,35,53,1,416,11.9
Treylon Burks,99218,WR,TEN,11,62.3,19,31,0,51,33,53,2,444,13.5
Najee Harris,57121,HB,PIT,17,77.4,16,25,1,19,41,53,3,229,5.6
Greg Dulcich,84068,TE,DEN,10,64.7,18,10,0,39,33,51,2,411,12.5
Dalvin Cook,11796,HB,MIN,17,76.5,16,18,1,64,39,51,2,295,7.6
DJ Chark Jr.,47702,WR,DET,11,58.8,24,11,0,51,30,51,3,502,16.7
Allen Robinson II,8696,WR,LA,10,64.7,23,26,0,29,33,51,3,339,10.3
Tony Pollard,27126,HB,DAL,16,78.0,18,9,0,68,39,50,3,371,9.5
Mike Gesicki,47153,TE,MIA,17,64.0,19,17,0,32,32,50,5,362,11.3
Nelson Agholor,9453,WR,NE,16,62.0,12,19,2,44,31,50,2,362,11.7
Hunter Renfrow,47509,WR,LV,10,73.5,18,23,3,27,36,49,2,330,9.2
Rex Burkhead,7971,HB,HST,16,75.5,8,13,0,17,37,49,1,204,5.5
Jordan Akins,47050,TE,HST,15,75.5,23,13,1,46,37,49,5,495,13.4
Foster Moreau,47043,TE,LV,15,67.3,24,23,1,33,33,49,2,420,12.7
Quez Watkins,61664,WR,PHI,17,67.3,13,24,1,53,33,49,3,354,10.7
Randall Cobb,6216,WR,GB,13,70.8,19,12,1,40,34,48,1,417,12.3
Trent Sherfield,48021,WR,MIA,17,62.5,18,17,0,75,30,48,2,417,13.9
Devin Singletary,40485,HB,BUF,16,80.9,15,4,0,22,38,47,1,280,7.4
DeVante Parker,9447,WR,NE,13,66.0,25,19,0,43,31,47,3,539,17.4
Terrace Marshall Jr.,84271,WR,CAR,14,59.6,23,5,2,43,28,47,1,490,17.5
Michael Carter,57337,HB,NYJ,16,87.2,12,22,1,37,41,47,0,288,7.0
Kendrick Bourne,12270,WR,NE,16,74.5,22,19,2,41,35,47,1,434,12.4
Devin Duvernay,40006,WR,BLT,14,78.7,19,3,0,31,37,47,3,407,11.0
Samaje Perine,11869,HB,CIN,16,80.9,11,7,0,32,38,47,4,287,7.6
A.J. Green,6156,WR,ARZ,15,52.2,11,1,0,77,24,46,2,236,9.8
Isaiah Hodgins,52130,WR,NYG,10,82.2,24,21,1,29,37,45,4,392,10.6
Chigoziem Okonkwo,84000,TE,TEN,17,71.1,22,31,0,48,32,45,3,450,14.1
Nick Westbrook-Ikhine,47861,WR,TEN,17,55.6,18,31,0,63,25,45,3,397,15.9
Van Jefferson,47447,WR,LA,11,54.5,20,26,0,39,24,44,3,369,15.4
Tyquan Thornton,78092,WR,NE,13,51.2,13,19,0,29,22,43,2,247,11.2
Robbie Chosen,11254,WR,ARZ,16,46.5,10,1,1,75,20,43,1,282,14.1
Julio Jones,6158,WR,TB,10,55.8,13,30,0,48,24,43,2,299,12.5
Travis Etienne Jr.,57185,HB,JAX,17,81.4,16,15,2,30,35,43,0,316,9.0
Harrison Bryant,26394,TE,CLV,17,73.8,12,8,0,30,31,42,1,239,7.7
Darren Waller,9637,TE,LV,9,66.7,18,23,0,34,28,42,3,388,13.9
Kareem Hunt,11841,HB,CLV,17,85.4,11,8,0,24,35,41,1,210,6.0
Scott Miller,47481,WR,TB,14,57.5,8,30,0,23,23,40,0,185,8.0
Marquise Goodwin,7859,WR,SEA,13,69.2,18,29,0,38,27,39,4,387,14.3
Derrick Henry,10679,HB,TEN,16,84.6,11,31,2,69,33,39,0,398,12.1
J.D. McKissic,11047,HB,WAS,8,69.2,7,32,0,14,27,39,0,173,6.4
Raheem Mostert,9783,HB,MIA,16,79.5,11,17,0,25,31,39,2,202,6.5
David Montgomery,45719,HB,CHI,16,87.2,10,6,1,32,34,39,1,316,9.3
Trey McBride,75916,TE,ARZ,15,74.4,12,1,1,29,29,39,1,265,9.1
Phillip Dorsett,9462,WR,HST,15,51.3,11,13,0,34,20,39,1,257,12.9
Kylen Granson,40630,TE,IND,13,79.5,17,14,1,32,31,39,0,302,9.7
AJ Dillon,57165,HB,GB,17,71.8,9,12,1,17,28,39,0,206,7.4
Shi Smith,61643,WR,CAR,16,57.9,14,5,1,38,22,38,2,296,13.5
Will Dissly,30762,TE,SEA,15,89.5,20,29,0,38,34,38,3,349,10.3
Equanimeous St. Brown,47967,WR,CHI,16,55.3,14,6,1,56,21,38,1,323,15.4
Jonnu Smith,11855,TE,NE,14,73.0,9,19,0,53,27,37,0,245,9.1
Nyheim Miller-Hines,48103,HB,BUF,16,81.1,11,4,0,22,30,37,1,241,8.0
Jarvis Landry,8698,WR,NO,9,67.6,12,20,1,40,25,37,1,272,10.9
Jeff Wilson Jr.,29413,HB,MIA,16,61.1,7,17,1,16,22,36,1,185,8.4
Dante Pettis,48113,WR,CHI,17,52.8,9,6,0,51,19,36,3,245,12.9
Dameon Pierce,83659,HB,HST,13,83.3,7,13,0,16,30,36,1,165,5.5
Jelani Woods,60509,TE,IND,15,69.4,16,14,1,36,25,36,3,312,12.5
Cameron Brate,9207,TE,TB,11,57.1,8,30,0,21,20,35,0,174,8.7
Tutu Atwell,77965,WR,LA,13,51.4,11,26,0,62,18,35,1,298,16.6
Irv Smith Jr.,42060,TE,MIN,8,73.5,9,18,1,17,25,34,2,182,7.3
Kenneth Walker III,97199,HB,SEA,15,79.4,6,29,0,33,27,34,0,165,6.1
Rashid Shaheed,63707,WR,NO,12,82.4,18,20,1,68,28,34,2,488,17.4
Deon Jackson,57189,HB,IND,12,88.2,10,14,0,27,30,34,1,209,7.0
Noah Gray,60878,TE,KC,17,82.4,14,16,0,27,28,34,1,299,10.7
Jonathan Taylor,57488,HB,IND,11,82.4,4,14,0,19,28,34,0,143,5.1
Mecole Hardman Jr.,42683,WR,KC,8,75.8,14,16,0,36,25,33,4,297,11.9
Nick Chubb,45783,HB,CLV,17,81.8,12,8,0,26,27,33,1,239,8.9
Daniel Bellinger,84041,TE,NYG,12,90.9,14,21,1,24,30,33,2,269,9.0
James Cook,83666,HB,BUF,15,63.6,5,4,0,41,21,33,1,180,8.6
Marquez Callaway,42295,WR,NO,13,50.0,11,20,0,33,16,32,1,158,9.9
David Bell,97989,WR,CLV,16,75.0,7,8,0,20,24,32,0,214,8.9
Skyy Moore,97116,WR,KC,15,68.8,13,16,0,30,22,32,0,250,11.4
Laviska Shenault Jr.,61220,WR,CAR,12,84.4,10,5,0,67,27,32,1,272,10.1
Justin Watson,66915,WR,KC,17,46.9,12,16,0,67,15,32,2,315,21.0
Colby Parkinson,52266,TE,SEA,17,78.1,14,29,0,39,25,32,2,322,12.9
Ameer Abdullah,9487,HB,LV,15,78.1,8,23,0,23,25,32,1,211,8.4
Jaylen Warren,98692,HB,PIT,16,87.5,14,25,0,26,28,32,0,214,7.6
Kendall Hinton,34045,WR,DEN,12,77.4,14,10,0,35,24,31,0,311,13.0
Cordarrelle Patterson,7810,HB,ATL,13,67.7,6,2,0,16,21,31,0,122,5.8
Braxton Berrios,47961,WR,NYJ,16,58.1,8,22,0,25,18,31,0,145,8.1
Tommy Tremble,84025,TE,CAR,17,61.3,9,5,0,29,19,31,3,174,9.2
Latavius Murray,7962,HB,DEN,13,87.1,4,10,0,15,27,31,0,132,4.9
Brandon Powell,48036,WR,LA,17,77.4,7,26,0,16,24,31,0,156,6.5
Eno Benjamin,57136,HB,NO,14,83.3,10,20,0,22,25,30,0,193,7.7
Jamal Agnew,11920,WR,JAX,14,76.7,9,15,0,24,23,30,3,187,8.1
Melvin Gordon III,9448,HB,DEN,10,83.3,11,10,1,24,25,30,0,223,8.9
Breece Hall,97636,HB,NYJ,7,63.3,8,22,1,79,19,30,1,218,11.5
Wan'Dale Robinson,101735,WR,NYG,6,76.7,13,21,0,19,23,30,1,227,9.9
Ian Thomas,42130,TE,CAR,17,72.4,8,5,0,50,21,29,0,197,9.4
Kenneth Gainwell,77737,HB,PHI,17,82.1,7,24,0,20,23,28,0,169,7.3
Dontrell Hilliard,45691,HB,TEN,12,75.0,8,31,0,31,21,28,4,177,8.4
Rashod Bateman,84296,WR,BLT,6,53.6,7,3,1,75,15,28,2,285,19.0
Mo Alie-Cox,12078,TE,IND,17,70.4,9,14,1,34,19,27,3,189,9.9
Brevin Jordan,77887,TE,HST,11,51.9,7,13,0,20,14,27,0,128,9.1
Sammy Watkins,8639,WR,BLT,12,59.3,11,3,1,55,16,27,0,325,20.3
JaMycal Hasty,25582,HB,JAX,15,76.9,7,15,0,28,20,26,1,126,6.3
C.J. Uzomah,9590,TE,NYJ,15,80.8,10,22,0,40,21,26,2,232,11.0
Miles Sanders,40555,HB,PHI,17,76.9,2,24,1,16,20,26,0,78,3.9
Tre'Quan Smith,48228,WR,NO,14,73.1,14,20,0,48,19,26,1,278,14.6
Denzel Mims,47800,WR,NYJ,10,44.0,7,22,0,63,11,25,0,186,16.9
Dare Ogunbowale,12329,HB,HST,11,83.3,5,13,0,23,20,24,0,104,5.2
Kenyan Drake,10707,HB,BLT,12,70.8,7,3,0,15,17,24,1,89,5.2
Matt Breida,12271,HB,NYG,17,83.3,5,21,0,16,20,24,0,118,5.9
Eric Saubert,11929,TE,DEN,17,65.2,6,10,0,25,15,23,1,148,9.9
Chase Edmonds,45851,HB,DEN,13,69.6,7,10,0,27,16,23,1,157,9.8
Brock Wright,60994,TE,DET,17,78.3,13,11,0,51,18,23,4,216,12.0
Zach Gentry,36049,TE,PIT,17,82.6,6,25,0,32,19,23,0,132,6.9
Ezekiel Elliott,10638,HB,DAL,15,73.9,4,9,0,31,17,23,0,92,5.4
O.J. Howard,11774,TE,HST,13,43.5,6,13,0,26,10,23,2,145,14.5
Josh Oliver,47083,TE,BLT,17,60.9,7,3,0,40,14,23,2,149,10.6
Amari Rodgers,61212,WR,HST,13,69.6,12,13,2,37,16,23,1,204,12.8
Clyde Edwards-Helaire,57279,HB,KC,10,77.3,11,16,0,25,17,22,3,151,8.9
Damien Harris,35134,HB,NE,11,77.3,4,19,0,15,17,22,0,97,5.7
Alec Ingold,34934,FB,MIA,17,68.2,4,17,0,17,15,22,1,105,7.0
Keelan Cole Sr.,51593,WR,LV,14,45.5,8,23,0,30,10,22,1,141,14.1
Jake Ferguson,61081,TE,DAL,16,86.4,8,9,0,30,19,22,2,174,9.2
Steven Sims,48341,WR,PIT,12,63.6,5,25,0,28,14,22,0,104,7.4
Kyle Juszczyk,7912,FB,SF,16,86.4,9,28,0,35,19,22,1,200,10.5
Michael Thomas,10681,WR,NO,3,72.7,13,20,0,21,16,22,3,171,10.7
Joshua Kelley,13750,HB,LAC,13,63.6,4,27,0,22,14,22,0,101,7.2
Trenton Irwin,48080,WR,CIN,9,68.2,12,7,0,45,15,22,4,231,15.4
Adam Trautman,109795,TE,NO,15,81.8,9,20,0,22,18,22,1,207,11.5
Damiere Byrd,9964,WR,ATL,14,59.1,9,2,0,75,13,22,2,268,20.6
Sterling Shepard,10674,WR,NYG,3,61.9,4,21,0,65,13,21,1,154,11.8
MyCole Pruitt,9576,TE,ATL,13,76.2,10,2,0,29,16,21,4,150,9.4
Ty Johnson,45769,HB,NYJ,11,57.1,3,22,0,16,12,21,0,88,7.3
Johnny Mundt,12206,TE,MIN,17,90.5,9,18,0,17,19,21,1,140,7.4
Javonte Williams,77803,HB,DEN,4,76.2,4,10,0,13,16,21,0,76,4.8
Darrell Henderson Jr.,41193,HB,JAX,10,81.0,5,15,0,15,17,21,0,102,6.0
Ray-Ray McCloud III,47895,WR,SF,17,66.7,10,28,0,42,14,21,1,243,17.4
John Bates,42275,TE,WAS,16,70.0,4,32,1,20,14,20,1,108,7.7
Marcus Johnson,11074,WR,NYG,14,45.0,6,21,0,18,9,20,0,99,11.0
Ashton Dulin,91479,WR,IND,12,75.0,12,14,0,39,15,20,1,207,13.8
Breshad Perriman,9459,WR,TB,11,47.4,5,30,1,28,9,19,1,110,12.2
DeeJay Dallas,55632,HB,SEA,13,89.5,5,29,0,41,17,19,0,126,7.4
Pharaoh Brown,12247,TE,CLV,16,63.2,6,8,0,30,12,19,0,117,9.8
Durham Smythe,47257,TE,MIA,16,78.9,7,17,0,26,15,19,1,129,8.6
Kadarius Toney,61245,WR,KC,9,84.2,8,16,0,38,16,19,2,171,10.7
KhaDarel Hodge,26104,WR,ATL,16,68.4,7,2,0,39,13,19,1,202,15.5
Cam Sims,47908,WR,WAS,17,44.4,5,32,0,21,8,18,0,89,11.1
Mitchell Wilcox,47234,TE,CIN,15,94.4,6,7,0,19,17,18,1,139,8.2
Michael Bandy,91824,WR,LAC,9,55.6,5,27,0,25,10,18,0,89,8.9
Zach Pascal,12303,WR,PHI,17,83.3,9,24,0,34,15,18,1,150,10.0
Lawrence Cager,34914,TE,NYG,6,72.2,8,21,0,20,13,18,1,118,9.1
Alexander Mattison,45817,HB,MIN,17,83.3,4,18,0,16,15,18,1,91,6.1
Travis Homer,45859,HB,SEA,10,94.1,7,29,1,27,16,17,1,157,9.8
Tyler Allgeier,83639,HB,ATL,16,94.1,8,2,0,26,16,17,1,139,8.7
Cedrick Wilson Jr.,48170,WR,MIA,15,70.6,8,17,0,21,12,17,0,136,11.3
Albert Okwuegbunam,41933,TE,DEN,7,58.8,4,10,0,25,10,17,1,95,9.5
DeSean Jackson,4363,WR,BLT,7,52.9,5,3,0,62,9,17,0,153,17.0
Kenny Golladay,11851,WR,NYG,12,35.3,4,21,0,25,6,17,1,81,13.5
Justin Jackson,29539,HB,DET,12,70.6,7,11,0,15,12,17,1,101,8.4
Khalil Shakir,84140,WR,BUF,14,58.8,7,4,0,31,10,17,1,161,16.1
Cam Akers,57206,HB,LA,15,76.5,8,26,0,18,13,17,0,117,9.0
David Sills V,34579,WR,NYG,9,64.7,7,21,0,24,11,17,0,106,9.6
Mark Ingram II,6180,HB,NO,10,100.0,2,20,1,11,16,16,0,68,4.3
Geoff Swaim,9679,TE,TEN,17,75.0,4,31,0,13,12,16,1,58,4.8
Chuba Hubbard,57373,HB,CAR,15,87.5,6,5,1,45,14,16,0,171,12.2
James Proche II,48037,WR,BLT,14,50.0,3,3,0,12,8,16,0,62,7.8
Jamaal Williams,11889,HB,DET,17,75.0,4,11,0,17,12,16,0,73,6.1
KJ Hamler,61590,WR,DEN,7,46.7,3,10,0,55,7,15,0,165,23.6
Jack Stoll,42058,TE,PHI,17,73.3,5,24,0,26,11,15,0,123,11.2
Tre' McKitty,60896,TE,LAC,17,66.7,0,27,1,12,10,15,0,72,7.2
Connor Heyward,57301,TE,PIT,14,80.0,6,25,0,45,12,15,1,151,12.6
Peyton Hendershot,60915,TE,DAL,17,73.3,8,9,0,29,11,15,2,103,9.4
Josiah Deguara,47034,TE,GB,17,86.7,4,12,0,25,13,15,0,114,8.8
Tanner Hudson,66924,TE,NYG,11,66.7,8,21,0,27,10,15,0,132,13.2
Byron Pringle,42345,WR,CHI,11,66.7,8,6,0,35,10,15,2,135,13.5
Bam Knight,97432,HB,NYJ,7,92.9,5,22,1,16,13,14,0,100,7.7
Avery Williams,42873,HB,ATL,15,92.9,3,2,0,10,13,14,0,61,4.7
River Cracraft,47417,WR,MIA,11,64.3,8,17,0,22,9,14,2,102,11.3
Shane Zylstra,143786,TE,DET,12,84.6,6,11,0,14,11,13,4,60,5.5
James Robinson,22425,HB,NYJ,11,84.6,5,22,0,10,11,13,2,51,4.6
Sony Michel,27589,HB,LAC,10,69.2,1,27,0,9,9,13,0,53,5.9
Mike Boone,31615,HB,DEN,9,69.2,2,10,0,34,9,13,0,96,10.7
Patrick Ricard,48862,FB,BLT,17,84.6,1,3,0,19,11,13,0,74,6.7
Anthony Firkser,51837,TE,ATL,11,69.2,5,2,0,22,9,13,0,100,11.1
Jalen Reagor,61697,WR,MIN,14,61.5,5,18,0,38,8,13,1,104,13.0
Isiah Pacheco,83747,HB,KC,17,100.0,7,16,0,32,13,13,0,130,10.0
Kyle Philips,84463,WR,TEN,4,61.5,3,31,0,21,8,13,0,78,9.8
Tom Kennedy,94379,WR,DET,7,61.5,7,11,0,44,8,13,0,141,17.6
Jody Fortson,94384,TE,KC,13,69.2,6,16,0,40,9,13,2,108,12.0
Brandon Johnson,40666,WR,DEN,7,50.0,2,10,0,12,6,12,1,42,7.0
Hassan Haskins,83701,HB,TEN,14,91.7,2,31,0,10,11,12,0,57,5.2
Taysom Hill,12112,TE,NO,16,75.0,5,20,0,30,9,12,2,77,8.6
Donald Parham Jr.,91014,TE,LAC,6,83.3,5,27,0,24,10,12,1,130,13.0
Raheem Blackshear,57385,HB,CAR,10,83.3,3,5,0,27,10,12,0,93,9.3
Jeff Smith,48055,WR,NYJ,11,66.7,5,22,0,50,8,12,0,134,16.8
Teagan Quitoriano,84036,TE,HST,9,58.3,5,13,0,52,7,12,2,113,16.1
Velus Jones Jr.,40573,WR,CHI,11,58.3,4,6,0,44,7,12,1,107,15.3
Jamison Crowder,9538,WR,BUF,4,50.0,4,4,0,16,6,12,0,60,10.0
Jalen Nailor,84292,WR,MIN,6,75.0,7,18,0,47,9,12,1,179,19.9
Eric Tomlinson,9786,TE,DEN,17,75.0,5,10,0,18,9,12,2,79,8.8
Dyami Brown,77986,WR,WAS,15,41.7,5,32,0,75,5,12,2,143,28.6
C.J. Ham,11347,FB,MIN,17,83.3,7,18,0,17,10,12,0,86,8.6
Zack Moss,40341,HB,IND,11,91.7,2,14,0,8,11,12,0,39,3.5
D'Wayne Eskridge,29573,WR,SEA,9,58.3,4,29,0,16,7,12,0,58,8.3
