player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Jarek Broussard,83656,HB,COLORADO,11,141,34,143,0,49,81,13,16,154,2,657,4.7
Toa Taua,83722,HB,NEVADA,12,140,37,239,0,59,256,34,39,174,5,705,5.0
Trestan Ebner,57159,HB,BAYLOR,12,139,34,118,3,58,267,23,30,162,2,726,5.2
Bam Knight,97432,HB,NC STATE,12,139,35,248,2,46,156,21,22,160,3,751,5.4
De'Montre Tuggle,98688,HB,OHIO,12,138,44,259,1,63,156,16,19,154,7,804,5.8
Terrion Avery,102877,HB,S ALABAMA,12,137,32,288,0,25,93,18,22,155,1,509,3.7
Montrell Johnson Jr.,147141,HB,LA LAFAYET,12,137,46,207,1,99,50,5,9,142,11,777,5.7
Blake Corum,129574,HB,MICHIGAN,10,136,40,222,0,67,137,20,25,156,10,865,6.4
Ricky Person Jr.,77725,HB,NC STATE,12,135,32,248,1,32,240,28,36,163,5,636,4.7
Aaron Dumas,146135,HB,NEW MEXICO,11,135,35,241,1,63,0,0,3,135,2,647,4.8
Shadrick Byrd,101661,HB,CHARLOTTE,12,132,31,136,1,44,255,22,25,154,3,603,4.6
Andrew Henry,154703,HB,LA MONROE,11,131,20,209,3,40,88,14,21,145,4,482,3.7
Johnny Ford,86854,HB,FAU,11,131,40,165,4,60,279,23,28,154,5,828,6.3
De'Von Achane,124305,HB,TEXAS A&M,12,130,49,312,1,63,261,24,29,154,9,885,6.8
Will Shipley,144138,HB,CLEMSON,9,130,40,140,1,42,63,11,16,141,10,679,5.2
Tyjae Spears,97195,HB,TULANE,12,129,37,319,1,69,145,19,25,148,9,863,6.7
Zamir White,83665,HB,GEORGIA,12,129,37,173,1,42,45,4,5,133,10,694,5.4
D'vonte Price,55158,HB,FIU,9,128,30,166,2,68,78,10,16,138,6,674,5.3
Sam Howell,97599,QB,N CAROLINA,11,127,57,245,10,62,0,0,0,70,11,1072,8.4
Calvin Hill,97069,HB,TEXAS ST,12,127,38,314,3,78,78,18,21,145,3,714,5.6
Titus Swen,97314,HB,WYOMING,12,126,37,351,0,98,30,6,8,132,7,744,5.9
Nate Carter,147376,HB,UCONN,12,125,26,146,2,46,127,19,29,144,2,571,4.6
Matt Corral,83517,QB,OLE MISS,12,125,43,226,8,32,19,1,1,72,11,713,5.7
Elelyon Noa,128394,HB,UTAH ST,12,125,31,329,1,36,66,9,12,134,4,542,4.3
King Doerue,97192,HB,PURDUE,11,124,25,273,0,31,154,20,24,144,2,495,4.0
Emory Jones,82111,QB,FLORIDA,12,123,42,163,3,49,28,2,2,104,4,752,6.1
Tyhier Tyler,82083,QB,ARMY,10,123,25,114,3,36,0,0,0,120,7,470,3.8
Kevin Harris,99141,HB,S CAROLINA,11,122,31,289,0,39,89,11,17,133,3,473,3.9
Isaiah Bowser,66123,HB,UCF,7,122,34,323,0,30,75,9,11,131,7,540,4.4
Anthony Brown Jr.,40316,QB,OREGON,12,121,42,264,4,43,0,0,0,97,9,708,5.9
Tayon Fleet-Davis,57290,HB,MARYLAND,12,121,39,215,1,53,293,31,38,152,8,676,5.6
Spencer Sanders,77660,QB,OKLA STATE,11,121,31,262,4,37,0,0,1,89,6,479,4.0
Raheem Blackshear,57385,HB,VA TECH,12,121,32,337,0,50,244,23,32,144,6,719,5.9
Dorian Thompson-Robinson,83574,QB,UCLA,11,120,51,324,6,35,0,0,0,62,9,706,5.9
Jerrion Ealy,97163,HB,OLE MISS,11,120,38,226,0,70,214,30,33,150,5,713,5.9
Jamyest Williams,56165,HB,GA STATE,12,120,40,175,1,50,19,1,1,121,9,785,6.5
Vincent Davis,99593,HB,PITTSBURGH,12,119,30,268,0,26,109,20,25,139,4,511,4.3
Snoop Conner,99163,HB,OLE MISS,12,119,43,226,3,51,80,12,13,131,13,600,5.0
George Holani,72154,HB,BOISE ST,9,119,28,120,1,38,169,14,18,133,1,569,4.8
Jonzell Norrils,130308,HB,AKRON,10,118,24,102,2,74,153,17,21,135,3,580,4.9
Ari Broussard,75824,HB,RICE,12,118,22,275,1,40,0,0,0,118,3,569,4.8
Trelon Smith,57135,HB,ARKANSAS,12,117,34,111,1,28,21,4,6,121,5,591,5.1
Brandon Thomas,121788,HB,MEMPHIS,9,117,30,218,2,75,56,7,9,124,8,669,5.7
Xavier Williams,57263,HB,KENT STATE,12,117,38,201,1,79,40,4,7,121,3,715,6.1
Dedrick Parson,78572,HB,HAWAII,13,117,37,180,1,37,279,28,39,145,8,617,5.3
Chris Brooks,83644,HB,CAL,12,116,29,130,0,75,131,19,25,135,4,607,5.2
Jermaine Brown Jr.,97084,HB,UAB,12,115,29,321,0,59,177,20,22,135,7,600,5.2
Chandler Rogers,98683,QB,LA MONROE,12,115,26,209,7,24,0,0,0,95,1,489,4.3
Jabari Small,124298,HB,TENNESSEE,10,114,40,307,0,37,75,8,11,122,8,605,5.3
Vavae Malepeai,40626,HB,USC,12,114,38,326,0,35,65,12,13,126,6,502,4.4
Jakobi Buchanan,102884,FB,ARMY,12,114,55,114,0,26,0,0,0,114,11,433,3.8
Jordan Travis,77615,QB,FLORIDA ST,10,114,38,167,7,53,0,0,0,63,8,686,6.0
Calvin Camp,61202,HB,CHARLOTTE,12,114,31,136,2,44,133,15,18,129,4,610,5.4
Deion Hankins,97310,HB,UTEP,10,114,21,330,3,45,24,4,5,118,6,416,3.6
Khalan Griffin,129847,HB,RICE,12,113,14,275,1,36,20,1,2,114,2,390,3.5
Christian Beal-Smith,55433,HB,WAKE,10,113,31,339,0,48,49,8,8,121,7,557,4.9
Bucky Irving,144970,HB,MINNESOTA,10,113,28,225,0,41,76,9,9,122,4,567,5.0
Trey Potts,101647,HB,MINNESOTA,5,113,27,225,0,54,14,2,4,115,6,558,4.9
Rahmir Johnson,101655,HB,NEBRASKA,10,111,20,238,0,29,197,16,18,127,4,492,4.4
Josh McCray,144799,HB,ILLINOIS,11,112,24,187,1,38,43,2,2,114,2,549,4.9
Hendon Hooker,60593,QB,TENNESSEE,12,112,35,307,11,29,0,0,0,69,5,711,6.3
Cameron Carroll,77743,HB,TULANE,12,112,27,319,0,47,198,17,23,129,3,516,4.6
Devin Grainger,78496,QB,GA STATE,12,111,36,175,6,36,0,0,0,87,2,610,5.5
Todd Centeio,60552,QB,COLO STATE,12,111,27,144,7,32,12,1,2,65,2,565,5.1
Sean McGrew,40698,HB,WASHINGTON,8,110,27,340,0,39,51,8,9,118,8,434,3.9
Jayden Daniels,97993,QB,ARIZONA ST,12,110,41,110,2,51,0,0,0,62,6,764,6.9
Christian Turner,83703,HB,WAKE,12,110,25,339,2,48,29,4,6,114,5,423,3.8
Deon McIntosh,41088,HB,WASH STATE,11,110,36,341,0,38,108,14,16,124,3,530,4.8
KJ Jefferson,99129,QB,ARKANSAS,12,109,35,111,6,49,0,0,1,86,5,669,6.1
Israel Abanikanda,122999,HB,PITTSBURGH,11,109,35,268,0,28,200,23,29,132,5,580,5.3
Keyon Mozee,145809,HB,MIAMI OH,12,109,24,221,1,46,7,1,3,110,4,442,4.1
Lincoln Pare,121537,HB,ARK STATE,11,108,21,113,0,19,283,27,31,135,1,451,4.2
Adrian Martinez,83522,QB,NEBRASKA,11,108,43,238,10,75,0,0,0,78,13,683,6.3
Darius Boone Jr.,100216,HB,E MICHIGAN,12,108,21,160,1,17,64,3,3,111,6,408,3.8
Kevin Marks Jr.,55019,HB,BUFFALO,9,107,22,126,2,30,25,8,10,115,5,434,4.1
Cyrus Habibi-Likio,57379,HB,BOISE ST,11,107,22,120,0,16,213,23,26,130,2,374,3.5
Dustin Crum,60418,QB,KENT STATE,12,107,44,201,4,62,0,0,0,77,11,748,7.0
Austin Jones,97183,HB,STANFORD,11,106,19,300,2,61,265,32,35,138,2,386,3.6
Elijah Davis,83736,HB,DOMINION,12,105,35,263,3,61,22,5,7,110,6,573,5.5
Keyvone Lee,129790,HB,PENN STATE,12,104,24,266,3,44,115,14,20,118,2,495,4.8
Woody Marks,124179,HB,MISS STATE,12,104,40,227,0,23,427,75,86,179,6,441,4.2
Johnny Richardson,123760,HB,UCF,12,103,30,323,1,42,198,21,23,124,3,694,6.7
Brittain Brown,40399,HB,UCLA,10,102,33,324,1,48,129,18,19,120,7,616,6.0
Ta'Zhawn Henry,77776,HB,HOUSTON,11,102,22,182,0,97,104,19,20,121,7,492,4.8
Kevin Mensah,55106,HB,UCONN,12,102,14,146,1,21,55,12,15,114,0,331,3.2
Christian Anderson,60339,QB,ARMY,10,102,25,114,5,75,0,0,1,101,7,604,5.9
Dae Dae Hunter,128200,HB,HAWAII,10,101,25,180,2,81,163,19,27,120,3,649,6.4
Jawon Hamilton,28919,HB,E MICHIGAN,11,101,30,160,0,60,7,1,3,102,4,621,6.1
Raheim Sanders,146626,HB,ARKANSAS,12,101,31,111,2,42,109,11,14,112,3,499,4.9
Harrison Waylee,130584,HB,N ILLINOIS,5,101,22,254,1,75,6,1,2,102,4,574,5.7
Henry Parrish Jr.,124144,HB,OLE MISS,12,101,32,226,1,33,169,20,23,121,3,543,5.4
Noah Cain,97185,HB,PENN STATE,12,101,20,266,1,34,102,17,21,118,4,322,3.2
Damien Moore,70767,HB,CAL,11,100,27,130,3,56,85,13,19,113,6,515,5.2
James Harris II,77030,FB,NAVY,12,99,22,237,1,27,0,0,1,99,2,373,3.8
Braxton Burmeister,60513,QB,VA TECH,12,99,37,337,6,71,3,1,1,51,2,679,6.9
Timmy McClain,144488,QB,USF,11,99,23,327,14,27,0,0,0,64,4,439,4.4
Jordan Mims,57209,HB,FRESNO ST,12,98,26,169,0,59,253,20,25,118,4,547,5.6
Alex Fontenot,57186,HB,COLORADO,12,97,25,143,0,27,80,13,13,110,5,330,3.4
Ulysses Bentley IV,97200,HB,SMU,11,96,32,287,0,85,87,18,23,114,4,618,6.4
Roschon Johnson,99467,HB,TEXAS,12,96,31,311,0,72,83,11,12,106,5,569,5.9
Emari Demercado,77763,HB,TCU,10,96,24,305,0,22,94,12,15,108,4,421,4.4
SaRodorick Thompson,77777,HB,TEXAS TECH,10,95,32,315,1,24,107,5,7,100,9,424,4.5
B.J. Smith,40545,HB,TROY,11,95,23,318,1,35,146,22,30,117,4,361,3.8
Justice Ellison,123383,HB,WAKE,9,94,22,339,0,63,39,6,6,100,6,477,5.1
Dajon Richard,97174,HB,SO MISS,11,94,23,296,0,30,61,7,10,101,2,447,4.8
Michael Wiley,98617,HB,ARIZONA,11,92,18,109,3,16,297,33,39,125,2,301,3.3
Zach Evans,123072,HB,TCU,6,92,30,305,1,51,130,10,12,102,5,648,7.0
T.J. Pledger,77755,HB,UTAH,12,92,25,328,0,96,107,10,14,102,5,651,7.1
Kobe Pace,122155,HB,CLEMSON,10,92,29,140,1,59,93,8,10,100,6,580,6.3
Ikaika Ragsdale,73289,HB,N TEXAS,10,91,29,251,1,44,23,4,7,95,5,531,5.8
Rodney Hammond Jr.,144024,HB,PITTSBURGH,10,91,29,268,0,25,27,5,8,96,5,470,5.2
Chase Garbers,60356,QB,CAL,11,91,35,130,1,38,0,0,0,46,4,573,6.3
Noah Whittington,123472,HB,W KENTUCKY,10,91,22,346,2,22,49,9,11,100,1,454,5.0
Jordan Myers,41521,HB,RICE,11,91,27,275,1,64,285,28,34,119,8,321,3.5
Jahmyl Jeter,77759,HB,TEXAS ST,12,91,34,314,0,29,29,10,11,101,8,384,4.2
Armani Rogers,40034,QB,OHIO,12,91,34,259,2,99,2,2,3,89,7,587,6.5
James Cook,83666,HB,GEORGIA,12,90,31,173,0,40,119,17,19,107,7,581,6.5
Ron Cook Jr.,97070,HB,BUFFALO,12,90,21,126,1,55,238,22,25,112,3,372,4.1
A'Jon Vivens,75949,HB,COLO STATE,9,90,14,144,1,36,70,10,13,100,0,324,3.6
Clint Ratkovich,34083,HB,N ILLINOIS,12,89,38,254,0,96,113,13,17,102,11,430,4.8
Max Duggan,99470,QB,TCU,10,89,26,305,4,42,0,0,0,55,3,497,5.6
ZaQuandre White,57205,HB,S CAROLINA,9,89,27,289,0,63,217,19,28,108,2,557,6.3
Bryan Hill,91759,HB,S ALABAMA,10,88,16,288,1,58,30,5,6,93,3,332,3.8
Deneric Prince,83774,HB,TULSA,9,88,20,320,0,59,67,7,7,95,5,479,5.4
Bobby Cole,57331,HB,NEW MEXICO,11,88,16,241,0,75,29,10,10,98,2,355,4.0
Malachi Thomas,144107,HB,VA TECH,9,88,20,337,0,47,-1,1,2,89,3,433,4.9
Will Levis,83542,QB,KENTUCKY,12,87,44,202,5,33,15,1,1,57,9,494,5.7
DJ Uiagalelei,122162,QB,CLEMSON,12,87,25,140,9,37,0,0,0,75,4,406,4.7
Frank Harris,60586,QB,UTSA,12,87,29,331,12,69,26,2,2,62,5,573,6.6
Edward Saydee,97300,HB,TEMPLE,11,87,16,306,2,38,135,14,19,101,3,322,3.7
Chevan Cordeiro,75886,QB,HAWAII,10,87,29,180,10,35,0,0,0,40,3,522,6.0
Dameon Pierce,83659,HB,FLORIDA,12,87,33,163,0,27,217,18,18,105,12,517,5.9
Jordan Mason,62946,HB,GA TECH,12,87,22,176,0,71,81,11,14,98,1,439,5.0
Kareem Walker,41492,HB,S ALABAMA,8,86,18,288,0,35,43,12,15,98,4,295,3.4
Desmond Ridder,55086,QB,CINCINNATI,12,86,29,138,6,40,8,2,2,71,6,481,5.6
Jason Bean,83529,QB,KANSAS,11,86,21,198,4,46,-1,1,1,62,2,426,5.0
Drake Anderson,83729,HB,ARIZONA,11,86,22,109,0,71,96,18,22,104,1,383,4.5
Cam Davis,72376,HB,WASHINGTON,11,86,18,340,2,23,107,13,15,99,2,316,3.7
Dominique Johnson,123959,HB,ARKANSAS,12,85,31,111,1,48,74,6,7,91,7,497,5.8
Malik Davis,57196,HB,FLORIDA,11,85,19,163,0,31,217,23,31,108,4,399,4.7
Will Jones,57154,HB,BALL ST,12,85,16,117,0,21,124,14,16,99,3,310,3.6
Jarquez Hunter,146662,HB,AUBURN,12,84,24,115,0,94,61,12,14,96,3,576,6.9
Kendre Miller,123091,HB,TCU,10,83,23,305,3,75,117,12,12,95,7,623,7.5
Treshaun Ward,99619,HB,FLORIDA ST,12,83,29,167,1,65,155,20,26,103,4,546,6.6
Alec Sinkfield,57476,HB,BOSTON COL,12,82,18,121,0,33,6,1,2,83,2,346,4.2
Holton Ahlers,77651,QB,E CAROLINA,12,82,28,156,9,57,27,2,2,57,6,480,5.9
O'Shaan Allison,77801,HB,OHIO,10,82,14,259,1,37,150,19,21,101,0,317,3.9
Kavosiey Smoke,83691,HB,KENTUCKY,12,81,19,202,1,32,12,1,6,82,4,414,5.1
Tiyon Evans,146928,HB,TENNESSEE,7,81,32,307,1,92,77,5,7,86,6,534,6.6
Patrick Smith,146956,HB,VANDERBILT,10,81,17,333,1,37,84,16,20,97,1,357,4.4
Malik Jackson,84267,HB,LA MONROE,11,80,20,209,0,75,40,10,14,90,3,451,5.6
Dillon Johnson,124176,HB,MISS STATE,12,80,27,227,1,32,396,62,68,142,4,423,5.3
N'Kosi Perry,60446,QB,FAU,12,80,21,165,12,34,20,1,2,54,4,315,3.9
Adam Cofield,30557,HB,W KENTUCKY,12,80,25,346,0,20,118,17,19,97,4,373,4.7
Sam Hartman,77618,QB,WAKE,12,80,30,339,2,42,3,1,1,32,10,459,5.7
Noah Vedral,55406,QB,RUTGERS,12,79,24,278,6,33,0,0,0,65,2,344,4.4
Rodrigues Clark,101068,HB,MEMPHIS,10,79,27,218,0,21,59,11,11,90,4,387,4.9
CJ Verdell,57378,HB,OREGON,5,79,23,264,0,77,57,7,8,86,7,423,5.4
Deshaun Fenwick,83759,HB,OREGON ST,11,79,28,265,1,24,14,4,5,83,4,452,5.7
Devonte Lee,83721,HB,NEVADA,12,78,23,239,0,24,101,21,27,99,4,247,3.2
Ayo Adeyi,145320,HB,N TEXAS,9,78,27,251,0,42,3,1,1,79,6,479,6.1
Chip Trayanum,131631,HB,ARIZONA ST,9,78,24,110,3,20,17,4,5,82,6,390,5.0
Micah Bernard,100583,HB,UTAH,12,78,21,328,2,50,236,24,26,102,2,454,5.8
Nathaniel Peat,100586,HB,STANFORD,12,77,15,300,1,87,67,12,14,89,3,394,5.1
Mike Wright Jr.,124366,QB,VANDERBILT,10,77,20,333,3,70,0,0,0,46,1,455,5.9
Nick Mosley,145661,HB,BOWL GREEN,11,77,17,122,0,26,4,1,3,78,2,336,4.4
Kelley Joiner Jr.,101124,HB,USF,12,77,27,327,1,47,62,8,13,85,2,481,6.2
Michael Pratt,123229,QB,TULANE,11,77,23,319,5,18,0,0,0,39,5,318,4.1
Rocky Lombardi,60452,QB,N ILLINOIS,11,76,31,254,7,64,0,0,0,64,5,402,5.3
Levi Lewis,60428,QB,LA LAFAYET,12,76,24,207,3,27,0,0,0,49,4,332,4.4
Anthony Watkins,99165,HB,TULSA,12,76,26,320,1,78,13,2,3,78,4,579,7.6
Nay'Quan Wright,98803,HB,FLORIDA,12,76,11,163,2,34,178,14,16,90,1,322,4.2
Gerald Green,97121,HB,GA SOUTHRN,10,75,19,174,0,76,26,2,5,77,5,423,5.6
Dequan Finn,97804,QB,TOLEDO,12,75,24,316,2,70,11,0,0,57,8,582,7.8
Isaiah Johnson,121892,HB,N TEXAS,9,75,26,251,1,23,88,7,8,82,4,331,4.4
Gerry Bohanon,77636,QB,BAYLOR,11,75,28,118,7,28,-5,1,1,64,9,352,4.7
Kenny Pickett,60515,QB,PITTSBURGH,12,74,27,268,4,22,0,0,0,25,4,382,5.2
Zander Horvath,57384,HB,PURDUE,7,74,16,273,1,24,87,15,18,89,3,262,3.5
Dominic Richardson,122985,HB,OKLA STATE,11,73,23,262,2,28,51,5,6,78,3,367,5.0
Martell Pettaway,40633,HB,MIDDLE TN,10,73,19,224,0,65,29,6,11,79,3,367,5.0
Andrew Van Buren,83636,HB,BOISE ST,11,72,23,120,0,22,28,7,10,79,9,222,3.1
Anthony Adkins,102880,FB,ARMY,11,72,21,114,1,71,0,0,0,72,5,345,4.8
Chris Reynolds,60361,QB,CHARLOTTE,11,72,19,136,10,37,0,0,0,54,4,283,3.9
Grayson McCall,98002,QB,COAST CAR,10,72,20,141,10,25,0,0,0,47,4,281,3.9
Tahj Brooks,123133,HB,TEXAS TECH,8,72,20,315,0,67,52,6,6,78,6,473,6.6
Calvin Turner Jr.,109028,WR,HAWAII,13,71,16,180,0,75,870,74,124,145,8,332,4.7
Gunnar Holmberg,77625,QB,DUKE,11,71,19,154,6,26,0,0,0,57,6,263,3.7
Reese White,97197,HB,COAST CAR,8,71,33,141,0,64,68,4,6,75,7,516,7.3
Justin Tomlin,78482,QB,GA SOUTHRN,8,71,12,174,11,76,0,0,0,63,2,265,3.7
Brendon Lewis,131687,QB,COLORADO,12,71,20,143,5,33,0,0,0,46,2,382,5.4
Emani Bailey,122630,HB,LA LAFAYET,9,71,25,207,1,35,98,10,10,81,5,431,6.1
