player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
JR Pace,10116,S,NWESTERN,2,2,0,256,0,0,0,0,11
Cortez Davis,22974,CB,HAWAII,1,0,0,180,3,0,0,0,2
Justin Hilliard,28079,LB,OHIO STATE,3,3,0,260,0,1,0,0,23
Garrett Rand,29616,DI,WISCONSIN,1,1,0,349,0,0,0,0,2
Ferrod Gardner,34595,LB,LA LAFAYET,1,1,0,207,0,0,0,1,5
Cristian Williams,36151,S,TULSA,2,7,1,320,0,0,1,0,9
Tony Fair,37101,DI,UAB,1,1,0,321,0,0,0,0,1
Jeremiah Pritchard,38502,LB,HAWAII,1,1,0,180,0,0,0,1,4
Demetris Robertson,38547,WR,GEORGIA,1,0,0,173,0,0,0,0,0
Jordan Carmouche,39951,LB,HOUSTON,1,0,0,182,0,0,0,0,2
Derrion Rakestraw,39968,S,COLORADO,1,2,0,143,0,0,0,0,4
Brandon Martin,40066,LB,BALL ST,2,5,0,117,0,0,0,0,11
Prather Hudson,40617,HB,GEORGIA,1,0,0,173,0,0,0,0,0
Malik Staples,40902,LB,W KENTUCKY,1,0,0,346,0,0,0,0,4
Roy Baker,41757,CB,BUFFALO,2,1,0,126,0,0,0,0,10
Calvin Bundage,41772,ED,OKLA STATE,1,1,0,262,0,0,0,1,1
Sam Hammond,41836,ED,NEVADA,1,0,0,239,0,0,0,1,0
Ben Davis,41960,ED,ALABAMA,2,0,0,103,0,0,0,0,2
Dylan Tonkery,41961,ED,W VIRGINIA,1,1,0,343,0,0,0,0,9
Dru Mathis,42027,LB,OREGON,2,0,0,264,0,0,0,0,0
Jake Long,42387,S,W VIRGINIA,1,1,0,343,0,0,0,0,2
Chris Moore,42400,S,GA STATE,1,0,0,175,0,0,0,0,5
Greg Eisworth II,42444,S,IOWA STATE,2,1,0,193,0,0,0,0,6
Amen Ogbongbemiga,42449,LB,OKLA STATE,1,0,0,262,3,0,0,0,5
Tomon Fox,42486,ED,N CAROLINA,1,0,0,245,1,0,0,1,4
Jay Lenard,42492,S,S JOSE ST,2,1,1,285,0,0,0,0,9
Devin Harper,42494,LB,OKLA STATE,1,0,0,262,1,0,0,0,2
Shemar Jean-Charles,42496,CB,APP STATE,1,0,0,108,0,0,0,0,2
Trae Meadows,42502,CB,W KENTUCKY,1,0,0,346,0,0,0,0,0
Dante Bonamico,42508,S,W VIRGINIA,1,2,0,343,0,0,0,0,6
Tyrez Lindsey,42510,S,MEMPHIS,1,1,0,218,0,0,0,0,3
James Skalski,42552,LB,CLEMSON,2,4,0,140,0,0,0,1,6
Nazeeh Johnson,42553,S,MARSHALL,2,2,0,214,0,1,0,0,20
Lawrence White,42607,S,IOWA STATE,2,0,0,193,0,0,0,0,12
