player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Kristian Wilkerson,28729,WR,LV,3,60.7,12,23,0,29,17,28,1,188,11.1
Austin Watkins,84457,WR,CLV,4,59.3,12,8,0,32,16,27,2,257,16.1
Andrei Iosivas,109811,WR,CIN,3,44.4,7,7,0,25,12,27,1,129,10.8
Lucas Krull,83962,TE,NO,2,43.5,6,20,0,31,10,23,0,136,13.6
Jason Brownlee,121451,WR,NYJ,4,52.6,7,22,0,26,10,19,0,102,10.2
Chase Cota,84465,WR,DET,3,50.0,8,11,0,24,9,18,1,111,12.3
Rashee Rice,97605,WR,KC,3,77.8,6,16,1,38,14,18,0,155,11.1
Malik Heath,124173,WR,GB,3,75.0,8,12,0,25,12,16,0,146,12.2
Charlie Jones,55038,WR,CIN,3,56.3,3,7,0,20,9,16,0,79,8.8
A.T. Perry,77975,WR,NO,3,80.0,3,20,0,29,12,15,1,104,8.7
Xavier Gipson,104136,WR,NYJ,4,60.0,5,22,0,21,9,15,0,97,10.8
Justyn Ross,78021,WR,KC,3,40.0,6,16,0,15,6,15,2,59,9.8
Dylan Drummond,78187,WR,DET,3,60.0,5,11,0,23,9,15,0,87,9.7
Ronnie Bell,84288,WR,SF,3,66.7,6,28,1,43,10,15,0,172,17.2
Tyler Johnson,48054,WR,LA,3,66.7,4,26,0,34,10,15,0,111,11.1
David Sills V,34579,WR,NYG,3,57.1,7,21,0,30,8,14,1,117,14.6
Jontre Kirklin,55630,WR,NO,3,64.3,4,20,0,53,9,14,0,127,14.1
Shedrick Jackson,84136,WR,CIN,3,64.3,4,7,0,34,9,14,1,112,12.4
Joseph Ngata,98214,WR,PHI,3,42.9,4,24,1,21,6,14,0,75,12.5
Mike Harley Jr.,61423,WR,CLV,4,50.0,3,8,0,20,7,14,1,75,10.7
Javon Wims,41406,WR,CAR,3,38.5,3,5,0,13,5,13,0,38,7.6
Shaq Davis,105710,WR,NO,3,53.8,5,20,0,42,7,13,0,101,14.4
Keelan Doss,48143,WR,LAC,3,69.2,4,27,0,28,9,13,0,95,10.6
Cedric Tillman,84434,WR,CLV,4,53.8,5,8,0,36,7,13,0,115,16.4
Keelan Cole Sr.,51593,WR,LV,3,92.3,6,23,0,21,12,13,1,98,8.2
Deon Cain,13597,WR,PHI,2,50.0,4,24,0,21,6,12,0,62,10.3
Tre Tucker,101106,WR,LV,3,41.7,5,23,0,40,5,12,0,92,18.4
John Kelly Jr.,34761,HB,CLV,4,75.0,3,8,0,17,9,12,1,66,7.3
Nsimba Webster,48107,WR,CHI,3,58.3,5,6,0,17,7,12,0,70,10.0
Kwamie Lassiter II,23226,WR,CIN,3,58.3,2,7,0,10,7,12,0,39,5.6
Anthony Schwartz,84135,WR,CLV,3,41.7,3,8,0,13,5,12,0,40,8.0
David Moore,11981,WR,TB,3,66.7,7,30,0,38,8,12,0,123,15.4
Tyrie Cleveland,42134,WR,PHI,2,50.0,3,24,0,27,6,12,0,72,12.0
Demarcus Robinson,10760,WR,LA,3,25.0,1,26,0,9,3,12,0,17,5.7
Carlos Washington Jr.,63268,HB,ATL,3,90.9,2,2,0,11,10,11,0,70,7.0
Tanner Hudson,66924,TE,CIN,2,72.7,3,7,0,20,8,11,0,71,8.9
Gunner Olszewski,95015,WR,PIT,3,63.6,4,25,0,14,7,11,0,63,9.0
Ellis Merriweather,128096,HB,NO,3,72.7,4,20,0,15,8,11,1,48,6.0
Jalen Reagor,61697,WR,MIN,3,72.7,7,18,0,25,8,11,0,93,11.6
Shi Smith,61643,WR,CAR,3,63.6,3,5,0,27,7,11,0,88,12.6
Zaire Mitchell-Paden,145197,TE,CLV,4,81.8,6,8,1,29,9,11,0,91,10.1
Lil'Jordan Humphrey,42247,WR,DEN,3,72.7,5,10,1,26,8,11,0,113,14.1
Blake Whiteheart,77881,TE,ARZ,3,63.6,4,1,0,23,7,11,0,77,11.0
Simi Fehoko,84424,WR,DAL,3,72.7,2,9,0,16,8,11,0,55,6.9
Thomas Greaney,78771,TE,CLV,4,72.7,2,8,0,17,8,11,0,61,7.6
Kaylon Geiger,102929,WR,TB,3,63.6,3,30,0,23,7,11,0,72,10.3
Quentin Johnston,123085,WR,LAC,3,72.7,6,27,0,16,8,11,1,62,7.8
Gary Jennings,48331,WR,CAR,3,45.5,4,5,0,20,5,11,1,72,14.4
Justin Shorter,84376,WR,BUF,3,54.5,3,4,0,19,6,11,1,66,11.0
Mason Kinsey,115664,WR,TEN,3,80.0,3,31,0,21,8,10,0,77,9.6
