player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Cale Hellums,170981,QB,ARMY,12,291,96,114,5,50,7,0,0,261,16,1167,4.0
Cam Cook,173133,HB,JVILLE ST,12,276,84,196,4,73,268,26,37,302,15,1572,5.7
Kewan Lacy,190221,HB,OLE MISS,13,274,87,226,2,59,161,26,31,300,21,1366,5.0
Emmett Johnson,156473,HB,NEBRASKA,12,251,78,238,1,70,370,46,54,297,12,1450,5.8
Anthony Hankerson,157691,HB,OREGON ST,12,247,65,265,1,65,123,22,33,269,9,1090,4.4
Antwan Raymond,190489,HB,RUTGERS,12,244,78,278,2,51,224,18,24,262,13,1238,5.1
Ahmad Hardy,190013,HB,MISSOURI,12,242,76,229,3,72,22,6,7,248,16,1559,6.4
Lucky Sutton,158807,HB,S DIEGO ST,12,239,71,284,0,50,-2,5,10,244,10,1237,5.2
Evan Dickens,170066,HB,LIBERTY,11,229,67,206,1,95,61,5,6,234,16,1336,5.8
Sieh Bangura,145886,HB,OHIO,12,222,66,259,2,49,76,13,18,235,14,1226,5.5
Jadan Baugh,184417,HB,FLORIDA,12,221,65,163,0,26,210,33,40,254,8,1168,5.3
LJ Martin,175035,HB,BYU,12,219,78,128,0,49,224,29,31,248,11,1223,5.6
Blake Horvath,162555,QB,NAVY,11,219,69,237,16,59,0,0,0,199,15,1197,5.5
Kentrel Bullock,124129,HB,S ALABAMA,12,218,64,288,1,64,66,14,19,232,14,1082,5.0
Kendrick Raphael,170378,HB,CAL,12,214,50,130,4,33,231,31,41,245,12,845,3.9
Dominic Richardson,122985,HB,TULSA,12,213,53,320,1,57,130,19,30,232,5,1060,5.0
Jordan Gant,159654,HB,AKRON,12,212,55,102,1,36,48,9,16,221,6,1029,4.9
Kaytron Allen,164158,HB,PENN STATE,12,210,70,266,1,67,68,18,23,228,15,1303,6.2
J'Mari Taylor,150482,HB,VIRGINIA,12,207,56,335,1,78,217,39,49,246,14,999,4.8
Kejon Owens,123640,HB,FIU,12,203,58,166,1,84,58,16,20,219,11,1292,6.4
Jeremiyah Love,171090,HB,NOTRE DAME,12,199,63,258,1,94,280,27,34,226,18,1372,6.9
Lincoln Pare,121537,HB,TEXAS ST,12,199,67,314,1,62,277,36,40,235,11,1022,5.1
Cam Edwards,158615,HB,UCONN,12,198,62,146,0,73,187,19,22,216,14,1118,5.6
Chavon Wright,205258,HB,N ILLINOIS,12,195,53,254,1,45,16,8,9,203,5,873,4.5
Caleb Hawkins,199001,HB,N TEXAS,11,193,77,251,1,51,334,28,31,221,23,1213,6.3
