player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Thomas Davis Sr.,2231,LB,WAS,7,2,0,32,0,0,1,0,4
Johnathan Joseph,2969,CB,ARZ,11,3,0,1,0,1,5,0,27
Domata Peko Sr.,3068,DI,ARZ,6,3,0,1,0,0,0,0,9
Tramon Williams,3558,CB,BLT,6,3,0,3,1,0,1,0,12
Calais Campbell,4364,DI,BLT,12,5,0,3,3,0,1,3,19
Brandon Carr,4454,S,DAL,3,0,0,9,0,0,0,0,1
Matthew Slater,4467,WR,NE,2,0,0,19,0,0,0,0,0
Malcolm Jenkins,4937,S,NO,16,7,1,20,4,3,5,3,85
Jason McCourty,5127,CB,NE,16,9,0,19,0,0,3,0,33
Steve McLendon,5232,DI,TB,15,8,0,30,0,0,0,0,23
Ndamukong Suh,5527,DI,TB,16,7,1,30,13,0,0,6,29
Joe Haden,5532,CB,PIT,14,6,0,25,0,2,9,0,42
Tyson Alualu,5535,DI,PIT,15,14,1,25,3,0,0,2,22
Brandon Graham,5538,ED,PHI,16,8,2,24,9,0,0,8,29
Jason Pierre-Paul,5540,ED,TB,16,13,4,30,4,2,2,11,30
Kareem Jackson,5545,S,DEN,16,20,0,10,0,1,3,0,77
Devin McCourty,5552,S,NE,16,13,0,19,0,2,3,0,49
Jerry Hughes,5556,ED,BUF,15,8,2,4,6,1,0,5,16
Patrick Robinson,5557,CB,NO,8,1,0,20,0,2,1,0,13
Linval Joseph,5571,DI,LAC,16,16,0,27,2,0,0,0,47
Carlos Dunlap,5579,ED,SEA,15,6,0,29,10,0,0,8,18
Sean Lee,5580,LB,DAL,9,10,0,9,1,0,0,0,11
Corey Peters,5607,DI,ARZ,9,3,0,1,2,0,0,2,9
Everson Griffen,5624,ED,DET,14,7,0,11,7,0,0,7,20
Geno Atkins,5643,DI,CIN,8,0,0,7,0,0,0,0,1
Sherrick McManis,5667,S,CHI,6,0,0,6,0,1,0,0,1
Antonio Brown,5718,WR,TB,1,0,0,30,0,0,0,0,0
Tramaine Brock Sr.,5903,CB,DET,1,0,0,11,0,0,0,0,6
Anthony Levine,6013,S,BLT,6,0,0,3,0,0,0,0,3
Andrew Sendejo,6118,S,CLV,14,13,1,8,0,0,2,0,53
Patrick Peterson,6157,CB,ARZ,16,4,0,1,0,3,4,0,53
Aldon Smith,6159,ED,DAL,16,10,0,9,11,0,0,4,34
J.J. Watt,6163,ED,HST,16,8,2,13,11,1,0,5,40
Robert Quinn,6166,ED,CHI,15,5,3,6,6,0,0,2,14
Ryan Kerrigan,6168,ED,WAS,16,5,0,32,0,0,0,6,6
Corey Liuget,6170,DI,HST,6,1,0,13,1,0,0,1,2
Adrian Clayborn,6172,ED,CLV,15,5,1,8,3,0,0,4,4
Cameron Jordan,6176,ED,NO,16,10,1,20,8,0,0,8,33
Jimmy Smith,6179,CB,BLT,11,1,0,3,0,0,1,1,24
Cameron Heyward,6183,DI,PIT,15,14,0,25,14,1,0,5,38
Jabaal Sheard,6189,ED,NYG,10,3,1,21,4,0,0,2,15
Brooks Reed,6194,ED,TEN,2,0,0,31,0,0,0,1,2
Marcus Gilchrist,6202,S,BLT,2,0,0,3,0,0,0,0,3
Justin Houston,6222,ED,IND,16,4,1,14,3,0,0,9,15
Jurrell Casey,6229,DI,DEN,3,3,0,10,2,0,0,0,10
Allen Bailey,6238,DI,ATL,16,1,0,2,3,0,0,2,12
K.J. Wright,6251,LB,SEA,16,18,1,29,1,1,5,2,65
Buster Skrine,6289,CB,CHI,12,6,1,6,0,0,2,0,59
Richard Sherman,6306,CB,SF,5,1,0,28,0,1,0,0,14
Pernell McPhee,6317,ED,BLT,15,8,0,3,12,0,0,3,22
Lawrence Guy Sr.,6385,DI,NE,14,14,0,19,4,0,0,2,36
Malcolm Smith,6394,LB,CLV,15,16,1,8,0,1,1,1,55
Chris Harris Jr.,6457,CB,LAC,9,5,0,27,1,1,2,0,28
Josh Bynes,6503,LB,CIN,16,27,0,7,1,0,2,0,72
Nick Bellore,6515,FB,SEA,1,0,0,29,0,0,0,0,0
Mario Addison,6558,ED,BUF,15,4,0,4,4,0,0,6,20
Craig Robertson,7003,LB,NO,5,0,0,20,0,0,0,0,2
Stephon Gilmore,7016,CB,NE,11,4,1,19,0,1,2,0,34
Dontari Poe,7017,DI,DAL,7,4,0,9,0,0,0,0,3
Fletcher Cox,7018,DI,PHI,15,15,2,24,4,0,0,8,23
Michael Brockers,7020,DI,LA,15,14,0,26,4,0,0,5,34
Bruce Irvin,7021,ED,SEA,2,0,0,29,3,0,0,0,4
Dre Kirkpatrick,7023,CB,ARZ,14,4,0,1,0,3,3,0,54
Melvin Ingram III,7024,ED,LAC,7,3,0,27,6,1,0,0,8
Chandler Jones,7027,ED,ARZ,5,0,0,1,4,0,0,1,8
Whitney Mercilus,7031,ED,HST,13,3,0,13,7,0,0,5,13
Derek Wolfe,7040,DI,BLT,14,10,0,3,2,0,0,2,36
Janoris Jenkins,7043,CB,NO,13,9,0,20,0,3,5,0,43
Mychal Kendricks,7049,LB,WAS,1,0,0,32,0,0,0,0,0
Bobby Wagner,7050,LB,SEA,16,25,0,29,7,0,7,3,106
Tavon Wilson,7051,S,IND,10,3,0,14,0,0,1,0,16
Lavonte David,7060,LB,TB,16,25,3,30,1,1,5,2,94
Vinny Curry,7061,ED,PHI,11,1,0,24,7,0,0,4,11
Casey Hayward Jr.,7064,CB,LAC,14,4,0,27,0,1,7,0,37
Olivier Vernon,7074,ED,CLV,14,6,0,8,8,0,1,9,24
Demario Davis,7079,LB,NO,16,25,0,20,8,0,2,4,88
Tyrone Crawford,7083,DI,DAL,16,7,0,9,2,0,0,2,10
Akiem Hicks,7090,DI,CHI,15,9,0,6,16,0,0,4,33
Kyle Wilber,7113,LB,LV,9,1,0,23,0,0,0,0,3
Mike Daniels,7132,DI,CIN,11,7,0,7,1,0,0,0,11
Tahir Whitehead,7135,LB,CAR,14,12,0,5,2,1,0,0,36
Jack Crawford,7151,ED,TEN,16,10,0,31,8,0,0,2,17
George Iloka,7159,S,MIN,3,0,0,18,0,0,0,0,4
Danny Trevathan,7177,LB,CHI,16,30,1,6,1,0,4,1,89
Billy Winn,7190,DI,GB,6,1,0,12,0,0,0,0,5
Nate Ebner,7193,S,NYG,6,0,0,21,0,0,1,0,1
Rodney McLeod,7271,S,PHI,13,12,0,24,0,1,5,0,50
Michael Thomas,7279,S,HST,6,5,0,13,0,0,0,0,8
Tashaun Gipson Sr.,7288,S,CHI,16,9,1,6,0,2,3,0,57
L.J. Fort,7292,LB,BLT,14,12,1,3,1,0,2,0,38
Damon Harrison Sr.,7355,DI,GB,7,3,1,12,0,0,0,0,7
Julian Stanford,7372,ED,CAR,5,1,0,5,0,0,0,0,2
Harrison Smith,7641,S,MIN,16,22,0,18,4,5,5,1,65
Malik Jackson,7647,DI,PHI,15,7,0,24,11,0,0,3,20
Josh Norman,7649,CB,BUF,8,0,1,4,0,1,3,0,23
Justin Bethel,7654,CB,NE,2,0,0,19,0,0,0,0,0
Neiko Thorpe,7716,S,SEA,2,0,0,29,0,0,0,0,0
Dion Jordan,7785,ED,SF,13,5,1,28,2,0,0,3,13
Barkevious Mingo,7787,ED,CHI,16,9,0,6,2,0,1,3,15
D.J. Hayden,7793,CB,JAX,5,1,0,15,1,0,1,0,16
Sheldon Richardson,7794,DI,CLV,16,15,1,8,3,0,0,6,44
Kenny Vaccaro,7796,S,TEN,13,12,0,31,0,0,4,1,64
Desmond Trufant,7803,CB,DET,6,1,0,11,0,1,2,1,17
Xavier Rhodes,7806,CB,IND,16,2,0,14,0,2,9,0,40
Datone Jones,7807,DI,LV,1,0,0,23,0,0,0,0,2
Sylvester Williams,7809,DI,DEN,8,5,0,10,0,0,0,0,4
Alec Ogletree,7811,LB,NYJ,2,1,0,22,0,0,0,0,3
Darius Slay,7817,CB,PHI,15,2,0,24,0,1,4,0,57
Kawann Short,7825,DI,CAR,3,1,0,5,1,0,0,0,3
Kevin Minter,7826,LB,TB,12,1,0,30,0,0,1,0,12
Johnathan Hankins,7830,DI,LV,16,12,0,23,3,0,0,1,38
Jon Bostic,7831,LB,WAS,16,36,0,32,3,1,2,3,82
Jamie Collins Sr.,7833,LB,DET,14,28,3,11,2,1,3,1,70
Margus Hunt,7834,DI,CIN,13,4,0,7,3,0,0,1,4
Jamar Taylor,7835,CB,SF,7,1,0,28,1,2,1,1,19
