player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Calais Campbell,4364,DI,BLT,1,1,0,3,1,0,0,0,1
Ndamukong Suh,5527,DI,PHI,3,0,0,24,3,0,0,0,2
Brandon Graham,5538,ED,PHI,3,0,0,24,1,0,0,1,2
Jason Pierre-Paul,5540,ED,BLT,1,0,0,3,0,0,0,1,0
Linval Joseph,5571,DI,PHI,3,0,0,24,0,0,0,0,2
Carlos Dunlap,5579,ED,KC,3,1,0,16,4,0,0,0,2
Corey Peters,5607,DI,JAX,2,1,0,15,1,0,0,0,3
Al Woods,5646,DI,SEA,1,0,0,29,0,0,0,0,1
Patrick Peterson,6157,CB,MIN,1,0,0,18,0,0,0,0,6
Robert Quinn,6166,ED,PHI,3,1,0,24,0,0,0,0,1
Justin Houston,6222,ED,BLT,1,0,0,3,0,0,0,1,0
Fletcher Cox,7018,DI,PHI,3,4,0,24,2,0,0,1,2
Bruce Irvin,7021,ED,SEA,1,1,0,29,0,0,0,1,3
Melvin Ingram III,7024,ED,MIA,1,1,0,17,0,0,0,1,1
Janoris Jenkins,7043,CB,SF,1,0,0,28,0,0,0,0,1
Lavonte David,7060,LB,TB,1,3,0,30,1,0,0,0,11
Akiem Hicks,7090,DI,TB,1,0,0,30,1,0,0,0,3
Tashaun Gipson Sr.,7288,S,SF,3,1,0,28,0,0,0,0,6
Harrison Smith,7641,S,MIN,1,0,0,18,0,0,0,0,3
Xavier Rhodes,7806,CB,DAL,1,0,0,9,0,0,0,0,3
Darius Slay,7817,CB,PHI,3,1,0,24,0,0,1,0,9
Johnathan Hankins,7830,DI,DAL,2,1,0,9,0,0,0,1,3
John Jenkins,7863,DI,MIA,1,0,0,17,0,0,0,0,1
Logan Ryan,7864,S,TB,1,1,0,30,0,0,0,0,2
Brandon Williams,7875,DI,KC,3,0,0,16,0,0,0,0,0
William Gholston,7908,DI,TB,1,2,0,30,0,0,0,0,2
A.J. Klein,7930,LB,BUF,1,0,0,4,0,0,0,0,0
Jordan Poyer,8000,S,BUF,2,2,0,4,0,0,0,0,6
Tony Jefferson,8361,S,NYG,2,1,0,21,1,0,0,0,3
Khalil Mack,8640,ED,LAC,1,0,0,27,1,0,0,1,2
Anthony Barr,8644,LB,DAL,2,3,0,9,0,0,1,0,7
Jimmie Ward,8665,S,SF,3,1,0,28,0,0,3,0,9
DeMarcus Lawrence,8669,ED,DAL,2,2,0,9,1,0,0,1,4
Kyle Van Noy,8675,ED,LAC,1,1,0,27,0,0,0,0,2
Justin Ellis,8742,DI,NYG,2,0,0,21,0,0,0,0,1
DaQuan Jones,8747,DI,BUF,1,1,0,4,1,0,0,0,0
Brent Urban,8769,DI,BLT,1,0,0,3,0,0,0,0,1
Shelby Harris,8869,DI,SEA,1,0,0,29,0,0,0,0,3
Kerry Hyder Jr.,9045,DI,SF,3,1,0,28,0,0,0,0,3
Dante Fowler Jr.,9436,ED,DAL,2,0,0,9,0,0,0,0,1
Leonard Williams,9439,DI,NYG,2,1,0,21,3,0,0,0,4
Arik Armstead,9450,DI,SF,3,1,0,28,2,0,0,2,7
Marcus Peters,9451,CB,BLT,1,1,0,3,0,0,0,0,3
Landon Collins,9466,S,NYG,1,0,0,21,0,0,0,0,1
Eric Kendricks,9478,LB,MIN,1,0,0,18,0,0,1,1,4
Eric Rowe,9480,S,MIA,1,1,1,17,0,0,0,1,5
