player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Roman Hemby,144891,HB,INDIANA,4,67,10,190,0,21,13,4,4,71,1,254,3.8
Kaelon Black,138448,HB,INDIANA,4,60,15,190,0,37,11,1,1,61,3,310,5.2
Mark Fletcher Jr.,175374,HB,MIAMI FL,3,59,16,220,1,57,33,3,6,62,2,327,5.5
Nate Sheppard,198337,HB,DUKE,2,43,11,154,0,60,51,7,8,50,2,267,6.2
Caleb Hawkins,199001,HB,N TEXAS,2,38,12,251,1,49,36,4,4,42,2,218,5.7
Kewan Lacy,190221,HB,OLE MISS,2,33,11,226,1,73,16,3,5,36,3,198,6.0
Harrison Waylee,130584,HB,VIRGINIA,2,31,8,335,0,19,20,5,10,36,1,134,4.3
Dylan Riley,190996,HB,BOISE ST,2,31,3,120,0,10,9,1,1,32,0,109,3.5
Cameron Dickey,184897,HB,TEXAS TECH,2,29,8,315,1,11,28,5,8,34,1,98,3.4
Broc Lowry,173383,QB,W MICHIGAN,2,29,3,347,2,12,0,0,0,21,0,89,3.1
Nate Frazier,191146,HB,GEORGIA,2,28,10,173,0,16,50,5,7,33,1,138,4.9
J'Koby Williams,191359,HB,TEXAS TECH,2,28,6,315,1,50,15,6,10,34,0,152,5.4
Bo Jackson,199864,HB,OHIO STATE,2,28,6,260,0,20,13,2,2,30,1,138,4.9
Jalen Buckley,163158,HB,W MICHIGAN,2,27,10,347,1,67,2,1,1,28,3,367,13.6
Gunner Stockton,157072,QB,GEORGIA,2,26,5,173,1,12,0,0,0,16,2,75,2.9
Coleman Bennett,142986,HB,KENNESAW,2,26,8,200,0,23,43,8,9,34,1,130,5.0
King Miller,197654,HB,USC,1,25,6,326,0,24,15,1,1,26,1,99,4.0
Darius Taylor,173422,HB,MINNESOTA,1,24,6,225,0,38,23,4,6,28,1,116,4.8
Caden Creel,170414,QB,JVILLE ST,2,24,7,196,2,34,0,0,0,15,1,163,6.8
Ashton Gray,190611,HB,N TEXAS,2,24,7,251,0,51,9,1,1,25,3,199,8.3
Quinn Henicle,190064,QB,DOMINION,1,23,7,263,2,51,0,0,0,19,2,144,6.3
Jordan Brunson,123342,HB,MIAMI OH,2,23,5,221,1,13,0,0,1,23,1,102,4.4
Devin Miles,200045,HB,W MICHIGAN,2,22,4,347,0,10,15,1,1,23,1,79,3.6
Jamauri McClure,189581,HB,TULANE,1,22,3,319,0,30,12,1,1,23,1,121,5.5
CharMar Brown,174409,HB,MIAMI FL,3,22,5,220,0,13,23,4,4,26,2,85,3.9
Wayne Knight,156712,HB,JAMES MAD,1,21,8,197,0,73,11,2,4,23,1,212,10.1
Jai'Den Thomas,174080,HB,UNLV,2,21,6,325,0,23,26,4,4,25,0,92,4.4
Anderson Castle,122234,HB,DUKE,2,21,6,154,0,9,0,0,0,21,1,53,2.5
Bryson Kuzdzal,176252,HB,MICHIGAN,1,20,6,222,0,11,-3,1,1,21,0,82,4.1
Quinton Martin Jr.,183609,HB,PENN STATE,1,20,6,266,0,21,-4,1,2,21,0,103,5.2
Christian Clark,184505,HB,TEXAS,1,20,8,311,0,22,0,0,0,20,1,105,5.3
Cam Cook,173133,HB,JVILLE ST,1,19,8,196,0,17,23,4,4,23,1,78,4.1
Jayden Scott,183347,HB,NC STATE,1,19,2,248,0,35,0,0,2,19,0,94,4.9
LJ Martin,175035,HB,BYU,1,19,7,128,1,13,27,7,8,26,1,76,4.0
Trey Kukuk,198675,QB,LA TECH,1,19,5,208,1,29,0,0,0,15,0,109,5.7
DeSean Bishop,174717,HB,TENNESSEE,1,19,6,307,0,18,8,3,3,22,2,93,4.9
Sieh Bangura,145886,HB,OHIO,1,19,5,259,0,31,0,0,0,19,1,149,7.8
Devin Roche,172294,HB,DOMINION,1,19,4,263,0,35,11,2,2,21,0,100,5.3
Fernando Mendoza,158323,QB,INDIANA,4,18,5,190,3,21,0,0,0,9,1,106,5.9
Marlon Gunn Jr.,162642,HB,E CAROLINA,1,18,4,156,0,14,0,0,1,18,0,50,2.8
Devon Dampier,171556,QB,UTAH,1,18,8,328,1,43,0,0,0,16,3,145,8.1
Ty Clark III,190943,HB,WAKE,1,18,5,339,0,12,71,2,3,20,0,93,5.2
Andrew Burnette,205005,HB,LA TECH,1,17,3,208,1,12,5,1,1,18,1,50,2.9
Kendrick Raphael,170378,HB,CAL,1,17,5,130,0,19,14,3,4,20,1,90,5.3
Chase Belcher,164410,HB,KENNESAW,2,17,8,200,0,46,30,5,6,22,0,149,8.8
Sire Gaines,184229,HB,BOISE ST,2,17,6,120,0,35,5,1,1,18,1,80,4.7
Anthony Colandrea,170131,QB,UNLV,2,17,8,325,2,24,0,0,0,12,2,119,7.0
Shomari Lawrence,141839,HB,MO STATE,1,16,6,230,0,12,17,2,2,18,0,57,3.6
Quinton Jackson,163001,HB,RICE,1,16,3,275,0,35,0,0,1,15,0,78,4.9
Jaquari Lewis,198096,HB,APP STATE,1,16,3,108,0,12,35,5,6,21,0,55,3.4
Alex Tecza,162587,HB,NAVY,1,16,8,237,0,34,2,1,1,17,1,80,5.0
Chip Trayanum,131631,HB,TOLEDO,1,16,2,316,1,13,5,2,4,18,1,65,4.1
Jake Retzlaff,70874,QB,TULANE,1,16,9,319,0,11,0,0,0,15,2,48,3.0
Dean Connors,156624,HB,HOUSTON,1,16,6,182,0,35,12,3,3,19,1,126,7.9
Jay Harris,184848,HB,OREGON,1,16,3,264,0,7,32,3,3,19,1,35,2.2
Blake Horvath,162555,QB,NAVY,1,16,4,237,2,12,0,0,0,15,1,49,3.1
Conner Weigman,158683,QB,HOUSTON,1,16,3,182,0,14,0,0,0,15,0,53,3.3
J'Mari Taylor,150482,HB,VIRGINIA,1,15,5,335,0,16,34,4,5,19,0,65,4.3
Ahmad Hardy,190013,HB,MISSOURI,1,15,3,229,0,43,0,0,0,15,0,89,5.9
James Laubstein,190465,QB,NEW MEXICO,1,15,5,241,0,13,0,0,0,13,0,57,3.8
Keyjuan Brown,174695,HB,LOUISVILLE,1,15,4,210,1,31,0,1,1,16,0,112,7.5
Robby Ashford,131702,QB,WAKE,1,15,7,339,0,12,0,0,0,13,2,49,3.3
Carson Beck,124010,QB,MIAMI FL,3,15,3,220,1,11,0,0,0,5,1,56,3.7
Ja'Kyrian Turner,199087,HB,PITTSBURGH,1,15,5,268,1,20,8,2,2,17,0,96,6.4
Samaj Jones,183797,QB,CINCINNATI,1,15,4,138,1,14,0,0,0,13,1,57,3.8
Wayshawn Parker,184224,HB,UTAH,1,15,2,328,0,16,53,3,3,18,0,61,4.1
Parker Navarro,123758,QB,OHIO,1,15,5,259,0,13,0,0,0,15,1,43,2.9
