player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Travis Kelce,7844,TE,KC,3,84.4,15,16,1,22,27,32,4,258,9.6
Ja'Marr Chase,84270,WR,CIN,3,71.4,11,7,0,35,20,28,2,220,11.0
Christian Kirk,47546,WR,JAX,2,55.6,7,15,0,17,15,27,2,130,8.7
DeVonta Smith,61100,WR,PHI,3,68.2,8,24,0,45,15,22,1,197,13.1
Tee Higgins,61211,WR,CIN,3,61.9,8,7,0,27,13,21,1,148,11.4
A.J. Brown,48327,WR,PHI,3,61.9,8,24,0,45,13,21,1,146,11.2
Zay Jones,11792,WR,JAX,2,65.0,5,15,0,39,13,20,1,157,12.1
Deebo Samuel,48274,WR,SF,3,68.4,7,28,0,74,13,19,1,211,16.2
CeeDee Lamb,61570,WR,DAL,2,73.7,8,9,0,46,14,19,1,185,13.2
Dalton Schultz,47304,TE,DAL,2,66.7,7,9,0,26,12,18,3,122,10.2
Dallas Goedert,47272,TE,PHI,3,88.9,7,24,0,23,16,18,1,141,8.8
Stefon Diggs,9579,WR,BUF,2,64.7,6,4,0,52,11,17,0,149,13.5
Evan Engram,11778,TE,JAX,2,70.6,9,15,0,24,12,17,1,124,10.3
Hayden Hurst,47294,TE,CIN,3,76.5,7,7,1,23,13,17,1,141,10.8
Richie James,28991,WR,NYG,2,73.3,5,21,0,13,11,15,0,82,7.5
Christian McCaffrey,11763,HB,SF,3,85.7,4,28,0,14,12,14,1,61,5.1
Tyreek Hill,10799,WR,MIA,1,50.0,4,17,0,19,7,14,0,69,9.9
Darius Slayton,25578,WR,NYG,2,38.5,4,21,0,47,5,13,0,92,18.4
Gabe Davis,55410,WR,BUF,2,61.5,7,4,0,33,8,13,1,147,18.4
Chris Godwin,11839,WR,TB,1,76.9,5,30,0,16,10,13,0,85,8.5
D.K. Metcalf,47864,WR,SEA,1,76.9,7,29,0,50,10,13,2,136,13.6
JuJu Smith-Schuster,11817,WR,KC,3,83.3,7,16,0,16,10,12,0,89,8.9
Dawson Knox,35883,TE,BUF,2,66.7,6,4,0,32,8,12,1,85,10.6
Marquez Valdes-Scantling,47809,WR,KC,3,63.6,7,16,0,29,7,11,2,122,17.4
Isaiah Hodgins,52130,WR,NYG,2,81.8,4,21,0,32,9,11,1,108,12.0
T.J. Hockenson,40912,TE,MIN,1,100.0,6,18,0,28,10,10,0,129,12.9
Mike Evans,8642,WR,TB,1,60.0,4,30,0,20,6,10,0,74,12.3
Brandon Aiyuk,84109,WR,SF,3,60.0,6,28,0,31,6,10,0,109,18.2
Julio Jones,6158,WR,TB,1,70.0,3,30,0,30,7,10,1,74,10.6
Samaje Perine,11869,HB,CIN,3,80.0,2,7,0,11,8,10,0,35,4.4
George Kittle,11901,TE,SF,3,100.0,7,28,0,31,10,10,0,164,16.4
Saquon Barkley,45791,HB,NYG,2,77.8,5,21,0,24,7,9,0,77,11.0
Keenan Allen,7857,WR,LAC,1,66.7,4,27,0,23,6,9,0,61,10.2
Mark Andrews,47436,TE,BLT,1,55.6,3,3,0,29,5,9,0,73,14.6
Justin Jefferson,61398,WR,MIN,1,77.8,3,18,0,10,7,9,0,47,6.7
Kadarius Toney,61245,WR,KC,3,77.8,3,16,0,9,7,9,1,50,7.1
Skyy Moore,97116,WR,KC,3,55.6,1,16,0,8,5,9,1,17,3.4
Kenneth Gainwell,77737,HB,PHI,3,77.8,1,24,0,17,7,9,0,55,7.9
Cole Beasley,7330,WR,BUF,2,55.6,5,4,0,29,5,9,1,68,13.6
Joe Mixon,11803,HB,CIN,3,88.9,1,7,0,13,8,9,0,50,6.3
Michael Gallup,26075,WR,DAL,2,62.5,4,9,0,15,5,8,1,46,9.2
Tyler Lockett,9502,WR,SEA,1,75.0,3,29,0,10,6,8,0,39,6.5
Marvin Jones Jr.,7158,WR,JAX,2,50.0,4,15,0,21,4,8,1,50,12.5
Russell Gage,44771,WR,TB,1,25.0,0,30,0,7,2,8,0,10,5.0
Dalvin Cook,11796,HB,MIN,1,85.7,1,18,0,6,6,7,0,10,1.7
Isiah Pacheco,83747,HB,KC,3,85.7,3,16,0,18,6,7,0,65,10.8
Tyler Boyd,10689,WR,CIN,3,85.7,5,7,0,24,6,7,0,89,14.8
Jaylen Waddle,84088,WR,MIA,1,42.9,1,17,0,25,3,7,0,44,14.7
Jerick McKinnon,8731,HB,KC,3,71.4,1,16,0,13,5,7,0,32,6.4
Jauan Jennings,48027,WR,SF,3,57.1,4,28,0,33,4,7,0,67,16.8
Gerald Everett,11799,TE,LAC,1,85.7,5,27,0,25,6,7,1,109,18.2
Colby Parkinson,52266,TE,SEA,1,50.0,0,29,0,5,3,6,0,14,4.7
Mike Gesicki,47153,TE,MIA,1,33.3,2,17,0,8,2,6,1,15,7.5
Devin Singletary,40485,HB,BUF,2,83.3,1,4,0,16,5,6,0,37,7.4
Tony Pollard,27126,HB,DAL,2,83.3,1,9,0,8,5,6,0,23,4.6
Cade Otton,61071,TE,TB,1,66.7,4,30,0,17,4,6,0,58,14.5
Khalil Shakir,84140,WR,BUF,2,83.3,4,4,0,31,5,6,0,91,18.2
J.K. Dobbins,57366,HB,BLT,1,80.0,3,3,0,27,4,5,1,43,10.8
Ezekiel Elliott,10638,HB,DAL,2,60.0,0,9,0,9,3,5,0,16,5.3
Donald Parham Jr.,91014,TE,LAC,1,80.0,1,27,0,12,4,5,0,23,5.8
T.Y. Hilton,7092,WR,DAL,2,60.0,2,9,0,15,3,5,0,38,12.7
Daniel Bellinger,84041,TE,NYG,2,60.0,2,21,0,9,3,5,1,21,7.0
Joshua Palmer,62979,WR,LAC,1,40.0,2,27,0,18,2,5,0,31,15.5
Rachaad White,131633,HB,TB,1,100.0,2,30,0,11,4,4,0,36,9.0
Adam Thielen,8288,WR,MIN,1,75.0,3,18,0,25,3,4,0,50,16.7
Demarcus Robinson,10760,WR,BLT,1,50.0,1,3,0,41,2,4,1,49,24.5
Jamal Agnew,11920,WR,JAX,2,75.0,0,15,1,3,3,4,0,7,2.3
Noah Brown,11993,WR,DAL,2,100.0,2,9,0,18,4,4,0,39,9.8
Zach Pascal,12303,WR,PHI,3,75.0,1,24,0,9,3,4,0,15,5.0
Jeff Wilson Jr.,29413,HB,MIA,1,25.0,1,17,0,13,1,4,0,13,13.0
Trenton Irwin,48080,WR,CIN,3,50.0,1,7,0,13,2,4,0,19,9.5
Travis Etienne Jr.,57185,HB,JAX,2,100.0,2,15,0,12,4,4,0,30,7.5
Salvon Ahmed,57472,HB,MIA,1,75.0,2,17,0,20,3,4,0,45,15.0
Quez Watkins,61664,WR,PHI,3,25.0,0,24,0,8,1,4,0,8,8.0
Mitchell Wilcox,47234,TE,CIN,3,66.7,1,7,0,10,2,3,0,19,9.5
K.J. Osborn,23503,WR,MIN,1,66.7,1,18,0,11,2,3,1,20,10.0
Cameron Brate,9207,TE,TB,1,33.3,1,30,0,8,1,3,1,8,8.0
Noah Gray,60878,TE,KC,3,100.0,1,16,0,27,3,3,0,37,12.3
Lawrence Cager,34914,TE,NYG,2,66.7,1,21,0,16,2,3,0,20,10.0
Elijah Mitchell,57272,HB,SF,2,66.7,2,28,0,18,2,3,1,25,12.5
Cade Johnson,42109,WR,SEA,1,100.0,2,29,0,24,3,3,0,39,13.0
DeAndre Carter,9859,WR,LAC,1,66.7,1,27,0,14,2,3,0,17,8.5
Nyheim Miller-Hines,48103,HB,BUF,2,66.7,0,4,0,7,2,3,0,11,5.5
Justin Watson,66915,WR,KC,2,100.0,3,16,0,12,3,3,0,30,10.0
Mecole Hardman Jr.,42683,WR,KC,1,66.7,1,16,0,11,2,3,0,10,5.0
Austin Ekeler,12164,HB,LAC,1,66.7,0,27,0,4,2,3,0,8,4.0
Irv Smith Jr.,42060,TE,MIN,1,50.0,1,18,0,3,1,2,1,3,3.0
Noah Fant,42388,TE,SEA,1,50.0,1,29,0,11,1,2,0,11,11.0
Trent Sherfield,48021,WR,MIA,1,0.0,0,17,0,0,0,2,0,0,
Justice Hill,45865,HB,BLT,1,100.0,0,3,0,9,2,2,0,10,5.0
Patrick Ricard,48862,FB,BLT,1,0.0,0,3,0,0,0,2,0,0,
Miles Sanders,40555,HB,PHI,3,50.0,0,24,0,3,1,2,0,3,3.0
Tre' McKitty,60896,TE,LAC,1,100.0,0,27,0,11,2,2,0,16,8.0
JaMycal Hasty,25582,HB,JAX,2,50.0,1,15,0,7,1,2,0,7,7.0
Quintin Morris,61182,TE,BUF,2,100.0,1,4,0,12,2,2,0,18,9.0
Joshua Kelley,13750,HB,LAC,1,100.0,0,27,0,8,2,2,0,12,6.0
Isaiah McKenzie,11927,WR,BUF,1,100.0,0,4,0,8,2,2,0,10,5.0
Blake Bell,9550,TE,KC,1,50.0,0,16,0,4,1,2,0,4,4.0
Sammy Watkins,8639,WR,BLT,1,50.0,1,3,0,12,1,2,0,12,12.0
Josh Oliver,47083,TE,BLT,1,100.0,2,3,0,19,2,2,0,26,13.0
Gus Edwards,46027,HB,BLT,1,100.0,1,3,0,13,1,1,0,13,13.0
Jody Fortson,94384,TE,KC,2,0.0,0,16,0,0,0,1,0,0,
Matt Breida,12271,HB,NYG,2,100.0,1,21,0,19,1,1,0,19,19.0
Johnny Mundt,12206,TE,MIN,1,100.0,1,18,0,12,1,1,0,12,12.0
Jack Stoll,42058,TE,PHI,3,100.0,0,24,0,5,1,1,0,5,5.0
Kirk Cousins,7102,QB,MIN,1,100.0,0,18,0,-2,1,1,0,-2,-2.0
Marcus Kemp,12137,WR,KC,1,100.0,1,16,0,13,1,1,0,13,13.0
Cedrick Wilson Jr.,48170,WR,MIA,1,100.0,1,17,0,14,1,1,0,14,14.0
