player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
DeVonta Smith,61100,WR,ALABAMA,3,87.2,23,103,0,44,34,39,8,529,15.6
Antonio Nunn,42411,WR,BUFFALO,2,68.0,9,126,0,54,17,25,0,231,13.6
Whop Philyor,61320,WR,INDIANA,1,78.3,4,190,1,14,18,23,0,77,4.3
Xavier Hutchinson,122518,WR,IOWA STATE,2,63.6,8,193,0,42,14,22,0,159,11.4
Keylon Stokes,65080,WR,TULSA,2,52.4,9,320,0,34,11,21,1,136,12.4
Tre Walker,52260,WR,S JOSE ST,2,66.7,9,285,0,55,14,21,1,218,15.6
John Metchie III,97400,WR,ALABAMA,3,75.0,9,103,0,40,15,20,0,196,13.1
Najee Harris,57121,HB,ALABAMA,3,80.0,11,103,0,26,16,20,4,176,11.0
Amari Rodgers,61212,WR,CLEMSON,2,84.2,5,140,0,67,16,19,1,175,10.9
Cornell Powell,40689,WR,CLEMSON,2,66.7,8,140,0,29,12,18,2,198,16.5
Ramaud Chiaokhiao-Bowman,41212,WR,NWESTERN,2,61.1,8,256,0,35,11,18,1,164,14.9
Chris Olave,84355,WR,OHIO STATE,2,82.4,11,260,0,56,14,17,2,201,14.4
Garrett Wilson,97405,WR,OHIO STATE,3,52.9,7,260,0,47,9,17,1,151,16.8
Jaquarii Roberson,55454,WR,WAKE,1,50.0,8,339,0,39,8,16,3,131,16.4
Michael Mayer,122906,TE,NOTRE DAME,2,75.0,9,258,1,18,12,16,0,113,9.4
Antwan Davis,61163,WR,BALL ST,2,50.0,6,117,0,22,8,16,0,112,14.0
Jaivon Heiligh,84159,WR,COAST CAR,1,81.3,8,141,0,45,13,16,0,178,13.7
Yo'Heinz Tyler,78181,WR,BALL ST,2,66.7,8,117,0,48,10,15,2,194,19.4
Corey Gammage,98735,WR,MARSHALL,2,57.1,5,214,0,31,8,14,0,105,13.1
Jovany Ruiz-Navarro,78055,WR,BUFFALO,2,71.4,6,126,0,20,10,14,0,90,9.0
Charlie Kolar,60917,TE,IOWA STATE,2,78.6,10,193,0,28,11,14,2,145,13.2
Derrick Deese Jr.,84043,TE,S JOSE ST,2,57.1,5,285,0,20,8,14,1,77,9.6
E.J. Williams Jr.,122164,WR,CLEMSON,2,64.3,6,140,0,33,9,14,1,125,13.9
John Raine,39957,TE,NWESTERN,2,71.4,7,256,0,30,10,14,1,111,11.1
Josh Johnson,61329,WR,TULSA,2,23.1,2,320,0,7,3,13,0,15,5.0
Donavon Greene,97813,WR,WAKE,1,46.2,5,339,0,36,6,13,0,122,20.3
Sam Crawford Jr.,78052,WR,TULSA,2,53.8,5,320,0,54,7,13,0,120,17.1
Ben Skowronek,27948,WR,NOTRE DAME,2,66.7,4,258,0,26,8,12,0,95,11.9
Brevin Jordan,77887,WR,MIAMI FL,1,66.7,7,220,0,27,8,12,2,96,12.0
Alec Pierce,78038,WR,CINCINNATI,2,66.7,7,138,0,45,8,12,2,174,21.8
JuanCarlos Santana,78056,WR,TULSA,2,75.0,6,320,1,57,9,12,1,165,18.3
Kyle Pitts,83964,TE,FLORIDA,1,58.3,6,163,0,31,7,12,1,129,18.4
Trevor Wilson,97287,WR,BUFFALO,2,66.7,4,126,0,57,8,12,1,128,16.0
Kairee Robinson,101299,HB,S JOSE ST,2,100.0,4,285,0,20,12,12,0,91,7.6
Brennan Presley,122982,WR,OKLA STATE,1,54.5,5,262,0,32,6,11,3,118,19.7
Tank Dell,78874,WR,HOUSTON,1,54.5,5,182,0,39,6,11,1,112,18.7
Kyren Williams,97118,HB,NOTRE DAME,2,100.0,1,258,0,8,11,11,0,45,4.1
Taylor Morin,97213,WR,WAKE,1,45.5,4,339,0,46,5,11,0,91,18.2
Zac Lefebvre,44819,TE,BUFFALO,2,63.6,2,126,0,20,7,11,0,60,8.6
Isaiah Hamilton,84401,WR,S JOSE ST,2,45.5,4,285,0,30,5,11,1,81,16.2
Dominick Mazotti,98717,TE,S JOSE ST,1,20.0,2,285,0,38,2,10,0,49,24.5
Travis Etienne Jr.,57185,HB,CLEMSON,2,70.0,4,140,0,26,7,10,0,76,10.9
Trea Shropshire,121502,WR,UAB,1,50.0,5,321,0,71,5,10,1,180,36.0
Seth Williams,84137,WR,AUBURN,1,50.0,3,115,0,24,5,10,0,72,14.4
Khalil Shakir,84140,WR,BOISE ST,1,60.0,4,120,0,26,6,10,0,85,14.2
George Pickens,99229,WR,GEORGIA,1,70.0,5,173,0,51,7,10,1,135,19.3
Trey Sermon,57372,HB,OHIO STATE,3,70.0,3,260,0,34,7,10,0,65,9.3
Austin Ogunmakin,84335,WR,N TEXAS,1,70.0,6,251,0,34,7,10,1,131,18.7
Tre Nixon,40445,WR,UCF,1,50.0,4,323,0,12,5,10,0,48,9.6
Drake London,86519,WR,USC,1,80.0,5,326,0,17,8,10,0,75,9.4
Peyton Sawyer,78077,WR,HOUSTON,1,30.0,1,182,0,9,3,10,0,24,8.0
Michael Young Jr.,61554,WR,CINCINNATI,2,60.0,3,138,0,25,6,10,0,72,12.0
Rick Wells,42268,WR,FLORIDA,1,66.7,3,163,0,13,6,9,0,43,7.2
Marvin Mims Jr.,122937,WR,OKLAHOMA,2,88.9,5,261,0,45,8,9,2,128,16.0
Jayshon Jackson,78041,WR,CINCINNATI,2,77.8,0,138,0,14,7,9,0,40,5.7
Isaiah Likely,83955,TE,COAST CAR,1,55.6,5,141,0,25,5,9,1,84,16.8
Slade Bolden,84089,WR,ALABAMA,3,77.8,5,103,0,25,7,9,1,78,11.1
Loronzo Thompson,121908,CB,N TEXAS,1,55.6,3,251,0,16,5,9,2,44,8.8
Joshua Moore,78101,WR,TEXAS,1,55.6,3,311,0,39,5,9,2,86,17.2
Mike Harley Jr.,61423,WR,MIAMI FL,1,88.9,3,220,0,20,8,9,1,69,8.6
Dontario Drummond,98738,WR,OLE MISS,1,66.7,5,226,0,35,6,9,1,110,18.3
Javon McKinley,41248,WR,NOTRE DAME,2,55.6,3,258,0,19,5,9,0,57,11.4
Tahj Washington,97288,WR,MEMPHIS,1,88.9,4,218,1,36,8,9,0,105,13.1
K.D. Nixon,61216,WR,COLORADO,1,62.5,1,143,0,16,5,8,0,39,7.8
Jerome Ford,83601,HB,CINCINNATI,2,75.0,2,138,0,15,6,8,0,39,6.5
Hunter Kampmoyer,42701,TE,OREGON,2,62.5,3,264,0,19,5,8,1,41,8.2
Calvin Austin III,61418,WR,MEMPHIS,1,37.5,2,218,0,15,3,8,1,28,9.3
T.J. Simmons,47741,WR,W VIRGINIA,1,50.0,3,343,0,31,4,8,2,56,14.0
Bailey Gaither,47904,WR,S JOSE ST,1,62.5,3,285,0,38,5,8,0,98,19.6
Dillon Stoner,48304,WR,OKLA STATE,1,62.5,3,262,0,14,5,8,1,43,8.6
Cornelius McCoy,84196,WR,GA STATE,1,62.5,5,175,0,33,5,8,1,88,17.6
Jaylon Redd,61586,WR,OREGON,2,62.5,3,264,0,19,5,8,1,46,9.2
Jameson Williams,101701,WR,OHIO STATE,3,50.0,3,260,0,45,4,8,1,76,19.0
Jonathan Mingo,97774,WR,OLE MISS,1,37.5,3,226,0,13,3,8,0,30,10.0
Jacob Harris,34255,WR,UCF,1,50.0,4,323,0,22,4,8,1,67,16.8
Theo Wease Jr.,98005,WR,OKLAHOMA,2,50.0,1,261,0,36,4,8,1,63,15.8
