player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Will Grier,38265,QB,DAL,3,84,76.2,64,37,9,2,103.3,7,4,640,7.6
Kellen Mond,60556,QB,CLV,4,74,56.8,42,23,8,2,73.6,2,3,390,5.3
Easton Stick,29466,QB,LAC,3,73,60.3,44,24,27,2,67.2,7,1,380,5.2
Jake Haener,60596,QB,NO,3,72,52.8,38,19,20,3,56.2,2,1,395,5.5
Tanner McKee,131770,QB,PHI,3,72,54.2,39,21,24,0,78.1,6,1,453,6.3
Kyle Trask,39987,QB,TB,3,69,65.2,45,25,30,1,90.8,6,2,509,7.4
Trevor Siemian,9683,QB,CIN,3,65,55.4,36,16,7,2,55.7,0,0,316,4.9
Tommy DeVito,60545,QB,NYG,3,64,67.2,43,27,21,2,85.0,9,2,453,7.1
Kyle Allen,26152,QB,BUF,3,64,59.4,38,22,4,2,74.7,3,2,396,6.2
Skylar Thompson,60417,QB,MIA,3,62,64.5,40,25,17,4,71.7,5,3,396,6.4
Malik Willis,60341,QB,TEN,3,62,66.1,41,30,31,4,79.0,8,3,485,7.8
Stetson Bennett,60387,QB,LA,3,62,58.1,36,16,26,3,59.0,4,1,347,5.6
Aidan O'Connell,60516,QB,LV,3,62,69.4,43,29,23,0,108.4,1,3,482,7.8
Logan Woodside,46517,QB,ATL,3,60,70.0,42,18,2,0,88.2,10,0,400,6.7
Jarrett Stidham,13725,QB,DEN,3,60,56.7,34,18,10,1,76.8,4,1,416,6.9
Clayton Tune,77652,QB,ARZ,3,59,57.6,34,19,1,1,73.6,3,1,353,6.0
Dorian Thompson-Robinson,83574,QB,CLV,4,58,63.8,37,24,8,0,98.3,2,2,440,7.6
Sean Clifford,51708,QB,GB,3,57,71.9,41,20,12,2,81.8,0,1,391,6.9
Zach Wilson,82096,QB,NYJ,4,56,66.1,37,16,22,0,90.3,2,1,365,6.5
Tim Boyle,21956,QB,NYJ,4,56,66.1,37,22,22,2,92.7,0,4,358,6.4
Drew Lock,39517,QB,SEA,3,55,69.1,38,16,29,1,105.1,1,3,460,8.4
Bailey Zappe,60396,QB,NE,3,51,58.8,30,10,19,0,78.3,6,1,253,5.0
Nate Sudfeld,10821,QB,DET,3,51,51.0,26,16,11,3,50.4,1,1,291,5.7
Jameis Winston,9434,QB,NO,3,50,70.0,35,15,20,0,103.3,5,2,354,7.1
Jaren Hall,82094,QB,MIN,3,48,54.2,26,15,18,1,68.4,9,1,264,5.5
Matt Corral,83517,QB,CAR,3,47,59.6,28,14,5,1,64.9,5,0,249,5.3
Jake Browning,46401,QB,CIN,3,45,71.1,32,16,7,2,75.9,2,1,277,6.2
Shane Buechele,12659,QB,KC,3,45,64.4,29,18,16,3,82.5,1,3,349,7.8
Davis Mills,52269,QB,HST,3,45,55.6,25,16,13,0,78.6,3,1,246,5.5
Nick Mullens,12282,QB,MIN,2,43,62.8,27,16,18,0,90.3,2,1,290,6.7
C.J. Beathard,11859,QB,JAX,3,43,60.5,26,14,15,1,92.4,3,2,352,8.2
Jake Fromm,60389,QB,WAS,3,41,68.3,28,14,32,1,99.8,3,3,262,6.4
David Blough,46508,QB,ARZ,3,40,55.0,22,9,1,0,86.5,5,2,210,5.3
Anthony Brown Jr.,40316,QB,BLT,3,39,53.8,21,12,3,2,66.0,4,2,218,5.6
Sam Howell,97599,QB,WAS,2,37,75.7,28,20,32,0,122.0,3,3,265,7.2
Jacoby Brissett,10725,QB,WAS,3,36,63.9,23,14,32,2,66.7,2,1,218,6.1
Nathan Rourke,60504,QB,JAX,3,35,65.7,23,16,15,0,107.8,2,1,348,9.9
Blaine Gabbert,6162,QB,KC,3,34,61.8,21,17,16,1,123.5,1,5,348,10.2
Trey Lance,91399,QB,SF,2,33,66.7,22,15,28,1,101.2,4,2,285,8.6
Sam Darnold,29048,QB,SF,3,33,66.7,22,11,28,1,100.8,2,2,282,8.5
Teddy Bridgewater,8667,QB,DET,2,33,54.5,18,8,11,0,84.4,1,1,212,6.4
Josh Johnson,4474,QB,BLT,3,33,72.7,24,17,3,1,125.6,2,4,285,8.6
Jordan Love,40306,QB,GB,3,33,63.6,21,16,12,0,109.8,0,3,193,5.8
Gardner Minshew,41401,QB,IND,3,32,87.5,28,19,14,0,124.1,2,2,281,8.8
Sam Ehlinger,60555,QB,IND,3,31,74.2,23,15,14,1,88.4,2,0,282,9.1
Ben DiNucci,34311,QB,DEN,3,31,67.7,21,14,10,0,105.2,1,2,187,6.0
Marcus Mariota,9435,QB,PHI,3,30,56.7,17,8,24,1,58.3,4,0,165,5.5
Tyson Bagent,169628,QB,CHI,3,29,69.0,20,11,6,1,67.6,4,0,156,5.4
Anthony Richardson,124393,QB,IND,2,29,44.8,13,9,14,1,45.9,1,0,145,5.0
Holton Ahlers,77651,QB,SEA,3,27,59.3,16,9,29,1,72.9,1,1,159,5.9
Matt Barkley,7880,QB,BUF,2,27,77.8,21,14,4,3,92.7,2,2,265,9.8
Chris Oladokun,40364,QB,KC,3,26,61.5,16,10,16,1,79.2,3,1,181,7.0
Cooper Rush,12324,QB,DAL,2,26,73.1,19,10,9,0,104.5,2,1,179,6.9
Mason Rudolph,46569,QB,PIT,3,26,57.7,15,10,25,0,94.9,3,1,199,7.7
Mitch Trubisky,11757,QB,PIT,3,26,69.2,18,9,25,1,79.3,3,1,142,5.5
Nathan Peterman,11926,QB,CHI,2,24,58.3,14,9,6,0,94.6,2,1,173,7.2
Bryce Young,123943,QB,CAR,3,24,58.3,14,8,5,0,87.0,3,1,129,5.4
Brett Rypien,46487,QB,LA,3,23,60.9,14,5,26,0,69.5,3,0,92,4.0
Taylor Heinicke,9896,QB,ATL,2,23,56.5,13,8,2,0,78.5,3,0,162,7.0
P.J. Walker,12134,QB,CHI,3,23,47.8,11,5,6,1,55.7,2,1,96,4.2
Brian Hoyer,5277,QB,LV,1,22,54.5,12,5,23,1,55.9,1,0,144,6.5
John Wolford,46454,QB,TB,2,21,66.7,14,9,30,0,106.8,1,1,168,8.0
Tyrod Taylor,6332,QB,NYG,3,21,66.7,14,5,21,0,93.8,3,1,102,4.9
C.J. Stroud,129759,QB,HST,3,20,55.0,11,5,13,1,62.3,1,1,89,4.5
Jake Luton,17287,QB,CAR,2,19,42.1,8,5,5,1,58.2,2,1,116,6.1
Russell Wilson,7077,QB,DEN,2,19,52.6,10,7,10,0,89.1,1,1,117,6.2
Ian Book,40216,QB,PHI,2,19,63.2,12,8,24,0,74.7,3,0,91,4.8
Adrian Martinez,83522,QB,DET,2,18,50.0,9,6,11,0,61.3,3,0,76,4.2
Patrick Mahomes,11765,QB,KC,2,17,70.6,12,7,16,0,109.9,0,1,120,7.1
Josh Allen,46601,QB,BUF,2,17,70.6,12,6,4,0,89.8,0,0,118,6.9
Joshua Dobbs,11890,QB,ARZ,1,16,50.0,8,4,1,1,37.8,1,0,77,4.8
Trevor Lawrence,77632,QB,JAX,2,16,81.3,13,9,15,1,94.8,0,1,128,8.0
Kenny Pickett,60515,QB,PIT,3,15,86.7,13,10,25,0,158.3,0,2,199,13.3
Baker Mayfield,46518,QB,TB,2,15,93.3,14,8,30,0,135.7,0,2,106,7.1
Will Levis,83542,QB,TEN,1,14,64.3,9,4,31,1,51.2,4,0,85,6.1
Case Keenum,7323,QB,HST,1,14,64.3,9,4,13,0,103.0,0,1,79,5.6
Mike White,46453,QB,MIA,2,14,64.3,9,6,17,1,51.2,2,0,85,6.1
Brandon Allen,10835,QB,SF,2,14,50.0,7,3,28,2,21.7,0,0,59,4.2
Brock Purdy,77672,QB,SF,2,14,64.3,9,8,28,0,96.7,1,0,138,9.9
Deshaun Watson,11767,QB,CLV,2,13,61.5,8,5,8,0,112.3,0,1,104,8.0
Tua Tagovailoa,60326,QB,MIA,2,13,69.2,9,7,17,1,68.8,0,0,128,9.8
Max Duggan,99470,QB,LAC,2,12,50.0,6,2,27,0,84.0,3,1,34,2.8
E.J. Perry,60349,QB,HST,1,12,58.3,7,2,13,0,70.8,0,0,58,4.8
Tanner Morgan,55239,QB,PIT,3,12,50.0,6,3,25,1,21.5,2,0,32,2.7
Colt McCoy,5609,QB,ARZ,2,12,75.0,9,4,1,0,79.2,0,0,42,3.5
Andy Dalton,6187,QB,CAR,1,11,54.5,6,3,5,1,32.4,0,0,60,5.5
Tyler Huntley,46448,QB,BLT,1,11,72.7,8,5,3,0,126.3,0,1,88,8.0
Chase Garbers,60356,QB,LV,2,11,72.7,8,4,23,0,114.6,0,1,57,5.2
Reid Sinnett,37397,QB,CIN,1,11,54.5,6,4,7,0,107.0,1,1,77,7.0
Desmond Ridder,55086,QB,ATL,1,9,77.8,7,5,2,1,64.1,0,0,80,8.9
Daniel Jones,39395,QB,NYG,1,9,88.9,8,5,21,0,135.6,0,1,69,7.7
Mac Jones,60323,QB,NE,1,9,66.7,6,3,19,0,81.7,2,0,52,5.8
Justin Fields,82118,QB,CHI,2,9,55.6,5,6,6,0,140.0,0,2,180,20.0
Derek Carr,8671,QB,NO,1,8,75.0,6,5,20,0,140.6,0,1,70,8.8
Aaron Rodgers,2241,QB,NYJ,1,8,62.5,5,3,22,0,118.2,0,1,47,5.9
Chris Streveler,46440,QB,NYJ,1,7,14.3,1,1,22,1,0.0,0,0,9,1.3
Malik Cunningham,60436,QB,NE,2,6,50.0,3,2,19,0,56.9,1,0,19,3.2
Geno Smith,7820,QB,SEA,1,6,83.3,5,1,29,0,98.6,1,0,46,7.7
Alex McGough,46420,QB,GB,2,5,80.0,4,2,12,0,118.8,1,0,69,13.8
Dresser Winn,63583,QB,LA,1,5,60.0,3,1,26,0,69.6,0,0,21,4.2
Jimmy Garoppolo,8697,QB,LV,1,4,100.0,4,2,23,0,107.3,0,0,39,9.8
Trace McSorley,32819,QB,NE,2,4,25.0,1,0,19,0,39.6,2,0,4,1.0
James Blackman,60382,QB,MIA,1,2,100.0,2,0,17,0,112.5,0,0,22,11.0
