player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Matt Ryan,4317,QB,ATL,16,626,65.0,407,249,2,11,93.3,41,26,4581,7.3
Tom Brady,698,QB,TB,16,610,65.7,401,233,30,12,102.2,21,40,4633,7.6
Ben Roethlisberger,1732,QB,PIT,15,608,65.6,399,194,25,10,94.1,13,33,3803,6.3
Justin Herbert,28237,QB,LAC,15,595,66.6,396,228,27,10,98.3,32,31,4336,7.3
Patrick Mahomes,11765,QB,KC,15,588,66.3,390,258,16,6,108.2,22,38,4740,8.1
Josh Allen,46601,QB,BUF,16,572,69.2,396,241,4,10,107.2,25,37,4544,7.9
Russell Wilson,7077,QB,SEA,16,558,68.8,384,235,29,13,105.1,46,40,4212,7.5
Kyler Murray,38334,QB,ARZ,16,558,67.2,375,226,1,12,94.3,27,26,3971,7.1
Jared Goff,10635,QB,LA,15,552,67.0,370,198,26,13,90.0,23,20,3952,7.2
Deshaun Watson,11767,QB,HST,16,544,70.2,382,246,13,7,112.4,49,33,4823,8.9
Philip Rivers,1725,QB,IND,16,544,68.0,370,200,14,11,97.0,19,24,4169,7.7
Matthew Stafford,4924,QB,DET,16,528,64.2,339,215,11,10,96.3,39,26,4084,7.7
Aaron Rodgers,2241,QB,GB,16,526,70.7,372,229,12,5,121.5,20,48,4299,8.2
Derek Carr,8671,QB,LV,16,517,67.3,348,203,23,9,101.4,26,27,4103,7.9
Kirk Cousins,7102,QB,MIN,16,516,67.6,349,222,18,13,105.0,39,35,4265,8.3
Teddy Bridgewater,8667,QB,CAR,15,492,69.1,340,189,5,11,92.1,31,15,3733,7.6
Baker Mayfield,46518,QB,CLV,16,486,62.8,305,198,8,8,95.9,26,26,3563,7.3
Ryan Tannehill,7014,QB,TEN,16,481,65.5,315,213,31,7,106.5,24,33,3819,7.9
Daniel Jones,39395,QB,NYG,14,448,62.5,280,168,21,10,80.4,45,11,2943,6.6
Drew Lock,39517,QB,DEN,13,443,57.3,254,151,10,15,75.4,19,16,2933,6.6
Carson Wentz,10636,QB,PHI,12,437,57.4,251,138,24,15,72.8,50,16,2620,6.0
Joe Burrow,28022,QB,CIN,10,404,65.3,264,154,7,5,89.8,32,13,2688,6.7
Drew Brees,802,QB,NO,12,390,70.5,275,148,20,6,106.4,13,24,2942,7.5
Lamar Jackson,46416,QB,BLT,15,376,64.4,242,162,3,9,99.3,29,26,2757,7.3
Cam Newton,6153,QB,NE,15,368,65.8,242,141,19,10,82.9,31,8,2657,7.2
Sam Darnold,29048,QB,NYJ,12,364,59.6,217,117,22,11,72.7,35,9,2208,6.1
Andy Dalton,6187,QB,DAL,11,333,64.9,216,121,9,8,87.3,24,14,2170,6.5
Gardner Minshew,41401,QB,JAX,9,327,66.1,216,127,15,5,95.9,27,16,2259,6.9
Nick Mullens,12282,QB,SF,10,326,64.7,211,120,28,12,84.1,19,12,2437,7.5
Nick Foles,7089,QB,CHI,9,312,64.7,202,94,6,8,80.8,18,10,1852,5.9
Mitch Trubisky,11757,QB,CHI,9,297,67.0,199,132,6,8,93.5,18,16,2055,6.9
Tua Tagovailoa,60326,QB,MIA,10,290,64.1,186,107,17,5,87.1,20,11,1814,6.3
Ryan Fitzpatrick,2467,QB,MIA,9,267,68.5,183,115,17,8,95.6,14,13,2091,7.8
Alex Smith,2218,QB,WAS,8,252,66.7,168,74,32,8,78.5,22,6,1582,6.3
Dwayne Haskins,41897,QB,WAS,7,241,61.4,148,77,32,7,73.0,20,5,1439,6.0
Dak Prescott,10769,QB,DAL,5,222,68.0,151,96,9,4,99.6,10,9,1856,8.4
Mike Glennon,7854,QB,JAX,5,179,62.0,111,57,15,5,80.1,9,7,1072,6.0
Jalen Hurts,40291,QB,PHI,10,148,52.0,77,56,24,4,77.6,12,6,1061,7.2
Brandon Allen,10835,QB,CIN,5,142,63.4,90,42,7,4,82.0,7,5,925,6.5
Jimmy Garoppolo,8697,QB,SF,6,140,67.1,94,56,28,5,92.4,11,7,1096,7.8
Joe Flacco,4332,QB,NYJ,5,134,55.2,74,39,22,3,80.6,7,6,864,6.4
Taysom Hill,12112,QB,NO,12,121,72.7,88,52,20,2,98.8,14,4,928,7.7
Jake Luton,17287,QB,JAX,3,110,54.5,60,32,15,6,54.5,7,2,624,5.7
