player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Grayson McCall,98002,QB,COAST CAR,10,218,69.3,151,114,141,2,132.6,9,23,2170,10.0
Ross Bowers,38380,QB,N ILLINOIS,6,215,57.7,124,67,254,2,88.0,12,10,1355,6.3
Collin Hill,40245,QB,S CAROLINA,8,215,59.1,127,76,289,6,76.3,22,6,1411,6.6
Desmond Ridder,55086,QB,CINCINNATI,8,214,66.8,143,109,138,6,106.5,10,16,1821,8.5
K.J. Costello,40268,QB,MISS STATE,6,213,63.4,135,59,227,11,67.9,12,6,1287,6.0
Kedon Slovis,100580,QB,USC,5,212,70.3,149,80,326,4,107.7,13,15,1592,7.5
Spencer Sanders,77660,QB,OKLA STATE,8,211,60.7,128,87,262,8,86.2,15,10,1700,8.1
Peyton Ramsey,40186,QB,NWESTERN,7,211,58.8,124,84,256,6,77.5,11,9,1218,5.8
Gavin Hardison,100827,QB,UTEP,7,202,54.5,110,63,330,5,74.5,7,5,1410,7.0
Drew Plitt,39879,QB,BALL ST,6,200,66.0,132,89,117,5,103.4,21,13,1684,8.4
Preston Hutchinson,60370,QB,E MICHIGAN,6,198,63.6,126,86,160,6,97.6,19,12,1657,8.4
Davis Mills,52269,QB,STANFORD,5,196,65.8,129,82,300,3,94.6,11,7,1512,7.7
Jordan McCloud,101058,QB,USF,8,194,61.3,119,79,327,2,93.1,22,9,1339,6.9
Layne Hatcher,82068,QB,ARK STATE,11,193,60.1,116,82,113,2,124.5,17,19,2032,10.5
Rex Culpepper,40540,QB,SYRACUSE,9,191,49.2,94,43,304,8,63.9,12,9,1032,5.4
Zach Smith,25631,QB,TULSA,7,187,57.8,108,67,320,6,88.4,11,11,1434,7.7
Austin Aune,83528,QB,N TEXAS,7,185,54.6,101,71,251,4,99.2,8,13,1650,8.9
Tanner Morgan,55239,QB,MINNESOTA,7,182,57.7,105,72,225,5,82.9,13,7,1371,7.5
Terry Wilson,40709,QB,KENTUCKY,9,179,62.6,112,61,202,4,83.4,10,7,1094,6.1
Graham Mertz,97994,QB,WISCONSIN,6,177,60.5,107,57,349,5,81.8,12,8,1108,6.3
Chris Reynolds,60361,QB,CHARLOTTE,6,175,54.3,95,62,136,2,89.0,15,8,1309,7.5
Will Howard,122599,QB,KANSAS ST,9,170,52.9,90,50,199,10,66.3,7,8,1178,6.9
Jarrett Guarantano,40771,QB,TENNESSEE,7,165,61.8,102,60,307,4,83.7,16,6,1112,6.7
Henry Colombi,60583,QB,TEXAS TECH,6,165,65.5,108,53,315,4,89.5,14,8,1060,6.4
Nick Starkel,40326,QB,S JOSE ST,6,160,66.3,106,63,285,4,111.7,3,13,1451,9.1
Rocky Lombardi,60452,QB,MICH STATE,6,158,52.5,83,48,223,9,67.7,5,8,1088,6.9
Stetson Bennett,60387,QB,GEORGIA,7,157,54.1,85,58,173,6,79.1,4,8,1162,7.4
Hendon Hooker,60593,QB,VA TECH,8,153,64.1,98,63,337,5,98.0,17,9,1343,8.8
Jalon Daniels,122555,QB,KANSAS,7,153,49.0,75,40,198,4,53.7,28,1,714,4.7
Adrian Martinez,83522,QB,NEBRASKA,7,153,70.6,108,55,238,3,90.2,11,4,1055,6.9
Jacob Free,60591,QB,TROY,6,153,58.2,89,55,318,5,78.6,9,6,1051,6.9
Kaleb Eleby,77686,QB,W MICHIGAN,6,153,64.1,98,76,347,2,135.7,7,18,1705,11.1
Max Johnson,124099,QB,LSU,5,150,58.7,88,53,211,1,95.7,8,8,1069,7.1
Jack Abraham,40557,QB,SO MISS,5,150,65.3,98,51,296,4,95.2,12,7,1233,8.2
Bryson Lucero,97608,QB,UAB,7,148,54.1,80,50,321,8,68.1,3,7,984,6.6
Max Gilliam,38503,QB,UNLV,6,148,60.1,89,56,325,4,74.6,20,5,795,5.4
Joe Milton III,82151,QB,MICHIGAN,6,141,56.7,80,57,222,4,78.7,9,4,1072,7.6
Tyler Shough,83537,QB,OREGON,5,141,63.1,89,66,264,4,108.8,9,11,1350,9.6
Dorian Thompson-Robinson,83574,QB,UCLA,5,140,65.0,91,61,324,4,106.5,8,12,1128,8.1
T.J. Finley,124093,QB,LSU,5,139,56.8,79,48,211,5,72.4,6,4,946,6.8
Sam Noyer,40048,QB,COLORADO,5,138,58.0,80,50,143,5,80.0,5,6,1000,7.2
Justin Fields,82118,QB,OHIO STATE,5,138,77.5,107,76,260,3,136.3,15,15,1405,10.2
Chase Garbers,60356,QB,CAL,4,137,62.0,85,45,130,3,82.7,15,6,771,5.6
Aidan O'Connell,60516,QB,PURDUE,3,137,64.2,88,45,273,2,94.4,8,7,916,6.7
Anthony Russo,40108,QB,TEMPLE,3,136,68.4,93,57,306,6,89.4,3,9,871,6.4
Nick Tronti,60409,QB,FAU,7,136,53.7,73,41,165,2,76.2,12,5,759,5.6
Zach Gibson,100201,QB,AKRON,6,133,57.9,77,45,102,5,69.5,26,4,793,6.0
Jordan Travis,77615,QB,FLORIDA ST,8,131,55.0,72,46,167,6,77.7,16,6,1056,8.1
Myles Brennan,60438,QB,LSU,3,131,60.3,79,54,211,3,106.2,9,11,1112,8.5
Tristan Gebbia,60475,QB,OREGON ST,4,130,61.5,80,50,265,3,77.9,8,3,824,6.3
Jayden de Laura,131928,QB,WASH STATE,4,130,60.8,79,41,341,4,81.3,9,5,893,6.9
Jeremy Hunt,123483,QB,LA MONROE,7,130,53.8,70,40,209,4,73.3,10,6,742,5.7
Eli Peters,40041,QB,TOLEDO,4,129,68.2,88,55,316,2,111.5,9,9,1106,8.6
Jack Plummer,83543,QB,PURDUE,3,125,70.4,88,48,273,2,106.7,3,8,938,7.5
Jake Bentley,40788,QB,UTAH,5,124,62.1,77,50,328,6,79.6,8,6,887,7.2
Matt McDonald,60350,QB,BOWL GREEN,5,123,43.9,54,31,122,6,45.2,9,1,712,5.8
Taulia Tagovailoa,97271,QB,MARYLAND,4,122,60.7,74,48,215,7,82.2,8,7,1007,8.3
Shai Werts,40384,QB,GA SOUTHRN,10,121,60.3,73,46,174,6,83.1,12,7,934,7.7
Levi Williams,98365,QB,WYOMING,6,121,48.8,59,35,351,3,65.3,15,1,877,7.2
Tyler Vitt,83566,QB,TEXAS ST,7,121,61.2,74,36,314,6,89.3,8,9,933,7.7
Miles Kendrick,77673,QB,KANSAS,7,120,60.8,73,36,198,5,74.5,19,6,646,5.4
DJ Uiagalelei,122162,QB,CLEMSON,8,118,66.1,78,42,140,0,103.6,3,5,914,7.7
Hank Bachmeier,101284,QB,BOISE ST,4,118,64.4,76,44,120,2,97.9,7,6,914,7.7
Dustin Crum,60418,QB,KENT STATE,4,115,73.0,84,60,201,2,133.4,5,12,1183,10.3
Devin Leary,77628,QB,NC STATE,4,110,60.0,66,41,248,2,102.5,7,8,890,8.1
Jason Bean,83529,QB,N TEXAS,7,109,53.2,58,41,251,4,101.5,11,12,880,8.1
Dylan Morris,100570,QB,WASHINGTON,4,109,60.6,66,40,340,3,87.6,1,4,898,8.2
Carson Baker,83548,QB,S DIEGO ST,6,104,56.7,59,35,284,3,71.7,9,3,617,5.9
Daniel Richardson,97103,QB,C MICHIGAN,4,103,63.1,65,31,134,2,90.8,6,4,772,7.5
Lindell Stone,62774,QB,VIRGINIA,4,102,58.8,60,31,335,3,70.3,1,4,449,4.4
Vontravious Hall,83526,QB,NEW MEXICO,4,101,52.5,53,30,241,3,54.8,10,0,517,5.1
Jason Shelley,60581,QB,UTAH ST,4,99,50.5,50,23,329,2,60.0,11,2,415,4.2
Aaron Allen,78494,QB,LA TECH,9,98,64.3,63,35,208,5,71.9,4,4,561,5.7
Tommy DeVito,60545,QB,SYRACUSE,4,97,50.5,49,29,304,2,75.1,20,4,599,6.2
Grant Gunnell,98367,QB,ARIZONA,4,93,67.7,63,33,109,2,98.9,9,6,622,6.7
Chance Nolan,78493,QB,OREGON ST,3,91,50.5,46,27,265,2,81.6,4,6,537,5.9
Carter Bradley,77685,QB,TOLEDO,4,90,61.1,55,45,316,5,102.6,6,9,851,9.5
Mike Collins,60549,QB,RICE,3,86,61.6,53,42,275,1,126.2,11,10,802,9.3
Chance Lovertich,121427,QB,S ALABAMA,6,86,54.7,47,30,288,2,87.3,8,5,619,7.2
Payton Thorne,101629,QB,MICH STATE,4,86,57.0,49,30,223,3,74.9,7,3,582,6.8
Kyle Vantrease,55029,QB,BUFFALO,5,85,58.8,50,32,126,1,110.0,0,6,821,9.7
Jayden Daniels,97993,QB,ARIZONA ST,4,84,58.3,49,31,110,1,100.1,8,5,697,8.3
Braxton Burmeister,60513,QB,VA TECH,5,84,57.1,48,29,337,1,86.8,6,2,687,8.2
JT Daniels,83578,QB,GEORGIA,3,81,66.7,54,35,173,1,132.7,6,9,839,10.4
Artur Sitkowski,83547,QB,RUTGERS,4,81,64.2,52,22,278,0,90.8,7,3,444,5.5
Will Plummer,131592,QB,ARIZONA,3,80,53.8,43,19,109,3,51.5,8,0,388,4.9
Patrick O'Brien,40273,QB,COLO STATE,4,80,56.3,45,26,144,2,81.8,10,3,591,7.4
Brandon Peters,40416,QB,ILLINOIS,5,80,48.8,39,22,187,0,77.6,4,3,429,5.4
James Blackman,60382,QB,FLORIDA ST,4,79,54.4,43,25,167,3,59.0,10,2,360,4.6
Noah Johnson,37350,QB,USF,6,78,62.8,49,29,327,1,87.0,9,3,470,6.0
Joey Yellen,71430,QB,PITTSBURGH,4,78,44.9,35,19,268,3,49.2,5,1,402,5.2
Luke McCaffrey,101634,QB,NEBRASKA,7,77,62.3,48,29,238,6,51.1,5,1,466,6.1
Tyler Johnston III,60570,QB,UAB,4,74,59.5,44,27,321,1,101.0,1,5,577,7.8
Jordon Brookshire,98678,QB,S DIEGO ST,3,74,56.8,42,24,284,2,70.2,8,2,410,5.5
Shane Illingworth,71512,QB,OKLA STATE,4,72,56.9,41,20,262,1,94.3,3,4,554,7.7
Cade McNamara,101620,QB,MICHIGAN,4,71,60.6,43,21,222,0,101.0,0,5,425,6.0
Luke Doty,124230,QB,S CAROLINA,4,71,60.6,43,25,289,3,68.3,9,2,409,5.8
Kevaris Thomas,83593,QB,W KENTUCKY,3,70,52.9,37,22,346,2,70.2,6,3,365,5.2
Andrew Peasley,83581,QB,UTAH ST,5,69,53.6,37,25,329,3,70.2,3,4,368,5.3
Harrison Bailey,124266,QB,TENNESSEE,6,69,69.6,48,29,307,2,102.2,11,4,578,8.4
Dalen Morris,60474,QB,NAVY,9,66,50.0,33,23,237,2,82.8,11,3,579,8.8
Tevaka Tuioti,40663,QB,NEW MEXICO,2,66,56.1,37,29,241,1,92.7,3,4,475,7.2
Tate Whatley,83556,QB,SO MISS,2,66,57.6,38,19,296,2,82.2,3,3,469,7.1
Ty Brock,66582,QB,C MICHIGAN,4,65,58.5,38,19,134,2,70.7,7,2,351,5.4
Isaiah Williams,97156,QB,ILLINOIS,6,64,40.6,26,20,187,2,69.3,4,4,393,6.1
Skylar Thompson,60417,QB,KANSAS ST,3,63,63.5,40,23,199,0,117.6,4,4,626,9.9
Chase Griffin,100579,QB,UCLA,3,62,64.5,40,23,324,2,105.0,3,6,451,7.3
Javion Posey,97606,QB,FAU,5,60,50.0,30,25,165,3,61.1,6,2,390,6.5
Trey Lowe,77669,QB,SO MISS,4,59,61.0,36,26,296,3,73.6,11,2,433,7.3
Keon Howard,40418,QB,TULANE,4,58,43.1,25,19,319,1,58.8,2,1,310,5.3
Lowell Narcisse,60439,QB,UTSA,3,56,62.5,35,23,331,0,103.1,4,3,417,7.4
Haaziq Daniels,125263,QB,AIR FORCE,5,54,55.6,30,22,101,3,77.2,2,3,433,8.0
Will Levis,83542,QB,PENN STATE,4,54,59.3,32,24,266,0,89.6,5,1,414,7.7
Dennis Grosel,60351,QB,BOSTON COL,3,54,68.5,37,22,121,3,116.9,4,6,568,10.5
Stone Norton,97988,QB,FIU,5,53,47.2,25,11,166,0,80.1,12,3,252,4.8
Chubba Purdy,122412,QB,FLORIDA ST,3,53,50.9,27,11,167,1,66.5,4,2,219,4.1
Re-al Mitchell,77670,QB,TEMPLE,3,53,50.9,27,13,306,2,53.3,2,1,232,4.4
JaCobian Morgan,123050,QB,SYRACUSE,3,50,64.0,32,16,304,2,76.6,7,2,294,5.9
AJ Mayer,63860,QB,MIAMI OH,2,49,46.9,23,19,221,1,87.8,3,4,328,6.7
Max Bortenschlager,46500,QB,FIU,5,48,45.8,22,14,166,1,70.1,6,2,284,5.9
Coran Taylor,82128,QB,ILLINOIS,2,46,50.0,23,15,187,2,81.7,6,3,379,8.2
Kurtis Rourke,97998,QB,OHIO,3,44,68.2,30,17,259,0,118.1,6,3,385,8.8
J.T. Shrout,83562,QB,TENNESSEE,4,43,58.1,25,13,307,3,83.8,3,4,323,7.5
Christian Anderson,60339,QB,ARMY,6,41,39.0,16,15,114,3,28.3,2,1,158,3.9
KJ Jefferson,99129,QB,ARKANSAS,4,41,48.8,20,13,111,0,97.5,4,3,299,7.3
Will Koch,128088,QB,UMASS,3,40,60.0,24,9,216,1,67.3,5,1,166,4.2
Tanner Mordecai,77656,QB,OKLAHOMA,4,40,80.0,32,25,261,1,114.1,3,2,395,9.9
Jovoni Johnson-McCray,100830,QB,RICE,2,39,71.8,28,14,275,0,95.7,5,1,236,6.1
Todd Centeio,60552,QB,COLO STATE,3,37,37.8,14,12,144,1,54.7,0,1,207,5.6
Calvin Brownholtz,83584,QB,UTEP,3,37,48.6,18,13,330,4,49.8,3,2,255,6.9
Garrett Dzuro,64526,QB,UMASS,3,36,41.7,15,9,216,2,38.5,4,0,215,6.0
Fred Payton,82102,QB,COAST CAR,5,36,50.0,18,17,141,2,81.1,4,3,283,7.9
Tyger Goslin,77634,QB,NAVY,4,35,42.9,15,11,237,1,94.1,5,3,333,9.5
Brett Gabbert,97404,QB,MIAMI OH,2,35,65.7,23,18,221,0,140.7,1,4,384,11.0
Joey Gatewood,82088,QB,KENTUCKY,6,35,48.6,17,4,202,1,43.6,5,0,109,3.1
Josh Adkins,60483,QB,UTSA,4,34,52.9,18,12,331,0,89.1,0,1,270,7.9
Nick Nash,98679,QB,S JOSE ST,4,30,63.3,19,12,285,1,91.4,2,2,203,6.8
Matthew Downing,82120,QB,TCU,4,30,56.7,17,9,305,1,69.9,4,1,168,5.6
D'Wan Mathis,99130,QB,GEORGIA,2,30,40.0,12,4,173,3,19.4,5,1,89,3.0
Davis Brin,77642,QB,TULSA,2,30,63.3,19,10,320,0,114.3,2,2,268,8.9
Katravis Marsh,123289,QB,USF,4,30,46.7,14,6,327,3,14.2,2,0,92,3.1
Tate Rodemaker,122414,QB,FLORIDA ST,4,29,58.6,17,8,167,3,30.0,4,0,130,4.5
Shawn Robinson,60551,QB,MISSOURI,2,29,69.0,20,8,229,0,97.6,2,1,185,6.4
Kaylan Wiggins,55167,QB,FIU,3,29,34.5,10,7,166,1,29.0,4,0,74,2.6
Isaiah Chavez,128257,QB,NEW MEXICO,2,29,65.5,19,9,241,0,115.7,2,2,251,8.7
Jack Sears,60580,QB,BOISE ST,3,28,85.7,24,16,120,0,154.0,1,3,347,12.4
Cade Fennegan,128127,QB,BOISE ST,2,28,53.6,15,7,120,1,82.7,2,2,182,6.5
Trad Beatty,77637,QB,TEMPLE,2,27,63.0,17,8,306,1,87.0,5,1,230,8.5
Jack Tuttle,83580,QB,INDIANA,2,27,66.7,18,9,190,0,107.2,1,2,161,6.0
Jordan Weeks,83585,QB,UTSA,2,27,33.3,9,5,331,1,26.9,6,0,69,2.6
Justin Tomlin,78482,QB,GA SOUTHRN,5,26,42.3,11,9,174,3,23.6,3,0,161,6.2
Drew Lisk,40372,QB,UTAH,1,26,57.7,15,7,328,0,74.5,0,0,152,5.8
Gunnar Holmberg,77625,QB,DUKE,6,25,72.0,18,9,154,2,55.6,3,0,161,6.4
Lucas Johnson,40551,QB,S DIEGO ST,1,24,58.3,14,8,284,0,96.5,2,1,184,7.7
Eric Najarian,101624,QB,MARYLAND,1,23,52.2,12,9,215,0,114.0,5,2,218,9.5
Mason Garcia,123811,QB,E CAROLINA,3,23,43.5,10,8,156,0,57.2,4,0,104,4.5
Justin Rogers,77666,QB,UNLV,2,22,63.6,14,8,325,0,100.8,5,1,161,7.3
Bryce Young,123943,QB,ALABAMA,7,22,59.1,13,10,103,0,96.0,7,1,156,7.1
Kamal Gray,125328,QB,TEMPLE,1,21,47.6,10,6,306,2,21.0,0,0,95,4.5
Doug Brumfield,128348,QB,UNLV,2,21,42.9,9,6,325,0,67.8,4,0,151,7.2
Jemel Jones,102863,QB,ARMY,4,20,45.0,9,6,114,2,65.8,1,2,156,7.8
Ben Finley,122864,QB,NC STATE,1,20,65.0,13,7,248,2,63.1,1,1,143,7.2
Ethan Bullock,66590,QB,OKLA STATE,2,20,55.0,11,5,262,1,42.5,4,0,74,3.7
Jack West,83558,QB,STANFORD,1,19,68.4,13,7,300,0,92.9,0,0,154,8.1
Connor Genal,98366,QB,NEW MEXICO,2,18,61.1,11,6,241,2,36.1,0,0,98,5.4
Taisun Phommachanh,99577,QB,CLEMSON,4,17,29.4,5,0,140,1,15.1,1,0,17,1.0
Chase Cunningham,78533,QB,MIDDLE TN,2,17,58.8,10,4,224,2,28.2,1,0,68,4.0
Ben Wooldridge,82115,QB,FRESNO ST,2,16,50.0,8,6,169,0,74.2,0,0,117,7.3
Miller Mosley,64159,QB,GA SOUTHRN,3,16,37.5,6,4,174,2,48.7,1,1,131,8.2
Rhett Rodriguez,60332,QB,ARIZONA,1,16,43.8,7,2,109,2,12.5,0,0,52,3.3
Michael Kern,97799,QB,WAKE,3,16,62.5,10,7,339,0,104.2,0,0,192,12.0
Emory Jones,82111,QB,FLORIDA,5,16,62.5,10,9,163,1,102.9,0,2,135,8.4
Lance LeGendre,97779,QB,MARYLAND,2,15,80.0,12,3,215,2,53.8,2,0,96,6.4
T.J. DeShields,77700,QB,AKRON,2,15,40.0,6,2,102,1,20.1,1,0,45,3.0
Cammon Cooper,83591,QB,WASH STATE,2,15,66.7,10,5,341,0,82.9,0,0,91,6.1
Nick Ast,60416,QB,KANSAS ST,2,14,50.0,7,1,199,0,59.5,3,0,53,3.8
Ben Bryant,77655,QB,CINCINNATI,4,14,78.6,11,5,138,0,117.3,1,1,90,6.4
N'Kosi Perry,60446,QB,MIAMI FL,4,13,53.8,7,5,220,1,79.0,2,1,120,9.2
Seth Boomer,77643,QB,TULSA,1,13,53.8,7,6,320,1,34.1,1,0,60,4.6
Xavier Arline,121831,QB,NAVY,4,13,30.8,4,3,237,0,40.2,4,0,27,2.1
Gavin Beerup,128404,QB,WYOMING,2,13,15.4,2,1,351,2,0.0,2,0,37,2.8
Collin Schlee,98025,QB,KENT STATE,3,13,53.8,7,8,201,0,122.8,1,2,113,8.7
James Graham,77621,QB,GA TECH,1,13,46.2,6,4,176,0,67.8,1,0,85,6.5
Johnny Langan,77617,QB,RUTGERS,8,13,76.9,10,5,278,1,103.2,0,2,92,7.1
Mike Fallon,75881,QB,UMASS,1,12,58.3,7,3,216,1,30.2,1,0,41,3.4
Hunter Helms,122149,QB,CLEMSON,3,12,75.0,9,4,140,0,130.9,1,2,77,6.4
Quincy Patterson II,77626,QB,VA TECH,2,10,70.0,7,5,337,0,138.8,0,2,93,9.3
Davis Beville,99588,QB,PITTSBURGH,6,10,50.0,5,3,268,0,56.3,2,0,30,3.0
Mike Wright Jr.,124366,QB,VANDERBILT,3,10,60.0,6,5,333,1,67.1,0,1,51,5.1
Thomas MacVittie,41467,QB,KANSAS,2,10,60.0,6,3,198,1,25.0,1,0,28,2.8
Jordan Yates,97416,QB,GA TECH,3,10,40.0,4,1,176,0,47.9,1,0,16,1.6
Wiley Green,75891,QB,RICE,1,9,22.2,2,2,275,1,0.0,2,0,26,2.9
Tanner McGee,98215,QB,S ALABAMA,2,9,77.8,7,5,288,0,158.3,1,2,143,15.9
Josiah Johnson,75883,TE,UMASS,1,9,66.7,6,3,216,1,36.1,0,0,39,4.3
Eli Gainey,121415,QB,S ALABAMA,1,9,66.7,6,3,288,0,75.2,0,0,38,4.2
Ben Gulbranson,131734,QB,OREGON ST,1,9,66.7,6,4,265,0,124.3,0,1,64,7.1
Armani Rogers,40034,QB,OHIO,3,9,55.6,5,4,259,0,107.6,3,1,48,5.3
Luke Zban,82147,QB,MARSHALL,2,8,75.0,6,3,214,0,124.0,1,1,38,4.8
Andy Peters,128138,QB,BOISE ST,1,8,50.0,4,1,120,0,57.3,0,0,26,3.3
Cade Fortin,77620,QB,USF,2,8,50.0,4,4,327,0,64.1,0,0,39,4.9
Luca Diamont,122370,QB,DUKE,1,8,62.5,5,3,154,1,34.4,0,0,38,4.8
Jacob Zeno,98014,QB,BAYLOR,1,8,62.5,5,2,118,0,66.7,1,0,18,2.3
Gunner Cruz,100575,QB,WASH STATE,1,7,71.4,5,5,341,0,121.4,1,1,34,4.9
Tanner McKee,131770,QB,STANFORD,1,7,42.9,3,1,300,0,74.7,0,0,62,8.9
Hunter Dekkers,122511,QB,IOWA STATE,2,7,71.4,5,4,193,0,153.3,1,1,118,16.9
Beau Allen,73936,QB,KENTUCKY,2,7,42.9,3,2,202,0,61.6,2,0,40,5.7
Kalil Pimpleton,61799,WR,C MICHIGAN,3,7,57.1,4,5,134,0,141.4,1,1,94,13.4
Tyler Lytle,60364,QB,COLORADO,2,7,57.1,4,0,143,0,62.2,0,0,13,1.9
Brady Cook,124199,QB,MISSOURI,2,7,85.7,6,3,229,0,149.1,1,1,72,10.3
Casey Thompson,77677,QB,TEXAS,1,7,57.1,4,3,311,0,122.0,0,2,55,7.9
Ryan Hilinski,71295,QB,S CAROLINA,1,6,66.7,4,3,289,0,81.3,0,0,34,5.7
Warren Bryan,101291,QB,AIR FORCE,1,6,50.0,3,2,101,0,70.1,0,0,38,6.3
John Rhys Plumlee,97602,QB,OLE MISS,4,6,66.7,4,3,226,0,139.6,3,1,61,10.2
Brian Maurer,99123,QB,TENNESSEE,3,6,33.3,2,2,307,0,42.4,1,0,9,1.5
