player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Najee Harris,57121,HB,ALABAMA,3,68,20,103,0,53,176,16,20,84,4,382,5.6
Trey Sermon,57372,HB,OHIO STATE,3,61,23,260,0,65,65,7,10,68,3,526,8.6
Breece Hall,97636,HB,IOWA STATE,2,57,13,193,0,19,36,5,6,62,4,215,3.8
Cam Porter,129732,HB,NWESTERN,2,49,10,256,0,19,42,6,6,55,2,159,3.2
Kevin Marks Jr.,55019,HB,BUFFALO,2,45,13,126,0,67,-4,3,4,48,2,232,5.2
Corey Taylor II,40707,HB,TULSA,2,42,15,320,0,20,5,1,2,43,2,187,4.5
Rhamondre Stevenson,98689,HB,OKLAHOMA,2,36,9,261,1,50,36,4,6,40,1,283,7.9
Will Jones,57154,HB,BALL ST,2,35,3,117,0,25,0,0,1,35,1,122,3.5
Kyren Williams,97118,HB,NOTRE DAME,2,31,7,258,1,24,45,11,11,42,1,114,3.7
Spencer Brown,57441,HB,UAB,1,29,7,321,0,35,0,0,0,29,0,147,5.1
Jarek Broussard,83656,HB,COLORADO,1,27,6,143,1,17,13,2,3,29,2,80,3.0
Oscar Adaway III,100835,HB,N TEXAS,1,26,5,251,0,17,0,0,0,26,1,97,3.7
Sincere McCormick,97119,HB,UTSA,1,24,5,331,0,29,3,1,1,25,0,128,5.3
Tyhier Tyler,82083,QB,ARMY,1,24,7,114,1,8,0,0,0,24,3,76,3.2
Destin Coates,83668,HB,GA STATE,1,23,8,175,0,18,0,0,2,23,1,117,5.1
Tye Evans,77790,HB,BALL ST,2,23,8,117,1,30,18,1,1,24,1,112,4.9
Desmond Ridder,55086,QB,CINCINNATI,2,22,7,138,5,15,0,0,0,20,1,130,5.9
Camerun Peoples,83607,HB,APP STATE,1,22,12,108,0,76,0,0,0,22,5,317,14.4
Justin Fields,82118,QB,OHIO STATE,3,22,7,260,2,33,0,0,0,11,0,194,8.8
Christian Beal-Smith,55433,HB,WAKE,1,21,5,339,0,28,20,2,3,23,1,82,3.9
Toa Taua,83722,HB,NEVADA,1,20,5,239,0,50,77,6,6,26,1,102,5.1
Sheldon Evans,83699,HB,MARSHALL,2,20,4,214,1,14,8,3,3,23,0,88,4.4
Leddie Brown,77766,HB,W VIRGINIA,1,20,2,343,0,13,0,0,2,20,0,65,3.3
Travis Etienne Jr.,57185,HB,CLEMSON,2,20,9,140,0,44,76,7,10,27,2,156,7.8
Israel Tucker,40566,HB,LA TECH,1,20,8,208,0,24,8,1,2,21,0,123,6.2
Trevor Lawrence,77632,QB,CLEMSON,2,20,6,140,3,34,0,0,0,18,2,107,5.4
Jerome Ford,83601,HB,CINCINNATI,2,20,4,138,1,79,39,6,8,26,2,154,7.7
Kairee Robinson,101299,HB,S JOSE ST,2,20,4,285,0,24,91,12,12,32,0,72,3.6
Travis Dye,83738,HB,OREGON,2,19,4,264,1,23,35,4,5,23,0,107,5.6
Elijah Mitchell,57272,HB,LA LAFAYET,1,19,8,207,0,29,45,2,2,21,1,127,6.7
Stevie Scott III,83680,HB,INDIANA,1,19,9,190,0,21,34,2,4,21,2,99,5.2
Greg McCrae,55384,HB,UCF,1,18,6,323,0,16,13,2,2,20,1,77,4.3
Jaret Patterson,77745,HB,BUFFALO,1,18,5,126,0,8,0,0,0,18,1,47,2.6
Devonte Lee,83721,HB,NEVADA,1,18,5,239,0,39,18,2,2,20,0,105,5.8
Ian Book,40216,QB,NOTRE DAME,2,18,4,258,3,20,0,0,0,9,1,79,4.4
Brenden Knox,57287,HB,MARSHALL,1,17,2,214,0,15,0,0,1,17,0,67,3.9
Peyton Ramsey,40186,QB,NWESTERN,2,17,3,256,1,34,0,0,0,9,1,106,6.2
Henry Parrish Jr.,124144,HB,OLE MISS,1,17,4,226,0,12,19,2,2,19,0,63,3.7
Brian Robinson,57120,HB,ALABAMA,3,17,7,103,0,21,0,0,0,17,0,98,5.8
Tre Siggers,57347,HB,N TEXAS,1,17,7,251,1,26,1,1,1,18,0,119,7.0
Chris Rodriguez Jr.,83689,HB,KENTUCKY,1,17,5,202,0,26,0,0,0,17,2,84,4.9
Master Teague III,83734,HB,OHIO STATE,2,17,5,260,0,29,9,2,4,19,2,88,5.2
Deneric Prince,83774,HB,TULSA,2,17,5,320,0,38,0,0,1,17,2,114,6.7
Gerald Green,97121,HB,GA SOUTHRN,1,16,4,174,0,55,0,0,0,16,1,108,6.8
Otis Anderson,55412,HB,UCF,1,16,5,323,0,18,11,2,3,18,0,73,4.6
