player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Danny Scudero,170781,WR,S JOSE ST,12,56.4,45,285,2,72,88,156,10,1299,14.8
Jacob De Jesus,174068,WR,CAL,12,69.0,44,130,1,38,98,142,5,893,9.1
Skyler Bell,145163,WR,UCONN,12,72.3,50,146,2,80,102,141,13,1283,12.6
Easton Messer,163051,WR,FAU,12,77.2,50,165,2,55,105,136,6,1059,10.1
Ted Hurst,187922,WR,GA STATE,12,57.3,49,175,0,70,71,124,6,999,14.1
Corey Rucker,121539,WR,ARK STATE,12,58.8,41,113,1,55,67,114,3,863,12.9
Malachi Toney,200155,WR,MIAMI FL,13,79.5,49,220,1,61,89,112,8,992,11.1
Lewis Bond,143817,WR,BOSTON COL,12,79.3,50,121,0,54,88,111,1,993,11.3
Iverson Hooks,163020,WR,UAB,12,66.1,46,321,1,51,72,109,7,927,12.9
Makai Lemon,174150,WR,USC,12,73.1,50,326,1,74,79,108,11,1156,14.6
Trent Walker,146340,WR,OREGON ST,12,63.0,40,265,2,43,68,108,2,824,12.1
Junior Vandeross III,163156,WR,TOLEDO,12,71.0,43,316,0,71,76,107,11,947,12.5
Eric McAlister,145976,WR,TCU,12,58.9,45,305,3,85,63,107,10,1104,17.5
Chris Bell,156321,WR,LOUISVILLE,11,67.9,45,210,0,64,72,106,6,917,12.7
Chase Hendricks,171348,WR,OHIO,12,65.0,46,259,2,67,67,103,7,955,14.3
Isaiah Sategna III,163642,WR,OKLAHOMA,13,64.7,39,261,2,87,66,102,8,960,14.5
Josh Cameron,144513,WR,BAYLOR,12,67.6,41,118,2,48,69,102,9,872,12.6
Devin Voisin,97427,WR,S ALABAMA,12,65.7,35,288,0,65,67,102,4,775,11.6
Beau Sparks,173021,WR,TEXAS ST,12,79.2,41,314,1,73,80,101,9,1119,14.0
Camden Brown,157049,WR,GA SOUTHRN,12,63.4,49,174,0,73,64,101,14,1058,16.5
KC Concepcion,170362,WR,TEXAS A&M,13,60.4,48,312,0,48,61,101,9,919,15.1
Kenny Odom,164032,WR,UTEP,11,62.0,21,330,1,74,62,100,6,586,9.5
Pofele Ashlock,158166,WR,HAWAII,12,62.0,39,180,0,47,62,100,6,704,11.4
Donovan Faupel,175668,WR,NEW MEX ST,12,62.2,37,242,1,55,61,98,7,651,10.7
Nick Marsh,183541,WR,MICH STATE,12,59.8,29,223,1,48,58,97,6,662,11.4
Nik McMillan,157951,WR,BUFFALO,12,63.9,40,126,1,55,62,97,3,983,15.9
Jordyn Tyson,157690,WR,ARIZONA ST,9,62.9,37,110,1,57,61,97,8,711,11.7
Duce Robinson,176642,WR,FLORIDA ST,12,58.9,43,167,2,82,56,95,6,1081,19.3
Jacquon Gibson,158762,WR,UMASS,10,66.3,29,216,0,50,63,95,0,616,9.8
Cooper Barkate,159333,WR,DUKE,12,67.0,44,154,0,77,63,94,6,965,15.3
Anthony Smith,122885,WR,E CAROLINA,12,63.8,36,156,1,66,60,94,5,897,15.0
Braden Pegan,162463,WR,UTAH ST,12,63.8,38,329,0,54,60,94,5,920,15.3
Griffin Wilde,177231,WR,NWESTERN,12,65.6,44,256,1,49,61,93,6,783,12.8
Demarcus Lacey,164301,WR,MARSHALL,12,69.9,37,214,1,68,65,93,5,774,11.9
CJ Williams,158471,WR,STANFORD,12,64.1,41,300,0,36,59,92,6,749,12.7
Braylon Staley,184893,WR,TENNESSEE,12,69.6,35,307,0,73,64,92,6,812,12.7
Jeremiah Smith,183710,WR,OHIO STATE,11,80.9,43,260,0,87,72,89,11,942,13.1
Devin McCuin,176494,WR,UTSA,11,67.0,32,331,0,52,59,88,7,653,11.1
Amare Thomas,173349,WR,HOUSTON,12,67.0,43,182,0,64,59,88,10,906,15.4
Kyri Shoels,188847,WR,S JOSE ST,12,68.2,35,285,1,43,60,88,2,785,13.1
Victor Snow,158249,WR,BUFFALO,12,70.5,38,126,0,75,62,88,8,821,13.2
Cam Coleman,184398,WR,AUBURN,12,64.4,31,115,2,46,56,87,5,708,12.6
Ryan Wingo,184520,WR,TEXAS,12,57.5,28,311,0,75,50,87,7,770,15.4
Asaad Waseem,171909,WR,FAU,12,74.7,30,165,1,44,65,87,5,687,10.6
Sean Wilson,185332,WR,DELAWARE,12,69.0,31,151,1,51,60,87,2,796,13.3
Gabriel Benyard,147969,WR,KENNESAW,12,62.1,35,200,0,54,54,87,9,877,16.2
KJ Duff,184654,WR,RUTGERS,12,69.0,50,278,0,72,60,87,7,1084,18.1
Kris Hutson,131713,WR,ARIZONA,11,65.5,42,109,1,40,57,87,4,740,13.0
Chauncy Cobb,172187,WR,ARK STATE,12,78.2,34,113,2,51,68,87,0,764,11.2
Jaden Barnes,173738,WR,APP STATE,10,63.2,29,108,1,59,55,87,7,605,11.0
Kyre Duplessis,147082,WR,DELAWARE,12,63.2,33,151,1,68,55,87,5,755,13.7
O'Mega Blake,146913,WR,ARKANSAS,12,66.7,41,111,1,36,58,87,5,768,13.2
Germie Bernard,158374,WR,ALABAMA,12,62.8,37,103,0,43,54,86,6,740,13.7
Chris Brazzell II,158409,WR,TENNESSEE,12,70.9,42,307,0,72,61,86,9,1006,16.5
Denzel Boston,162481,WR,WASHINGTON,11,65.1,44,340,0,48,56,86,10,755,13.5
Anthony Evans III,173530,WR,MISS STATE,12,73.3,32,227,2,57,63,86,4,741,11.8
Deion Burks,145107,WR,OKLAHOMA,13,67.4,30,261,0,45,58,86,4,617,10.6
Mario Craver,184754,WR,TEXAS A&M,12,69.4,34,312,0,86,59,85,4,917,15.5
Eli Stowers,147013,TE,VANDERBILT,12,72.9,40,333,0,67,62,85,4,769,12.4
Jordan Dwyer,158967,WR,TCU,12,64.7,36,305,0,69,55,85,7,738,13.4
Michael Trigg,146410,TE,BAYLOR,11,58.8,31,118,0,42,50,85,6,694,13.9
Ashtyn Hawkins,147222,WR,BAYLOR,12,63.1,27,118,1,41,53,84,0,621,11.7
Caleb Douglas,157740,WR,TEXAS TECH,12,63.1,32,315,0,61,53,84,7,823,15.5
Javen Nicholas,157109,WR,CHARLOTTE,12,71.4,33,136,1,64,60,84,5,746,12.4
Alex Perry,158184,WR,FIU,12,63.1,36,166,0,64,53,84,9,816,15.4
Keagan Johnson,144848,WR,NEW MEXICO,11,66.7,35,241,0,80,56,84,3,726,13.0
Kwazi Gilmer,184979,WR,UCLA,12,59.5,32,324,0,43,50,84,4,535,10.7
Parker Kingston,163251,WR,BYU,12,68.7,31,128,0,75,57,83,5,804,14.1
Tanner Koziol,156895,TE,HOUSTON,12,78.3,34,182,0,50,65,83,5,651,10.0
Javon Robinson,173924,WR,GA STATE,12,69.9,25,175,2,46,58,83,4,600,10.3
Jordan Hudson,157298,WR,SMU,10,70.7,33,287,1,70,58,82,6,768,13.2
Jaden Bradley,144016,WR,UNLV,12,62.2,37,325,0,56,51,82,4,834,16.4
Cortez Braham Jr.,157366,WR,MEMPHIS,12,76.8,42,218,0,73,63,82,8,889,14.1
Ian Strong,170319,WR,RUTGERS,10,63.4,39,278,0,45,52,82,5,762,14.7
Brady Boyd,127298,WR,UTAH ST,12,51.9,33,329,1,53,42,81,7,635,15.1
Hank Beatty,158198,WR,ILLINOIS,12,77.8,34,187,0,62,63,81,3,823,13.1
Brenen Thompson,163865,WR,MISS STATE,12,65.4,38,227,0,58,53,81,6,948,17.9
Jordan Shipp,183338,WR,N CAROLINA,12,75.0,35,245,0,55,60,80,6,671,11.2
Leland Smith,190924,WR,S JOSE ST,12,53.8,29,285,0,45,43,80,3,678,15.8
Jalil Farooq,144623,WR,MARYLAND,12,72.5,31,215,2,29,58,80,4,545,9.4
Barion Brown,163779,WR,LSU,12,65.0,25,211,0,41,52,80,1,495,9.5
Eric Singleton Jr.,170078,WR,AUBURN,12,72.5,26,115,1,48,58,80,3,534,9.2
Kevin Coleman Jr.,160756,WR,MISSOURI,12,78.8,35,229,0,50,63,80,1,715,11.3
Sam Roush,157270,TE,STANFORD,12,61.3,20,300,1,69,49,80,2,545,11.1
Jaron Tibbs,174972,WR,KANSAS ST,12,58.8,30,199,1,38,47,80,3,595,12.7
Harrison Wallace III,145090,WR,OLE MISS,13,60.8,34,226,0,55,48,79,3,738,15.4
Wyatt Young,190632,WR,N TEXAS,12,78.5,44,251,0,84,62,79,10,1203,19.4
Shaleak Knotts,162798,WR,MARYLAND,12,55.7,27,215,0,62,44,79,6,717,16.3
Michael Jackson III,146412,WR,PURDUE,12,80.8,33,273,2,31,63,78,1,570,9.0
Myles Butler,150199,WR,MIDDLE TN,12,66.7,29,224,2,52,52,78,2,518,10.0
Dalen Cobb,158341,WR,GA SOUTHRN,11,66.7,23,174,2,43,52,78,3,471,9.1
Jayshon Platt,156522,WR,FAU,12,59.0,30,165,0,48,46,78,5,715,15.5
Zachariah Branch,174142,WR,GEORGIA,12,87.2,33,173,0,47,68,78,4,691,10.2
Matthew Henry,192936,WR,W KENTUCKY,12,61.5,35,346,0,55,48,78,6,762,15.9
Reggie Virgil,158022,WR,TEXAS TECH,12,60.3,25,315,0,42,47,78,6,590,12.6
Josiah Freeman,163398,WR,FRESNO ST,11,57.7,22,169,0,37,45,78,6,496,11.0
