player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Greg Dortch,42237,WR,ARZ,3,58.3,8,1,0,34,14,24,1,164,11.7
Tom Kennedy,94379,WR,DET,3,69.6,11,11,0,26,16,23,2,143,8.9
Michael Bandy,91824,WR,LAC,3,78.3,12,27,0,19,18,23,2,172,9.6
Andy Isabella,47448,WR,ARZ,3,63.6,10,1,0,74,14,22,0,226,16.1
Isaiah Hodgins,52130,WR,BUF,3,76.2,7,4,0,27,16,21,0,124,7.8
Tre Nixon,40445,WR,NE,3,60.0,8,19,0,36,12,20,0,169,14.1
Alex Bachman,47996,WR,NYG,3,95.0,8,21,0,22,19,20,2,166,8.7
Lance McCutcheon,61478,WR,LA,3,75.0,10,26,1,60,15,20,2,259,17.3
Kendric Pryor,40408,WR,CIN,3,68.4,7,7,0,38,13,19,1,182,14.0
Deon Cain,13597,WR,PHI,3,42.1,7,24,0,24,8,19,0,106,13.3
Trenton Irwin,48080,WR,CIN,3,77.8,8,7,1,20,14,18,0,122,8.7
Tim Jones,61669,WR,JAX,4,82.4,8,15,0,51,14,17,0,219,15.6
Denzel Mims,47800,WR,NYJ,3,70.6,8,22,0,29,12,17,1,170,14.2
Tyron Johnson,34427,WR,LV,4,56.3,6,23,0,45,9,16,0,139,15.4
Lil'Jordan Humphrey,42247,WR,NE,3,81.3,7,19,0,26,13,16,1,140,10.8
Victor Bolden Jr.,12269,WR,ARZ,3,62.5,6,1,0,37,10,16,0,132,13.2
Jalen Tolbert,61637,WR,DAL,3,40.0,2,9,0,19,6,15,0,44,7.3
Javon Wims,41406,WR,CLV,3,40.0,2,8,0,32,6,15,0,80,13.3
Kwamie Lassiter II,23226,WR,CIN,3,86.7,9,7,0,18,13,15,0,138,10.6
Kalil Pimpleton,61799,WR,DET,3,60.0,4,11,0,22,9,15,0,69,7.7
Erik Ezukanma,78148,WR,MIA,3,66.7,7,17,0,34,10,15,0,156,15.6
Jashaun Corbin,83773,HB,NYG,3,93.3,2,21,0,20,14,15,0,76,5.4
Gerrit Prince,84065,TE,JAX,4,60.0,2,15,0,18,9,15,0,72,8.0
Keelan Cole Sr.,51593,WR,LV,4,73.3,6,23,0,31,11,15,0,149,13.5
Juwann Winfree,38275,WR,GB,3,46.7,3,12,0,21,7,15,0,75,10.7
Romeo Doubs,84329,WR,GB,3,53.3,4,12,0,33,8,15,2,82,10.3
Aaron Fuller,47537,WR,SEA,3,35.7,3,29,0,16,5,14,0,48,9.6
Dyami Brown,77986,WR,WAS,3,42.9,2,32,0,26,6,14,0,65,10.8
Keith Kirkwood,48017,WR,CAR,3,38.5,4,5,0,19,5,13,0,69,13.8
Tyler Johnson,48054,WR,TB,3,84.6,7,30,0,22,11,13,0,133,12.1
Samori Toure,25276,WR,GB,3,69.2,6,12,0,23,9,13,0,125,13.9
Trinity Benson,94356,WR,DET,3,46.2,6,11,0,24,6,13,0,76,12.7
Jeff Cotton,84213,WR,JAX,4,15.4,1,15,0,14,2,13,0,16,8.0
Laquon Treadwell,10657,WR,JAX,4,46.2,3,15,0,19,6,13,1,51,8.5
Bo Melton,61610,WR,SEA,3,53.8,4,29,0,39,7,13,0,89,12.7
Isaiah Likely,83955,TE,BLT,2,100.0,9,3,0,31,12,12,1,144,12.0
Nsimba Webster,48107,WR,CHI,3,50.0,3,6,0,14,6,12,0,46,7.7
George Pickens,99229,WR,PIT,3,66.7,4,25,0,26,8,12,1,84,10.5
Jalen Virgil,41991,WR,DEN,3,75.0,6,10,0,42,9,12,0,180,20.0
Marken Michel,10980,WR,WAS,3,33.3,2,32,0,28,4,12,0,58,14.5
Seth Williams,84137,WR,DEN,3,83.3,5,10,0,45,10,12,1,105,10.5
Peyton Hendershot,60915,TE,DAL,3,50.0,4,9,0,15,6,12,1,52,8.7
Kristian Wilkerson,28729,WR,NE,1,66.7,3,19,0,33,8,12,0,99,12.4
Isaiah Coulter,55307,WR,CHI,3,66.7,6,6,0,37,8,12,0,112,14.0
Anthony Schwartz,84135,WR,CLV,3,25.0,1,8,0,11,3,12,0,28,9.3
Trey Quinn,38276,WR,DEN,2,50.0,3,10,0,27,6,12,0,49,8.2
Demarcus Robinson,10760,WR,BLT,3,72.7,4,3,0,67,8,11,1,180,22.5
Josh Hammond,40293,WR,NE,3,36.4,2,19,0,13,4,11,0,33,8.3
Mekhi Sargent,83684,HB,JAX,4,90.9,3,15,0,12,10,11,0,67,6.7
Dareke Young,111900,WR,SEA,3,63.6,5,29,0,22,7,11,1,73,10.4
Tyler Vaughns,40283,WR,PIT,3,72.7,5,25,0,25,8,11,1,112,14.0
Mason Kinsey,115664,WR,TEN,3,45.5,3,31,0,19,5,11,0,48,9.6
Amari Rodgers,61212,WR,GB,3,63.6,3,12,0,22,7,11,1,66,9.4
Alex Erickson,11107,WR,WAS,3,90.9,6,32,0,40,10,11,0,136,13.6
Justin Watson,66915,WR,KC,3,72.7,6,16,0,39,8,11,1,107,13.4
Ihmir Smith-Marsette,61324,WR,MIN,3,90.9,6,18,0,30,10,11,0,121,12.1
Malik Turner,48078,WR,SF,3,54.5,3,28,1,21,6,11,0,66,11.0
Cornell Powell,40689,WR,KC,3,72.7,2,16,0,14,8,11,0,51,6.4
Keelan Doss,48143,WR,NYG,3,45.5,3,21,0,20,5,11,0,49,9.8
Jalen Nailor,84292,WR,MIN,3,45.5,2,18,0,16,5,11,0,49,9.8
Zach Davidson,143780,TE,MIN,3,54.5,4,18,0,16,6,11,0,65,10.8
Binjimen Victor,42198,WR,BLT,3,72.7,4,3,0,50,8,11,0,104,13.0
Olabisi Johnson,47882,WR,MIN,3,45.5,4,18,0,18,5,11,0,54,10.8
Dax Milne,84147,WR,WAS,3,90.9,3,32,0,23,10,11,0,104,10.4
Collin Johnson,47808,WR,NYG,2,90.9,6,21,1,23,10,11,0,123,12.3
Makai Polk,100647,WR,BLT,3,72.7,3,3,0,23,8,11,0,72,9.0
Dez Fitzpatrick,42349,WR,TEN,3,50.0,5,31,0,18,5,10,0,62,12.4
Jason Moore,91472,WR,LAC,2,20.0,2,27,0,19,2,10,0,25,12.5
Nakia Griffin-Stewart,36403,TE,CLV,3,80.0,4,8,1,17,8,10,0,74,9.3
Jason Huntley,45693,HB,PHI,3,80.0,0,24,1,24,8,10,0,61,7.6
Maurice Alexander,33465,WR,DET,3,70.0,2,11,0,19,7,10,0,49,7.0
