player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Kyle McCord,145053,QB,SYRACUSE,12,559,65.5,366,228,304,12,97.1,26,29,4307,7.7
Chandler Morris,122938,QB,N TEXAS,12,514,62.8,323,190,251,12,95.6,15,31,3792,7.4
Garrett Nussmeier,146757,QB,LSU,12,491,63.5,312,192,211,11,95.1,15,26,3740,7.6
Behren Morton,144747,QB,TEXAS TECH,12,467,63.2,295,159,315,8,96.6,22,27,3335,7.1
Shedeur Sanders,131396,QB,COLORADO,12,458,73.6,337,191,143,8,117.3,37,35,3925,8.6
Seth Henigan,144267,QB,MEMPHIS,12,452,64.6,292,150,218,6,96.9,19,23,3211,7.1
Cade Klubnik,156253,QB,CLEMSON,13,451,63.0,284,166,140,6,103.9,22,32,3381,7.5
Josh Hoover,127148,QB,TCU,12,442,66.5,294,167,305,10,100.3,13,23,3700,8.4
E.J. Warner,156185,QB,RICE,11,440,61.6,271,126,275,13,79.7,7,17,2719,6.2
Owen McCown,157688,QB,UTSA,12,437,61.8,270,158,331,9,93.5,25,24,3171,7.3
Carson Beck,124010,QB,GEORGIA,12,436,64.9,283,176,173,12,98.7,17,28,3410,7.8
Cam Ward,133244,QB,MIAMI FL,12,435,67.4,293,208,220,7,118.6,23,36,4123,9.5
Noah Fifita,158722,QB,ARIZONA,12,430,60.5,260,146,109,12,83.4,29,18,2955,6.9
Kadin Semonza,174001,QB,BALL ST,12,427,64.4,275,144,117,10,94.1,32,25,2934,6.9
Billy Edwards Jr.,144185,QB,MARYLAND,11,423,64.5,273,142,215,9,87.2,17,15,2880,6.8
Maalik Murphy,157302,QB,DUKE,12,423,60.3,255,131,154,12,89.8,12,26,2927,6.9
Nicholas Vattiato,145302,QB,MIDDLE TN,12,420,64.0,269,150,224,10,88.8,29,16,3080,7.3
Cole Snyder,97617,QB,E MICHIGAN,12,405,59.3,240,136,160,9,82.2,30,15,2691,6.6
Brayden Schager,146078,QB,HAWAII,11,403,57.6,232,144,180,13,79.1,41,19,2587,6.4
Mikey Keene,70961,QB,FRESNO ST,12,395,69.9,276,135,169,11,94.4,24,18,2891,7.3
Joey Aguilar,174978,QB,APP STATE,11,392,55.6,218,157,108,14,85.0,13,23,2999,7.7
Jaylen Raynor,172203,QB,ARK STATE,12,391,61.9,242,143,113,9,83.3,28,14,2564,6.6
Devon Dampier,171556,QB,NEW MEXICO,12,391,57.5,225,145,241,12,76.9,4,12,2761,7.1
Tyler Shough,83537,QB,LOUISVILLE,12,391,62.1,243,148,210,6,101.1,14,23,3191,8.2
Ben Finley,122864,QB,AKRON,12,390,54.6,213,120,102,9,79.6,25,16,2620,6.7
Fernando Mendoza,158323,QB,CAL,11,390,67.9,265,156,130,6,98.1,40,16,3004,7.7
Rocco Becht,157567,QB,IOWA STATE,12,389,58.6,228,156,193,8,91.8,15,20,3015,7.8
Brendan Sorsby,156398,QB,CINCINNATI,12,388,63.9,248,156,138,7,93.5,17,18,2813,7.3
Dylan Raiola,183581,QB,NEBRASKA,12,383,65.8,252,123,238,10,84.7,24,12,2592,6.8
Dillon Gabriel,86272,QB,OREGON,12,377,72.9,275,160,264,6,113.6,11,24,3272,8.7
JC French IV,162521,QB,GA SOUTHRN,12,377,65.8,248,133,174,7,92.3,24,16,2627,7.0
Max Brosmer,105568,QB,MINNESOTA,12,377,66.3,250,137,225,5,95.5,26,17,2590,6.9
Ethan Garbers,131896,QB,UCLA,11,364,64.6,235,148,324,11,89.1,34,16,2723,7.5
Athan Kaliakmanis,144971,QB,RUTGERS,12,364,54.7,199,135,278,6,84.5,17,17,2459,6.8
Jaxson Dart,146409,QB,OLE MISS,12,364,68.4,249,163,226,6,119.4,25,25,3872,10.6
Miller Moss,70727,QB,USC,9,364,64.0,233,134,326,9,90.8,9,18,2548,7.0
