player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Ashton Jeanty,157196,HB,BOISE ST,2,62,14,120,2,75,36,5,5,67,1,308,5.0
Anthony Tyus III,145037,HB,OHIO,2,54,21,259,2,21,56,5,5,59,1,254,4.7
Quintrevion Wisner,176190,HB,TEXAS,3,54,8,311,1,15,97,13,14,67,0,142,2.6
Bryson Daily,147303,QB,ARMY,2,53,26,114,0,21,0,0,0,52,7,252,4.8
Kaytron Allen,164158,HB,PENN STATE,3,50,18,266,0,32,21,4,5,54,1,340,6.8
Riley Leonard,143862,QB,NOTRE DAME,3,47,19,258,0,32,-8,1,1,39,2,183,3.9
Cam Skattebo,147787,HB,ARIZONA ST,2,46,17,110,0,53,75,9,12,55,4,313,6.8
Tre Stewart,160817,HB,JVILLE ST,2,42,18,196,1,31,88,6,7,48,5,235,5.6
Nicholas Singleton,164188,HB,PENN STATE,3,38,13,266,0,58,76,6,12,44,4,276,7.3
Quinshon Judkins,157128,HB,OHIO STATE,3,37,9,260,0,70,43,5,5,42,4,221,6.0
Tyler Huff,142567,QB,JVILLE ST,2,33,9,196,0,48,0,0,0,33,2,180,5.5
Desmond Reid,159936,HB,PITTSBURGH,1,33,9,268,0,22,15,5,6,38,1,169,5.1
Elijah Young,124223,HB,W KENTUCKY,2,30,7,346,0,20,12,7,8,37,0,145,4.8
Jordan James,163295,HB,OREGON,2,27,9,264,0,12,27,5,6,32,2,101,3.7
Trevor Etienne,157730,HB,GEORGIA,2,27,5,173,1,48,54,9,9,36,2,126,4.7
Parker Navarro,123758,QB,OHIO,2,27,12,259,3,33,0,0,0,20,5,183,6.8
Hajj-Malik Williams,102348,QB,UNLV,2,26,7,325,2,31,0,0,0,21,0,124,4.8
TreVeyon Henderson,145059,HB,OHIO STATE,3,26,7,260,0,66,95,4,7,30,2,185,7.1
Carson Hansen,174669,HB,IOWA STATE,2,25,8,193,0,30,25,6,7,31,2,123,4.9
Jordan Marshall,190837,HB,MICHIGAN,1,24,4,222,0,24,0,0,1,24,0,87,3.6
Will Howard,122599,QB,OHIO STATE,3,24,11,260,1,18,0,0,0,21,0,78,3.3
Jai'Den Thomas,174080,HB,UNLV,2,24,6,325,0,11,6,1,2,25,0,82,3.4
Brashard Smith,143951,HB,SMU,1,23,8,287,0,20,38,7,11,30,0,109,4.7
CJ Donaldson,157372,HB,W VIRGINIA,1,22,8,343,2,13,11,2,2,24,2,83,3.8
Makhi Hughes,158417,HB,TULANE,2,22,6,319,0,12,22,3,4,25,0,95,4.3
Lincoln Pare,121537,HB,TEXAS ST,1,21,6,314,0,73,32,4,4,25,2,143,6.8
Noah Whittington,123472,HB,OREGON,2,21,5,264,0,26,31,7,9,28,1,85,4.0
Jeremiyah Love,171090,HB,NOTRE DAME,3,21,3,258,0,9,13,4,4,25,1,67,3.2
Al-Jay Henderson,145676,HB,BUFFALO,1,21,5,126,0,45,36,2,2,23,1,119,5.7
Braydon Bennett,122318,HB,COAST CAR,1,21,3,141,0,10,28,4,5,25,0,55,2.6
Dawson Pendergrass,174637,HB,BAYLOR,1,21,4,118,0,14,26,3,3,24,2,63,3.0
Darius Taylor,173422,HB,MINNESOTA,1,20,7,225,0,28,17,4,7,24,1,113,5.7
Hayden Reed,163213,HB,ARMY,2,20,7,114,0,15,0,0,0,20,1,114,5.7
Kanye Udoh,171024,WR,ARMY,1,20,7,114,0,72,0,0,0,20,1,158,7.9
Jadarian Price,156985,HB,NOTRE DAME,3,20,2,258,0,12,0,0,0,20,0,63,3.2
Braylen Russell,184393,HB,ARKANSAS,1,20,5,111,0,11,0,0,2,20,1,50,2.5
Keyon Mozee,145809,HB,MIAMI OH,2,19,4,221,0,8,2,1,1,20,0,53,2.8
Diego Pavia,156927,QB,VANDERBILT,1,19,6,333,0,16,0,0,0,15,2,81,4.3
Blake Horvath,162555,QB,NAVY,1,19,3,237,0,95,0,0,0,17,2,154,8.1
Dylan Edwards,171893,HB,KANSAS ST,1,18,5,199,0,65,27,2,7,20,2,196,10.9
Drew Allar,164157,QB,PENN STATE,3,18,6,266,2,22,-4,0,0,12,1,92,5.1
Antwan Raymond,190489,HB,RUTGERS,1,18,5,278,0,65,16,1,1,19,3,113,6.3
