player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Jerreth Sterns,102597,WR,W KENTUCKY,2,79.3,17,346,0,50,23,29,5,363,15.8
Tank Dell,78874,WR,HOUSTON,2,67.9,14,182,0,51,19,28,1,300,15.8
Mitchell Tinsley,123470,WR,W KENTUCKY,2,59.3,8,346,0,75,16,27,4,276,17.3
A.T. Perry,77975,WR,WAKE,2,57.7,11,339,0,29,15,26,2,181,12.1
Tay Martin,61811,WR,OKLA STATE,2,73.1,13,262,0,29,19,26,3,192,10.1
Jesse Matthews,84395,WR,S DIEGO ST,2,76.0,14,284,0,32,19,25,3,257,13.5
Brock Bowers,146715,TE,GEORGIA,3,76.0,11,173,0,35,19,25,3,230,12.1
Jordan Addison,123000,WR,PITTSBURGH,2,62.5,10,268,0,52,15,24,0,240,16.0
Deven Thompkins,84480,WR,UTAH ST,2,65.2,4,329,0,62,15,23,1,161,10.7
Jameson Williams,101701,WR,ALABAMA,3,77.3,11,103,0,67,17,22,2,302,17.8
Zakhari Franklin,97620,WR,UTSA,2,63.6,7,331,0,35,14,22,2,156,11.1
Dante Cephas,97665,WR,KENT STATE,2,55.0,8,201,0,80,11,20,1,218,19.8
Brennan Presley,122982,WR,OKLA STATE,2,60.0,7,262,0,41,12,20,0,157,13.1
Slade Bolden,84089,WR,ALABAMA,3,78.9,6,103,0,24,15,19,1,129,8.6
Jayshon Jackson,78041,WR,BALL ST,1,66.7,4,117,0,56,12,18,1,146,12.2
Sam LaPorta,101690,TE,IOWA,2,72.2,10,192,0,36,13,18,1,184,14.2
Thomas Hennigan,61125,WR,APP STATE,2,64.7,6,108,0,25,11,17,1,118,10.7
Jaxon Smith-Njigba,129758,WR,OHIO STATE,1,93.8,10,260,1,52,15,16,3,336,22.4
Ja'Corey Brooks,146587,WR,ALABAMA,3,68.8,6,103,0,44,11,16,1,122,11.1
Derek Wright,101347,WR,UTAH ST,2,56.3,8,329,0,17,9,16,1,90,10.0
De'Corian Clark,100892,WR,UTSA,2,66.7,4,331,0,33,10,15,2,131,13.1
Jaquarii Roberson,55454,WR,WAKE,1,60.0,3,339,0,11,9,15,0,54,6.0
Hassan Beydoun,78185,WR,E MICHIGAN,1,73.3,3,160,0,18,11,15,0,83,7.5
Jake Herslow,42002,WR,HOUSTON,2,66.7,6,182,0,26,10,15,2,122,12.2
Braden Lenzy,84348,WR,NOTRE DAME,1,50.0,3,258,0,17,7,14,0,60,8.6
Brandon Bowling,42151,WR,UTAH ST,2,85.7,9,329,0,58,12,14,3,205,17.1
Velus Jones Jr.,40573,WR,TENNESSEE,1,71.4,3,307,0,30,10,14,1,85,8.5
Jalen Nailor,84292,WR,MICH STATE,1,42.9,5,223,0,50,6,14,0,108,18.0
Cole Tucker,61537,WR,N ILLINOIS,2,61.5,7,254,0,23,8,13,1,117,14.6
Taylor Morin,97213,WR,WAKE,2,61.5,6,339,0,33,8,13,1,141,17.6
JaCorey Sullivan,55060,WR,C MICHIGAN,1,53.8,4,134,0,22,7,13,0,83,11.9
Kevin Austin Jr.,84345,WR,NOTRE DAME,1,50.0,5,258,0,25,6,12,1,105,17.5
Nykeim Johnson,61692,WR,KENT STATE,2,66.7,4,201,0,51,8,12,1,118,14.8
Jahleel Billingsley,98221,TE,ALABAMA,3,25.0,2,103,0,22,3,12,0,39,13.0
Troy Franklin,146567,WR,OREGON,2,41.7,4,264,0,30,5,12,1,81,16.2
Britain Covey,32933,WR,UTAH,2,66.7,2,328,0,22,8,12,1,106,13.3
Wan'Dale Robinson,101735,WR,KENTUCKY,1,83.3,7,202,0,52,10,12,0,170,17.0
Michael Mayer,122906,TE,NOTRE DAME,1,58.3,6,258,0,19,7,12,2,72,10.3
Trayvon Rudolph,130577,WR,N ILLINOIS,2,41.7,3,254,0,32,5,12,0,65,13.0
Kobe Hudson,123989,WR,AUBURN,1,33.3,4,115,0,30,4,12,1,57,14.3
Broc Thompson,97867,WR,PURDUE,1,58.3,4,273,0,75,7,12,2,217,31.0
JP Richardson,144650,WR,OKLA STATE,2,81.8,4,262,0,20,9,11,0,75,8.3
Jaivon Heiligh,84159,WR,COAST CAR,1,63.6,4,141,0,35,7,11,0,94,13.4
Jalen Moreno-Cropper,97273,WR,FRESNO ST,1,81.8,4,169,0,24,9,11,0,72,8.0
Yusuf Ali,78841,WR,MIDDLE TN,1,81.8,2,224,0,23,9,11,1,39,4.3
Damon Ward Jr.,100880,WR,N TEXAS,1,54.5,6,251,0,20,6,11,0,70,11.7
James Cook,83666,HB,GEORGIA,3,90.9,3,173,0,53,10,11,1,155,15.5
Cedric Tillman,84434,WR,TENNESSEE,1,70.0,5,307,0,61,7,10,3,150,21.4
Traeshon Holden,123917,WR,ALABAMA,2,80.0,3,103,0,15,8,10,0,49,6.1
Matt Landers,61271,WR,TOLEDO,1,40.0,3,316,0,90,4,10,1,137,34.3
Josh Johnson,61329,WR,TULSA,1,80.0,6,320,0,43,8,10,1,129,16.1
Kenny McIntosh,99158,HB,GEORGIA,3,80.0,5,173,0,18,8,10,0,60,7.5
Makai Polk,100647,WR,MISS STATE,1,70.0,3,227,0,18,7,10,0,57,8.1
Lorenzo Styles Jr.,147474,WR,NOTRE DAME,1,80.0,6,258,0,33,8,10,1,136,17.0
Erick All,52595,TE,MICHIGAN,2,60.0,5,222,0,38,6,10,1,106,17.7
