player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Taysom Hill,12112,TE,NO,8,39,18,20,1,75,187,23,31,62,6,278,7.1
Patrick Taylor,40448,HB,SF,7,39,11,28,0,29,25,3,11,42,1,183,4.7
Kendre Miller,123091,HB,NO,6,39,11,20,0,17,33,5,8,44,1,148,3.8
Sincere McCormick,97119,HB,LV,4,39,10,23,0,29,29,6,6,45,0,183,4.7
Khalil Herbert,41668,HB,CIN,13,36,10,7,1,14,25,10,11,46,1,130,3.6
Chris Brooks,83644,HB,GB,13,36,12,12,0,23,69,11,13,47,1,183,5.1
Michael Carter,57337,HB,ARZ,3,35,9,1,0,13,57,11,11,46,1,131,3.7
Chris Rodriguez Jr.,83689,HB,WAS,7,35,10,32,0,25,12,1,1,36,2,173,4.9
Jared Goff,10635,QB,DET,17,35,9,11,6,10,7,1,1,22,0,56,1.6
Hassan Haskins,83701,HB,LAC,14,34,13,27,1,12,49,3,3,37,2,89,2.6
Tyler Goodson,101659,HB,IND,15,32,6,14,0,33,61,11,14,43,1,153,4.8
Cordarrelle Patterson,7810,HB,PIT,13,32,7,25,1,14,80,12,14,44,0,135,4.2
D'Ernest Johnson,45734,HB,JAX,13,32,7,15,0,22,96,12,17,44,0,143,4.5
Deshaun Watson,11767,QB,CLV,7,31,8,8,5,16,0,0,0,10,1,148,4.8
Craig Reynolds,94383,HB,DET,13,31,6,11,1,19,40,3,5,34,0,139,4.5
Kenny McIntosh,99158,HB,SEA,8,31,8,29,0,25,22,3,3,34,0,172,5.5
Dare Ogunbowale,12329,HB,HST,17,30,5,13,0,35,198,19,25,49,0,112,3.7
Isaiah Davis,138299,HB,NYJ,9,30,10,22,0,20,75,9,12,39,1,174,5.8
Will Shipley,144138,HB,PHI,8,30,2,24,0,9,35,4,4,34,0,82,2.7
Matthew Stafford,4924,QB,LA,16,30,10,26,6,15,0,0,0,27,0,41,1.4
Mac Jones,60323,QB,JAX,10,28,12,15,2,13,0,0,0,14,1,92,3.3
Cooper Rush,12324,QB,DAL,12,26,4,9,9,9,0,0,0,22,0,18,0.7
Tyler Huntley,46448,QB,MIA,5,26,10,17,6,20,0,0,0,11,2,135,5.2
Trevor Lawrence,77632,QB,JAX,10,26,13,15,3,33,-5,0,0,13,3,119,4.6
Pierre Strong Jr.,66619,HB,CLV,12,26,6,8,0,19,104,14,21,40,0,108,4.2
Mason Rudolph,46569,QB,TEN,8,25,13,31,5,14,0,0,0,12,1,106,4.2
Jameis Winston,9434,QB,CLV,12,25,17,8,5,13,0,0,0,17,1,83,3.3
Jordan Love,40306,QB,GB,15,25,9,12,4,14,0,0,0,13,1,83,3.3
Kirk Cousins,7102,QB,ATL,14,24,2,2,13,13,0,0,0,21,0,-2,-0.1
Emari Demercado,77763,HB,ARZ,13,24,8,1,0,53,104,16,19,40,1,223,9.3
Aaron Rodgers,2241,QB,NYJ,17,22,7,22,5,18,0,0,0,6,0,107,4.9
Julius Chestnut,109239,HB,TEN,10,22,2,31,0,12,11,2,3,24,0,102,4.6
Ronnie Rivers,57208,HB,LA,5,22,6,26,0,12,34,5,6,27,0,99,4.5
Dorian Thompson-Robinson,83574,QB,CLV,7,21,9,8,3,34,0,0,0,15,0,122,5.8
Aidan O'Connell,60516,QB,LV,9,21,10,23,2,13,0,0,0,18,1,30,1.4
JaMycal Hasty,25582,HB,NE,12,20,4,19,0,15,59,10,11,30,0,69,3.5
Jayden Reed,78171,WR,GB,17,20,7,12,1,33,857,55,75,75,1,163,8.2
Xavier Worthy,144718,WR,KC,17,20,4,16,0,21,638,59,93,79,3,104,5.2
Malik Willis,60341,QB,GB,7,20,6,12,1,29,0,0,0,12,1,138,6.9
Jordan Mims,57209,HB,NO,9,20,2,20,0,9,71,12,16,32,0,70,3.5
Samaje Perine,11869,HB,KC,17,20,7,16,0,13,322,28,33,48,1,92,4.6
Gardner Minshew,41401,QB,LV,10,19,5,23,6,11,0,0,0,8,0,58,3.1
Marcus Mariota,9435,QB,WAS,3,18,6,32,1,33,0,0,0,14,1,92,5.1
Spencer Rattler,97408,QB,NO,7,18,7,20,5,28,0,0,0,4,0,146,8.1
Drew Lock,39517,QB,NYG,7,18,9,21,5,28,0,0,0,8,2,133,7.4
Deuce Vaughn,122624,HB,DAL,6,17,2,9,0,12,18,3,4,20,0,70,4.1
Tua Tagovailoa,60326,QB,MIA,11,17,5,17,7,13,0,0,0,10,0,49,2.9
Mitch Trubisky,11757,QB,BUF,9,17,1,4,1,8,0,0,0,16,0,1,0.1
Derek Carr,8671,QB,NO,10,17,4,20,3,13,0,0,0,9,1,71,4.2
Jeff Wilson Jr.,29413,HB,MIA,9,16,3,17,0,14,19,3,3,19,0,57,3.6
KaVontae Turpin,47658,WR,DAL,17,16,5,9,2,16,420,31,48,47,0,92,5.8
Keaton Mitchell,123826,HB,BLT,4,15,2,3,0,7,28,1,1,16,0,30,2.0
Jacoby Brissett,10725,QB,NE,8,15,5,19,4,16,0,0,0,6,0,62,4.1
Raheem Blackshear,57385,HB,CAR,9,15,2,5,0,26,0,0,0,15,0,80,5.3
DJ Moore,48267,WR,CHI,17,14,3,6,1,14,966,98,137,112,0,75,5.4
CeeDee Lamb,61570,WR,DAL,15,14,4,9,1,18,1194,101,146,115,0,70,5.0
Eric Gray,99143,HB,NYG,14,14,1,21,1,6,82,10,11,24,0,31,2.2
Dak Prescott,10769,QB,DAL,8,13,5,9,4,22,0,0,0,7,1,54,4.2
Mike Boone,31615,HB,CAR,5,13,3,5,0,9,-2,1,3,14,0,51,3.9
Terrell Jennings,102408,HB,NE,2,13,0,19,0,7,0,0,2,13,0,33,2.5
Marvin Mims Jr.,122937,WR,DEN,17,13,3,10,1,17,503,39,50,52,0,42,3.2
Clyde Edwards-Helaire,57279,HB,NO,2,13,2,20,0,12,24,3,5,16,0,46,3.5
Jase McClellan,123926,HB,ATL,2,13,2,2,0,8,0,0,0,13,0,32,2.5
Hunter Luepke,91319,FB,DAL,16,12,6,9,0,10,111,12,15,24,0,38,3.2
Derius Davis,78196,WR,LAC,14,12,2,27,0,10,112,13,15,25,0,39,3.3
Tyler Badie,83714,HB,DEN,3,11,4,10,1,43,-2,3,3,14,0,86,7.8
Jake Haener,60596,QB,NO,8,11,0,20,0,9,0,0,0,6,0,22,2.0
Puka Nacua,100632,WR,LA,11,11,2,26,0,9,990,79,103,90,1,46,4.2
Trey Lance,91399,QB,DAL,4,11,3,9,0,11,0,0,0,9,0,41,3.7
Jameson Williams,101701,WR,DET,15,11,5,11,0,15,1001,58,88,69,1,61,5.5
Andy Dalton,6187,QB,CAR,6,11,2,5,2,18,0,0,0,5,0,34,3.1
Alec Ingold,34934,FB,MIA,15,10,6,17,2,6,96,11,11,21,1,17,1.7
Ray-Ray McCloud III,47895,WR,ATL,17,10,3,2,3,20,686,62,81,72,0,79,7.9
J.J. Taylor,25512,HB,HST,4,10,1,13,0,9,0,2,3,12,0,44,4.4
Joe Milton III,82151,QB,NE,1,10,4,19,1,9,0,0,0,8,1,16,1.6
Rasheen Ali,121717,HB,BLT,4,10,2,3,0,9,0,0,2,10,0,31,3.1
Desmond Ridder,55086,QB,LV,5,9,2,23,3,11,0,0,0,3,0,36,4.0
Zay Flowers,97268,WR,BLT,17,9,1,3,0,19,1059,74,112,83,0,56,6.2
Joshua Dobbs,11890,QB,SF,2,9,2,28,2,8,0,0,0,6,2,24,2.7
Joe Flacco,4332,QB,IND,8,9,2,14,4,21,0,0,0,6,0,26,2.9
Kenny Pickett,60515,QB,PHI,5,9,3,24,1,8,0,0,0,6,1,15,1.7
DeeJay Dallas,55632,HB,ARZ,6,9,4,1,0,22,11,3,3,12,0,49,5.4
Tank Dell,78874,WR,HST,14,9,3,13,0,18,667,51,81,60,0,43,4.8
Jonathon Brooks,144721,HB,CAR,3,9,0,5,0,9,23,3,3,12,0,22,2.4
Tre Tucker,101106,WR,LV,17,9,3,23,0,11,539,47,78,56,1,44,4.9
Bo Melton,61610,WR,GB,17,8,4,12,0,16,91,8,16,16,0,54,6.8
Sterling Shepard,10674,WR,TB,14,8,4,30,0,24,334,32,49,40,0,69,8.6
Calvin Ridley,48262,WR,TEN,17,8,3,31,1,19,1017,64,113,72,1,55,6.9
Tyreek Hill,10799,WR,MIA,17,8,2,17,0,16,959,81,121,89,0,53,6.6
Dalvin Cook,11796,HB,DAL,2,8,0,9,0,4,10,1,1,9,0,20,2.5
Tommy DeVito,60545,QB,NYG,3,8,1,21,0,17,0,0,0,4,0,32,4.0
Clayton Tune,77652,QB,ARZ,6,7,2,1,1,2,0,0,0,7,0,-4,-0.6
Michael Penix Jr.,82134,QB,ATL,5,7,1,2,2,5,0,0,0,3,1,11,1.6
Michael Burton,9601,FB,DEN,17,7,3,10,0,3,65,10,10,17,1,8,1.1
Brian Thomas Jr.,146760,WR,JAX,17,6,3,15,0,18,1282,87,129,93,0,48,8.0
Travis Homer,45859,HB,CHI,6,6,2,6,0,6,11,3,3,9,0,23,3.8
MarShawn Lloyd,124247,HB,GB,1,6,0,12,0,5,3,1,1,7,0,15,2.5
Jermar Jefferson,83740,HB,DET,2,6,1,11,0,8,10,1,1,7,0,22,3.7
Aaron Shampklin,148900,HB,PIT,3,6,1,25,0,5,0,0,0,6,0,17,2.8
Rashid Shaheed,63707,WR,NO,6,6,2,20,0,13,349,20,40,26,0,29,4.8
Sione Vaki,158505,HB,DET,10,6,0,11,0,7,37,3,3,9,0,14,2.3
Xavier Legette,99197,WR,CAR,16,6,2,5,0,8,497,49,81,55,0,24,4.0
Tyson Bagent,169628,QB,CHI,4,6,0,6,0,-1,0,0,0,6,0,-7,-1.2
Hendon Hooker,60593,QB,DET,3,5,1,11,0,3,0,0,0,4,0,2,0.4
Chris Collier,142677,HB,LV,3,5,0,23,0,4,-4,1,2,6,0,12,2.4
Jaxon Smith-Njigba,129758,WR,SEA,17,5,1,29,1,8,1130,100,133,105,0,26,5.2
Ashton Dulin,91479,WR,IND,15,5,2,14,0,12,67,2,8,7,0,45,9.0
DJ Turner,47663,WR,LV,12,5,1,23,0,18,158,16,28,21,1,33,6.6
Jacob Kibodi,57427,HB,CLV,1,5,1,8,0,17,15,1,3,6,0,24,4.8
Kyle Juszczyk,7912,FB,SF,17,5,1,28,1,14,200,19,29,24,1,26,5.2
Curtis Samuel,11795,WR,BUF,14,5,0,4,0,7,253,31,44,36,0,14,2.8
Brock Bowers,146715,TE,LV,17,5,2,23,0,12,1194,112,148,117,0,13,2.6
Mecole Hardman Jr.,42683,WR,KC,11,5,2,16,0,20,90,12,14,17,1,62,12.4
Greg Dortch,42237,WR,ARZ,17,5,0,1,2,8,342,37,46,42,0,31,6.2
Malik Nabers,146759,WR,NYG,15,5,1,21,1,4,1204,109,165,114,0,2,0.4
Jonathan Ward,25859,HB,PIT,3,5,1,25,0,7,0,0,0,5,0,22,4.4
Kyle Trask,39987,QB,TB,4,5,0,30,0,0,0,0,0,5,0,-4,-0.8
Malik Washington,97108,WR,MIA,14,5,1,17,0,18,223,26,36,31,1,25,5.0
Tanner McKee,131770,QB,PHI,2,5,1,24,1,2,0,0,0,5,0,-1,-0.2
Blake Watson,84363,HB,DEN,2,4,2,10,0,7,13,1,2,5,0,10,2.5
Mark Andrews,47436,TE,BLT,17,4,3,3,0,2,673,55,69,59,0,5,1.3
Josh Johnson,4474,QB,BLT,6,4,0,3,0,2,0,0,0,4,0,1,0.3
Devin Duvernay,40006,WR,JAX,12,4,1,15,0,4,79,11,16,15,0,3,0.8
Jalen McMillan,131905,WR,TB,13,4,3,30,0,17,461,37,58,41,0,43,10.8
Tony Jones Jr.,40498,HB,ARZ,1,4,1,1,0,46,0,0,0,4,1,55,13.8
Christian Watson,66581,WR,GB,15,4,1,12,1,14,620,29,51,33,0,23,5.8
Jarrett Stidham,13725,QB,DEN,3,4,1,10,0,8,0,0,0,3,0,5,1.3
Adonai Mitchell,146712,WR,IND,17,4,1,14,2,10,312,23,51,27,0,6,1.5
Jaylen Waddle,84088,WR,MIA,15,4,1,17,0,6,744,58,83,62,0,12,3.0
Xavier Smith,102585,WR,LA,9,4,1,26,0,24,6,2,2,6,0,36,9.0
Stefon Diggs,9579,WR,HST,8,3,1,13,0,6,496,47,62,49,1,8,2.7
Jalen Reagor,61697,WR,LAC,8,3,0,27,1,1,100,7,11,10,0,-3,-1.0
Davis Mills,52269,QB,HST,4,3,1,13,0,9,0,0,0,2,0,11,3.7
George Holani,72154,HB,SEA,2,3,1,29,0,8,-1,1,1,4,0,10,3.3
Rome Odunze,73774,WR,CHI,17,3,1,6,2,8,734,54,96,57,0,15,5.0
Dyami Brown,77986,WR,WAS,16,3,1,32,1,14,308,30,38,33,0,26,8.7
Myles Gaskin,45914,HB,MIN,2,3,0,18,0,2,11,1,1,4,0,-1,-0.3
Reggie Gilliam,40951,FB,BUF,14,3,1,4,0,4,0,0,0,3,0,7,2.3
Darrynton Evans,40692,HB,CHI,1,3,0,6,0,4,0,0,0,3,0,3,1.0
Velus Jones Jr.,40573,HB,CAR,2,3,1,5,0,6,8,1,1,4,0,11,3.7
Ja'Marr Chase,84270,WR,CIN,17,3,2,7,0,14,1708,127,171,130,0,32,10.7
Jalen Nailor,84292,WR,MIN,17,3,1,18,0,3,414,28,42,31,0,-4,-1.3
Tim Boyle,21956,QB,NYG,3,3,1,21,0,6,0,0,0,1,0,9,3.0
Tyrion Davis-Price,99169,HB,PHI,1,3,0,24,0,5,0,0,0,3,0,7,2.3
Ricky Pearsall,100660,WR,SF,11,3,1,28,0,39,400,31,44,33,0,45,15.0
Nick Mullens,12282,QB,MIN,4,3,0,18,0,0,0,0,0,3,0,-2,-0.7
Wan'Dale Robinson,101735,WR,NYG,17,3,1,21,0,14,699,93,132,96,0,18,6.0
Tucker Kraft,104034,TE,GB,17,3,3,12,1,2,707,50,65,53,0,6,2.0
Demario Douglas,104155,WR,NE,17,3,0,19,1,9,621,66,84,69,0,16,5.3
Jordan Addison,123000,WR,MIN,15,3,1,18,0,9,875,63,92,66,1,20,6.7
Quentin Johnston,123085,WR,LAC,15,3,0,27,0,4,711,55,88,58,0,6,2.0
Brandon Allen,10835,QB,SF,3,3,0,28,2,6,0,0,0,2,0,4,1.3
Carson Wentz,10636,QB,KC,3,3,0,16,0,2,0,0,0,2,0,0,0.0
Brandin Cooks,8655,WR,DAL,10,3,0,9,0,5,259,26,50,29,0,-3,-1.0
Tyrod Taylor,6332,QB,NYJ,2,3,0,22,1,7,0,0,0,1,0,13,4.3
Tyreik McAllister,156153,WR,LV,1,2,1,23,0,10,0,0,0,2,0,11,5.5
Bailey Zappe,60396,QB,CLV,1,2,0,8,0,3,0,0,0,1,0,2,1.0
Taylor Heinicke,9896,QB,LAC,4,2,1,27,0,12,0,0,0,0,0,20,10.0
Jonnu Smith,11855,TE,MIA,17,2,0,17,2,0,886,88,109,90,0,-1,-0.5
Amon-Ra St. Brown,84470,WR,DET,17,2,1,11,1,10,1263,115,138,117,0,6,3.0
Ainias Smith,99207,WR,PHI,7,2,1,24,0,4,41,7,9,9,0,6,3.0
Cooper Kupp,11824,WR,LA,12,2,1,26,1,9,710,67,97,69,0,10,5.0
Jimmy Garoppolo,8697,QB,LA,1,2,0,26,0,5,0,0,0,1,0,5,2.5
Kameron Johnson,165866,WR,TB,4,2,1,30,0,11,0,0,1,2,0,11,5.5
Jake Browning,46401,QB,CIN,3,2,0,7,0,-1,0,0,0,2,0,-2,-1.0
Khalil Shakir,84140,WR,BUF,15,2,0,4,1,2,821,76,95,78,0,4,2.0
Malachi Corley,66272,WR,NYJ,7,2,1,22,1,18,16,3,6,5,0,26,13.0
Treylon Burks,99218,WR,TEN,5,2,0,31,0,6,34,4,8,6,0,1,0.5
C.J. Ham,11347,FB,MIN,17,2,1,18,1,8,35,5,6,7,1,10,5.0
Jakobi Meyers,47468,WR,LV,15,2,1,23,0,20,1027,87,126,89,0,23,11.5
Troy Franklin,146567,WR,DEN,16,2,0,10,0,5,263,28,49,30,0,8,4.0
Kalif Raymond,11028,WR,DET,12,2,1,11,0,12,215,17,21,19,0,0,0.0
Josh Downs,122832,WR,IND,14,1,1,14,0,13,803,72,102,73,0,12,12.0
Garrett Wilson,97405,WR,NYJ,17,2,1,22,2,5,1104,101,152,103,0,5,2.5
Ke'Shawn Vaughn,45866,HB,SF,1,2,0,28,0,3,0,0,0,2,0,4,2.0
Tutu Atwell,77965,WR,LA,17,2,0,26,0,7,562,42,61,44,0,7,3.5
Terry McLaurin,48229,WR,WAS,17,2,0,32,1,2,1096,82,115,84,0,2,1.0
Jordan Whittington,97623,WR,LA,14,2,2,26,0,7,293,22,28,24,0,12,6.0
George Pickens,99229,WR,PIT,14,2,0,25,1,4,900,59,100,61,0,-6,-3.0
Diontae Johnson,33441,WR,HST,12,2,1,13,0,4,375,33,66,35,0,6,3.0
Jonathan Mingo,97774,WR,DAL,17,2,0,9,1,3,167,17,42,19,0,5,2.5
Kadarius Toney,61245,WR,CLV,3,2,0,8,0,3,0,0,1,2,0,-4,-2.0
Deven Thompkins,84480,WR,CAR,7,2,0,5,0,9,20,4,4,6,0,7,3.5
Darius Slayton,25578,WR,NYG,16,2,1,21,0,11,573,39,70,41,0,17,8.5
Cody Schrader,157177,HB,LA,1,1,0,26,0,3,6,1,1,2,0,3,3.0
Marquez Valdes-Scantling,47809,WR,NO,14,1,0,20,0,4,411,19,41,20,0,4,4.0
Tyler Boyd,10689,WR,TEN,16,1,1,31,1,3,390,39,56,40,0,3,3.0
British Brooks,77714,FB,HST,2,1,0,13,0,2,0,0,0,1,0,2,2.0
Ashtyn Davis,49560,S,NYJ,1,1,1,22,0,21,0,0,0,1,0,21,21.0
Jermaine Jackson,141559,WR,NO,2,1,0,20,0,-1,0,0,0,1,0,-1,-1.0
Trey McBride,75916,TE,ARZ,16,1,1,1,0,2,1146,111,139,112,1,2,2.0
Tavierre Thomas,66931,S,TB,1,1,0,30,0,-2,0,0,0,1,0,-2,-2.0
Tanner Hudson,66924,TE,CIN,11,1,1,7,1,1,154,19,23,20,0,1,1.0
Julian Love,51081,S,SEA,1,1,1,29,0,2,0,0,0,1,0,2,2.0
Keon Coleman,144949,WR,BUF,13,1,0,4,0,9,556,29,56,30,0,9,9.0
Travis Kelce,7844,TE,KC,16,1,0,16,2,1,823,97,131,98,0,1,1.0
Marcus Jones,55717,CB,NE,3,1,0,19,0,5,18,1,1,2,0,5,5.0
Jaden Hicks,146512,S,KC,1,1,0,16,0,1,0,0,0,1,0,1,1.0
