player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Kevorian Barnes,145514,HB,UTSA,2,50,10,331,0,53,21,2,3,52,1,308,6.2
Donovan Edwards,144917,HB,MICHIGAN,2,48,8,222,1,60,12,2,5,50,1,304,6.3
Deuce Vaughn,122624,HB,KANSAS ST,2,47,6,199,0,88,30,2,6,49,2,261,5.6
Sieh Bangura,145886,HB,OHIO,2,45,11,259,0,40,31,8,9,53,2,194,4.3
Jordan Mims,57209,HB,FRESNO ST,2,43,19,169,0,48,32,5,5,48,4,292,6.8
Kimani Vidal,123727,HB,TROY,2,41,8,318,0,22,12,3,3,44,1,125,3.0
Tyjae Spears,97195,HB,TULANE,2,39,13,319,2,62,17,2,5,41,5,404,10.4
Elijah Green,122836,HB,N CAROLINA,2,38,9,245,0,11,18,3,3,41,0,115,3.0
Austin Jones,97183,HB,USC,2,37,4,326,0,10,60,8,9,45,0,96,2.6
Ikaika Ragsdale,73289,HB,N TEXAS,2,37,15,251,0,56,26,4,4,41,3,204,5.5
Brad Roberts,125398,HB,AIR FORCE,1,37,8,101,0,11,0,0,0,37,2,116,3.1
Emari Demercado,77763,HB,TCU,3,35,9,305,1,69,-4,2,2,37,1,236,6.7
Ashton Jeanty,157196,HB,BOISE ST,2,35,9,120,0,34,7,2,2,37,1,210,6.0
Max Duggan,99470,QB,TCU,3,35,14,305,0,40,0,0,0,24,4,181,5.2
Dequan Finn,97804,QB,TOLEDO,2,33,7,316,1,17,0,0,0,17,1,137,4.2
Jacquez Stuart,97125,HB,TOLEDO,2,32,11,316,0,48,-6,1,2,33,1,204,6.4
Isaiah Bowser,66123,HB,UCF,2,31,13,323,0,10,28,2,2,33,3,124,4.0
Devin Mockobee,145111,HB,PURDUE,2,30,6,273,0,25,57,9,13,39,1,119,4.0
Maurice Turner,156329,HB,LOUISVILLE,1,29,10,210,0,48,0,0,1,29,0,159,5.5
Tajay Ahmed,97622,HB,BUFFALO,1,27,8,126,0,11,17,2,3,29,1,98,3.6
Kenny McIntosh,99158,HB,GEORGIA,3,27,9,173,1,52,67,8,10,35,2,175,6.5
Jovantae Barnes,158085,HB,OKLAHOMA,1,27,8,261,0,12,0,0,0,27,1,108,4.0
Ja'Quinden Jackson,123119,HB,UTAH,2,26,8,328,0,53,8,1,1,27,3,186,7.2
Ayo Adeyi,145320,HB,N TEXAS,2,26,5,251,1,17,0,0,0,26,0,116,4.5
Will Shipley,144138,HB,CLEMSON,2,25,8,140,0,13,42,7,10,32,1,95,3.8
Kendre Miller,123091,HB,TCU,2,25,7,305,1,21,1,2,4,27,1,139,5.6
Rodney Hammond Jr.,144024,HB,PITTSBURGH,1,25,6,268,0,20,8,1,1,26,2,92,3.7
Samson Evans,84228,HB,E MICHIGAN,1,25,8,160,0,13,10,1,1,26,2,82,3.3
Daijun Edwards,124021,HB,GEORGIA,3,25,6,173,0,28,21,3,5,28,0,165,6.6
Micah Kelly,97099,HB,TOLEDO,2,24,4,316,0,16,2,1,1,25,0,75,3.1
