player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Will Rogers,124184,QB,MISS STATE,12,630,74.4,469,235,227,8,106.5,28,35,4402,7.0
Bailey Zappe,60396,QB,W KENTUCKY,12,584,69.5,406,247,346,9,118.5,11,52,4941,8.5
Carson Strong,83524,QB,NEVADA,12,527,69.6,367,193,239,8,109.7,39,36,4192,8.0
Brennan Armstrong,77696,QB,VIRGINIA,11,502,64.7,325,226,335,10,105.1,36,31,4429,8.8
Kenny Pickett,60515,QB,PITTSBURGH,12,466,67.4,314,203,268,7,116.8,27,40,4055,8.7
Taulia Tagovailoa,97271,QB,MARYLAND,12,454,67.6,307,159,215,11,98.8,23,24,3577,7.9
Tanner Mordecai,77656,QB,SMU,12,453,67.5,306,182,287,11,110.3,19,39,3623,8.0
Jake Haener,60596,QB,FRESNO ST,12,449,67.7,304,181,169,9,109.3,24,32,3812,8.5
Devin Leary,77628,QB,NC STATE,12,430,65.6,282,166,248,5,112.3,26,35,3435,8.0
Sam Hartman,77618,QB,WAKE,12,423,60.3,255,192,339,10,105.8,28,34,3714,8.8
Bryce Young,123943,QB,ALABAMA,12,421,68.4,288,188,103,4,125.4,30,40,3898,9.3
Grant Wells,97784,QB,MARSHALL,12,420,66.7,280,144,214,12,92.3,14,16,3416,8.1
Holton Ahlers,77651,QB,E CAROLINA,12,417,61.4,256,153,156,10,88.8,35,18,3123,7.5
Hank Bachmeier,101284,QB,BOISE ST,12,404,62.4,252,151,120,8,94.0,24,20,3070,7.6
Sean Clifford,51708,QB,PENN STATE,12,398,62.1,247,148,266,6,94.8,32,20,2912,7.3
C.J. Stroud,129759,QB,OHIO STATE,11,396,70.7,280,185,260,5,128.4,12,38,3862,9.8
Matt McDonald,60350,QB,BOWL GREEN,12,395,60.0,237,115,122,7,81.7,42,12,2552,6.5
Seth Henigan,144267,QB,MEMPHIS,11,394,59.4,234,152,218,8,99.3,25,25,3316,8.4
Aidan O'Connell,60516,QB,PURDUE,11,392,73.5,288,172,273,8,108.1,17,23,3175,8.1
Jarret Doege,60353,QB,W VIRGINIA,12,390,65.1,254,141,343,11,92.0,30,19,2917,7.5
Matt Corral,83517,QB,OLE MISS,12,386,67.1,259,166,226,4,107.0,18,20,3341,8.7
Todd Centeio,60552,QB,COLO STATE,12,383,60.1,230,163,144,10,86.5,28,15,2956,7.7
Connor Bazelak,99135,QB,MISSOURI,11,379,64.9,246,123,229,11,86.2,12,16,2553,6.7
Davis Brin,77642,QB,TULSA,12,379,58.8,223,135,320,16,80.1,25,16,2956,7.8
Logan Bonner,39990,QB,UTAH ST,12,379,60.7,230,157,329,10,105.7,21,32,3265,8.6
Ben Bryant,77655,QB,E MICHIGAN,12,375,68.8,258,150,160,6,97.7,41,14,2923,7.8
Max Johnson,124099,QB,LSU,12,374,59.9,224,136,211,6,100.7,32,27,2809,7.5
Brock Purdy,77672,QB,IOWA STATE,12,370,72.7,269,159,193,7,104.7,21,18,2996,8.1
Drew Plitt,39879,QB,BALL ST,12,366,60.4,221,121,117,5,87.8,22,17,2246,6.1
Dylan Morris,100570,QB,WASHINGTON,11,363,60.6,220,116,340,12,79.9,21,14,2458,6.8
