player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Carson Beck,124010,QB,MIAMI FL,3,96,63.5,61,37,220,2,87.9,6,4,638,6.6
Fernando Mendoza,158323,QB,INDIANA,4,86,72.1,62,46,190,1,129.9,10,9,778,9.0
Trinidad Chambliss,178723,QB,OLE MISS,2,86,61.6,53,29,226,0,96.0,1,3,639,7.4
Drew Mestemaker,190616,QB,N TEXAS,2,82,58.5,48,31,251,5,73.4,5,5,544,6.6
Chandler Morris,122938,QB,VIRGINIA,2,79,58.2,46,23,335,2,70.3,1,2,414,5.2
Darian Mensah,169984,QB,DUKE,2,77,63.6,49,22,154,2,98.5,4,6,521,6.8
Dante Moore,173983,QB,OREGON,2,73,68.5,50,27,264,2,86.5,6,2,519,7.1
Anthony Colandrea,170131,QB,UNLV,2,68,54.4,37,26,325,1,71.3,4,1,409,6.0
Amari Odom,178686,QB,KENNESAW,2,68,64.7,44,18,200,2,81.4,10,2,455,6.7
Behren Morton,144747,QB,TEXAS TECH,2,65,58.5,38,13,315,2,70.8,6,2,352,5.4
Bear Bachmeier,203434,QB,BYU,2,65,66.2,43,22,128,3,71.1,2,1,436,6.7
Julian Sayin,183708,QB,OHIO STATE,2,64,67.2,43,27,260,3,84.4,10,2,545,8.5
Gunner Stockton,157072,QB,GEORGIA,2,57,66.7,38,22,173,0,108.2,3,4,371,6.5
Ty Simpson,157008,QB,ALABAMA,2,55,56.4,31,13,103,1,68.7,3,1,279,5.1
Tad Hudson,170107,QB,COAST CAR,1,50,50.0,25,12,141,2,66.3,1,2,311,6.2
Braylon Braxton,144442,QB,SO MISS,1,47,51.1,24,16,296,1,66.1,2,1,262,5.6
Maddux Madsen,163379,QB,BOISE ST,2,47,51.1,24,15,120,2,78.3,2,3,340,7.2
Micah Alejado,184162,QB,HAWAII,1,46,69.6,32,17,180,0,106.6,0,3,274,6.0
Zevi Eckhaus,148535,QB,WASH STATE,1,44,59.1,26,18,341,3,77.3,2,3,334,7.6
Noah Fifita,158722,QB,ARIZONA,1,43,65.1,28,17,109,1,95.6,1,3,265,6.2
Bryce Underwood,198795,QB,MICHIGAN,1,42,54.8,23,11,222,3,53.6,3,2,199,4.7
Haynes King,124329,QB,GA TECH,1,41,53.7,22,15,176,1,78.3,0,2,250,6.1
Caden Creel,170414,QB,JVILLE ST,2,41,63.4,26,19,196,1,80.2,7,1,269,6.6
Ken Seals,124359,QB,TCU,1,40,72.5,29,14,305,1,87.3,3,1,258,6.5
Thomas Gotkowski,184081,QB,MIAMI OH,2,40,32.5,13,10,221,1,35.8,4,0,164,4.1
Mason Heintschel,199088,QB,PITTSBURGH,1,40,62.5,25,17,268,1,78.8,4,1,256,6.4
Cade Klubnik,156253,QB,CLEMSON,1,39,56.4,22,8,140,0,69.7,4,0,193,4.9
Goose Crowder,144781,QB,TROY,2,39,46.2,18,10,318,0,62.9,5,0,209,5.4
Diego Pavia,156927,QB,VANDERBILT,1,39,64.1,25,17,333,0,109.7,4,2,347,8.9
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,39,71.8,28,19,130,0,106.4,1,1,336,8.6
Jeff Sims,122496,QB,ARIZONA ST,1,38,71.1,27,15,110,1,117.8,0,3,375,9.9
Conner Weigman,158683,QB,HOUSTON,1,37,75.7,28,19,182,0,127.1,0,4,230,6.2
Lunch Winfield,176367,QB,LA LAFAYET,1,36,58.3,21,12,207,1,75.1,2,1,231,6.4
Arch Manning,173162,QB,TEXAS,1,35,60.0,21,13,311,0,97.4,0,2,221,6.3
Jacob Clark,101628,QB,MO STATE,1,35,71.4,25,14,230,0,141.3,9,4,349,10.0
Ethan Grunkemeyer,183606,QB,PENN STATE,1,34,67.6,23,10,266,0,109.9,2,2,260,7.6
Luke Altmyer,146802,QB,ILLINOIS,1,33,60.6,20,12,187,0,87.4,1,1,196,5.9
Devon Dampier,171556,QB,UTAH,1,32,59.4,19,15,328,0,112.8,0,2,310,9.7
Kevin Jennings,158272,QB,SMU,1,32,65.6,21,12,287,3,53.9,0,0,278,8.7
Broc Lowry,173383,QB,W MICHIGAN,2,32,62.5,20,15,347,1,92.1,2,2,231,7.2
Robby Ashford,131702,QB,WAKE,1,32,59.4,19,13,339,1,109.0,1,3,301,9.4
Jaylen Raynor,172203,QB,ARK STATE,1,31,54.8,17,10,113,0,118.8,2,3,288,9.3
Joe Pesansky,149434,QB,FIU,1,31,35.5,11,8,166,1,53.4,3,2,102,3.3
Preston Stone,124716,QB,NWESTERN,1,31,61.3,19,10,256,0,115.8,1,3,226,7.3
Jayden Maiava,158135,QB,USC,1,30,60.0,18,11,326,2,74.3,0,1,280,9.3
Nick Minicucci,173617,QB,DELAWARE,1,30,63.3,19,9,151,0,90.4,2,1,176,5.9
Tucker Kilcrease,156863,QB,TROY,2,29,44.8,13,9,318,2,28.4,8,0,123,4.2
Kyle Crum,158784,QB,S DIEGO ST,1,29,48.3,14,8,284,2,49.4,1,1,169,5.8
Owen McCown,157688,QB,UTSA,1,28,64.3,18,15,331,0,135.3,3,3,295,10.5
TJ Lateef,199810,QB,NEBRASKA,1,28,53.6,15,8,238,1,70.8,6,1,182,6.5
Gaston Moore,123756,QB,USF,1,28,75.0,21,9,327,2,81.8,3,1,236,8.4
Kalieb Osborne,184132,QB,TOLEDO,1,28,60.7,17,12,316,0,89.4,4,1,167,6.0
