player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Drake Lindsey,184727,QB,MINNESOTA,1,28,64.3,18,6,225,0,101.3,3,2,147,5.3
Max Cutforth,176220,QB,BOISE ST,1,27,55.6,15,9,120,3,52.3,2,1,202,7.5
CJ Bailey,183349,QB,NC STATE,1,27,51.9,14,9,248,0,104.1,2,2,221,8.2
Michael Van Buren Jr.,184764,QB,LSU,1,26,61.5,16,13,211,0,134.6,4,3,267,10.3
Alonza Barnett III,156710,QB,JAMES MAD,1,25,40.0,10,6,197,1,47.6,3,1,93,3.7
Joe Labas,144847,QB,C MICHIGAN,1,25,84.0,21,11,134,0,109.7,4,1,178,7.1
Quinn Henicle,190064,QB,DOMINION,1,25,44.0,11,9,263,0,59.9,4,0,127,5.1
JC French IV,162521,QB,GA SOUTHRN,1,25,72.0,18,11,174,0,103.9,1,1,171,6.8
Brad Jackson,184354,QB,TEXAS ST,1,25,68.0,17,10,314,0,127.2,3,3,173,6.9
Jack Layne,158966,QB,NEW MEXICO,1,25,56.0,14,5,241,1,46.6,4,0,87,3.5
Miller Moss,70727,QB,LOUISVILLE,1,24,66.7,16,8,210,0,112.0,2,2,153,6.4
Demond Williams Jr.,183648,QB,WASHINGTON,1,24,62.5,15,12,340,0,129.7,4,4,207,8.6
Brendon Lewis,131687,QB,MEMPHIS,1,24,54.2,13,6,218,1,61.8,1,1,104,4.3
E.J. Warner,156185,QB,FRESNO ST,1,23,65.2,15,10,169,0,110.6,1,1,219,9.5
Matthew Wilson,184618,QB,APP STATE,1,22,54.5,12,8,108,2,33.9,0,0,128,5.8
Matt Zollers,198887,QB,MISSOURI,1,22,54.5,12,7,229,1,47.7,0,0,101,4.6
Mark Gronowski,138303,QB,IOWA,1,22,72.7,16,11,192,1,114.2,2,2,212,9.6
Kamario Taylor,198868,QB,MISS STATE,1,22,59.1,13,10,227,0,112.1,3,1,241,11.0
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,21,42.9,9,3,346,1,31.6,1,0,69,3.3
Bryson Barnes,131845,QB,UTAH ST,1,21,42.9,9,4,329,1,41.0,4,0,116,5.5
Jake Retzlaff,70874,QB,TULANE,1,21,61.9,13,9,319,0,82.4,0,0,145,6.9
Henry Hesson,145798,QB,MIAMI OH,1,20,35.0,7,6,221,0,70.2,3,1,107,5.4
Trey Kukuk,198675,QB,LA TECH,1,19,47.4,9,5,208,1,62.2,2,1,114,6.0
Maverick McIvor,99476,QB,W KENTUCKY,1,19,63.2,12,8,346,1,75.8,1,0,196,10.3
Joey Aguilar,174978,QB,TENNESSEE,1,18,77.8,14,11,307,0,94.7,4,0,121,6.7
Chaston Ditta,198345,QB,E CAROLINA,1,17,47.1,8,4,156,0,123.9,3,2,177,10.4
K'saan Farrar,198321,QB,UCONN,1,17,64.7,11,5,146,0,76.6,3,0,84,4.9
Austin Mack,171934,QB,ALABAMA,1,16,68.8,11,6,103,0,86.2,3,0,103,6.4
Blake Horvath,162555,QB,NAVY,1,15,60.0,9,5,237,0,121.7,0,2,108,7.2
Brady Lichtenberg,144226,QB,CINCINNATI,1,15,66.7,10,4,138,1,73.8,1,1,78,5.2
Parker Navarro,123758,QB,OHIO,1,15,73.3,11,6,259,1,75.1,1,0,143,9.5
Keyone Jenkins,170403,QB,FIU,1,14,50.0,7,3,166,1,28.6,0,0,49,3.5
Locklan Hewlett,199429,QB,USF,1,12,58.3,7,1,327,1,31.6,1,0,45,3.8
Patrick Crayton Jr.,204285,QB,RICE,1,10,40.0,4,3,275,1,58.3,2,1,70,7.0
Lucas Scheerhorn,190304,QB,RICE,1,9,66.7,6,1,275,0,70.1,2,0,16,1.8
Cale Hellums,170981,QB,ARMY,1,8,87.5,7,7,114,0,158.3,1,1,108,13.5
Bert Emanuel Jr.,158581,QB,S DIEGO ST,1,7,57.1,4,4,284,0,71.7,0,0,37,5.3
Noah Gillon,198101,QB,APP STATE,1,7,57.1,4,3,108,2,48.2,0,0,64,9.1
AJ Hill,198754,QB,MEMPHIS,1,7,85.7,6,1,218,0,95.2,1,0,48,6.9
Jacob Conover,70963,QB,UTAH ST,1,6,83.3,5,4,329,0,158.3,0,2,78,13.0
Luke Kromenhoek,183305,QB,MISS STATE,1,5,60.0,3,1,227,0,96.3,2,0,53,10.6
Samaj Jones,183797,QB,CINCINNATI,1,5,40.0,2,2,138,0,51.3,0,0,19,3.8
Clayton Dees,183928,QB,FIU,1,4,75.0,3,1,166,0,90.6,1,0,25,6.3
Ryan Boe,190878,QB,NWESTERN,1,4,25.0,1,1,256,1,0.0,0,0,10,2.5
James Laubstein,190465,QB,NEW MEXICO,1,4,50.0,2,2,241,0,61.5,0,0,17,4.3
Kai Horton,144418,QB,WASHINGTON,1,3,33.3,1,1,340,0,43.8,1,0,10,3.3
Julian Dugger,183269,QB,WASH STATE,1,3,66.7,2,2,341,0,109.7,0,0,39,13.0
Luke Weaver,198494,QB,HAWAII,1,3,66.7,2,1,180,0,136.1,0,1,28,9.3
Quinton Jackson,163001,HB,RICE,1,3,100.0,3,1,275,0,79.2,0,0,8,2.7
Arrington Maiden,184715,QB,MEMPHIS,1,2,0.0,0,0,218,0,39.6,0,0,0,0.0
Walker Howard,157112,QB,LA LAFAYET,1,2,0.0,0,0,207,0,39.6,0,0,0,0.0
Brandon Tennison,174109,QB,UTSA,1,2,0.0,0,1,331,0,39.6,0,0,0,0.0
Parker Kingston,163251,WR,BYU,2,2,50.0,1,1,128,0,89.6,0,0,22,11.0
Ashton Gray,190611,HB,N TEXAS,1,1,0.0,0,0,251,0,39.6,0,0,0,0.0
Hank Beatty,158198,WR,ILLINOIS,1,1,0.0,0,0,187,0,39.6,0,0,0,0.0
Chase Leon,192324,P,USF,1,1,0.0,0,0,327,1,0.0,0,0,0,0.0
Grant Page,157692,WR,SO MISS,1,1,0.0,0,0,296,0,39.6,0,0,0,0.0
James Ferguson-Reynolds,157204,P,OREGON,1,1,100.0,1,1,264,0,112.5,0,0,11,11.0
Brett Brown,157166,QB,MISSOURI,1,1,0.0,0,0,229,0,39.6,0,0,0,0.0
Landon Roldan,198479,WR,GEORGIA,1,1,100.0,1,1,173,0,118.8,0,0,16,16.0
Weston Bryan,207846,QB,GA SOUTHRN,1,1,0.0,0,0,174,0,39.6,0,0,0,0.0
Sam Vander Haar,156357,P,BYU,1,1,0.0,0,0,128,0,39.6,0,0,0,0.0
Jack Smith,156227,P,CLEMSON,1,1,0.0,0,0,140,0,39.6,0,0,0,0.0
Gavin Wimsatt,155757,QB,JVILLE ST,1,1,0.0,0,0,196,0,39.6,0,0,0,0.0
Ryan Huff,199073,QB,DOMINION,1,1,0.0,0,0,263,0,39.6,0,0,0,0.0
Liam Clifford,145089,WR,PENN STATE,1,1,0.0,0,0,266,0,39.6,0,0,0,0.0
Enoch Nawahine,97303,HB,BYU,1,1,100.0,1,0,128,0,83.3,0,0,4,4.0
Cade Cunningham,145264,QB,JVILLE ST,1,1,0.0,0,0,196,0,39.6,0,0,0,0.0
Semaj Morgan,174043,WR,MICHIGAN,1,1,0.0,0,0,222,0,39.6,0,0,0,0.0
Beau Sparks,173021,WR,TEXAS ST,1,1,100.0,1,1,314,0,118.8,0,0,22,22.0
Lex Thomas,170381,QB,NC STATE,1,1,0.0,0,0,248,0,39.6,0,0,0,0.0
Brandon Inniss,170255,WR,OHIO STATE,1,1,100.0,1,0,260,0,91.7,0,0,6,6.0
Angel Flores,164493,QB,C MICHIGAN,1,1,0.0,0,0,134,1,0.0,1,0,0,0.0
Dillon Bell,163734,WR,GEORGIA,1,1,0.0,0,0,173,0,39.6,0,0,0,0.0
Daniel Hill,184536,HB,ALABAMA,1,1,100.0,1,0,103,0,79.2,0,0,0,0.0
Dewayne Coleman,163179,QB,ARMY,1,1,0.0,0,0,114,0,39.6,0,0,0,0.0
Cameron Flowers,188745,WR,W KENTUCKY,1,1,100.0,1,0,346,0,79.2,0,0,3,3.0
Denzel Boston,162481,WR,WASHINGTON,1,1,100.0,1,0,340,0,79.2,0,0,3,3.0
Justus Savage,189806,HB,JVILLE ST,1,1,0.0,0,0,196,0,39.6,0,0,0,0.0
AJ Wilson,161436,WR,UTSA,1,1,0.0,0,0,331,0,39.6,0,0,0,0.0
Dalen Cobb,158341,WR,GA SOUTHRN,1,1,0.0,0,0,174,1,0.0,0,0,0,0.0
