player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Mason Rudolph,46569,QB,PIT,3,39,66.7,26,13,25,0,98.2,1,2,220,5.6
Jacob Eason,46444,QB,SEA,2,39,48.7,19,10,29,1,47.8,1,0,148,3.8
Geno Smith,7820,QB,SEA,3,39,59.0,23,12,29,0,78.6,4,0,256,6.6
Nate Sudfeld,10821,QB,SF,3,38,68.4,26,12,28,1,93.5,3,2,254,6.7
Brandon Allen,10835,QB,CIN,3,38,73.7,28,10,7,0,92.4,4,0,264,6.9
Jake Luton,17287,QB,JAX,2,38,57.9,22,8,15,1,59.8,4,0,186,4.9
Gardner Minshew,41401,QB,PHI,3,38,73.7,28,13,24,0,93.2,1,0,271,7.1
Trevor Siemian,9683,QB,CHI,3,36,55.6,20,13,6,0,98.3,3,3,191,5.3
Tyler Huntley,46448,QB,BLT,3,36,86.1,31,15,3,0,115.6,2,2,263,7.3
Kenny Pickett,60515,QB,PIT,3,36,80.6,29,15,25,0,124.7,2,3,261,7.3
Tyrod Taylor,6332,QB,NYG,3,36,61.1,22,10,21,1,73.3,2,1,195,5.4
Mitch Trubisky,11757,QB,PIT,3,34,70.6,24,11,25,0,115.2,3,2,283,8.3
Trevor Lawrence,77632,QB,JAX,2,33,60.6,20,15,15,0,91.5,1,1,228,6.9
Chris Streveler,46440,QB,NYJ,3,33,72.7,24,19,22,1,124.6,0,5,277,8.4
Josh Rosen,35460,QB,CLV,3,33,51.5,17,8,8,0,68.5,0,0,186,5.6
Will Grier,38265,QB,DAL,2,32,56.3,18,12,9,0,94.0,4,2,186,5.8
Cooper Rush,12324,QB,DAL,3,31,54.8,17,8,9,1,52.6,1,0,136,4.4
Davis Mills,52269,QB,HST,3,30,63.3,19,9,13,1,86.5,4,2,168,5.6
Justin Fields,82118,QB,CHI,3,30,76.7,23,15,6,0,133.1,2,3,243,8.1
Teddy Bridgewater,8667,QB,MIA,2,30,46.7,14,10,17,0,68.6,1,0,199,6.6
Jeff Driskel,10841,QB,HST,3,30,63.3,19,10,13,3,73.9,1,3,182,6.1
Jarrett Guarantano,40771,QB,ARZ,3,30,56.7,17,11,1,0,114.9,4,3,232,7.7
Nick Mullens,12282,QB,MIN,3,29,72.4,21,8,18,0,103.4,2,1,205,7.1
Sam Ehlinger,60555,QB,IND,3,29,82.8,24,14,14,0,147.8,5,4,289,10.0
Ben DiNucci,34311,QB,DAL,3,27,59.3,16,12,9,0,104.1,1,2,181,6.7
Patrick Mahomes,11765,QB,KC,2,26,69.2,18,13,16,0,133.8,0,3,222,8.5
Daniel Jones,39395,QB,NYG,2,26,76.9,20,13,21,1,79.8,1,0,185,7.1
Kyle Sloter,12180,QB,JAX,1,25,52.0,13,6,15,0,79.9,1,1,127,5.1
Matt Corral,83517,QB,CAR,2,24,41.7,10,5,5,0,49.3,2,0,69,2.9
Nathan Peterman,11926,QB,CHI,3,24,58.3,14,9,6,0,81.6,4,0,178,7.4
Jacoby Brissett,10725,QB,CLV,1,23,56.5,13,6,8,1,50.8,0,0,109,4.7
John Wolford,46454,QB,LA,1,22,63.6,14,6,26,0,82.0,5,0,142,6.5
Nick Foles,7089,QB,IND,3,22,68.2,15,7,14,1,83.9,1,1,152,6.9
Carson Wentz,10636,QB,WAS,2,22,72.7,16,7,32,0,88.8,1,0,138,6.3
Danny Etling,23519,QB,GB,3,22,77.3,17,6,12,0,123.3,3,1,220,10.0
Baker Mayfield,46518,QB,CAR,2,22,59.1,13,7,5,0,107.0,0,2,134,6.1
Taylor Heinicke,9896,QB,WAS,2,21,61.9,13,6,32,1,70.3,0,1,104,5.0
Mac Jones,60323,QB,NE,2,21,61.9,13,7,19,1,60.0,3,0,132,6.3
Jack Coan,60613,QB,IND,3,19,52.6,10,6,14,0,83.4,2,1,91,4.8
Brian Hoyer,5277,QB,NE,3,18,72.2,13,6,19,0,112.3,1,1,136,7.6
Blaine Gabbert,6162,QB,TB,3,17,76.5,13,4,30,0,113.6,0,1,115,6.8
C.J. Beathard,11859,QB,JAX,2,17,58.8,10,5,15,1,47.7,1,0,86,5.1
Matt Ryan,4317,QB,IND,2,17,64.7,11,4,14,0,84.7,2,0,117,6.9
Trey Lance,91399,QB,SF,2,16,68.8,11,3,28,0,116.9,2,1,141,8.8
Dustin Crum,60418,QB,KC,3,15,66.7,10,3,16,0,73.2,4,0,56,3.7
Kyle Allen,26152,QB,HST,2,15,73.3,11,6,13,0,115.1,1,1,107,7.1
Tua Tagovailoa,60326,QB,MIA,2,15,80.0,12,9,17,0,138.6,1,1,179,11.9
Sam Darnold,29048,QB,CAR,2,14,50.0,7,4,5,0,86.9,0,1,65,4.6
Joe Flacco,4332,QB,NYJ,1,12,58.3,7,3,22,1,42.4,0,0,76,6.3
Marcus Mariota,9435,QB,ATL,2,12,66.7,8,8,2,0,137.5,0,1,168,14.0
Andy Dalton,6187,QB,NO,2,10,100.0,10,6,20,0,151.7,0,1,124,12.4
Chad Henne,4371,QB,KC,2,10,60.0,6,3,16,0,65.8,0,0,33,3.3
Drew Plitt,39879,QB,CIN,2,8,87.5,7,4,7,0,154.7,0,1,93,11.6
Tom Brady,698,QB,TB,1,8,75.0,6,2,30,0,87.5,0,0,44,5.5
Feleipe Franks,40217,QB,ATL,2,7,28.6,2,2,2,0,39.6,2,0,8,1.1
Jalen Hurts,40291,QB,PHI,1,6,100.0,6,3,24,0,158.3,1,1,80,13.3
Zach Wilson,82096,QB,NYJ,1,5,60.0,3,2,22,1,31.7,0,0,23,4.6
Deshaun Watson,11767,QB,CLV,1,5,20.0,1,0,8,0,39.6,0,0,7,1.4
Carson Strong,83524,QB,PHI,2,4,25.0,1,1,24,0,39.6,0,0,6,1.5
Jared Goff,10635,QB,DET,1,4,75.0,3,3,11,0,113.5,0,0,47,11.8
Jameis Winston,9434,QB,NO,1,4,100.0,4,3,20,0,118.8,0,0,59,14.8
Josh Allen,46601,QB,BUF,1,3,100.0,3,3,4,0,158.3,0,1,45,15.0
Brett Hundley,9580,QB,BLT,1,2,100.0,2,1,3,0,118.8,2,0,42,21.0
