player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Sam Darnold,29048,QB,MIN,1,8,50.0,4,3,18,0,74.5,0,0,59,7.4
Bryce Young,123943,QB,CAR,1,8,75.0,6,4,5,0,140.6,1,1,70,8.8
Rocky Lombardi,60452,QB,CIN,1,8,50.0,4,3,7,0,60.9,0,0,33,4.1
Joe Burrow,28022,QB,CIN,1,7,71.4,5,3,7,0,131.5,0,1,51,7.3
Max Duggan,99470,QB,LAC,1,7,57.1,4,2,27,0,74.1,1,0,41,5.9
Matt Corral,83517,QB,MIN,2,6,66.7,4,1,18,0,70.1,3,0,13,2.2
Cooper Rush,12324,QB,DAL,2,6,50.0,3,1,9,0,78.5,0,0,50,8.3
Tua Tagovailoa,60326,QB,MIA,1,5,100.0,5,2,17,0,148.8,0,1,51,10.2
Geno Smith,7820,QB,SEA,1,5,80.0,4,3,29,0,157.9,0,1,62,12.4
Joe Flacco,4332,QB,IND,1,5,60.0,3,2,14,0,75.4,0,0,28,5.6
John Rhys Plumlee,97602,QB,PIT,1,4,75.0,3,1,25,0,97.9,0,0,32,8.0
Josh Allen,46601,QB,BUF,1,3,66.7,2,2,4,0,88.2,0,0,22,7.3
Baker Mayfield,46518,QB,TB,1,3,100.0,3,2,30,0,118.8,0,0,54,18.0
Tyrod Taylor,6332,QB,NYJ,1,2,50.0,1,0,22,0,56.3,1,0,-1,-0.5
E.J. Perry,60349,QB,JAX,1,2,100.0,2,1,15,0,79.2,0,0,4,2.0
Jordan Love,40306,QB,GB,1,2,100.0,2,1,12,0,158.3,0,1,63,31.5
Marcus Mariota,9435,QB,WAS,1,1,100.0,1,0,32,0,91.7,0,0,6,6.0
