player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Marcus Carroll,123849,HB,GA STATE,12,271,77,175,3,63,233,24,30,295,13,1344,5.0
Tahj Brooks,123133,HB,TEXAS TECH,12,270,83,315,2,46,73,23,29,293,9,1451,5.4
Kimani Vidal,123727,HB,TROY,12,252,66,318,2,69,197,17,20,269,9,1349,5.4
Cody Schrader,157177,HB,MISSOURI,12,248,74,229,1,52,192,21,25,269,13,1483,6.0
Ollie Gordon II,157792,HB,OKLA STATE,12,245,72,262,2,75,272,33,41,278,20,1580,6.4
Quinshon Judkins,157128,HB,OLE MISS,12,237,65,226,0,40,135,21,24,258,15,1053,4.4
Kay'Ron Lynch-Adams,101643,HB,UMASS,12,235,66,216,2,47,118,20,24,255,12,1154,4.9
Omarion Hampton,162750,HB,N CAROLINA,12,234,74,245,2,68,215,26,29,260,15,1438,6.1
Makhi Hughes,158417,HB,TULANE,12,231,60,319,0,58,59,10,11,241,7,1241,5.4
Frank Gore Jr.,121457,HB,SO MISS,12,229,63,296,3,75,224,27,36,256,10,1119,4.9
Jaydn Ott,158325,HB,CAL,11,229,59,130,3,66,141,21,27,250,11,1257,5.5
Marquez Cooper,130489,HB,BALL ST,12,227,67,117,1,39,164,19,22,246,4,1043,4.6
LeQuint Allen,158290,HB,SYRACUSE,12,224,55,304,1,56,202,38,44,261,9,1069,4.8
Emani Bailey,122630,HB,TCU,12,223,68,305,2,74,184,25,25,248,8,1211,5.4
Kyle Monangai,129891,HB,RUTGERS,12,217,60,278,0,55,61,6,12,223,7,1100,5.1
Bryson Daily,147303,QB,ARMY,11,216,60,114,6,62,0,0,0,205,7,922,4.3
RJ Harvey,99622,HB,UCF,12,210,75,323,2,92,231,17,19,226,16,1303,6.2
Audric Estime,147476,HB,NOTRE DAME,12,209,69,258,1,80,142,17,17,226,18,1341,6.4
Blake Corum,129574,HB,MICHIGAN,12,202,64,222,2,54,72,11,13,213,22,976,4.8
Rasheen Ali,121717,HB,MARSHALL,11,201,50,214,5,61,207,27,38,228,14,1035,5.1
Quinton Cooley,123380,HB,LIBERTY,12,201,64,206,2,60,33,4,6,205,13,1254,6.2
Anthony Watkins,99165,HB,TULSA,12,198,44,320,0,46,57,9,13,207,4,891,4.5
Ismail Mahdi,161419,HB,TEXAS ST,12,197,63,314,3,65,279,19,25,216,10,1196,6.1
Damien Martinez,162437,HB,OREGON ST,12,195,59,265,1,64,126,11,20,206,9,1185,6.1
DJ Giddens,144595,HB,KANSAS ST,12,195,61,199,0,43,289,29,38,224,9,1075,5.5
Corey Kiner,86392,HB,CINCINNATI,12,192,54,138,1,68,49,12,16,204,5,1050,5.5
Jalen Buckley,163158,HB,W MICHIGAN,11,189,50,347,2,75,161,18,24,207,10,998,5.3
Jacory Croskey-Merritt,102382,HB,NEW MEXICO,12,188,70,241,2,55,72,7,8,195,17,1191,6.3
Nate Carter,147376,HB,MICH STATE,12,187,41,223,2,44,103,22,30,209,4,795,4.3
