player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Ashton Jeanty,157196,HB,BOISE ST,12,313,105,120,2,77,102,18,28,331,28,2287,7.3
Marquez Cooper,130489,HB,S DIEGO ST,12,292,68,284,0,47,131,20,24,312,12,1269,4.3
Tahj Brooks,123133,HB,TEXAS TECH,11,287,88,315,2,40,199,28,34,315,17,1512,5.3
Omarion Hampton,162750,HB,N CAROLINA,12,281,81,245,1,75,373,38,43,319,15,1660,5.9
Bryson Daily,147303,QB,ARMY,11,266,105,114,6,42,0,0,1,261,25,1402,5.3
Dylan Sampson,163772,HB,TENNESSEE,13,258,78,307,4,56,143,20,25,278,22,1488,5.8
Kyle Monangai,129891,HB,RUTGERS,11,256,78,278,0,62,75,14,17,270,13,1279,5.0
Cam Skattebo,147787,HB,ARIZONA ST,11,248,86,110,4,50,468,35,40,283,17,1399,5.6
Makhi Hughes,158417,HB,TULANE,12,241,63,319,0,51,158,17,22,258,15,1308,5.4
Kaleb Johnson,156419,HB,IOWA,12,240,71,192,0,75,190,22,25,262,21,1535,6.4
Ahmad Hardy,190013,HB,LA MONROE,12,238,63,209,3,80,72,8,10,246,13,1346,5.7
Tre Stewart,160817,HB,JVILLE ST,12,238,73,196,3,75,132,11,16,249,20,1427,6.0
Anthony Hankerson,157691,HB,OREGON ST,12,231,63,265,3,83,151,27,35,258,15,1078,4.7
RJ Harvey,99622,HB,UCF,12,231,81,323,2,80,267,20,29,251,22,1578,6.8
Demond Claiborne,157523,HB,WAKE,12,229,57,339,0,60,250,22,29,250,11,1053,4.6
Mario Anderson Jr.,169699,HB,MEMPHIS,12,219,75,218,0,53,290,46,53,265,17,1292,5.9
Devin Neal,144558,HB,KANSAS,12,218,73,198,1,54,266,26,31,244,16,1262,5.8
Star'Corius Thomas,156926,HB,DUKE,12,212,43,154,2,44,148,21,23,233,7,876,4.1
LeQuint Allen,158290,HB,SYRACUSE,12,211,52,304,1,30,484,61,72,272,14,903,4.3
Brashard Smith,143951,HB,SMU,13,209,66,287,3,71,299,34,40,243,14,1217,5.8
Jordan James,163295,HB,OREGON,12,206,76,264,0,41,180,21,27,227,13,1167,5.7
DJ Giddens,144595,HB,KANSAS ST,12,206,59,199,2,66,258,20,32,226,7,1343,6.5
Corey Kiner,86392,HB,CINCINNATI,12,204,60,138,3,46,103,15,16,219,4,1147,5.6
Quinton Cooley,123380,HB,LIBERTY,11,204,78,206,2,44,9,1,4,205,13,1252,6.1
Phil Mafah,144123,HB,CLEMSON,13,202,63,140,1,83,101,20,27,222,8,1095,5.4
Woody Marks,124179,HB,USC,12,198,57,326,1,65,321,47,54,245,9,1133,5.7
Micah Bernard,100583,HB,UTAH,12,198,45,328,3,64,150,30,43,228,4,1012,5.1
Rahsul Faison,176482,HB,UTAH ST,12,197,52,329,0,37,99,22,25,219,8,1107,5.6
Jevon Jackson,149110,HB,UTEP,12,191,42,330,0,42,86,15,20,206,4,758,4.0
Tawee Walker,158097,HB,WISCONSIN,11,190,53,349,1,55,31,11,14,201,10,864,4.5
Rahjai Harris,123814,HB,E CAROLINA,12,189,44,156,2,63,91,15,19,204,10,957,5.1
Ollie Gordon II,157792,HB,OKLA STATE,12,189,50,262,2,68,198,30,38,219,12,854,4.5
Jarquez Hunter,146662,HB,AUBURN,12,186,68,115,3,50,155,21,27,207,8,1201,6.5
Kalel Mullings,129590,HB,MICHIGAN,12,185,58,222,0,63,35,6,8,191,12,948,5.1
Darius Taylor,173422,HB,MINNESOTA,11,184,51,225,1,80,332,50,55,234,9,874,4.8
Anthony Tyus III,145037,HB,OHIO,11,184,48,259,4,46,81,11,12,195,8,940,5.1
Delbert Mimms III,99609,HB,E MICHIGAN,12,184,54,160,1,41,145,19,22,203,9,810,4.4
Tyler Huff,142567,QB,JVILLE ST,12,184,70,196,10,51,0,0,0,159,13,1272,6.9
Bhayshul Tuten,150568,HB,VA TECH,11,183,45,337,4,83,81,23,27,206,15,1150,6.3
Jonah Coleman,158717,HB,WASHINGTON,12,183,57,340,0,64,170,22,24,205,10,1018,5.6
Raheim Sanders,146626,HB,S CAROLINA,12,183,52,289,3,66,311,27,30,210,11,881,4.8
Ismail Mahdi,161419,HB,TEXAS ST,12,182,62,314,3,45,195,24,24,206,4,982,5.4
Al-Jay Henderson,145676,HB,BUFFALO,12,182,50,126,1,68,199,17,26,199,8,928,5.1
Diego Pavia,156927,QB,VANDERBILT,12,175,45,333,7,36,0,0,0,143,6,817,4.7
Quintrevion Wisner,176190,HB,TEXAS,12,172,47,311,1,43,214,31,43,203,5,918,5.3
Bryson Washington,174649,HB,BAYLOR,10,172,53,118,2,51,210,21,23,193,12,1011,5.9
Aaron Young,97161,HB,DOMINION,11,170,41,263,0,51,89,11,16,181,8,883,5.2
Elijah Young,124223,HB,W KENTUCKY,12,170,35,346,1,30,361,40,48,210,3,746,4.4
Damien Taylor,147252,HB,TROY,12,170,55,318,1,56,19,3,3,173,7,1002,5.9
Kaytron Allen,164158,HB,PENN STATE,13,169,41,266,1,26,132,14,20,183,7,761,4.5
Lee Beebe Jr.,163009,HB,UAB,12,169,56,321,3,61,219,30,40,199,7,877,5.2
CJ Campbell,143876,HB,FAU,12,165,39,165,0,58,467,40,48,205,11,840,5.1
Avery Morrow,128240,HB,COLO STATE,11,165,48,144,2,73,78,13,13,178,9,947,5.7
Kye Robichaux,145532,HB,BOSTON COL,12,164,43,121,2,41,22,5,6,169,10,720,4.4
