player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Tua Tagovailoa,60326,QB,MIA,2,14,64.3,9,5,17,0,102.1,2,1,76,5.4
Will Grier,38265,QB,DAL,3,14,50.0,7,4,9,0,69.6,3,0,87,6.2
Anthony Richardson,124393,QB,IND,2,14,57.1,8,4,14,0,77.7,2,0,94,6.7
Tim Boyle,21956,QB,TEN,1,13,30.8,4,1,31,2,0.6,1,0,24,1.8
Drake Maye,143969,QB,NE,2,12,58.3,7,5,19,0,70.8,1,0,58,4.8
Trevor Siemian,9683,QB,TEN,2,11,72.7,8,6,31,0,88.4,2,0,68,6.2
Teddy Bridgewater,8667,QB,TB,1,11,54.5,6,5,30,0,119.3,0,2,85,7.7
Bryce Perkins,35299,QB,CAR,1,11,90.9,10,8,5,0,93.6,3,0,71,6.5
Joe Flacco,4332,QB,CLV,1,10,90.0,9,4,8,0,129.6,1,1,71,7.1
Case Keenum,7323,QB,CHI,1,10,80.0,8,3,6,0,139.6,1,2,80,8.0
Emory Jones,82111,QB,ATL,2,10,60.0,6,3,2,0,79.2,1,0,65,6.5
Justin Fields,82118,QB,NYJ,2,9,44.4,4,4,22,0,60.4,0,0,46,5.1
Kyler Murray,38334,QB,ARZ,1,8,87.5,7,5,1,1,77.1,0,0,96,12.0
Bryce Young,123943,QB,CAR,2,8,50.0,4,4,5,0,113.5,2,1,58,7.3
C.J. Stroud,129759,QB,HST,1,8,75.0,6,2,13,0,127.1,1,1,44,5.5
Payton Thorne,101629,QB,CIN,1,7,57.1,4,2,7,0,74.1,1,0,41,5.9
Brock Purdy,77672,QB,SF,1,7,71.4,5,4,28,0,100.9,0,0,66,9.4
J.J. McCarthy,144918,QB,MIN,1,7,57.1,4,3,18,0,67.6,0,0,30,4.3
Justin Herbert,28237,QB,LAC,1,5,40.0,2,2,27,0,73.8,1,0,46,9.2
Jordan Love,40306,QB,GB,1,5,20.0,1,1,12,0,39.6,1,0,7,1.4
Sam Darnold,29048,QB,SEA,1,4,100.0,4,2,29,0,102.1,0,0,34,8.5
Ben DiNucci,34311,QB,ATL,1,2,0.0,0,0,2,1,0.0,0,0,0,0.0
