player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Leonard Fournette,11759,HB,TB,4,64,14,30,0,27,148,18,21,82,3,300,4.7
Cam Akers,57206,HB,LA,2,46,13,26,0,20,51,3,3,49,2,221,4.8
Alvin Kamara,11822,HB,NO,2,41,10,20,0,25,37,5,8,46,1,184,4.5
Ronald Jones,34001,HB,TB,3,35,8,30,0,13,0,0,2,35,0,139,4.0
Nick Chubb,45783,HB,CLV,2,31,7,8,0,23,73,6,9,37,0,145,4.7
Darrel Williams,13014,HB,KC,3,28,9,16,0,16,35,7,11,35,1,135,4.8
Lamar Jackson,46416,QB,BLT,2,25,7,3,1,48,0,0,0,21,1,170,6.8
Josh Allen,46601,QB,BUF,3,25,7,4,2,18,0,0,0,14,1,145,5.8
Jonathan Taylor,57488,HB,IND,1,21,7,14,0,20,6,2,4,23,1,78,3.7
Aaron Jones,11937,HB,GB,2,20,6,12,2,60,21,5,7,25,1,126,6.3
Jamaal Williams,11889,HB,GB,2,19,7,12,0,12,22,4,4,23,0,88,4.6
J.K. Dobbins,57366,HB,BLT,2,19,7,3,0,13,45,4,6,23,1,85,4.5
Gus Edwards,46027,HB,BLT,2,18,8,3,1,12,0,0,0,18,0,80,4.4
Derrick Henry,10679,HB,TEN,1,18,0,31,0,8,11,3,3,21,0,40,2.2
Chris Carson,12004,HB,SEA,1,16,3,29,0,14,5,1,1,17,0,77,4.8
Devin Singletary,40485,HB,BUF,3,16,3,4,0,13,44,8,9,24,0,63,3.9
Clyde Edwards-Helaire,57279,HB,KC,2,15,6,16,0,26,23,3,4,18,1,71,4.7
Kareem Hunt,11841,HB,CLV,2,14,5,8,0,13,15,2,2,16,3,80,5.7
Antonio Gibson,78050,HB,WAS,1,14,2,32,0,11,4,2,3,16,0,31,2.2
Patrick Mahomes,11765,QB,KC,3,13,5,16,1,13,0,0,0,8,1,52,4.0
Tom Brady,698,QB,TB,4,13,2,30,2,2,0,0,0,13,1,-3,-0.2
David Montgomery,45719,HB,CHI,1,12,2,6,0,6,0,0,1,12,0,31,2.6
James Conner,11860,HB,PIT,1,11,2,25,0,9,30,5,5,16,1,37,3.4
AJ Dillon,57165,HB,GB,2,9,1,12,1,9,13,1,1,10,0,44,4.9
Malcolm Brown,9902,HB,LA,2,9,1,26,0,6,13,2,2,11,0,30,3.3
Baker Mayfield,46518,QB,CLV,2,8,4,8,0,6,-8,1,1,7,0,14,1.8
Zack Moss,40341,HB,BUF,1,7,0,4,0,8,26,4,4,11,0,21,3.0
Taylor Heinicke,9896,QB,WAS,1,6,4,32,0,13,0,0,0,0,1,46,7.7
Nyheim Miller-Hines,48103,HB,IND,1,6,2,14,0,33,8,1,3,7,0,75,12.5
Drew Brees,802,QB,NO,2,5,3,20,1,2,0,0,0,5,0,5,1.0
Ke'Shawn Vaughn,45866,HB,TB,1,5,0,30,1,6,0,0,1,5,0,21,4.2
Jared Goff,10635,QB,LA,2,5,1,26,0,6,0,0,0,3,0,10,2.0
T.J. Yeldon,9469,HB,BUF,2,5,1,4,0,7,41,4,5,9,0,19,3.8
Russell Wilson,7077,QB,SEA,1,4,2,29,0,23,0,0,0,0,0,50,12.5
Aaron Rodgers,2241,QB,GB,2,4,1,12,0,1,0,0,0,3,1,-3,-0.8
Latavius Murray,7962,HB,NO,1,4,0,20,0,4,11,2,2,6,0,9,2.3
Carlos Hyde,8692,HB,SEA,1,4,1,29,0,3,0,0,0,4,0,5,1.3
Ty Montgomery,9527,HB,NO,1,4,1,20,0,5,13,1,1,5,0,14,3.5
Tyreek Hill,10799,WR,KC,3,4,1,16,0,5,355,24,31,28,0,14,3.5
Taysom Hill,12112,QB,NO,1,4,2,20,1,10,5,2,2,6,0,15,3.8
Tyler Huntley,46448,QB,BLT,1,3,1,3,1,19,0,0,0,1,0,32,10.7
Mitch Trubisky,11757,QB,CHI,1,3,1,6,0,7,0,0,0,0,0,10,3.3
Benny Snell Jr.,45954,HB,PIT,1,2,2,25,0,11,4,1,2,3,0,13,6.5
Derek Watt,10832,FB,PIT,1,2,1,25,0,2,0,0,0,2,0,2,1.0
Ryan Tannehill,7014,QB,TEN,1,2,1,31,0,4,-10,1,1,2,0,6,3.0
Chad Henne,4371,QB,KC,1,2,0,16,0,13,0,0,0,1,0,12,6.0
Isaiah McKenzie,11927,WR,BUF,3,2,2,4,0,5,14,3,3,5,0,9,4.5
Marquise Brown,61568,WR,BLT,2,2,1,3,0,15,196,11,15,13,0,19,9.5
J.D. McKissic,11047,HB,WAS,1,2,1,32,0,3,8,2,3,4,1,5,2.5
Scott Miller,47481,WR,TB,4,2,0,30,0,8,80,4,6,6,0,5,2.5
