player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Kirk Cousins,7102,QB,MIN,8,311,69.5,216,112,18,5,103.8,17,18,2331,7.5
Kyler Murray,38334,QB,ARZ,8,268,65.7,176,96,1,5,89.4,18,10,1799,6.7
Will Levis,83542,QB,TEN,9,255,58.4,149,85,31,4,84.2,28,8,1808,7.1
Jake Browning,46401,QB,CIN,9,243,70.4,171,100,7,7,98.4,24,12,1936,8.0
Ryan Tannehill,7014,QB,TEN,9,230,64.8,149,77,31,7,78.5,32,4,1616,7.0
Bailey Zappe,60396,QB,NE,10,212,59.9,127,57,19,9,68.8,25,6,1272,6.0
Joe Flacco,4332,QB,CLV,5,204,60.3,123,60,8,8,90.2,8,13,1616,7.9
Tyrod Taylor,6332,QB,NYG,10,180,64.4,116,57,21,3,89.1,17,5,1341,7.5
Tommy DeVito,60545,QB,NYG,9,178,64.0,114,48,21,3,89.2,37,8,1101,6.2
Easton Stick,29466,QB,LAC,5,174,63.8,111,58,27,1,85.6,14,3,1129,6.5
Deshaun Watson,11767,QB,CLV,6,171,61.4,105,58,8,4,84.3,16,7,1115,6.5
Jimmy Garoppolo,8697,QB,LV,7,169,65.1,110,63,23,9,77.7,14,7,1205,7.1
Daniel Jones,39395,QB,NYG,6,160,67.5,108,51,21,6,70.5,30,2,909,5.7
Trevor Siemian,9683,QB,NYJ,5,153,56.2,86,37,22,4,62.1,8,2,724,4.7
Nick Mullens,12282,QB,MIN,5,148,67.6,100,58,18,8,88.4,12,7,1306,8.8
Tyson Bagent,169628,QB,CHI,5,143,65.7,94,55,6,6,71.4,5,3,859,6.0
Taylor Heinicke,9896,QB,ATL,5,136,54.4,74,46,2,4,74.7,8,5,890,6.5
Dorian Thompson-Robinson,83574,QB,CLV,6,112,53.6,60,27,8,4,51.2,6,1,440,3.9
P.J. Walker,12134,QB,CLV,5,111,48.6,54,28,8,5,52.2,11,1,674,6.1
Mitch Trubisky,11757,QB,PIT,5,107,62.6,67,38,25,5,71.9,7,4,632,5.9
Anthony Richardson,124393,QB,IND,4,84,59.5,50,33,14,1,87.3,7,3,577,6.9
Tim Boyle,21956,QB,NYJ,3,77,62.3,48,16,22,4,56.2,9,1,360,4.7
Drew Lock,39517,QB,SEA,4,76,63.2,48,20,29,3,81.2,6,3,543,7.1
Mason Rudolph,46569,QB,PIT,4,74,74.3,55,27,25,0,118.0,6,3,719,9.7
Jarrett Stidham,13725,QB,DEN,2,66,60.6,40,19,10,1,87.7,7,2,496,7.5
Andy Dalton,6187,QB,CAR,1,58,58.6,34,18,5,0,88.4,3,2,361,6.2
C.J. Beathard,11859,QB,JAX,5,53,75.5,40,21,15,0,98.7,6,1,349,6.6
Case Keenum,7323,QB,HST,2,53,64.2,34,14,13,3,61.1,6,1,291,5.5
Jameis Winston,9434,QB,NO,4,47,53.2,25,10,20,3,57.4,2,2,264,5.6
Sam Darnold,29048,QB,SF,6,46,60.9,28,16,28,1,85.1,6,2,297,6.5
Brian Hoyer,5277,QB,LV,2,42,54.8,23,14,23,2,50.8,1,0,231,5.5
Davis Mills,52269,QB,HST,5,39,46.2,18,12,13,0,76.1,2,2,173,4.4
Brett Rypien,46487,QB,NYJ,2,38,47.4,18,9,22,1,49.5,2,0,172,4.5
Tyler Huntley,46448,QB,BLT,5,37,56.8,21,14,3,0,99.3,4,3,203,5.5
Blaine Gabbert,6162,QB,KC,2,35,51.4,18,10,16,3,31.2,1,0,185,5.3
Jeff Driskel,10841,QB,CLV,1,26,50.0,13,11,8,2,63.9,3,2,166,6.4
Carson Wentz,10636,QB,LA,1,24,70.8,17,12,26,1,99.8,2,2,163,6.8
Cooper Rush,12324,QB,DAL,7,24,75.0,18,8,9,1,72.2,1,0,144,6.0
Jacoby Brissett,10725,QB,WAS,2,23,78.3,18,10,32,0,146.8,0,3,224,9.7
Marcus Mariota,9435,QB,PHI,2,23,65.2,15,12,24,1,82.5,3,1,164,7.1
Clayton Tune,77652,QB,ARZ,2,21,57.1,12,4,1,2,22.6,7,0,62,3.0
Jaren Hall,82094,QB,MIN,3,20,65.0,13,7,18,1,70.4,4,0,168,8.4
Taysom Hill,12112,TE,NO,10,11,54.5,6,6,20,0,109.3,2,1,83,7.5
Mike White,46453,QB,MIA,4,6,83.3,5,1,17,1,118.1,0,1,74,12.3
A.J. McCarron,8799,QB,CIN,2,5,80.0,4,0,7,0,82.5,1,0,19,3.8
Malik Willis,60341,QB,TEN,1,5,80.0,4,2,31,0,118.8,4,0,74,14.8
Logan Woodside,46517,QB,ATL,1,4,75.0,3,3,2,1,53.1,1,0,27,6.8
Jakobi Meyers,47468,WR,LV,3,3,66.7,2,2,23,0,113.9,0,1,12,4.0
Derrick Henry,10679,HB,TEN,3,3,66.7,2,2,31,0,116.7,0,2,14,4.7
Keenan Allen,7857,WR,LAC,2,2,50.0,1,1,27,0,135.4,0,1,49,24.5
Christian Kirk,47546,WR,JAX,2,2,50.0,1,0,15,0,56.3,0,0,-1,-0.5
Justin Jefferson,61398,WR,MIN,1,1,0.0,0,0,18,0,39.6,0,0,0,0.0
Logan Cooke,29214,P,JAX,1,1,100.0,1,1,15,0,118.8,0,0,13,13.0
Aaron Rodgers,2241,QB,NYJ,1,1,0.0,0,0,22,0,39.6,1,0,0,0.0
Jalen Reeves-Maybin,11879,LB,DET,1,1,100.0,1,1,11,0,118.8,0,0,31,31.0
Kenneth Gainwell,77737,HB,PHI,1,1,100.0,1,1,24,0,118.8,0,0,17,17.0
Dyami Brown,77986,WR,WAS,1,1,100.0,1,0,32,0,83.3,0,0,4,4.0
Jonnu Smith,11855,TE,ATL,1,1,0.0,0,0,2,0,39.6,0,0,0,0.0
Chris Godwin,11839,WR,TB,1,1,0.0,0,0,30,0,39.6,0,0,0,0.0
Tyler Boyd,10689,WR,CIN,1,1,0.0,0,0,7,1,0.0,0,0,0,0.0
Ja'Marr Chase,84270,WR,CIN,1,1,100.0,1,0,7,0,79.2,0,0,-7,-7.0
Drake London,86519,WR,ATL,1,1,100.0,1,1,2,0,118.8,0,0,22,22.0
Garrett Wilson,97405,WR,NYJ,1,1,0.0,0,0,22,0,39.6,0,0,0,0.0
Jerick McKinnon,8731,HB,KC,1,1,100.0,1,1,16,0,122.9,0,1,4,4.0
Dontayvion Wicks,99711,WR,GB,1,1,100.0,1,1,12,0,118.8,0,0,14,14.0
DeAndre Hopkins,7808,WR,TEN,2,1,0.0,0,0,31,0,39.6,0,0,0,0.0
Johnny Hekker,7252,P,CAR,1,1,100.0,1,0,5,0,95.8,0,0,7,7.0
Deebo Samuel,48274,WR,SF,1,1,0.0,0,0,28,0,39.6,0,0,0,0.0
Thomas Morstead,5088,P,NYJ,1,1,100.0,1,1,22,0,118.8,0,0,18,18.0
Sean Clifford,51708,QB,GB,1,1,100.0,1,1,12,0,118.8,0,0,37,37.0
Connor Heyward,57301,TE,PIT,1,1,0.0,0,0,25,0,39.6,0,0,0,0.0
Braden Mann,44664,P,PHI,1,1,100.0,1,1,24,0,118.8,0,0,28,28.0
Devin Singletary,40485,HB,HST,1,1,100.0,1,1,13,0,131.3,0,1,6,6.0
Kyle Trask,39987,QB,TB,1,1,0.0,0,0,30,0,39.6,0,0,0,0.0
Tommy Townsend,33007,P,KC,1,1,100.0,1,1,16,0,112.5,0,0,11,11.0
Kadarius Toney,61245,WR,KC,1,1,0.0,0,0,16,0,39.6,0,0,0,0.0
