player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Derrick Henry,10679,HB,TEN,17,280,63,31,0,69,214,28,31,308,12,1167,4.2
Rachaad White,131633,HB,TB,17,272,47,30,3,38,549,64,70,336,6,990,3.6
Christian McCaffrey,11763,HB,SF,16,272,83,28,3,72,564,67,79,339,14,1459,5.4
Travis Etienne Jr.,57185,HB,JAX,17,267,53,15,0,62,476,58,67,325,11,1008,3.8
Joe Mixon,11803,HB,CIN,17,257,59,7,0,44,376,52,62,309,9,1034,4.0
Najee Harris,57121,HB,PIT,17,255,50,25,2,25,170,29,34,284,8,1035,4.1
Tony Pollard,27126,HB,DAL,17,252,56,9,3,31,311,55,66,307,6,1005,4.0
Saquon Barkley,45791,HB,NYG,14,247,51,21,2,36,280,41,58,288,6,962,3.9
Chuba Hubbard,57373,HB,CAR,17,238,59,5,1,22,233,39,44,277,5,902,3.8
James Cook,83666,HB,BUF,17,237,52,4,4,42,446,44,53,281,2,1122,4.7
Josh Jacobs,45953,HB,LV,13,233,33,23,3,63,296,37,52,270,6,805,3.5
D'Andre Swift,57212,HB,PHI,16,229,50,24,3,43,214,39,47,268,5,1049,4.6
Kyren Williams,97118,HB,LA,12,228,62,26,3,56,206,32,47,260,12,1144,5.0
Breece Hall,97636,HB,NYJ,17,223,40,22,2,83,591,76,90,299,5,994,4.5
David Montgomery,45719,HB,DET,14,219,59,11,2,75,117,16,22,235,13,1015,4.6
Kenneth Walker III,97199,HB,SEA,15,219,46,29,1,45,259,29,33,248,8,900,4.1
Javonte Williams,77803,HB,DEN,16,217,41,10,1,21,228,47,55,264,3,774,3.6
Devin Singletary,40485,HB,HST,17,216,39,13,1,24,193,30,37,246,4,898,4.2
Bijan Robinson,123126,HB,ATL,17,214,51,2,4,38,487,58,83,272,4,969,4.5
Raheem Mostert,9783,HB,MIA,15,209,59,17,4,49,175,25,29,234,18,1012,4.8
James Conner,11860,HB,ARZ,13,208,57,1,0,44,165,27,31,235,7,1040,5.0
Isiah Pacheco,83747,HB,KC,14,205,53,16,1,48,244,44,50,249,7,935,4.6
Jerome Ford,83601,HB,CLV,17,204,34,8,1,69,319,44,60,248,4,813,4.0
Gus Edwards,46027,HB,BLT,17,198,49,3,3,42,180,12,12,210,13,810,4.1
Tyler Allgeier,83639,HB,ATL,17,186,39,2,0,31,193,18,22,204,4,683,3.7
Ezekiel Elliott,10638,HB,NE,17,184,32,19,2,17,313,51,61,235,3,642,3.5
Zack Moss,40341,HB,IND,14,183,43,14,0,56,192,27,35,210,5,794,4.3
Jahmyr Gibbs,122474,HB,DET,15,182,42,11,2,36,316,52,69,234,10,945,5.2
Alvin Kamara,11822,HB,NO,13,180,42,20,0,17,466,75,86,255,5,694,3.9
Alexander Mattison,45817,HB,MIN,16,180,28,18,3,21,192,30,42,210,0,700,3.9
Austin Ekeler,12164,HB,LAC,14,179,34,27,5,55,436,51,69,230,5,632,3.5
Brian Robinson,57120,HB,WAS,15,178,46,32,4,29,367,36,40,214,5,733,4.1
AJ Dillon,57165,HB,GB,15,178,32,12,0,40,223,22,27,200,2,613,3.4
Jonathan Taylor,57488,HB,IND,10,169,42,14,1,49,153,19,24,188,7,741,4.4
Jalen Hurts,40291,QB,PHI,17,157,68,24,9,24,0,0,0,111,15,602,3.8
Rhamondre Stevenson,98689,HB,NE,12,156,36,19,1,64,238,38,48,194,4,619,4.0
Jaylen Warren,98692,HB,PIT,17,149,36,25,4,74,370,61,72,210,4,784,5.3
Lamar Jackson,46416,QB,BLT,16,148,48,3,11,30,0,0,0,85,5,821,5.5
Dameon Pierce,83659,HB,HST,13,145,14,13,0,22,101,13,17,158,2,416,2.9
Aaron Jones,11937,HB,GB,11,142,34,12,2,39,233,30,40,172,2,657,4.6
Kareem Hunt,11841,HB,CLV,15,135,38,8,0,16,84,15,21,150,9,411,3.0
Khalil Herbert,41668,HB,CHI,12,132,25,6,1,38,134,20,26,152,2,611,4.6
Miles Sanders,40555,HB,CAR,16,129,24,5,2,48,154,27,38,156,1,432,3.3
Justin Fields,82118,QB,CHI,13,125,42,6,10,39,0,0,0,82,4,653,5.2
Josh Allen,46601,QB,BUF,17,111,57,4,7,23,0,0,0,61,15,520,4.7
D'Onta Foreman,11844,HB,CHI,9,109,24,6,1,22,77,11,15,120,4,425,3.9
Zach Charbonnet,97630,HB,SEA,16,108,32,29,0,23,209,33,40,141,1,462,4.3
Joshua Kelley,13750,HB,LAC,17,107,21,27,1,49,32,8,11,115,2,405,3.8
Jamaal Williams,11889,HB,NO,13,106,18,20,1,17,62,18,19,124,1,306,2.9
Zamir White,83665,HB,LV,15,104,19,23,1,43,98,15,17,119,1,451,4.3
De'Von Achane,124305,HB,MIA,11,102,30,17,1,76,193,28,37,130,8,804,7.9
Ty Chandler,62942,HB,MIN,14,102,20,18,0,31,159,21,24,123,3,461,4.5
Tyjae Spears,97195,HB,TEN,17,100,23,31,1,23,385,52,67,152,2,453,4.5
Rico Dowdle,40693,HB,DAL,16,89,17,9,0,21,144,17,21,106,2,361,4.1
Justice Hill,45865,HB,BLT,16,84,18,3,1,41,206,28,37,112,3,387,4.6
Kenneth Gainwell,77737,HB,PHI,16,84,19,24,3,32,183,30,36,114,2,364,4.3
Taysom Hill,12112,TE,NO,16,81,26,20,1,27,291,33,39,111,4,401,5.0
Roschon Johnson,99467,HB,CHI,15,81,16,6,1,29,209,34,42,115,2,352,4.3
Russell Wilson,7077,QB,DEN,15,80,38,10,10,21,0,0,0,44,3,341,4.3
Latavius Murray,7962,HB,BUF,16,79,27,4,1,29,119,17,22,96,4,300,3.8
Royce Freeman,45747,HB,LA,9,77,17,26,0,23,13,1,1,78,2,319,4.1
Joshua Dobbs,11890,QB,MIN,13,77,31,18,15,44,0,0,0,42,6,421,5.5
Jaleel McLaughlin,138346,HB,DEN,17,76,16,10,0,38,160,31,36,107,1,410,5.4
