player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Zach Evans,123072,HB,LA,3,42,10,26,0,9,24,1,1,43,2,135,3.2
Emanuel Wilson,154173,HB,GB,3,37,7,12,0,23,37,3,4,40,1,160,4.3
Boston Scott,39462,HB,LA,3,36,3,26,0,34,10,3,3,39,0,157,4.4
Frank Gore Jr.,121457,HB,BUF,3,33,10,4,0,17,16,4,6,37,1,163,4.9
Carlos Washington Jr.,63268,HB,ATL,3,29,4,2,0,9,20,2,3,31,1,71,2.4
Chris Collier,142677,HB,BLT,3,28,6,3,0,8,22,2,3,30,0,82,2.9
Myles Gaskin,45914,HB,MIN,3,27,5,18,0,20,16,4,5,31,0,128,4.7
Jabari Small,124298,HB,TEN,3,27,4,31,1,20,36,5,6,32,0,95,3.5
Dante Miller,109158,HB,NYG,2,26,5,21,0,19,7,2,3,28,0,108,4.2
Ellis Merriweather,128096,HB,GB,3,26,3,12,0,13,-1,3,4,29,0,99,3.8
Tyler Goodson,101659,HB,IND,3,26,8,14,0,12,11,4,5,30,2,107,4.1
Gary Brightwell,57133,HB,JAX,3,26,5,15,0,17,11,4,4,30,0,100,3.8
Blake Watson,84363,HB,DEN,3,26,4,10,0,9,41,2,2,28,1,84,3.2
Xazavian Valladay,57490,HB,NYJ,3,25,2,22,0,7,66,7,9,32,0,45,1.8
Velus Jones Jr.,40573,HB,CHI,3,25,6,6,0,39,11,2,2,27,2,158,6.3
Jordan Mims,57209,HB,NO,3,25,5,20,0,11,22,4,8,29,0,108,4.3
Jase McClellan,123926,HB,ATL,3,24,6,2,0,17,24,3,5,27,1,98,4.1
Cam Akers,57206,HB,HST,4,24,8,13,0,23,61,8,8,32,0,112,4.7
Bam Knight,97432,HB,DET,3,24,5,11,0,13,18,3,3,27,0,75,3.1
Trey Lance,91399,QB,DAL,3,24,12,9,2,46,0,0,0,14,2,168,7.0
Hassan Haskins,83701,HB,TEN,3,23,2,31,0,9,0,0,1,23,0,71,3.1
Tyrion Davis-Price,99169,HB,PHI,3,22,6,24,1,13,0,1,1,23,0,118,5.4
Julius Chestnut,109239,HB,TEN,3,22,4,31,0,22,70,5,6,27,0,78,3.5
