player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Tutu Atwell,77965,WR,LA,3,64.3,4,26,0,20,18,28,0,129,7.2
Josh Oliver,47083,TE,BLT,3,65.0,8,3,1,13,13,20,0,91,7.0
Mason Kinsey,115664,WR,TEN,3,77.8,7,31,0,20,14,18,1,131,9.4
Davion Davis,33158,WR,CLV,3,66.7,9,8,0,27,12,18,2,154,12.8
J.J. Koski,47918,WR,LA,3,70.6,7,26,0,20,12,17,0,102,8.5
Jordan Franks,47206,TE,CLV,3,52.9,3,8,0,14,9,17,0,75,8.3
Amari Rodgers,61212,WR,GB,3,76.5,5,12,0,15,13,17,0,87,6.7
Malik Taylor,94375,WR,GB,3,87.5,11,12,0,27,14,16,0,185,13.2
Daurice Fountain,48181,WR,KC,3,62.5,5,16,0,41,10,16,0,118,11.8
Mike Strachan,143358,WR,IND,3,62.5,6,14,0,32,10,16,0,130,13.0
Rodney Adams,11925,WR,CHI,3,62.5,5,6,0,73,10,16,1,161,16.1
Malik Turner,48078,WR,DAL,3,62.5,4,9,1,20,10,16,0,103,10.3
Josh Hammond,40293,WR,JAX,3,75.0,6,15,0,33,12,16,0,124,10.3
David Sills V,34579,WR,NYG,3,46.7,5,21,0,37,7,15,1,94,13.4
Kristian Wilkerson,28729,WR,NE,3,86.7,8,19,0,27,13,15,0,147,11.3
Tyron Johnson,34427,WR,LAC,3,60.0,4,27,0,16,9,15,0,54,6.0
Ray-Ray McCloud III,47895,WR,PIT,3,53.3,5,25,0,30,8,15,1,108,13.5
Simi Fehoko,84424,WR,DAL,4,64.3,4,9,0,18,9,14,0,77,8.6
Laviska Shenault Jr.,61220,WR,JAX,3,71.4,3,15,0,20,10,14,1,83,8.3
Devin Duvernay,40006,WR,BLT,3,64.3,4,3,0,18,9,14,0,80,8.9
Jaelon Darden,61522,WR,TB,3,50.0,2,30,0,26,7,14,0,72,10.3
D'Ernest Johnson,45734,HB,CLV,3,84.6,5,8,0,23,11,13,0,95,8.6
Trenton Irwin,48080,WR,CIN,3,53.8,5,7,0,23,7,13,0,98,14.0
