player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Jeremiyah Love,171090,HB,NOTRE DAME,1,15,3,258,0,9,13,1,1,16,0,39,2.6
Blake Watson,84363,HB,MEMPHIS,1,15,3,218,0,55,22,3,4,18,0,107,7.1
Gavin Sawchuk,158088,HB,OKLAHOMA,1,15,5,261,0,62,42,3,3,18,1,134,8.9
RJ Harvey,99622,HB,UCF,1,15,5,323,1,27,7,2,3,17,0,114,7.6
Dean Connors,156624,HB,RICE,1,15,3,275,0,28,8,1,3,16,2,64,4.3
J.J. McCarthy,144918,QB,MICHIGAN,3,14,4,222,0,22,0,0,0,12,0,57,4.1
Jaquez Moore,143866,HB,DUKE,1,14,4,154,0,18,0,0,0,14,0,73,5.2
Robert Henry Jr.,174094,HB,UTSA,1,14,5,331,0,7,12,2,2,16,2,37,2.6
Jase McClellan,123926,HB,ALABAMA,1,14,4,103,0,34,11,2,2,16,2,87,6.2
Jawhar Jordan,99595,HB,LOUISVILLE,1,14,2,210,1,22,21,3,3,17,0,52,3.7
Jarquez Hunter,146662,HB,AUBURN,1,14,2,115,0,8,7,2,2,16,0,46,3.3
Jordan James,163295,HB,OREGON,2,14,6,264,0,17,39,2,2,16,1,98,7.0
Jackson Acker,145157,HB,WISCONSIN,1,14,5,349,0,33,22,1,1,15,1,86,6.1
Nate Noel,122249,HB,APP STATE,1,14,4,108,0,16,11,2,2,16,0,47,3.4
Donovan Edwards,144917,HB,MICHIGAN,3,14,3,222,0,46,19,4,5,18,2,143,10.2
Byrum Brown,156206,QB,USF,1,13,3,327,0,12,21,1,1,10,0,66,5.1
Jadarian Price,156985,HB,NOTRE DAME,1,13,4,258,0,54,0,0,0,13,1,106,8.2
Rahsul Faison,176482,HB,UTAH ST,1,13,2,329,0,10,2,2,2,15,0,48,3.7
Kaleb Johnson,156419,HB,IOWA,2,13,1,192,0,15,8,1,2,14,0,48,3.7
Billy Edwards Jr.,144185,QB,MARYLAND,1,13,5,215,0,17,0,0,0,11,1,56,4.3
Jacurri Brown,156344,QB,MIAMI FL,1,13,5,220,0,11,0,0,0,9,2,66,5.1
Maurice Turner,156329,HB,LOUISVILLE,2,13,5,210,0,41,14,3,3,16,0,74,5.7
Malik Jackson,84267,HB,JVILLE ST,1,13,2,196,0,8,0,0,0,13,0,37,2.8
Jacquez Stuart,97125,HB,TOLEDO,2,13,2,316,0,80,25,3,6,16,1,115,8.8
Kye Robichaux,145532,HB,BOSTON COL,1,13,4,121,0,40,18,2,2,15,1,89,6.8
Bam McReynolds,157876,HB,S ALABAMA,1,13,4,288,0,21,40,3,4,16,0,71,5.5
Cam'Ron McCoy,157481,QB,E MICHIGAN,1,13,4,160,0,16,0,0,0,11,1,73,5.6
Cameron Seldon,174740,HB,TENNESSEE,1,13,5,307,0,13,0,0,0,13,0,55,4.2
Kaelon Black,138448,HB,JAMES MAD,1,12,2,197,0,15,28,3,5,15,0,49,4.1
Ray Davis,101072,HB,KENTUCKY,1,12,2,202,0,43,6,4,4,16,1,68,5.7
Kairee Robinson,101299,HB,S JOSE ST,1,12,3,285,2,18,1,1,4,13,0,59,4.9
Jahiem White,173192,HB,W VIRGINIA,1,12,1,343,0,13,15,2,3,14,1,50,4.2
Abu Sama III,174686,HB,IOWA STATE,1,12,0,193,0,7,0,0,0,12,0,4,0.3
John Rhys Plumlee,97602,QB,UCF,1,12,2,323,0,8,0,0,0,8,0,55,4.6
Dequan Finn,97804,QB,TOLEDO,1,12,2,316,1,10,0,0,0,5,1,40,3.3
Josh Williams,99171,HB,LSU,1,12,4,211,0,12,22,3,3,15,0,51,4.3
Cam'Ron Valdez,144749,HB,TEXAS TECH,1,12,3,315,0,15,0,0,0,12,0,35,2.9
Bryson Barnes,131845,QB,UTAH,1,11,2,328,0,10,0,0,0,7,0,36,3.3
Nay'Quan Wright,98803,HB,USF,1,11,4,327,0,14,2,2,2,13,1,38,3.5
Nolan McCormick,145880,HB,OHIO,1,11,1,259,0,17,0,0,0,11,0,40,3.6
Ethan Payne,145269,HB,MARSHALL,1,11,1,214,0,11,5,1,1,12,1,34,3.1
Austin Jones,97183,HB,USC,1,11,1,326,0,35,24,4,4,15,0,60,5.5
Michael Penix Jr.,82134,QB,WASHINGTON,3,11,4,340,0,13,0,0,1,9,0,47,4.3
Peny Boone,129498,HB,TOLEDO,1,11,1,316,0,8,30,2,3,13,0,41,3.7
Jaylen Raynor,172203,QB,ARK STATE,1,11,3,113,0,23,0,0,0,9,0,52,4.7
Will Shipley,144138,HB,CLEMSON,1,11,4,140,0,6,9,2,2,13,0,29,2.6
Phil Mafah,144123,HB,CLEMSON,1,11,6,140,0,29,3,2,3,13,4,67,6.1
Henry Parrish Jr.,124144,HB,MIAMI FL,1,11,3,220,0,16,2,1,1,12,0,46,4.2
Rocko Griffin,124350,HB,UTSA,1,11,3,331,0,17,2,1,1,12,1,43,3.9
Dan Villari,129602,TE,SYRACUSE,1,11,2,304,0,10,0,0,1,10,0,37,3.4
Jaylon Jackson,139386,HB,E MICHIGAN,1,11,1,160,0,4,13,2,2,13,0,2,0.2
Jordan Waters,97754,HB,DUKE,1,11,2,154,0,22,9,2,3,13,0,66,6.0
Taylen Green,145996,QB,BOISE ST,1,10,2,120,1,70,0,0,0,9,2,75,7.5
Joey Aguilar,174978,QB,APP STATE,2,10,2,108,4,16,0,0,0,8,1,29,2.9
Gavin Williams,129488,HB,N ILLINOIS,1,10,3,254,0,11,2,1,1,11,0,43,4.3
Conner Harrell,156352,QB,N CAROLINA,1,10,5,245,0,20,0,0,0,6,0,72,7.2
Jamoni Jones,156922,HB,NEW MEX ST,2,10,3,242,0,9,6,1,1,11,0,36,3.6
Gavin Wimsatt,155757,QB,RUTGERS,1,10,2,278,0,4,0,0,0,10,2,4,0.4
Jack Plummer,83543,QB,LOUISVILLE,2,10,3,210,1,14,0,0,0,5,0,50,5.0
Zac Larrier,104193,QB,AIR FORCE,1,10,2,101,0,7,0,0,0,10,1,24,2.4
Sam Brown V,162899,HB,RUTGERS,1,10,4,278,1,11,0,0,1,10,0,38,3.8
Kaytron Allen,164158,HB,PENN STATE,1,10,1,266,0,24,0,0,2,10,0,51,5.1
Kadarius Calloway,172271,HB,DOMINION,1,10,2,263,0,11,0,0,0,10,1,29,2.9
Keshawn Wicks,97625,HB,DOMINION,1,10,1,263,0,18,0,0,1,10,0,37,3.7
LJ Johnson Jr.,147003,HB,SMU,2,10,4,287,0,14,15,2,3,12,1,34,3.4
Jam Miller,157003,HB,ALABAMA,2,10,3,103,0,11,30,2,4,12,0,34,3.4
Lawrance Toafili,122421,HB,FLORIDA ST,1,10,6,167,0,73,0,0,1,10,1,118,11.8
Cam Porter,129732,HB,NWESTERN,1,10,2,256,0,8,17,2,2,12,0,33,3.3
Brock Glenn,170335,QB,FLORIDA ST,2,10,1,167,2,7,0,0,0,6,0,12,1.2
Nico Iamaleava,174728,QB,TENNESSEE,1,9,5,307,1,19,0,0,0,3,3,51,5.7
Reese White,97197,HB,COAST CAR,1,9,2,141,0,11,0,1,1,10,0,39,4.3
Kai Horton,144418,QB,TULANE,1,9,3,319,1,11,0,0,0,8,1,10,1.1
Micah Bernard,100583,HB,UTAH,1,9,4,328,0,9,24,3,4,12,1,31,3.4
Star'Corius Thomas,156926,HB,NEW MEX ST,2,9,4,242,0,14,0,2,3,11,0,49,5.4
Jaylen Coleman,97624,HB,DUKE,1,9,3,154,0,6,30,2,2,11,1,18,2.0
Logan Smothers,129713,QB,JVILLE ST,1,9,3,196,0,10,0,0,0,8,1,45,5.0
Bill Davis,176332,HB,LA LAFAYET,1,9,2,207,0,13,0,0,0,9,0,29,3.2
Rasheen Ali,121717,HB,MARSHALL,1,9,2,214,0,64,0,0,0,9,1,92,10.2
Ja'Quez Cross,145108,HB,ARK STATE,1,9,1,113,0,8,29,3,4,12,0,31,3.4
Jackson Arnold,173684,QB,OKLAHOMA,1,8,2,261,1,20,0,0,0,5,0,65,8.1
Tanner Mordecai,77656,QB,WISCONSIN,1,8,1,349,2,11,0,0,0,4,0,33,4.1
John Lee Eldridge III,131515,HB,AIR FORCE,1,8,3,101,0,51,-3,1,1,9,0,78,9.8
Levi Williams,98365,QB,UTAH ST,1,8,2,329,0,12,0,0,0,7,0,25,3.1
Marcel Reed,175940,QB,TEXAS A&M,1,8,1,312,0,20,0,0,0,2,1,44,5.5
Caziah Holmes,129782,HB,FLORIDA ST,2,8,1,167,0,10,2,1,1,9,0,29,3.6
Quinn Ewers,127253,QB,TEXAS,2,8,4,311,0,21,0,0,0,0,0,76,9.5
Garrett Greene,123420,QB,W VIRGINIA,1,8,3,343,0,48,0,0,0,5,0,74,9.3
Jahmyl Jeter,77759,HB,TEXAS ST,1,8,4,314,0,29,0,0,0,8,3,36,4.5
Elijah Young,124223,HB,W KENTUCKY,1,8,1,346,0,6,48,3,4,11,0,14,1.8
Ja'Khi Douglas,122397,WR,FLORIDA ST,2,8,1,167,0,23,13,2,4,10,0,46,5.8
Jaxson Dart,146409,QB,OLE MISS,1,8,3,226,0,8,15,1,1,7,1,17,2.1
Nicholas Singleton,164188,HB,PENN STATE,1,8,2,266,0,18,85,4,4,12,0,51,6.4
Aaron Bedgood,97079,HB,LIBERTY,2,8,3,206,0,33,35,4,5,12,0,117,14.6
Ja'Quinden Jackson,123119,HB,UTAH,1,8,2,328,0,25,0,0,0,8,0,55,6.9
Kevorian Barnes,145514,HB,UTSA,1,8,2,331,0,8,0,0,0,8,0,17,2.1
Damari Alston,157037,HB,AUBURN,1,8,0,115,0,7,0,0,3,8,0,22,2.8
Avery Johnson,173108,QB,KANSAS ST,1,8,5,199,0,19,0,0,0,5,1,70,8.8
Jacob De Jesus,174068,WR,UNLV,2,8,2,325,0,12,150,14,18,22,1,49,6.1
Fernando Mendoza,158323,QB,CAL,1,8,1,130,3,12,0,0,0,2,0,36,4.5
Jayden Maiava,158135,QB,UNLV,2,8,2,325,1,10,0,0,0,3,0,40,5.0
Amari Daniels,146991,HB,TEXAS A&M,1,8,3,312,1,13,25,1,1,9,1,18,2.3
Jason Bean,83529,QB,KANSAS,1,8,2,198,1,11,0,0,0,7,0,14,1.8
Camar Wheaton,146592,HB,SMU,2,7,1,287,0,11,0,0,0,7,0,17,2.4
Makhilyn Young,156935,HB,NEW MEX ST,2,7,2,242,0,13,0,0,0,7,0,34,4.9
Gunner Stockton,157072,QB,GEORGIA,1,7,3,173,0,14,0,0,0,4,0,46,6.6
Tawee Walker,158097,HB,OKLAHOMA,1,7,2,261,0,5,12,2,2,9,0,17,2.4
Tyler Lavine,97307,HB,SMU,2,7,1,287,1,18,36,4,6,11,0,30,4.3
Bo Nix,97790,QB,OREGON,2,7,3,264,0,44,0,0,0,3,0,75,10.7
Michael Wiley,98617,HB,ARIZONA,1,7,1,109,0,12,0,0,2,7,0,19,2.7
Rod Robinson II,173542,HB,GEORGIA,1,7,5,173,0,20,0,0,0,7,0,70,10.0
Brandon Thomas,121788,HB,MEMPHIS,1,7,3,218,0,4,0,0,0,7,0,10,1.4
Rueben Owens II,172590,HB,TEXAS A&M,1,7,1,312,0,8,8,1,3,8,0,26,3.7
Tucker Gleason,122475,QB,TOLEDO,2,7,2,316,0,24,0,0,0,7,0,42,6.0
Gio Lopez,172309,QB,S ALABAMA,1,7,4,288,0,27,0,0,0,6,1,88,12.6
Chevan Cordeiro,75886,QB,S JOSE ST,1,7,2,285,0,27,0,0,0,2,0,65,9.3
Juma Otoviano,75903,HB,RICE,1,7,0,275,0,6,0,0,1,7,0,14,2.0
T.J. Finley,124093,QB,TEXAS ST,1,7,1,314,0,7,0,0,0,3,0,7,1.0
Kendrick Raphael,170378,HB,NC STATE,1,7,0,248,0,6,30,3,4,10,0,20,2.9
Kalel Mullings,129590,HB,MICHIGAN,3,7,3,222,0,14,19,1,1,8,0,42,6.0
Grant Wilson,143041,QB,DOMINION,1,7,5,263,0,79,0,0,0,4,2,130,18.6
Monte Watkins,144703,HB,NEW MEX ST,2,7,2,242,0,12,0,0,0,7,0,29,4.1
Roman Hemby,144891,HB,MARYLAND,1,7,1,215,0,7,61,1,1,8,0,17,2.4
Cade Yacamelli,158712,HB,WISCONSIN,1,7,1,349,0,21,0,0,0,7,0,45,6.4
Cade Klubnik,156253,QB,CLEMSON,1,7,2,140,2,14,0,0,0,3,0,34,4.9
Owen McCown,157688,QB,UTSA,1,6,1,331,1,26,0,0,0,1,0,48,8.0
Deshaun Fenwick,83759,HB,OREGON ST,1,6,0,265,0,7,0,0,0,6,0,15,2.5
Shaadie Clayton-Johnson,131674,HB,TULANE,2,6,0,319,0,9,15,5,7,11,0,22,3.7
Rocco Becht,157567,QB,IOWA STATE,1,6,2,193,0,10,0,0,0,3,0,16,2.7
Steve Angeli,156966,QB,NOTRE DAME,1,6,3,258,1,17,0,0,0,4,0,46,7.7
Davion Ervin-Poindexter,101653,HB,W KENTUCKY,1,6,0,346,0,6,10,3,5,9,0,24,4.0
Damien Taylor,147252,HB,TROY,2,6,2,318,0,11,0,0,0,6,0,39,6.5
Carson Beck,124010,QB,GEORGIA,2,6,3,173,2,8,0,0,0,4,1,12,2.0
Cole Kramer,101627,QB,MINNESOTA,1,6,2,225,0,31,0,0,0,5,1,23,3.8
Noah Cain,97185,HB,LSU,1,6,2,211,0,12,0,0,0,6,0,31,5.2
Payton Thorne,101629,QB,AUBURN,1,6,1,115,0,5,0,0,0,3,0,16,2.7
Tybo Rogers,171940,HB,WASHINGTON,2,6,1,340,0,17,11,2,5,8,0,21,3.5
Andrew Peasley,83581,QB,WYOMING,1,6,2,351,2,12,0,0,0,5,0,40,6.7
Collin Schlee,98025,QB,UCLA,1,6,4,324,1,50,0,0,0,3,0,127,21.2
D.J. Williams,99154,HB,ARIZONA,1,6,2,109,0,19,0,0,0,6,1,27,4.5
Kentrel Bullock,124129,HB,S ALABAMA,1,6,3,288,0,33,-5,1,1,7,1,68,11.3
Colby McDonald,144890,HB,MARYLAND,1,6,0,215,0,5,0,0,0,6,0,23,3.8
Gi'Bran Payne,156963,HB,NOTRE DAME,1,6,1,258,0,9,0,0,0,6,0,24,4.0
Alex Orji,158545,QB,MICHIGAN,3,5,1,222,0,13,0,0,0,5,0,28,5.6
Jonah Coleman,158717,HB,ARIZONA,1,5,1,109,0,12,1,2,4,7,0,20,4.0
Zak Wallace,104843,HB,ARK STATE,1,5,2,113,0,5,0,0,0,5,0,15,3.0
Dylan McDuffie,77703,HB,KANSAS,1,5,1,198,0,17,0,0,0,5,0,31,6.2
Keyon Mozee,145809,HB,MIAMI OH,2,5,0,221,1,5,0,0,0,5,0,18,3.6
Dontae McMillan,103994,HB,E MICHIGAN,1,5,0,160,0,3,0,0,0,5,0,8,1.6
Drew Allar,164157,QB,PENN STATE,1,5,3,266,1,24,10,1,1,3,0,38,7.6
Anthony Tyus III,145037,HB,NWESTERN,1,5,1,256,0,11,0,0,1,5,0,21,4.2
Jamari Ferrell,71409,HB,WYOMING,1,5,2,351,0,15,0,0,0,5,0,25,5.0
Xavier Johnson,101641,WR,OHIO STATE,1,5,2,260,0,17,31,2,3,7,0,35,7.0
Deacon Hill,145170,QB,IOWA,2,5,2,192,3,10,0,0,0,3,0,13,2.6
Anwar Lewis,163961,HB,JVILLE ST,1,5,0,196,0,5,0,0,0,5,0,9,1.8
Evan Svoboda,157664,QB,WYOMING,1,5,2,351,1,13,0,0,0,5,1,26,5.2
Marco Lainez III,170155,QB,IOWA,1,5,4,192,0,16,0,0,0,1,0,57,11.4
Ethan Garbers,131896,QB,UCLA,1,5,3,324,0,20,0,0,0,4,0,34,6.8
Lincoln Kienholz,170256,QB,OHIO STATE,1,5,1,260,1,2,0,0,0,4,0,9,1.8
Desmond Trotter,83552,QB,S ALABAMA,1,5,2,288,0,9,0,0,0,3,1,27,5.4
Savion Red,163857,HB,TEXAS,2,5,1,311,0,8,0,0,0,5,0,19,3.8
Seth Henigan,144267,QB,MEMPHIS,1,5,2,218,1,11,0,0,0,5,1,30,6.0
Cash Jones,155211,HB,GEORGIA,1,5,2,173,0,11,0,0,0,5,0,32,6.4
Omari Arnold,158336,HB,GA SOUTHRN,1,5,1,174,0,10,7,2,2,7,0,6,1.2
Jeremiah Coney,174777,HB,VA TECH,1,5,1,337,0,8,0,0,0,5,0,21,4.2
K'Wan Powell,144492,HB,USF,1,5,1,327,0,8,9,1,1,6,0,16,3.2
Braydon Bennett,122318,HB,COAST CAR,1,5,0,141,0,9,2,2,4,7,0,25,5.0
Kamari Moulton,170168,HB,IOWA,1,4,0,192,0,1,0,0,1,4,0,0,0.0
Davis Brin,77642,QB,GA SOUTHRN,1,4,2,174,1,5,0,0,0,4,0,11,2.8
Quali Conley,141259,HB,S JOSE ST,1,4,2,285,0,14,5,2,2,6,1,33,8.3
Blaze Berlowitz,171066,QB,NEW MEX ST,1,4,1,242,0,10,0,0,0,0,0,36,9.0
Malachi Thomas,144107,HB,VA TECH,1,4,1,337,0,6,5,1,1,5,0,16,4.0
Daniel Hishaw Jr.,122562,HB,KANSAS,1,4,0,198,1,6,0,0,0,4,0,15,3.8
Justice Haynes,172379,HB,ALABAMA,1,4,3,103,0,11,0,0,0,4,0,31,7.8
Zylan Perry,156734,HB,LA LAFAYET,1,4,1,207,0,14,0,0,0,4,0,18,4.5
Anthony Adkins,102880,HB,UCLA,1,4,1,324,0,7,0,0,0,4,0,14,3.5
Ramon Jefferson,57280,HB,KENTUCKY,1,4,0,202,0,3,0,0,0,4,0,9,2.3
Sutton Smith,162530,HB,MEMPHIS,1,4,1,218,0,12,45,2,3,6,0,22,5.5
Delbert Mimms III,99609,HB,NC STATE,1,4,1,248,0,5,0,0,0,4,0,13,3.3
Miller Moss,70727,QB,USC,1,4,1,326,0,11,0,0,0,4,0,9,2.3
David Mbadinga,174136,HB,GA SOUTHRN,1,4,3,174,0,29,20,4,4,8,1,44,11.0
Khalifa Keith,174730,HB,TENNESSEE,1,4,2,307,0,5,0,0,0,4,0,10,2.5
Devyn Ford,97305,HB,NOTRE DAME,1,4,2,258,0,19,0,0,0,4,0,30,7.5
Chandler Fields,97286,QB,LA LAFAYET,1,4,1,207,2,1,0,0,0,3,1,1,0.3
Cole Pennington,156787,QB,MARSHALL,1,4,0,214,1,5,0,0,0,1,0,13,3.3
Juwaun Price,97204,HB,SYRACUSE,1,4,0,304,0,3,0,0,0,4,0,7,1.8
Keilan Robinson,97097,HB,TEXAS,1,4,2,311,0,57,20,2,2,6,2,75,18.8
Davon Booth,174754,HB,UTAH ST,1,4,1,329,0,65,11,2,2,6,1,71,17.8
A.J. Turner,156791,HB,MARSHALL,1,4,0,214,0,6,0,0,0,4,0,10,2.5
Rocky Lombardi,60452,QB,N ILLINOIS,1,4,3,254,0,11,0,0,0,3,1,19,4.8
Dane Kinamon,104192,WR,AIR FORCE,1,3,1,101,0,5,0,0,0,3,0,9,3.0
Noah Fifita,158722,QB,ARIZONA,1,3,0,109,0,7,0,0,0,1,0,10,3.3
Nicco Marchiol,157363,QB,W VIRGINIA,1,3,1,343,0,3,0,0,0,3,0,6,2.0
Jaziun Patterson,156421,HB,IOWA,2,3,1,192,1,5,1,1,1,4,0,9,3.0
Ajay Allen,156470,HB,MIAMI FL,1,3,1,220,0,5,0,0,0,3,0,11,3.7
Bryce Archie,156667,QB,USF,1,3,1,327,0,7,0,0,0,2,0,13,4.3
Jaylen Anderson,157350,HB,W VIRGINIA,1,3,1,343,0,15,0,0,0,3,0,18,6.0
Devin Leary,77628,QB,KENTUCKY,1,3,1,202,2,5,0,0,0,2,0,-1,-0.3
Ja'Vin Simpkins,175816,HB,COAST CAR,1,3,1,141,0,5,0,0,1,3,0,12,4.0
KC Concepcion,170362,WR,NC STATE,1,3,0,248,0,9,72,7,10,10,0,23,7.7
Ulysses Bentley IV,97200,HB,OLE MISS,1,3,0,226,0,9,0,0,0,3,0,19,6.3
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,3,1,122,0,4,50,5,7,8,0,7,2.3
Ben Bryant,77655,QB,NWESTERN,1,3,1,256,0,10,0,0,0,0,0,22,7.3
Camden Orth,108965,QB,BOWL GREEN,1,3,0,122,1,6,0,0,0,3,0,6,2.0
Quintrevion Wisner,176190,HB,TEXAS,1,3,1,311,0,11,0,0,0,3,0,11,3.7
Will Nixon,129707,HB,WASHINGTON,3,3,1,340,0,5,7,3,6,6,0,12,4.0
Robert Briggs,163425,HB,UTAH ST,1,3,1,329,0,13,0,0,0,3,0,19,6.3
PJ Martin,172310,HB,S ALABAMA,1,3,2,288,0,36,6,1,1,4,1,47,15.7
Asa Martin,83633,HB,TROY,2,3,1,318,0,15,21,3,4,6,0,23,7.7
Elijah Gilliam,73621,HB,FRESNO ST,1,3,2,169,0,18,0,0,0,3,0,21,7.0
Alan Bowman,77679,QB,OKLA STATE,2,3,1,262,0,6,0,0,0,2,0,-2,-0.7
Michael Pratt,123229,QB,TULANE,1,3,1,319,1,4,0,0,0,2,1,8,2.7
Gunnar Watson,83570,QB,TROY,2,3,0,318,1,5,0,0,0,3,0,6,2.0
Johnny Richardson,123760,HB,UCF,1,3,0,323,0,12,0,0,1,3,0,16,5.3
Kevin Davis,130517,WR,MIAMI OH,1,3,0,221,0,5,9,1,3,4,0,13,4.3
