player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Tom Brady,698,QB,TB,17,719,67.5,485,275,30,12,102.1,22,43,5316,7.4
Justin Herbert,28237,QB,LAC,17,672,65.9,443,273,27,15,97.7,31,38,5014,7.5
Patrick Mahomes,11765,QB,KC,17,658,66.3,436,286,16,13,98.5,28,37,4839,7.4
Josh Allen,46601,QB,BUF,17,646,63.3,409,258,4,15,92.2,26,36,4407,6.8
Derek Carr,8671,QB,LV,17,626,68.4,428,220,23,14,94.0,40,23,4804,7.7
Ben Roethlisberger,1732,QB,PIT,16,605,64.5,390,191,25,10,86.8,38,22,3740,6.2
Trevor Lawrence,77632,QB,JAX,17,602,59.6,359,187,15,17,71.9,32,12,3641,6.0
Matthew Stafford,4924,QB,LA,17,601,67.2,404,237,26,17,102.9,30,41,4886,8.1
Dak Prescott,10769,QB,DAL,16,596,68.8,410,232,9,10,104.2,30,37,4449,7.5
Kirk Cousins,7102,QB,MIN,16,561,66.3,372,195,18,7,103.1,28,33,4221,7.5
Matt Ryan,4317,QB,ATL,17,560,67.0,375,199,2,12,90.4,40,20,3968,7.1
Aaron Rodgers,2241,QB,GB,16,531,68.9,366,219,12,4,111.9,30,37,4115,7.7
Ryan Tannehill,7014,QB,TEN,17,531,67.2,357,207,31,14,89.6,47,21,3734,7.0
Mac Jones,60323,QB,NE,17,521,67.6,352,185,19,13,92.5,28,22,3801,7.3
Joe Burrow,28022,QB,CIN,16,520,70.4,366,213,7,14,108.3,51,34,4611,8.9
Carson Wentz,10636,QB,IND,17,516,62.4,322,173,14,7,94.6,32,27,3563,6.9
Jared Goff,10635,QB,DET,14,494,67.2,332,165,11,8,91.5,35,19,3245,6.6
Taylor Heinicke,9896,QB,WAS,16,494,65.0,321,183,32,15,85.9,38,20,3419,6.9
Kyler Murray,38334,QB,ARZ,14,481,69.2,333,183,1,10,100.6,31,24,3787,7.9
Jimmy Garoppolo,8697,QB,SF,15,441,68.3,301,174,28,12,98.7,29,20,3810,8.6
Jalen Hurts,40291,QB,PHI,15,432,61.3,265,168,24,9,87.2,25,16,3144,7.3
Teddy Bridgewater,8667,QB,DEN,14,426,66.9,285,153,10,7,94.9,31,18,3052,7.2
Baker Mayfield,46518,QB,CLV,14,418,60.5,253,151,8,13,83.1,43,17,3010,7.2
Sam Darnold,29048,QB,CAR,12,406,59.9,243,132,5,13,71.9,34,9,2527,6.2
Russell Wilson,7077,QB,SEA,14,400,64.8,259,146,29,6,103.1,34,25,3113,7.8
Davis Mills,52269,QB,HST,13,394,66.8,263,120,13,10,88.8,31,16,2664,6.8
Tua Tagovailoa,60326,QB,MIA,13,388,67.8,263,145,17,10,90.1,20,16,2653,6.8
Zach Wilson,82096,QB,NYJ,13,383,55.6,213,118,22,11,69.7,45,9,2334,6.1
Lamar Jackson,46416,QB,BLT,12,382,64.4,246,154,3,13,87.0,38,16,2882,7.5
Daniel Jones,39395,QB,NYG,11,361,64.3,232,123,21,7,84.8,22,10,2428,6.7
Justin Fields,82118,QB,CHI,12,270,58.9,159,101,6,10,73.2,36,7,1870,6.9
Andy Dalton,6187,QB,CHI,8,236,63.1,149,85,6,9,76.9,18,8,1515,6.4
Jacoby Brissett,10725,QB,MIA,9,225,62.7,141,75,17,4,78.1,19,5,1283,5.7
Tyler Huntley,46448,QB,BLT,6,188,64.9,122,68,3,4,76.6,18,3,1081,5.8
Trevor Siemian,9683,QB,NO,6,188,57.4,108,62,20,3,88.4,9,11,1154,6.1
Mike Glennon,7854,QB,NYG,6,167,53.9,90,45,21,10,49.7,9,4,790,4.7
Jameis Winston,9434,QB,NO,7,161,59.0,95,67,20,3,102.8,11,14,1170,7.3
Tyrod Taylor,6332,QB,HST,6,150,60.7,91,51,13,5,76.7,13,5,966,6.4
Taysom Hill,12112,QB,NO,11,134,58.2,78,49,20,5,75.4,9,4,978,7.3
Mike White,46453,QB,NYJ,4,132,66.7,88,49,22,8,75.1,4,5,953,7.2
Cam Newton,6153,QB,CAR,6,126,54.8,69,34,5,5,64.4,10,4,684,5.4
Drew Lock,39517,QB,DEN,6,111,60.4,67,36,10,2,80.4,9,2,787,7.1
Colt McCoy,5609,QB,ARZ,4,99,74.7,74,40,1,1,101.4,6,3,740,7.5
Geno Smith,7820,QB,SEA,4,95,68.4,65,32,29,1,103.0,13,5,702,7.4
Tim Boyle,21956,QB,DET,3,94,64.9,61,29,11,6,63.5,0,3,526,5.6
Josh Johnson,4474,QB,BLT,4,85,67.1,57,40,3,2,99.0,3,5,638,7.5
Case Keenum,7323,QB,CLV,4,72,65.3,47,27,8,1,91.3,5,3,462,6.4
Trey Lance,91399,QB,SF,5,71,57.7,41,31,28,2,97.3,3,5,603,8.5
P.J. Walker,12134,QB,CAR,5,66,54.5,36,20,5,3,56.5,7,1,362,5.5
Jordan Love,40306,QB,GB,4,62,58.1,36,23,12,3,68.7,3,2,411,6.6
Gardner Minshew,41401,QB,PHI,3,60,68.3,41,24,24,1,104.8,5,4,439,7.3
Jake Fromm,60389,QB,NYG,3,60,45.0,27,14,21,3,38.9,6,1,210,3.5
Mason Rudolph,46569,QB,PIT,2,58,60.3,35,19,25,1,70.8,0,1,277,4.8
Cooper Rush,12324,QB,DAL,4,47,63.8,30,18,9,1,105.1,3,3,422,9.0
Joe Flacco,4332,QB,NYJ,2,42,64.3,27,14,22,0,113.0,2,3,338,8.0
Sean Mannion,9522,QB,MIN,1,36,61.1,22,9,18,0,84.1,2,1,189,5.3
Nick Foles,7089,QB,CHI,1,35,68.6,24,14,6,0,98.5,4,1,250,7.1
Brandon Allen,10835,QB,CIN,5,34,50.0,17,5,7,0,81.6,4,2,149,4.4
Garrett Gilbert,8848,QB,WAS,1,31,64.5,20,8,32,0,81.9,2,0,194,6.3
Nick Mullens,12282,QB,CLV,1,30,66.7,20,9,8,0,89.2,0,1,147,4.9
Ian Book,40216,QB,NO,1,20,60.0,12,5,20,2,40.6,8,0,135,6.8
Kyle Allen,26152,QB,WAS,2,19,63.2,12,7,32,0,81.0,2,0,120,6.3
Chad Henne,4371,QB,KC,1,16,68.8,11,6,16,0,80.7,0,0,82,5.1
Blaine Gabbert,6162,QB,TB,5,11,63.6,7,4,30,0,80.5,1,0,67,6.1
Brian Hoyer,5277,QB,NE,3,11,81.8,9,8,19,0,149.1,0,1,227,20.6
Josh Rosen,35460,QB,ATL,3,11,18.2,2,1,2,2,0.0,0,0,19,1.7
Chris Streveler,46440,QB,ARZ,1,9,66.7,6,1,1,0,74.3,2,0,36,4.0
Mitch Trubisky,11757,QB,BUF,4,8,75.0,6,4,4,1,47.4,0,0,43,5.4
Ryan Fitzpatrick,2467,QB,WAS,1,6,50.0,3,0,32,0,56.3,1,0,13,2.2
Jacob Eason,46444,QB,SEA,1,5,40.0,2,2,29,1,16.7,0,0,25,5.0
Justin Jefferson,61398,WR,MIN,4,4,50.0,2,2,18,0,80.2,0,0,35,8.8
John Wolford,46454,QB,LA,2,4,25.0,1,0,26,1,0.0,1,0,5,1.3
Cedrick Wilson Jr.,48170,WR,DAL,3,3,100.0,3,3,9,0,118.8,0,0,88,29.3
Jack Fox,34735,P,DET,3,3,66.7,2,2,11,0,109.7,0,0,38,12.7
Kellen Mond,60556,QB,MIN,1,3,66.7,2,0,18,0,70.1,0,0,5,1.7
Kadarius Toney,61245,WR,NYG,5,3,33.3,1,1,21,0,56.3,1,0,19,6.3
Greg Ward,12258,WR,PHI,2,2,50.0,1,0,24,0,56.3,0,0,2,1.0
A.J. Brown,48327,WR,TEN,2,2,0.0,0,0,31,0,39.6,0,0,0,0.0
Brett Rypien,46487,QB,DEN,1,2,0.0,0,0,10,0,39.6,0,0,0,0.0
C.J. Beathard,11859,QB,JAX,1,2,100.0,2,1,15,0,118.8,0,0,33,16.5
Jakobi Meyers,47468,WR,NE,1,2,100.0,2,1,19,0,118.8,0,0,45,22.5
Marcus Mariota,9435,QB,LV,2,2,50.0,1,0,23,0,56.3,0,0,4,2.0
Deebo Samuel,48274,WR,SF,2,2,50.0,1,1,28,0,133.3,0,1,24,12.0
Chris Banjo,8419,S,ARZ,1,1,100.0,1,1,1,0,118.8,0,0,23,23.0
Mike Gesicki,47153,TE,MIA,1,1,0.0,0,0,17,0,39.6,0,0,0,0.0
Christian Kirk,47546,WR,ARZ,1,1,100.0,1,1,1,0,118.8,0,0,33,33.0
Dante Pettis,48113,WR,NYG,1,1,100.0,1,1,21,0,118.8,0,0,16,16.0
Courtland Sutton,48164,WR,DEN,1,1,100.0,1,1,10,0,118.8,0,0,16,16.0
Keelan Cole Sr.,51593,WR,NYJ,1,1,0.0,0,0,22,0,39.6,0,0,0,0.0
Rex Burkhead,7971,HB,HST,1,1,0.0,0,0,13,0,39.6,0,0,0,0.0
