player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
D'Ernest Johnson,45734,HB,BLT,3,46,11,3,0,16,26,5,8,51,2,163,3.5
Rasheen Ali,121717,HB,BLT,3,37,9,3,1,19,26,6,8,43,2,135,3.6
Jarquez Hunter,146662,HB,LA,3,33,5,26,0,11,2,1,1,34,0,110,3.3
Jacob Saylors,87559,HB,DET,4,33,6,11,0,11,52,7,9,40,0,112,3.4
Brittain Brown,40399,HB,CHI,2,29,6,6,1,14,7,2,4,31,1,100,3.4
Raheim Sanders,146626,HB,LAC,3,28,7,27,0,14,29,5,5,33,2,101,3.6
Jordan Mims,57209,HB,TEN,3,28,6,31,0,12,33,6,6,34,0,98,3.5
Keilan Robinson,97097,HB,PHI,3,27,4,24,0,14,6,1,4,28,0,57,2.1
Craig Reynolds,94383,HB,DET,4,27,6,11,0,13,30,3,3,30,1,78,2.9
Cody Schrader,157177,HB,LA,3,27,6,26,0,25,33,3,4,30,0,120,4.4
Donovan Edwards,144917,HB,NYJ,3,26,7,22,0,11,39,4,4,30,1,89,3.4
Ian Wheeler,102419,HB,CHI,2,26,7,6,0,12,14,1,2,27,2,100,3.8
Dante Miller,109158,HB,NYG,3,26,5,21,0,10,135,14,14,40,0,80,3.1
Owen Wright,57486,HB,TB,3,26,3,30,0,15,12,4,6,30,1,100,3.8
Ollie Gordon II,157792,HB,MIA,3,26,8,17,1,21,48,3,5,29,1,126,4.8
Kimani Vidal,123727,HB,LAC,3,25,4,27,0,16,-7,1,2,26,2,69,2.8
Audric Estime,147476,HB,DEN,3,25,3,10,0,9,28,2,3,27,1,86,3.4
Shane Watts,200341,HB,NE,2,25,4,19,0,13,0,0,0,25,0,67,2.7
Israel Abanikanda,122999,HB,GB,3,24,3,12,1,8,13,2,4,26,1,71,3.0
Ahmani Marshall,123391,HB,CLV,3,24,7,8,0,14,20,4,5,28,1,88,3.7
Kaleb Johnson,156419,HB,PIT,3,24,6,25,0,14,17,3,4,27,0,94,3.9
Jawhar Jordan,99595,HB,HST,3,24,6,13,0,11,0,0,1,24,0,88,3.7
Damien Martinez,162437,HB,SEA,3,24,2,29,0,19,43,6,6,30,1,84,3.5
Frank Gore Jr.,121457,HB,BUF,3,23,10,4,1,14,109,11,11,34,1,104,4.5
Zavier Scott,55123,HB,MIN,3,22,4,18,0,23,61,5,5,27,0,96,4.4
Ulysses Bentley IV,97200,HB,IND,3,22,5,14,0,12,13,2,4,24,2,94,4.3
Amar Johnson,148220,HB,GB,3,22,4,12,0,39,21,2,2,24,2,115,5.2
JaMycal Hasty,25582,HB,NE,2,22,1,19,0,7,14,2,2,24,0,77,3.5
Nyheim Miller-Hines,48103,HB,LAC,4,21,4,27,1,10,13,3,6,24,0,65,3.1
Jacardia Wright,99250,HB,SEA,3,21,7,29,0,61,0,0,0,21,1,147,7.0
Tahj Brooks,123133,HB,CIN,2,21,3,7,0,14,12,4,6,25,0,73,3.5
Montrell Johnson Jr.,147141,HB,PHI,2,21,6,24,0,15,0,0,2,21,1,77,3.7
Kalel Mullings,129590,HB,TEN,3,21,3,31,0,17,0,0,0,21,0,85,4.0
Anthony Tyus III,145037,HB,SEA,3,21,3,29,1,11,2,1,2,22,0,55,2.6
