player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Noah Fifita,158722,QB,ARIZONA,1,38,63.2,24,12,109,1,100.1,5,2,354,9.3
Ben Bryant,77655,QB,NWESTERN,1,36,63.9,23,13,256,0,99.5,3,2,222,6.2
Dequan Finn,97804,QB,TOLEDO,1,36,50.0,18,12,316,1,73.0,1,1,273,7.6
Michael Pratt,123229,QB,TULANE,1,36,58.3,21,11,319,1,75.9,7,1,238,6.6
Tucker Gleason,122475,QB,TOLEDO,2,34,41.2,14,11,316,1,46.7,0,0,184,5.4
Marcel Reed,175940,QB,TEXAS A&M,1,34,58.8,20,13,312,1,82.0,2,0,352,10.4
Seth Henigan,144267,QB,MEMPHIS,1,34,70.6,24,14,218,0,144.7,1,4,364,10.7
Ethan Vasko,163817,QB,COAST CAR,1,33,60.6,20,15,141,0,107.9,0,3,198,6.0
Cole Pennington,156787,QB,MARSHALL,1,33,45.5,15,8,214,0,72.5,6,0,258,7.8
Fernando Mendoza,158323,QB,CAL,1,33,66.7,22,12,130,3,62.8,5,1,261,7.9
Miller Moss,70727,QB,USC,1,33,69.7,23,16,326,1,134.1,0,6,372,11.3
Jordan McCloud,101058,QB,JAMES MAD,1,33,57.6,19,15,197,1,99.4,3,3,251,7.6
Jacurri Brown,156344,QB,MIAMI FL,1,32,65.6,21,12,220,1,79.6,2,1,195,6.1
Owen McCown,157688,QB,UTSA,1,31,71.0,22,12,331,2,89.6,2,2,251,8.1
Jaylen Raynor,172203,QB,ARK STATE,1,31,54.8,17,11,113,1,90.0,1,2,254,8.2
Avery Johnson,173108,QB,KANSAS ST,1,31,45.2,14,12,199,0,85.1,0,2,178,5.7
Chevan Cordeiro,75886,QB,S JOSE ST,1,30,53.3,16,12,285,0,87.5,1,1,215,7.2
Rocky Lombardi,60452,QB,N ILLINOIS,1,29,62.1,18,9,254,2,65.3,0,1,200,6.9
John Rhys Plumlee,97602,QB,UCF,1,29,55.2,16,10,323,0,99.5,3,2,198,6.8
T.J. Finley,124093,QB,TEXAS ST,1,29,51.7,15,7,314,0,67.0,2,0,152,5.2
Grayson Loftis,170054,QB,DUKE,1,29,65.5,19,9,154,1,68.6,2,0,183,6.3
Brennan Armstrong,77696,QB,NC STATE,1,28,50.0,14,10,248,1,53.3,1,0,164,5.9
Conner Harrell,156352,QB,N CAROLINA,1,28,64.3,18,12,245,2,67.4,6,1,199,7.1
Jason Bean,83529,QB,KANSAS,1,28,67.9,19,14,198,3,110.7,1,6,449,16.0
Devin Leary,77628,QB,KENTUCKY,1,28,57.1,16,10,202,2,89.3,2,2,306,10.9
Ben Gulbranson,131734,QB,OREGON ST,1,27,59.3,16,9,265,1,76.2,4,1,180,6.7
Cam'Ron McCoy,157481,QB,E MICHIGAN,1,27,44.4,12,5,160,2,20.8,0,0,73,2.7
Payton Thorne,101629,QB,AUBURN,1,27,48.1,13,6,115,1,51.9,3,1,83,3.1
Chandler Fields,97286,QB,LA LAFAYET,1,26,50.0,13,7,207,0,68.6,2,0,155,6.0
Byrum Brown,156206,QB,USF,1,26,73.1,19,11,327,0,135.7,2,3,214,8.2
Zion Webb,63555,QB,JVILLE ST,1,26,53.8,14,10,196,2,52.7,0,1,156,6.0
Andrew Peasley,83581,QB,WYOMING,1,25,80.0,20,9,351,0,94.7,3,0,168,6.7
Garrett Greene,123420,QB,W VIRGINIA,1,25,48.0,12,10,343,0,93.4,0,1,228,9.1
Grant Wilson,143041,QB,DOMINION,1,22,59.1,13,7,263,1,70.8,1,1,123,5.6
Devin Grainger,78496,QB,GA STATE,1,22,86.4,19,10,175,0,154.9,4,3,257,11.7
AJ Padgett,163006,QB,RICE,1,21,47.6,10,6,275,3,34.9,2,1,85,4.0
CJ Tiller,173449,QB,BOISE ST,1,21,57.1,12,5,120,1,53.1,2,0,117,5.6
Levi Williams,98365,QB,UTAH ST,1,21,57.1,12,6,329,1,71.7,1,1,131,6.2
Kyron Drones,144506,QB,VA TECH,1,21,61.9,13,10,337,0,103.5,3,2,91,4.3
Kai Horton,144418,QB,TULANE,1,20,65.0,13,6,319,0,80.6,1,0,117,5.9
Billy Edwards Jr.,144185,QB,MARYLAND,1,20,30.0,6,6,215,0,68.3,1,1,118,5.9
Brady Cook,124199,QB,MISSOURI,1,19,57.9,11,8,229,0,95.9,5,1,128,6.7
Nico Iamaleava,174728,QB,TENNESSEE,1,19,63.2,12,9,307,0,105.4,6,1,151,7.9
Gio Lopez,172309,QB,S ALABAMA,1,19,73.7,14,10,288,0,145.2,0,3,192,10.1
Blaze Berlowitz,171066,QB,NEW MEX ST,1,19,52.6,10,7,242,1,70.9,0,1,134,7.1
Steve Angeli,156966,QB,NOTRE DAME,1,19,78.9,15,13,258,0,157.1,2,3,232,12.2
Tommy Castellanos,158433,QB,BOSTON COL,1,17,58.8,10,8,121,1,53.1,1,0,108,6.4
Lincoln Kienholz,170256,QB,OHIO STATE,1,17,35.3,6,4,260,0,52.6,1,0,86,5.1
Collin Schlee,98025,QB,UCLA,1,16,68.8,11,3,324,0,100.5,1,1,78,4.9
Parker Navarro,123758,QB,OHIO,1,16,68.8,11,8,259,0,111.5,0,1,120,7.5
Aveon Smith,130529,QB,MIAMI OH,1,16,37.5,6,4,221,0,61.7,2,0,109,6.8
Cole Kramer,101627,QB,MINNESOTA,1,16,50.0,8,4,225,1,69.8,0,2,26,1.6
Desmond Trotter,83552,QB,S ALABAMA,1,16,50.0,8,6,288,1,64.8,0,1,101,6.3
Gavin Wimsatt,155757,QB,RUTGERS,1,15,46.7,7,4,278,0,64.3,0,0,84,5.6
Braden Davis,158114,QB,SYRACUSE,1,14,42.9,6,3,304,0,62.8,1,0,84,6.0
Taylen Green,145996,QB,BOISE ST,1,14,78.6,11,8,120,1,128.6,1,2,229,16.4
Haynes King,124329,QB,GA TECH,1,13,53.8,7,3,176,1,68.4,0,1,87,6.7
Bryson Barnes,131845,QB,UTAH,1,13,61.5,8,3,328,2,31.4,5,0,55,4.2
Ethan Garbers,131896,QB,UCLA,1,12,75.0,9,6,324,0,156.3,0,2,152,12.7
McCae Hillstead,174761,QB,UTAH ST,1,11,63.6,7,4,329,0,107.0,1,1,57,5.2
Dan Villari,129602,TE,SYRACUSE,1,11,36.4,4,1,304,2,13.6,0,0,55,5.0
Hank Brown,172439,QB,AUBURN,1,10,80.0,8,6,115,0,118.8,0,0,132,13.2
Gunner Stockton,157072,QB,GEORGIA,1,10,60.0,6,7,173,0,131.7,0,2,96,9.6
Logan Smothers,129713,QB,JVILLE ST,1,9,66.7,6,5,196,1,55.1,1,0,80,8.9
Doug Brumfield,128348,QB,UNLV,1,9,33.3,3,3,325,0,53.5,2,0,51,5.7
Henry Hesson,145798,QB,MIAMI OH,1,8,62.5,5,0,221,0,66.7,3,0,16,2.0
Marco Lainez III,170155,QB,IOWA,1,7,28.6,2,4,192,0,39.6,1,0,4,0.6
Austin Novosad,174133,QB,OREGON,1,7,71.4,5,2,264,0,91.4,0,0,50,7.1
Holden Geriner,157045,QB,AUBURN,1,6,16.7,1,1,115,1,0.0,0,0,8,1.3
Devin Brown,156479,QB,OHIO STATE,1,6,66.7,4,1,260,0,71.5,2,0,20,3.3
Cameron Edge,162791,QB,MARYLAND,1,6,66.7,4,4,215,1,109.7,2,1,82,13.7
Zac Larrier,104193,QB,AIR FORCE,1,5,60.0,3,1,101,0,129.2,0,1,45,9.0
Turner Helton,163044,QB,W KENTUCKY,1,4,75.0,3,0,346,1,40.6,1,0,15,3.8
Bryce Archie,156667,QB,USF,1,4,50.0,2,1,327,0,56.3,0,0,11,2.8
Shawqi Itraish,145393,QB,RICE,1,4,50.0,2,2,275,2,24.0,0,0,19,4.8
Timmy McClain,144488,QB,UCF,1,4,25.0,1,1,323,1,39.6,0,0,57,14.3
Ryan Hilinski,71295,QB,NWESTERN,1,3,33.3,1,0,256,0,42.4,0,0,3,1.0
Ike Udengwu III,175061,QB,E MICHIGAN,1,3,0.0,0,0,160,0,39.6,0,0,0,0.0
Evan Svoboda,157664,QB,WYOMING,1,2,50.0,1,1,351,0,77.1,0,0,16,8.0
Maddox Kopp,144251,QB,MIAMI OH,1,2,50.0,1,1,221,0,95.8,2,0,28,14.0
Dillon Johnson,124176,HB,WASHINGTON,1,2,100.0,2,1,340,0,118.8,0,1,5,2.5
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,1,0.0,0,0,122,0,39.6,0,0,0,0.0
Beau Pribula,164182,QB,PENN STATE,1,1,100.0,1,1,266,0,158.3,0,1,48,48.0
Jordan Watkins,122730,WR,OLE MISS,1,1,100.0,1,1,226,0,118.8,0,0,15,15.0
Chris Lewis,146744,WR,TROY,1,1,100.0,1,1,318,0,112.5,0,0,11,11.0
Coy Eakin,157337,WR,TEXAS TECH,1,1,0.0,0,0,315,0,39.6,0,0,0,0.0
Justin Ibieta,123220,QB,TULANE,1,1,0.0,0,0,319,0,39.6,0,0,0,0.0
KC Concepcion,170362,WR,NC STATE,1,1,0.0,0,0,248,0,39.6,0,0,0,0.0
Jaylen Henderson,146054,QB,TEXAS A&M,1,1,100.0,1,1,312,0,112.5,0,0,11,11.0
Emeka Egbuka,145055,WR,OHIO STATE,1,1,0.0,0,0,260,0,39.6,0,0,0,0.0
Jabre Barber,123689,WR,TROY,1,1,0.0,0,0,318,0,39.6,0,0,0,0.0
Gaston Moore,123756,QB,TENNESSEE,1,1,0.0,0,0,307,0,39.6,0,0,0,0.0
Chase Jenkins,173242,QB,RICE,1,1,100.0,1,1,275,0,100.0,2,0,8,8.0
Luke Bottari,73931,QB,UTAH,1,1,100.0,1,1,328,0,118.8,0,0,18,18.0
Jalen McMillan,131905,WR,WASHINGTON,1,1,0.0,0,0,340,0,39.6,0,0,0,0.0
Brennan Presley,122982,WR,OKLA STATE,1,1,100.0,1,1,262,0,118.8,0,0,34,34.0
Maalik Murphy,157302,QB,TEXAS,1,1,100.0,1,1,311,0,116.7,0,0,12,12.0
Peter LeBlanc,97814,WR,LA LAFAYET,1,1,0.0,0,0,207,0,39.6,0,0,0,0.0
Collin Drake,157089,QB,GEORGIA,1,1,100.0,1,0,173,0,79.2,0,0,2,2.0
Jesiah Irish,84371,WR,OREGON ST,1,1,100.0,1,1,265,0,118.8,0,0,15,15.0
Jaylin Noel,125155,WR,IOWA STATE,1,1,0.0,0,0,193,0,39.6,0,0,0,0.0
Sean Atkins,101127,WR,USF,1,1,100.0,1,1,327,0,118.8,0,0,21,21.0
Colin Parachek,160568,QB,MARSHALL,1,1,0.0,0,0,214,1,0.0,0,0,0,0.0
Deuce Spann,129427,WR,FLORIDA ST,1,1,100.0,1,1,167,0,95.8,0,0,7,7.0
Tom Foley,101612,P,N ILLINOIS,1,1,100.0,1,1,254,0,158.3,0,1,32,32.0
