player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Jaylan Foster,13095,S,S CAROLINA,1,4,0,289,0,0,0,0,2
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,199,1,0,0,0,3
Darren Evans,24171,CB,LSU,1,3,0,211,1,0,1,0,3
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,160,0,0,0,0,5
Demario McCall,28012,CB,OHIO STATE,1,0,0,260,0,0,0,0,0
Brian Cavicante,33444,LB,MARSHALL,1,0,0,214,0,0,1,0,2
Denzel Feaster,34561,LB,UTSA,2,1,0,331,0,0,0,0,7
Ferrod Gardner,34595,LB,LA LAFAYET,1,2,0,207,1,0,0,0,6
John Petrishen,35069,LB,PITTSBURGH,2,5,0,268,0,0,0,0,9
Cristian Williams,36151,S,TULSA,1,1,1,320,0,0,0,0,2
Elijah Taylor,36723,ED,TULSA,1,1,0,320,0,0,0,0,1
Micah Dew-Treadway,37050,DI,MINNESOTA,1,0,0,225,0,0,0,0,0
Tony Fair,37101,DI,AUBURN,1,0,0,115,0,0,0,0,0
Jordan Carmouche,39951,LB,HOUSTON,1,0,0,182,0,0,0,0,0
Phillip Howard,40350,CB,MINNESOTA,1,0,0,225,0,0,0,0,2
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,0,0,134,0,0,0,0,0
Justin Rice,40640,LB,UTAH ST,2,3,1,329,0,0,0,1,13
Deonte Perry,41092,S,FRESNO ST,1,0,0,169,0,0,0,0,0
Chris Redmon,41160,ED,TOLEDO,1,0,0,316,0,0,0,0,0
Sam Hammond,41836,ED,NEVADA,1,1,0,239,0,0,0,0,1
Alonzo McCoy,42383,CB,C MICHIGAN,1,1,0,134,0,0,1,0,5
Keyshon Camp,42384,DI,PITTSBURGH,1,1,0,268,0,0,0,1,3
Chris Moore,42400,S,GA STATE,1,2,0,175,0,0,1,0,2
Raleigh Texada,42440,CB,BAYLOR,2,0,0,118,0,0,1,0,2
Greg Eisworth II,42444,S,IOWA STATE,1,1,0,193,0,0,0,0,3
Monte McGary,42477,S,UTAH ST,1,0,0,329,0,0,1,0,0
Tomon Fox,42486,ED,N CAROLINA,1,0,0,245,0,0,0,1,1
Devin Harper,42494,LB,OKLA STATE,2,1,0,262,1,0,1,0,14
Cedric Boswell,42504,CB,MIAMI OH,1,0,0,221,0,0,2,0,7
James Skalski,42552,LB,CLEMSON,1,1,0,140,0,0,0,0,1
Nazeeh Johnson,42553,S,MARSHALL,1,1,0,214,0,0,0,0,5
Ja'Quain Blakely,42579,ED,TENNESSEE,1,0,0,307,0,0,0,0,1
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,1,0,265,3,0,0,3,3
Tayler Hawkins,42606,CB,S DIEGO ST,2,0,0,284,0,0,3,0,11
Therran Coleman,42611,CB,W MICHIGAN,1,0,0,347,0,0,0,0,3
Caesar Williams,42613,CB,WISCONSIN,1,1,0,349,0,0,0,0,2
Joe Headen,42645,CB,DOMINION,1,4,0,263,0,0,0,0,2
Lawson Hall,42652,LB,NEVADA,1,1,0,239,0,0,0,1,6
Tyreek Maddox-Williams,42694,LB,RUTGERS,1,1,0,278,0,0,0,0,2
Demetrius Cain,42697,LB,W KENTUCKY,2,3,0,346,0,0,0,0,10
Jeremy Darvin,42713,DI,W KENTUCKY,1,1,0,346,0,0,0,0,0
Nick Heninger,42766,ED,UTAH ST,2,1,0,329,0,0,0,4,4
Lorenzo Dantzler,42768,ED,UTSA,1,0,0,331,0,0,0,0,0
Markell Utsey,42779,ED,ARKANSAS,1,1,0,111,1,0,0,0,0
Mike Maskalunas,42820,LB,WISCONSIN,1,0,0,349,1,0,0,0,0
