player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Caleb Williams,144622,QB,USC,2,93,69.9,65,42,326,2,116.9,7,8,822,8.8
Stetson Bennett,60387,QB,GEORGIA,3,88,72.7,64,48,173,1,143.8,2,11,976,11.1
Max Duggan,99470,QB,TCU,3,87,52.9,46,23,305,5,63.7,7,3,626,7.2
Frank Harris,60586,QB,UTSA,2,79,69.6,55,35,331,2,98.9,4,5,535,6.8
Cade Klubnik,156253,QB,CLEMSON,2,78,62.8,49,32,140,2,79.8,5,1,594,7.6
Drake Maye,143969,QB,N CAROLINA,2,77,57.1,44,29,245,2,77.5,5,3,474,6.2
John Rhys Plumlee,97602,QB,UCF,2,74,58.1,43,21,323,1,71.9,10,1,400,5.4
Will Howard,122599,QB,KANSAS ST,2,67,53.7,36,24,199,2,69.8,5,2,409,6.1
CJ Harris,130594,QB,OHIO,2,64,57.8,37,18,259,1,76.8,4,2,347,5.4
Jake Haener,60596,QB,FRESNO ST,2,64,64.1,41,20,169,0,101.3,6,3,464,7.3
Austin Aune,83528,QB,N TEXAS,2,61,50.8,31,18,251,4,57.5,0,2,432,7.1
Taylen Green,145996,QB,BOISE ST,2,60,50.0,30,18,120,2,62.6,0,2,312,5.2
Austin Reed,111760,QB,W KENTUCKY,1,55,65.5,36,22,346,1,110.9,0,4,497,9.0
Jalon Daniels,122555,QB,KANSAS,1,55,67.3,37,26,198,2,114.5,3,5,544,9.9
Michael Penix Jr.,82134,QB,WASHINGTON,1,55,58.2,32,18,340,1,76.9,0,2,287,5.2
Cameron Rising,77663,QB,UTAH,2,55,54.5,30,21,328,1,94.5,2,4,400,7.3
Carter Bradley,77685,QB,S ALABAMA,1,53,67.9,36,21,288,2,90.1,3,3,360,6.8
Grayson McCall,98002,QB,COAST CAR,2,53,73.6,39,25,141,1,104.8,3,3,386,7.3
J.J. McCarthy,144918,QB,MICHIGAN,2,52,59.6,31,25,222,3,100.2,2,5,504,9.7
Michael Pratt,123229,QB,TULANE,2,51,54.9,28,23,319,1,129.9,6,6,624,12.2
Garrett Shrader,98212,QB,SYRACUSE,1,51,62.7,32,17,304,1,73.2,2,0,330,6.5
Dequan Finn,97804,QB,TOLEDO,2,49,65.3,32,25,316,0,94.5,5,2,287,5.9
Ben Finley,122864,QB,NC STATE,1,48,45.8,22,10,248,2,46.3,0,0,269,5.6
Spencer Rattler,97408,QB,S CAROLINA,1,48,60.4,29,13,289,1,78.7,2,2,243,5.1
Aidan O'Connell,60516,QB,PURDUE,1,48,66.7,32,18,273,2,72.0,3,0,366,7.6
Brady Cook,124199,QB,MISSOURI,1,47,59.6,28,17,229,0,79.2,4,1,230,4.9
Quinn Ewers,127253,QB,TEXAS,1,47,66.0,31,18,311,0,96.9,2,1,369,7.9
Kyle Vantrease,55029,QB,GA SOUTHRN,1,46,60.9,28,16,174,1,90.1,0,2,352,7.7
Chevan Cordeiro,75886,QB,S JOSE ST,1,45,57.8,26,19,285,2,87.8,2,3,366,8.1
Chase Cunningham,78533,QB,MIDDLE TN,1,44,61.4,27,12,224,1,81.7,7,2,241,5.5
Will Rogers,124184,QB,MISS STATE,1,44,65.9,29,16,227,2,70.4,0,1,261,5.9
