player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
DeSean Jackson,4363,WR,LV,1,0,0,23,0,0,0,0,0
Calais Campbell,4364,DI,BLT,15,12,0,3,11,0,0,1,34
Matthew Slater,4467,WR,NE,1,0,0,19,0,0,0,0,0
Malcolm Jenkins,4937,S,NO,16,17,1,20,1,1,4,1,65
Jason McCourty,5127,S,MIA,7,5,0,17,0,0,3,0,16
Steve McLendon,5232,DI,TB,12,3,1,30,5,1,0,1,8
Ndamukong Suh,5527,DI,TB,17,8,0,30,7,0,0,6,13
Gerald McCoy,5528,DI,LV,1,0,0,23,0,0,0,0,0
Joe Haden,5532,CB,PIT,12,10,1,25,0,0,6,0,31
Tyson Alualu,5535,DI,PIT,2,2,0,25,1,0,0,0,3
Brandon Graham,5538,ED,PHI,2,0,0,24,1,0,0,0,2
Jason Pierre-Paul,5540,ED,TB,12,7,1,30,3,0,0,3,23
Kareem Jackson,5545,S,DEN,15,11,0,10,0,1,1,1,76
Devin McCourty,5552,S,NE,17,16,0,19,0,3,8,0,44
Jerry Hughes,5556,ED,BUF,17,3,2,4,3,0,0,3,11
Linval Joseph,5571,DI,LAC,14,14,0,27,1,0,0,1,43
Carlos Dunlap,5579,ED,SEA,17,4,1,29,5,0,0,10,22
Corey Peters,5607,DI,ARZ,14,3,0,1,0,0,0,0,20
Andre Roberts,5612,WR,LAC,1,0,0,27,0,0,0,0,0
Everson Griffen,5624,ED,MIN,9,4,1,18,6,0,0,5,5
Al Woods,5646,DI,SEA,16,13,0,29,3,0,0,2,34
Anthony Levine,6013,S,BLT,3,0,0,3,0,0,1,0,4
Andrew Sendejo,6118,S,IND,12,6,1,14,0,0,3,0,30
Von Miller,6154,ED,LA,15,7,0,26,8,0,1,9,30
Patrick Peterson,6157,CB,MIN,13,5,0,18,0,1,3,0,39
J.J. Watt,6163,DI,ARZ,7,5,1,1,11,0,0,1,10
Robert Quinn,6166,ED,CHI,16,3,4,6,4,0,0,18,27
Ryan Kerrigan,6168,ED,PHI,16,0,0,24,1,0,0,0,3
Cameron Jordan,6176,ED,NO,16,9,2,20,11,0,0,13,39
Jimmy Smith,6179,CB,BLT,10,1,0,3,0,0,2,0,16
Cameron Heyward,6183,DI,PIT,17,22,1,25,7,1,0,11,56
Jabaal Sheard,6189,ED,MIA,1,1,0,17,0,0,0,0,0
Justin Houston,6222,ED,BLT,15,6,1,3,12,0,1,6,23
K.J. Wright,6251,LB,LV,17,20,0,23,0,0,0,0,35
Taiwan Jones,6277,HB,BUF,1,0,0,4,0,0,0,0,0
Buster Skrine,6289,CB,TEN,6,3,0,31,0,1,2,0,15
Richard Sherman,6306,CB,TB,5,0,0,30,0,1,0,0,11
Pernell McPhee,6317,ED,BLT,10,2,0,3,2,0,0,1,12
Lawrence Guy Sr.,6385,DI,NE,17,11,0,19,4,0,0,2,47
Malcolm Smith,6394,LB,CLV,15,9,0,8,0,2,3,0,37
Chris Harris Jr.,6457,CB,LAC,14,2,0,27,1,1,3,0,37
Josh Bynes,6503,LB,BLT,14,21,0,3,1,0,3,2,58
Nick Bellore,6515,FB,SEA,1,0,0,29,0,0,0,0,0
Mario Addison,6558,ED,BUF,17,6,2,4,1,0,0,7,16
Stephon Gilmore,7016,CB,CAR,8,0,0,5,0,2,0,0,15
Fletcher Cox,7018,DI,PHI,16,10,2,24,6,0,0,4,21
Michael Brockers,7020,DI,DET,16,19,0,11,0,0,0,1,30
Bruce Irvin,7021,ED,CHI,6,3,0,6,2,0,0,0,6
Dre Kirkpatrick,7023,CB,SF,3,0,0,28,0,0,0,0,7
Melvin Ingram III,7024,ED,KC,15,5,1,16,10,0,0,3,18
Chandler Jones,7027,ED,ARZ,15,7,6,1,15,0,0,11,22
Dont'a Hightower,7030,LB,NE,15,17,0,19,2,0,0,2,48
Whitney Mercilus,7031,ED,GB,10,4,0,12,1,0,0,3,9
Janoris Jenkins,7043,CB,TEN,14,11,1,31,0,1,3,0,43
Bobby Wagner,7050,LB,SEA,16,48,1,29,3,1,2,1,118
Tavon Wilson,7051,S,SF,4,3,0,28,0,0,2,0,6
Lavonte David,7060,LB,TB,12,20,2,30,3,0,2,1,75
Casey Hayward Jr.,7064,CB,LV,17,3,0,23,0,1,6,0,44
Demario Davis,7079,LB,NO,16,31,0,20,8,0,5,3,75
Akiem Hicks,7090,DI,CHI,9,2,0,6,5,0,0,5,17
Kyle Wilber,7113,LB,LV,1,0,0,23,0,0,0,0,0
Mike Daniels,7132,DI,CIN,2,0,0,7,0,0,0,0,5
Danny Trevathan,7177,LB,CHI,5,5,0,6,0,0,0,0,16
Nate Ebner,7193,S,NYG,1,0,0,21,0,0,0,0,0
Rodney McLeod,7271,S,PHI,13,11,0,24,0,2,2,0,43
Michael Thomas,7279,S,CIN,4,2,0,7,0,0,1,0,9
Tashaun Gipson Sr.,7288,S,CHI,12,11,0,6,0,2,0,1,37
Julian Stanford,7372,LB,CAR,6,0,0,5,0,0,0,0,3
Brandon Bolden,7469,HB,NE,1,0,0,19,0,0,0,0,0
Harrison Smith,7641,S,MIN,15,22,1,18,3,1,5,3,89
Malik Jackson,7647,DI,CLV,16,5,0,8,6,0,0,1,19
Josh Norman,7649,CB,SF,14,6,7,28,0,1,4,0,42
Justin Bethel,7654,CB,NE,9,0,0,19,0,0,1,0,4
D.J. Hayden,7793,CB,WAS,1,0,0,32,0,0,0,0,0
Sheldon Richardson,7794,DI,MIN,17,6,1,18,11,0,0,4,32
Star Lotulelei,7795,DI,BUF,11,4,0,4,1,0,0,3,9
Desmond Trufant,7803,CB,LV,10,1,0,23,0,0,3,0,16
Xavier Rhodes,7806,CB,IND,13,5,0,14,0,1,5,0,34
Cordarrelle Patterson,7810,HB,ATL,2,0,0,2,0,0,0,0,0
Alec Ogletree,7811,LB,CHI,16,16,1,6,3,0,2,0,64
Darius Slay,7817,CB,PHI,16,4,0,24,0,3,4,0,48
Kevin Minter,7826,LB,TB,12,6,0,30,2,0,0,1,24
Johnathan Hankins,7830,DI,LV,14,15,0,23,2,0,0,0,20
Jon Bostic,7831,LB,WAS,4,7,0,32,0,0,0,0,15
Jamie Collins Sr.,7833,LB,NE,12,8,0,19,2,1,1,1,22
Margus Hunt,7834,DI,CHI,10,3,0,6,0,0,0,0,10
Robert Alford,7841,CB,ARZ,13,4,0,1,0,1,4,0,34
Tyrann Mathieu,7850,S,KC,16,9,0,16,1,3,2,1,65
John Jenkins,7863,DI,MIA,7,4,0,17,0,0,0,0,12
