player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Zach Ertz,7816,TE,WAS,3,75.0,13,32,0,21,18,24,1,155,8.6
A.J. Brown,48327,WR,PHI,4,52.2,12,24,0,31,12,23,2,163,13.6
Xavier Worthy,144718,WR,KC,3,90.5,13,16,0,50,19,21,3,287,15.1
Terry McLaurin,48229,WR,WAS,3,66.7,10,32,0,58,14,21,3,227,16.2
Puka Nacua,100632,WR,LA,2,52.4,6,26,0,37,11,21,0,141,12.8
Khalil Shakir,84140,WR,BUF,3,90.0,7,4,0,34,18,20,0,174,9.7
Dallas Goedert,47272,TE,PHI,4,85.0,9,24,0,31,17,20,1,215,12.6
Travis Kelce,7844,TE,KC,3,72.2,7,16,0,49,13,18,1,175,13.5
Dyami Brown,77986,WR,WAS,3,77.8,8,32,2,42,14,18,1,229,16.4
DeVonta Smith,61100,WR,PHI,4,94.1,7,24,0,46,16,17,1,190,11.9
Nico Collins,61441,WR,HST,2,75.0,11,13,0,41,12,16,1,203,16.9
Saquon Barkley,45791,HB,PHI,4,86.7,3,24,0,22,13,15,0,75,5.8
Ladd McConkey,124030,WR,LAC,1,64.3,8,27,0,86,9,14,1,197,21.9
Tyler Higbee,10744,TE,LA,2,85.7,5,26,0,23,12,14,1,112,9.3
Austin Ekeler,12164,HB,WAS,3,85.7,3,32,1,24,12,14,0,84,7.0
Marquise Brown,61568,WR,KC,3,38.5,3,16,0,15,5,13,0,50,10.0
Jahmyr Gibbs,122474,HB,DET,1,60.0,5,11,0,23,6,10,0,70,11.7
John Metchie III,97400,WR,HST,2,60.0,3,13,1,24,6,10,0,63,10.5
Dalton Kincaid,91791,TE,BUF,3,60.0,2,4,0,35,6,10,0,71,11.8
Mark Andrews,47436,TE,BLT,2,70.0,5,3,1,20,7,10,0,88,12.6
Amon-Ra St. Brown,84470,WR,DET,1,80.0,7,11,0,34,8,10,0,137,17.1
Olamide Zaccheaus,44920,WR,WAS,3,70.0,4,32,0,8,7,10,0,45,6.4
Courtland Sutton,48164,WR,DEN,1,55.6,4,10,0,21,5,9,0,75,15.0
Isaiah Likely,83955,TE,BLT,2,77.8,4,3,0,39,7,9,1,126,18.0
Demarcus Robinson,10760,WR,LA,2,44.4,4,26,0,48,4,9,0,97,24.3
Keon Coleman,144949,WR,BUF,3,37.5,1,4,0,12,3,8,0,22,7.3
Justin Jefferson,61398,WR,MIN,1,62.5,2,18,0,22,5,8,0,58,11.6
Jordan Addison,123000,WR,MIN,1,37.5,2,18,0,15,3,8,0,29,9.7
Amari Cooper,9437,WR,BUF,3,75.0,1,4,0,10,6,8,0,41,6.8
DeAndre Hopkins,7808,WR,KC,3,37.5,3,16,0,11,3,8,1,29,9.7
Cooper Kupp,11824,WR,LA,2,75.0,4,26,0,30,6,8,0,90,15.0
Mack Hollins,11873,WR,BUF,3,62.5,4,4,0,34,5,8,1,104,20.8
Dalton Schultz,47304,TE,HST,2,75.0,4,13,0,34,6,8,0,86,14.3
Curtis Samuel,11795,WR,BUF,3,85.7,4,4,0,55,6,7,2,81,13.5
Rashod Bateman,84296,WR,BLT,2,85.7,4,3,0,42,6,7,2,90,15.0
Xavier Hutchinson,122518,WR,HST,2,71.4,2,13,0,34,5,7,0,86,17.2
Sam LaPorta,101690,TE,DET,1,85.7,3,11,0,14,6,7,1,51,8.5
Mike Evans,8642,WR,TB,1,100.0,7,30,0,23,7,7,1,92,13.1
JuJu Smith-Schuster,11817,WR,KC,3,66.7,3,16,0,31,4,6,0,76,19.0
James Cook,83666,HB,BUF,3,100.0,2,4,0,23,6,6,0,64,10.7
Aaron Jones,11937,HB,MIN,1,50.0,0,18,0,8,3,6,0,12,4.0
Dawson Knox,35883,TE,BUF,3,66.7,2,4,0,25,4,6,0,45,11.3
Justice Hill,45865,HB,BLT,2,100.0,3,3,0,7,6,6,1,20,3.3
Dontayvion Wicks,99711,WR,GB,1,33.3,2,12,0,29,2,6,0,39,19.5
Jamison Crowder,9538,WR,WAS,3,60.0,1,32,0,13,3,5,0,29,9.7
Jalen Nailor,84292,WR,MIN,1,60.0,2,18,0,14,3,5,0,33,11.0
George Pickens,99229,WR,PIT,1,100.0,4,25,0,36,5,5,1,87,17.4
