player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Travis Kelce,7844,TE,KC,4,84.2,19,16,0,29,32,38,3,355,11.1
Amon-Ra St. Brown,84470,WR,DET,3,68.8,18,11,0,30,22,32,1,274,12.5
Rashee Rice,97605,WR,KC,4,83.9,15,16,1,39,26,31,1,262,10.1
Sam LaPorta,101690,TE,DET,3,80.8,11,11,0,16,21,26,1,176,8.4
Christian McCaffrey,11763,HB,SF,3,76.0,5,28,0,28,19,25,1,152,8.0
Deebo Samuel,48274,WR,SF,3,59.1,6,28,0,26,13,22,0,146,11.2
Brandon Aiyuk,84109,WR,SF,3,47.4,9,28,0,51,9,19,1,149,16.6
Mike Evans,8642,WR,TB,2,57.9,7,30,0,29,11,19,1,195,17.7
Cade Otton,61071,TE,TB,2,68.4,10,30,0,27,13,19,1,154,11.8
CeeDee Lamb,61570,WR,DAL,1,50.0,7,9,0,47,9,18,0,110,12.2
Nico Collins,61441,WR,HST,2,64.7,9,13,0,38,11,17,1,164,14.9
Stefon Diggs,9579,WR,BUF,2,62.5,5,4,1,15,10,16,0,73,7.3
Jahmyr Gibbs,122474,HB,DET,3,78.6,4,11,0,20,11,14,0,94,8.5
Josh Reynolds,11872,WR,DET,3,57.1,7,11,0,33,8,14,1,132,16.5
Jauan Jennings,48027,WR,SF,3,83.3,8,28,0,23,10,12,1,111,11.1
Marquez Valdes-Scantling,47809,WR,KC,4,66.7,5,16,0,32,8,12,1,128,16.0
Romeo Doubs,84329,WR,GB,2,83.3,8,12,0,46,10,12,1,234,23.4
Isiah Pacheco,83747,HB,KC,4,100.0,2,16,0,14,12,12,0,60,5.0
Jake Ferguson,61081,TE,DAL,1,83.3,7,9,0,22,10,12,3,93,9.3
Chris Godwin,11839,WR,TB,2,66.7,4,30,0,23,8,12,1,85,10.6
George Kittle,11901,TE,SF,3,66.7,4,28,0,32,8,12,1,112,14.0
Zay Flowers,97268,WR,BLT,2,75.0,6,3,1,54,9,12,1,156,17.3
DeVonta Smith,61100,WR,PHI,1,66.7,6,24,0,55,8,12,0,148,18.5
Dalton Kincaid,91791,TE,BUF,2,72.7,5,4,0,29,8,11,1,104,13.0
Noah Gray,60878,TE,KC,4,72.7,3,16,0,20,8,11,0,66,8.3
Khalil Shakir,84140,WR,BUF,2,90.9,6,4,0,17,10,11,2,75,7.5
David Njoku,11784,TE,CLV,1,63.6,4,8,0,45,7,11,0,93,13.3
Puka Nacua,100632,WR,LA,1,90.0,6,26,0,50,9,10,1,181,20.1
Justin Watson,66915,WR,KC,4,60.0,4,16,0,25,6,10,0,90,15.0
George Pickens,99229,WR,PIT,1,50.0,3,25,1,19,5,10,0,50,10.0
Tony Pollard,27126,HB,DAL,1,70.0,1,9,0,9,7,10,0,29,4.1
Dalton Schultz,47304,TE,HST,2,66.7,3,13,0,37,6,9,1,80,13.3
Tucker Kraft,104034,TE,GB,2,55.6,2,12,0,10,5,9,1,24,4.8
Jameson Williams,101701,WR,DET,3,66.7,5,11,0,24,6,9,1,79,13.2
James Cook,83666,HB,BUF,2,88.9,1,4,0,8,8,9,0,26,3.3
Devin Singletary,40485,HB,HST,2,100.0,2,13,0,26,8,8,0,52,6.5
Tyreek Hill,10799,WR,MIA,1,62.5,1,17,0,53,5,8,1,62,12.4
Cooper Kupp,11824,WR,LA,1,62.5,2,26,0,7,5,8,0,27,5.4
Rachaad White,131633,HB,TB,2,62.5,3,30,0,12,5,8,1,39,7.8
Justice Hill,45865,HB,BLT,2,75.0,4,3,0,11,6,8,0,45,7.5
David Bell,97989,WR,CLV,1,100.0,2,8,0,16,8,8,0,54,6.8
Brandin Cooks,8655,WR,DAL,1,75.0,4,9,0,18,6,8,0,47,7.8
Aaron Jones,11937,HB,GB,2,57.1,1,12,0,13,4,7,0,21,5.3
Cedrick Wilson Jr.,48170,WR,MIA,1,42.9,2,17,0,19,3,7,0,37,12.3
Odell Beckham Jr.,8647,WR,BLT,2,57.1,2,3,0,12,4,7,0,34,8.5
Mecole Hardman Jr.,42683,WR,KC,4,71.4,2,16,1,52,5,7,1,62,12.4
Jayden Reed,78171,WR,GB,2,57.1,1,12,0,27,4,7,0,35,8.8
Luke Musgrave,98499,TE,GB,2,85.7,5,12,0,38,6,7,1,66,11.0
Nelson Agholor,9453,WR,BLT,2,42.9,2,3,0,39,3,7,1,51,17.0
David Montgomery,45719,HB,DET,3,85.7,4,11,0,14,6,7,0,45,7.5
Diontae Johnson,33441,WR,PIT,1,66.7,4,25,0,19,4,6,1,48,12.0
Pat Freiermuth,84085,TE,PIT,1,83.3,3,25,1,33,5,6,0,76,15.2
Dallas Goedert,47272,TE,PHI,1,66.7,1,24,0,10,4,6,1,21,5.3
Harrison Bryant,26394,TE,CLV,1,66.7,2,8,0,47,4,6,0,65,16.3
Michael Gallup,26075,WR,DAL,1,100.0,4,9,0,42,6,6,0,103,17.2
Kareem Hunt,11841,HB,CLV,1,83.3,1,8,0,11,5,6,1,9,1.8
De'Von Achane,124305,HB,MIA,1,50.0,1,17,0,11,3,6,0,21,7.0
Demarcus Robinson,10760,WR,LA,1,50.0,3,26,0,19,3,6,0,44,14.7
Rashod Bateman,84296,WR,BLT,2,66.7,2,3,0,21,4,6,0,41,10.3
Isaiah Likely,83955,TE,BLT,2,66.7,3,3,0,19,4,6,1,50,12.5
Amari Cooper,9437,WR,CLV,1,80.0,4,8,0,19,4,5,0,59,14.8
Robert Woods,7822,WR,HST,2,40.0,1,13,0,11,2,5,0,17,8.5
Latavius Murray,7962,HB,BUF,2,100.0,1,4,0,15,5,5,0,40,8.0
Jaylen Waddle,84088,WR,MIA,1,40.0,2,17,0,17,2,5,0,31,15.5
D'Andre Swift,57212,HB,PHI,1,100.0,1,24,0,11,4,4,0,32,8.0
Clyde Edwards-Helaire,57279,HB,KC,4,100.0,1,16,0,5,4,4,0,7,1.8
Durham Smythe,47257,TE,MIA,1,75.0,0,17,0,5,3,4,0,12,4.0
Jerome Ford,83601,HB,CLV,1,100.0,1,8,0,11,4,4,0,15,3.8
Richie James,28991,WR,KC,4,25.0,1,16,0,6,1,4,0,6,6.0
Dontayvion Wicks,99711,WR,GB,2,50.0,1,12,0,20,2,4,1,25,12.5
Kyle Juszczyk,7912,FB,SF,3,100.0,4,28,0,23,4,4,0,64,16.0
Trey Palmer,99248,WR,TB,2,75.0,2,30,0,56,3,4,1,88,29.3
David Moore,11981,WR,TB,2,75.0,3,30,0,44,3,4,1,77,25.7
Chase Edmonds,45851,HB,TB,2,75.0,1,30,0,14,3,4,0,26,8.7
Quez Watkins,61664,WR,PHI,1,75.0,0,24,0,6,3,4,0,12,4.0
Xavier Hutchinson,122518,WR,HST,2,100.0,0,13,0,6,4,4,0,9,2.3
Julio Jones,6158,WR,PHI,1,100.0,1,24,1,14,3,3,0,22,7.3
Dawson Knox,35883,TE,BUF,2,66.7,2,4,0,9,2,3,1,13,6.5
Rico Dowdle,40693,HB,DAL,1,66.7,2,9,0,10,2,3,0,14,7.0
Ty Johnson,45769,HB,BUF,2,33.3,1,4,0,14,1,3,0,14,14.0
Gus Edwards,46027,HB,BLT,2,66.7,1,3,0,16,2,3,0,15,7.5
River Cracraft,47417,WR,MIA,1,66.7,2,17,0,19,2,3,0,33,16.5
Ray-Ray McCloud III,47895,WR,SF,3,66.7,1,28,0,19,2,3,0,26,13.0
Trent Sherfield,48021,WR,BUF,2,33.3,1,4,0,7,1,3,0,7,7.0
