player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Nick Nash,98679,WR,S JOSE ST,12,60.8,71,285,2,45,104,171,16,1382,13.3
Tai Felton,144886,WR,MARYLAND,12,67.1,57,215,0,75,96,143,9,1119,11.7
Brennan Presley,122982,WR,OKLA STATE,12,67.9,42,262,1,36,89,131,7,762,8.6
Tetairoa McMillan,158735,WR,ARIZONA,12,64.6,55,109,1,78,84,130,8,1316,15.7
Harold Fannin Jr.,163104,TE,BOWL GREEN,12,78.1,64,122,0,65,100,128,9,1342,13.4
Josh Kelly,97061,WR,TEXAS TECH,12,73.2,50,315,2,41,90,123,5,1052,11.7
Tanner Koziol,156895,TE,BALL ST,12,76.4,50,117,0,33,94,123,8,840,8.9
Jamaal Pritchett,155624,WR,S ALABAMA,12,76.5,46,288,0,75,91,119,9,1126,12.4
Jayden Higgins,150240,WR,IOWA STATE,12,67.2,60,193,0,39,80,119,9,1070,13.4
Kamdyn Benjamin,123241,WR,TULSA,12,59.3,37,320,0,74,70,118,6,822,11.7
Andrew Armstrong,160110,WR,ARKANSAS,11,66.1,51,111,1,43,78,118,1,1140,14.6
Trent Walker,146340,WR,OREGON ST,12,69.2,42,265,0,43,81,117,2,901,11.1
Devonte Ross,146735,WR,TROY,12,64.1,47,318,0,98,75,117,11,1042,13.9
Daniel Jackson,129654,WR,MINNESOTA,12,65.2,43,225,1,39,75,115,4,863,11.5
Travis Hunter,160766,CB,COLORADO,12,80.0,53,143,0,51,92,115,14,1152,12.5
Corey Rucker,121539,WR,ARK STATE,12,57.5,51,113,0,58,65,113,5,946,14.6
Jordyn Tyson,157690,WR,ARIZONA ST,12,66.4,51,110,2,59,75,113,10,1098,14.6
Ricky White,129639,WR,UNLV,12,66.1,51,325,1,55,74,112,11,1011,13.7
Luke Wysong,146110,WR,NEW MEXICO,11,62.7,40,241,0,53,69,110,1,836,12.1
Elic Ayomanor,157263,WR,STANFORD,12,57.8,43,300,0,60,63,109,6,831,13.2
Jackson Meeks,146714,WR,SYRACUSE,12,67.3,50,304,1,38,72,107,7,910,12.6
Tyler Warren,129798,TE,PENN STATE,13,80.2,55,266,1,38,85,106,6,1011,11.9
A.J. Henning,129580,WR,NWESTERN,12,56.7,28,256,0,46,59,104,4,603,10.2
Pofele Ashlock,158166,WR,HAWAII,11,58.7,35,180,2,30,61,104,6,622,10.2
Jaylin Noel,125155,WR,IOWA STATE,12,65.0,40,193,1,75,67,103,6,1012,15.1
Kevin Coleman Jr.,160756,WR,MISS STATE,12,72.5,43,227,0,80,74,102,6,932,12.6
Kyren Lacy,122646,WR,LSU,12,56.9,45,211,0,35,58,102,9,866,14.9
Dymere Miller,142935,WR,RUTGERS,12,56.4,43,278,0,45,57,101,4,731,12.8
Matt Sykes,131812,WR,RICE,12,64.4,39,275,1,37,65,101,5,783,12.0
Trebor Pena,123051,WR,SYRACUSE,12,78.2,47,304,1,50,79,101,7,862,10.9
Junior Vandeross III,163156,WR,TOLEDO,12,72.3,37,316,0,73,73,101,4,763,10.5
Ted Hurst,187922,WR,GA STATE,12,56.0,41,175,0,76,56,100,9,961,17.2
Jerjuan Newton,97308,WR,TOLEDO,12,64.0,42,316,0,64,64,100,11,949,14.8
Roc Taylor,144283,WR,MEMPHIS,12,62.6,37,218,1,45,62,99,2,838,13.5
Xzavier Henderson,124380,WR,CINCINNATI,12,58.6,39,138,1,42,58,99,4,738,12.7
Sean Atkins,101127,WR,USF,12,69.7,36,327,4,52,69,99,2,709,10.3
Oran Singleton Jr.,145589,WR,E MICHIGAN,12,66.3,32,160,0,44,65,98,2,639,9.8
Justin Lockhart,74298,WR,S JOSE ST,12,53.1,39,285,0,57,52,98,5,973,18.7
Oronde Gadsden II,144046,TE,SYRACUSE,12,70.4,44,304,1,39,69,98,5,860,12.5
Isiah Paige,145348,WR,DOMINION,12,62.9,34,263,1,72,61,97,3,816,13.4
Eric Rivers,144279,WR,FIU,12,63.9,48,166,2,62,62,97,12,1166,18.8
Tru Edwards,146058,WR,LA TECH,12,78.9,38,208,1,86,75,95,6,886,11.8
Nick Cenacle,169053,WR,HAWAII,12,66.3,38,180,2,62,63,95,6,723,11.5
