player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Isiah Pacheco,83747,HB,KC,4,81,15,16,2,29,60,12,12,93,3,313,3.9
Christian McCaffrey,11763,HB,SF,3,59,15,28,1,39,152,19,25,78,4,268,4.5
David Montgomery,45719,HB,DET,3,39,11,11,0,16,45,6,7,45,2,183,4.7
Aaron Jones,11937,HB,GB,2,39,14,12,0,53,21,4,7,43,3,226,5.8
James Cook,83666,HB,BUF,2,36,9,4,0,12,26,8,9,44,0,140,3.9
Jahmyr Gibbs,122474,HB,DET,3,29,8,11,1,31,94,11,14,40,3,144,5.0
Rachaad White,131633,HB,TB,2,27,9,30,0,16,39,5,8,32,0,127,4.7
Patrick Mahomes,11765,QB,KC,4,23,9,16,3,28,0,0,0,10,0,141,6.1
Devin Singletary,40485,HB,HST,2,22,4,13,0,29,52,8,8,30,1,88,4.0
Josh Allen,46601,QB,BUF,2,20,9,4,1,52,0,0,0,12,3,146,7.3
Lamar Jackson,46416,QB,BLT,2,19,9,3,1,23,13,1,1,11,2,154,8.1
Justice Hill,45865,HB,BLT,2,16,3,3,0,14,45,6,8,22,0,69,4.3
Ty Johnson,45769,HB,BUF,2,15,6,4,0,15,14,1,3,16,0,66,4.4
Tony Pollard,27126,HB,DAL,1,15,4,9,0,11,29,7,10,22,1,56,3.7
Brock Purdy,77672,QB,SF,3,14,5,28,0,21,0,0,0,7,0,74,5.3
Gus Edwards,46027,HB,BLT,2,13,4,3,0,15,15,2,3,15,0,60,4.6
Kyren Williams,97118,HB,LA,1,13,3,26,0,15,9,1,1,14,0,61,4.7
Emanuel Wilson,154173,HB,GB,2,12,2,12,0,8,11,1,1,13,0,36,3.0
Najee Harris,57121,HB,PIT,1,12,1,25,0,11,15,2,3,14,0,37,3.1
Chase Edmonds,45851,HB,TB,2,11,1,30,0,9,26,3,4,14,0,31,2.8
Clyde Edwards-Helaire,57279,HB,KC,4,11,3,16,1,28,7,4,4,15,0,53,4.8
D'Andre Swift,57212,HB,PHI,1,10,2,24,0,17,32,4,4,14,0,34,3.4
Jerome Ford,83601,HB,CLV,1,9,0,8,0,7,15,4,4,13,0,17,1.9
Jared Goff,10635,QB,DET,3,9,1,11,1,7,0,0,0,8,0,3,0.3
Raheem Mostert,9783,HB,MIA,1,8,2,17,0,8,-3,1,2,9,0,33,4.1
Kareem Hunt,11841,HB,CLV,1,8,2,8,0,14,9,5,6,13,1,26,3.3
Dalvin Cook,11796,HB,BLT,1,8,1,3,0,19,0,0,0,8,0,23,2.9
Jaylen Warren,98692,HB,PIT,1,8,2,25,0,12,16,2,2,10,0,38,4.8
Jordan Love,40306,QB,GB,2,6,1,12,1,3,0,0,0,5,0,2,0.3
Dak Prescott,10769,QB,DAL,1,6,4,9,0,18,0,0,0,0,0,45,7.5
Deebo Samuel,48274,WR,SF,3,6,1,28,0,9,146,13,22,19,0,15,2.5
De'Von Achane,124305,HB,MIA,1,6,1,17,0,3,21,3,6,9,0,9,1.5
Elijah Mitchell,57272,HB,SF,3,6,1,28,0,7,0,0,0,6,1,15,2.5
Baker Mayfield,46518,QB,TB,2,4,2,30,0,14,0,0,0,1,0,31,7.8
Kenneth Gainwell,77737,HB,PHI,1,4,1,24,0,4,10,2,2,6,0,2,0.5
C.J. Stroud,129759,QB,HST,2,4,0,13,0,7,0,0,0,2,0,10,2.5
Davis Mills,52269,QB,HST,1,3,0,13,0,-1,0,0,0,3,0,-4,-1.3
Patrick Taylor,40448,HB,GB,2,3,0,12,0,3,0,0,0,3,0,6,2.0
Joe Flacco,4332,QB,CLV,1,3,2,8,0,8,0,0,0,1,0,13,4.3
Ronnie Rivers,57208,HB,LA,1,3,1,26,0,7,35,3,3,6,0,9,3.0
Tua Tagovailoa,60326,QB,MIA,1,3,2,17,0,14,0,0,0,0,0,25,8.3
Dameon Pierce,83659,HB,HST,1,3,0,13,0,1,0,0,0,3,0,0,0.0
Mason Rudolph,46569,QB,PIT,1,2,2,25,0,10,0,0,0,0,0,16,8.0
Rashee Rice,97605,WR,KC,4,2,0,16,2,3,262,26,31,28,0,5,2.5
Dare Ogunbowale,12329,HB,HST,2,2,0,13,0,4,13,1,1,3,0,7,3.5
Mecole Hardman Jr.,42683,WR,KC,4,2,0,16,2,-1,62,5,7,7,0,-5,-2.5
Rico Dowdle,40693,HB,DAL,1,2,0,9,0,9,14,2,3,4,0,11,5.5
Kyle Juszczyk,7912,FB,SF,3,2,1,28,0,3,64,4,4,6,0,5,2.5
Zay Flowers,97268,WR,BLT,2,2,0,3,1,3,156,9,12,11,0,4,2.0
Deven Thompkins,84480,WR,TB,2,1,1,30,0,10,4,1,2,2,0,10,10.0
Craig Reynolds,94383,HB,DET,3,1,1,11,0,1,0,0,0,1,1,1,1.0
John Metchie III,97400,WR,HST,2,1,0,13,0,9,44,3,3,4,0,9,9.0
Jalen Hurts,40291,QB,PHI,1,1,0,24,0,5,0,0,0,0,0,5,5.0
George Pickens,99229,WR,PIT,1,1,1,25,1,15,50,5,10,6,0,15,15.0
Trey Palmer,99248,WR,TB,2,1,0,30,0,9,88,3,4,4,0,9,9.0
Puka Nacua,100632,WR,LA,1,1,0,26,1,-2,181,9,10,10,0,-2,-2.0
Jameson Williams,101701,WR,DET,3,1,1,11,0,42,79,6,9,7,1,42,42.0
Stefon Diggs,9579,WR,BUF,2,1,1,4,1,7,73,10,16,11,0,7,7.0
Brandin Cooks,8655,WR,DAL,1,1,0,9,0,6,47,6,8,7,0,6,6.0
Nico Collins,61441,WR,HST,2,1,0,13,0,4,164,11,17,12,0,4,4.0
CeeDee Lamb,61570,WR,DAL,1,1,0,9,0,5,110,9,18,10,0,5,5.0
Jauan Jennings,48027,WR,SF,3,1,0,28,0,-1,111,10,12,11,0,-1,-1.0
Jayden Reed,78171,WR,GB,2,1,0,12,0,9,35,4,7,5,0,9,9.0
Travis Kelce,7844,TE,KC,4,1,1,16,0,5,355,32,38,33,0,5,5.0
Damar Hamlin,43291,S,BUF,1,1,0,4,0,2,0,0,0,1,0,2,2.0
Jaylen Waddle,84088,WR,MIA,1,1,0,17,0,9,31,2,5,3,0,9,9.0
Amon-Ra St. Brown,84470,WR,DET,3,1,0,11,0,2,274,22,32,23,0,2,2.0
